Title,Price,Area,Address,Gen_descrip,Loại hình,Ngày đăng,Ngày hết hạn,Loại tin,ID tin,Số phòng ngủ
"
Cần bán nhanh căn nhà đẹp 4 tầng, 37 m2 tại Đường Bằng Liệt - Hoàng Liệt - Hoàng Mai, giá 3.15 tỷ
","
3,15
Tỷ ","
37
m2
","['Hà Nội', 'Quận Hoàng Mai', 'Mua bán Nhà riêng tại Đường Bằng Liệt']","
 Bán nhà Linh Đàm 3.15 tỉ rộng rãi 37 mét  vuông 4 tầng ngõ nông nhà đẹp, dịch vụ ngập tràn 0981 275 ***.+ Nhà 4 tầng 1 tum chắc chắn, có ban công thoáng mát, sau nhà có khe thoáng, ngập tràn ánh sáng.+ bìa  đỏ chính chủ vuông đét.+ Khu vực đang cực kỳ phát triển và lên giá từng ngày.Khánh 0981 275 ***. 
",Nhà riêng, 20/11/2023,18/12/2023,Bán,2641109,
"
Bán biệt thự siêu đẹp 3 tầng, 130 m2, giá 24 tỷ tại Phường Mỗ Lao - Hà Đông - Hà Nội
","
24
Tỷ ","
130
m2
","['Hà Nội', 'Quận Hà Đông', 'liền kề tại Phường Mỗ Lao', 'Mua bán Nhà biệt thự']","
 Bán căn  biệt  thự Mộ Lao Hà Đông 130 mét  vuông 3 tầng giá 24 tỉ. L/H 0963 045 ***- căn  biệt  thự ở Mộ Lao, khu VIP Hà Đông, an  sinh  xã  hội đỉnh.- Khu căn  biệt  thự yên tĩnh, đường rộng, vỉa hè thông thoáng, hàng xóm thân thiện.- bìa  đỏ chính chủhotline tư vấn anh Long 0963 045 *** - zalo 
","Nhà biệt thự, liền kề", 20/11/2023,18/12/2023,Bán,2641099,3
"
Cần bán gấp bán nhanh căn biệt thự 4 tầng, 200 m2, giá 26 tỷ tại Đường Văn Phú - Hà Đông - Hà Nội
","
26
Tỷ ","
200
m2
","['Hà Nội', 'Quận Hà Đông', 'liền kề tại Đường Văn Phú', 'Mua bán Nhà biệt thự']","
 🔥ĐẮC ĐỊA . căn  biệt  thự - VĂN PHÚ - HÀ ĐÔNG . MT RỘNG - THOÁNG TRƯỚC SAU 🚘 ✅ LÔ 3 THOÁNG -------------------------------👉 căn  biệt  thự - sân vườn. 200m x 4 tầng - Văn Phú . Hà Đông - nhà đẹp . 👉 hoàn thiện tỉ mỉ , ráp vàng, 👉 Tầng 1 ; tiểu cảnh, sân vườn, non bộ . +Bên trong .  p.khách , phòng sinh hoạt chung . gian  bếp. 👉 Tầng 2: 1 PN master khép kín, 1 phòng thay đồ, 2 ngủ và 1  phòng  vệ  sinh ngoài.👉 Tầng 3: phòng Thờ , 3 ngủ, 1  phòng  vệ  sinh . 👉 Tầng 4: Sân phơi. WIU tr đô . + Khu vực . an  sinh  xã  hội tuyệt vời , hàng xóm quan chức, ra vào bảo vệ. 👉 bìa  đỏ vuông đẹp sẵn sàng . 🤝 bán giúp. Lãi mỗi cái Tình cảm Bác Cháu thôi. ☎contact : Long thổ Hà Đông 0987 728 *** 
","Nhà biệt thự, liền kề", 20/11/2023,18/12/2023,Bán,2641098,5
"
Cần bán gấp đất nền tại Huyện Chương Mỹ - Hà Nội, giá tốt
","
Thỏa thuận
","
--
","['Hà Nội', 'Mua bán Đất tại Huyện Chương Mỹ']","
 Cần bán nền  đất tại xóm đông sơn thuộc thị trấn chúc Sơn chương Mỹ Thủ  đô  Hà  Nội - đất 42,3 m , lô góc quá đẹp đường oto thoải mãi - bán kính vài trăm mét đầy đủ tiện ích không thiếu gì Quý anh/chị quan tâm đến hotline với em -za lô: 0896 989 *** 
",Đất, 20/11/2023,18/12/2023,Bán,2641092,
"
Chuyển nhượng nhà đẹp 2 tầng, 53 m2 tại Đường Tân Mai - Tân Mai - Hoàng Mai - Hà Nội, giá 2.7 tỷ
","
2,7
Tỷ ","
53
m2
","['Hà Nội', 'Quận Hoàng Mai', 'Mua bán Nhà riêng tại Đường Tân Mai']","
 Cần bán  nhanh ngôi  nhà 2 tầng ngõ 238 Phố Tân Mai, P. Tân Mai, Q. Hoàng Mai, thành  phố  Hà  Nội- DT 53 m2 sử dụng. Nhà 2 tầng có 3 PN, 1  nhà  vệ  sinh- Thuận tiện giao thông sinh hoạt, KDC văn minh, an  ninh  đảm  bảo- Nhà đang chờ sổ- giá: 2,7 tỉcall  ngay chính chủ: 0985 089 *** 
",Nhà riêng, 20/11/2023,18/12/2023,Bán,2641088,3
"
Bán nhà sổ hồng riêng 6 tầng, 70 m2, mặt tiền 5m tại Phường Hoàng Văn Thụ - Hoàng Mai, giá tốt
","
Thỏa thuận
","
70
m2
","['Hà Nội', 'Quận Hoàng Mai', 'Mua bán Nhà riêng tại Phường Hoàng Văn Thụ']","
 căn  biệt  thự dát vàng đẳng cấp nhất Q. thang máy lên tận tầng 6 - ô  tô con lùi tận cửa - cách đường ô  tô tránh 15m - tiện ích đầy đủ - giá bao gồm full nội.Thiết kế:- Nhà xây dựng chắc chắn thuê thiết kế và xây dựng vô cùng tâm huyết.+ T1: Khách, bếp, VS.+ T2:  phòng  ngủ Master vs khép kín (ful đồ nội thất giường  ngủ tủ sịn sò giá trị gần nửa tỉ) + phòng thay đồ, trang sức.+ T3: Phòng live stream bán hàng +  phòng  ngủ + VS.+ T4: 2 phòng  ngủ + VS.+ T5: Phòng thờ + Phòng giải trí Karaoke thiết kế nội thất hơn nửa tỉ.+ T6: Sân phơi đồ + vườn Thượng uyển thưởng trà ngắm cảnh, BBQ...Tổng chi phí thiết kế và nội thất khoảng 4 tỉ  Việt  Nam  đồng.bìa  đỏ chính chủ - sẵn sàng giao dịch.liên  lạc: 0972 755 ***Việt anh chuyên nhà đẹp cao cấp Thủ  đô  Hà  Nội). 
",Nhà riêng, 20/11/2023,18/12/2023,Bán,2641087,6
"
Cần bán gấp bán nhanh chung cư Khu đô thị Nam Trung Yên, 2 phòng ngủ, 65 m2, giá tốt
","
Thỏa thuận
","
65
m2
",['Mua bán Căn hộ chung cư  Khu đô thị Nam Trung Yên'],"
 Bán chung  cư tòa A14 Nguyễn Chánh.DT 65m2 có 2 phòng  ngủ - 1 toilet, có thể sửa thành 2 toilet đơn giản.Nhà đã hoàn thiện nội  thất  đầy  đủ cao cấp.KH quan tâm liên  hệ: 0988 637 *** 
",Căn hộ, 20/11/2023,18/12/2023,Bán,2641086,2
"
Cần bán nhanh căn Vinhomes D' Capitale‎ Trần Duy Hưng, 3 phòng ngủ, 112 m2, giá 6.8 tỷ
","
6,8
Tỷ ","
112
m2
","[""Mua bán Căn hộ chung cư  Vinhomes D' Capitale\u200e Trần Duy Hưng""]","
 căn  hộ  chung  cư giá  mềm siêu đẹp. DT rộng hàng đầu dự án.căn  hộ  chung  cư cao cấp vin D'Capitale Trần Duy Hưng - Trung Hòa - Cầu Giấy - thành  phố  Hà  Nội. (Đối diện BigC Thăng Long).Giá bán  ngay chỉ 6.8 tỉ, là giá  mềm hiếm có hiện tại trên thị trường của trục căn 112m2.- DT căn  hộ  chung  cư: 112m2.- Tầng trung đẹp.- đầy  đủ  nội  thất cao cấp.- Dịch vụ: Full tiện ích 5* do vin quản lí.- Di chuyển cực thuận tiện: Gần BV, trường học, trung  tâm  TP, bến xe...call  ngay: 0979 407 *** để trao đổi thêm.Xin cảm ơn. 
",Căn hộ, 20/11/2023,18/12/2023,Bán,2641085,3
"
Bán nhanh căn hộ Sky Park Residence, 3 phòng ngủ, giá 5.35 tỷ tại Quận Cầu Giấy - Hà Nội
","
5,35
Tỷ ","
--
",['Mua bán Căn hộ chung cư  Sky Park Residence'],"
 chính chủ chuyển xuống nhà  thổ  cư, cần bán  gấp chung  cư 3 PN tại SkyPark Tôn Thất Thuyết, giá cực tốtDT 92.8m2 tim tường, thông thủy 86.5m2, 2 phòng to + 01 phòng nhỏ làm kho (~ 8m2),nội  thất  luxury, chủ làm để ởGiá chỉ 5.35 tỉa/c quan tâm liên  hệ em Nam 0985 542 *** để xem nhà, tư vấn và hỗ trợ các thủ tục miễn phsi 
",Căn hộ, 20/11/2023,18/12/2023,Bán,2641068,3
"
Cần bán gấp bán nhanh miếng đất 40 m2 tại Phường Trung Hòa - Cầu Giấy - Hà Nội, giá 7.9 tỷ
","
7,9
Tỷ ","
40
m2
","['Hà Nội', 'Quận Cầu Giấy', 'Mua bán Đất tại Phường Trung Hòa']","
 Chính chủ bán  nhanh 40m2 đất phố Trung Kính, phân lô, oto tránh, vỉa hè KD, giá 7.9 tỉ.nền  đất vàng còn sót lại giữa trung tâm, đường rộng thông thoáng, phân lô oto tránh dừng đỗ ngày đêm, phù hợp xây tòa nhà 8 tầng thang máy, KD sầm uất mọi loại hình.Nhà gần phố Vũ Phạm Hàm, phố Mạc Thái Tông, phố Trung Hòa, phố Trần Kim Xuyến, phố Hạ Yên, Quyết, đường Trung Yên, phố Phạm Văn Bạch...Xung quanh là các tòa văn phòng, các công ty lớn nhỏ KD tấp nập ngày đêm, gần chợ, TTTM, trường học, khu vực gần các cơ quan ban ngành hành chính các cấp Q..bìa  đỏ đẹp, chính chủ, sẵn sàng giao dịch.L/H tôi Hậu để xem nhà: 0976 150 *** 
",Đất, 20/11/2023,18/12/2023,Bán,2641065,
"
Sở hữu căn hộ chung cư The Golden Palm, 2 phòng ngủ, giá 4.7 tỷ tại Thanh Xuân - Hà Nội
","
4,7
Tỷ ","
--
",['Mua bán Căn hộ chung cư  The Golden Palm'],"
 Chính chủ gia đình cần bán căn  hộ siêu đẹp The Golden Palm.DT 81,2m2, thiết kế 2 ngủ 2 vệ sinh.Tầng trung ban công hướng  Đông  Nam thoáng mát.nội  thất  đầy  đủ đẹp chỉ việc vào ở.Giá 4,7 tỉ còn thỏa  thuận.hotline xem nhà: 0969 905 *** 
",Căn hộ, 20/11/2023,18/12/2023,Bán,2641064,2
"
Sở hữu ngay căn hộ chung cư 3 phòng ngủ, 90 m2, giá 3.4 tỷ tại Phố Hàng Vải - Hoàn Kiếm - Hà Nội
","
3,4
Tỷ ","
90
m2
","['Hà Nội', 'Quận Hoàn Kiếm', 'Mua bán Căn hộ chung cư tại Phố Hàng Vải']","
 Chính chủ bán nhà tập thể mặt phố Hàng Vải, Hoàn Kiếm, 90m2, 3 PN giá 3.4tỉ.- Mặt phố cổ - nhà tập thể đẹp - giá rẻ - nhiều năm mới có người bán.- DT: 90 m2.- giá: 3.4 tỉ.- Nhà tập thể nằm ngay trên mặt phố Hàng Vải, tuyến phố KD buôn bán tấp nập ngày đêm. Người Tây qua lại nhiều ngang người Ta.- Hiện tại chủ đang KD văn phòng tầng 2, tầng 3 vừa là bếp + vệ sinh + PN, tầng 4, 1 PN, chủ không ở để làm kho để đồ.- Tầng 1 chỗ vỉa hè chính chủ vẫn còn mấy m2, cho thuê bán nước 5 tr/ tháng.- Có chỗ để xe máy thoải mái.- bìa  đỏ chính chủ, sẵn sàng giao dịch.- L/H: 0989 898 *** không  trung  gian. 
",Căn hộ, 20/11/2023,18/12/2023,Bán,2641063,3
"
Bán đất 77 m2, mặt tiền 9m tại Xã Phụng Châu - Chương Mỹ - Hà Nội, giá tốt
","
Thỏa thuận
","
77
m2
","['Hà Nội', 'Huyện Chương Mỹ', 'Mua bán Đất tại Xã Phụng Châu']","
 Chính chủ bán đất Phụng Châu 77m2 lô góc, ô  tô vào đất.+ Lô góc, 2 MT ô  tô vào đất.+ MT to đẹp, DT lô góc nên không gian sử dụng đc nhiều.+ Giá hợp lý để đầu tư và mua ở.+ Cách đường chính và xe  bus chạy 20m.+ Gần KDL núi trầm đang phát triển từng ngày.+ Gần tuyến đường TL429 đang chuẩn bị triển khai mở rộng.+ Giá trị đất đang có xu thế tăng trở lại nên dây là cơ hội để đầu tư.+ free xem và tư vấn pháp  lí.+ Xem đất 24/24.+ contact: E Dũng để xem đất. 
",Đất, 20/11/2023,18/12/2023,Bán,2641061,
