Title,Price,Area,Address,Gen_descrip,Loại hình,Ngày đăng,Ngày hết hạn,Loại tin,ID tin,Số phòng ngủ
"
Bán gấp nhà sổ riêng 97 m2 tại Huyện Thanh Trì - Hà Nội, giá 8 tỷ
","
8
Tỷ ","
97
m2
","['Hà Nội', 'Mua bán Nhà riêng tại Huyện Thanh Trì']","
 Bán đất phân lô tái định cư thị trấn Văn Điển, thích hợp xây tòa nhà văn phòng, trường mẫu  giáo tư thục, nhà nghỉ...+ DT: 97 mét  vuông đất sử dụng, view hồ thoáng mát trước sau.+ Thửa đất vuông đẹp, phân lô có vỉa hè, cây xanh, hàng xóm toàn cán bộ huyện, dân trí cao.+ Vị trí đất cách bến xe nước ngầm tầm 2 kilomet. Cách bv nội tiết tw 1 kilomet.+ Khu hành chính: UB huyện, Chi Cục Thuế 500m.bìa  đỏ vuông  vức 5m MT.call  ngay: 0934 698 *** 
",Nhà riêng, 01/12/2023,29/12/2023,Bán,2660171,
"
Cần bán gấp chung cư Khu đô thị Văn Khê, 68 m2, giá tốt tại Đường Văn Khê - Hà Đông - Hà Nội
","
Thỏa thuận
","
68
m2
",['Mua bán Căn hộ chung cư  Khu đô thị Văn Khê'],"
 + DT : 68m 2 ngủ 2 vs+ View nhìn xuống sân chơi, cực yên tĩnh+ phí  DV rẻ 3k/m+ SĐCC + call  ngay Em Thảo Thảo : 0965 145 ***, chuyên bất  động  sản CC Hà đông 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660149,
"
Cần bán nhanh căn hộ 2 phòng ngủ, 67 m2, giá 2.35 tỷ tại Đường Lê Trọng Tấn - Hà Đông - Hà Nội
","
2,35
Tỷ ","
67
m2
","['Hà Nội', 'Quận Hà Đông', 'Mua bán Căn hộ chung cư tại Đường Lê Trọng Tấn']","
 Do chuyển công tác nên gia đình chúng tôi cần bán  gấp căn 2 ngủ 2 vệ sinh tòa ICID Complex lê trọng tấn _ Tầng : 18 _Hướng : ban công hướng  Tây  Bắc,cửa hướng  Đông  Nam _ DT :67 m sử dụng_ nội  thất  đầy  đủ bao gồm : TV , tủ lạnh , máy giặt , điều hòa , lò vi sóng , giường  ngủ tủ ,sô  pha , bàn ăn ,..._ bìa  đỏ pháp  lí rõ ràng _ Hỗ trợ :70 phần  trăm vay vốn NH gọi  ngay:0974 081 *** 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660148,2
"
Cần bán ngay căn hộ chung cư D’. Le Roi Soleil Quảng An, 2 phòng ngủ, 88 m2, giá 6.3 tỷ
","
6,3
Tỷ ","
88
m2
",['Mua bán Căn hộ chung cư  D’. Le Roi Soleil Quảng An'],"
 sang  nhượng chung  cư tòa D'. Le Roi Soleil Quảng An, vị trí đẹp, view thoáng:- DT: 88 mét  vuông.- Thiết kế: 2 ngủ 2 vệ sinh 2 ban công.- Nội thất bàn giao: Đầy đủ đồ mới.- pháp  lí: Đã có bìa  đỏ.- giá 6.3 tỉ bao phí.hotline tư vấn: 0989 734 *** 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660135,2
"
Cần bán gấp bán nhanh đất nền 135 m2, mặt tiền 5m tại Long Biên - Hà Nội, giá 13 tỷ
","
13
Tỷ ","
135
m2
","['Hà Nội', 'Quận Long Biên', 'Mua bán Đất tại Đường Hoa Lâm']","
 bán  ngay ĐẤT HOA LÂM VIỆT HƯNG 135M-5M TIỀN HẬU 1 MẶT PHỐ 1 MẶT NGÕ KD ĐỈNH ĐẦU TƯ PHÂN LÔ QUÁ ĐẸP KÍNH MỜI CÁC a/c CĐT -- VỊ TRÍ VÀNG KD TẤP LẬP DÒNG TIỀN GIÁ TRỊ TĂNG QUY HOẠCH ỔN ĐỊNH.+ Gia chủ nhờ em bán giúp nền  đất khu lõi phố Hoa Lâm, gần Big  C long biên phố Ngô Gia Tự. Vũ Đức Thận trước đất là chợ dân sinh đông đúc hàng quán vị trí lưu thông các phố chính bên trên.+Hiện tại đất đển không mặt trước phố chính sầm uất, mặt sau là ngõ 3m thông oto 4 chỗ đi vòng quanh trước sau thoải mái.+DT chuẩn 135m²- MT hậu vuông  vức 5m dài 27m, chừa ra 10m vị trí cống thoát nước công cộng.DTSD đầy đủ còn lại 125m chuẩn (em xin cam kết thông tin chuẩn100 phần  trăm).-Gia chủ bán đất hiện trạng chuẩn lên không có mô tả thêm.bìa  đỏ : bìa  đỏ chính chủ,chủ rất có  thiện  chí bán mời tất cả các a/cliên  hệ  ngay: 0862 836 ***.+ E Hiếu chuyên nhà nền  thổ  cư Long biên Thủ  đô  Hà  Nội. Tôi phục vụ KH với tiêu chí giúp người là giúp chính mình, quý chữ tín hơn vàng, vươn tới tầm cao mới.+ free 100 phần  trăm với khách mua, về dẫn đi xem nhà và kể cả giao dịch thành công, bên mua không mất phí, đc tư vấn hỗ trợ. pháp  lí, HĐ, bìa  đỏ. 
",Đất, 01/12/2023,29/12/2023,Bán,2660124,
"
Sở hữu ngay căn biệt thự Khu đô thị Trung Yên, 8 tầng, 120 m2, giá 32 tỷ tại Cầu Giấy - Hà Nội
","
32
Tỷ ","
120
m2
","['liền kề  Khu đô thị Trung Yên', 'Mua bán Nhà biệt thự']","
 Tòa văn phòng 8 tầng Trung Hòa - nhà  để  xe ôtô - view vườn hoa - 120m - MT 8m - 32 tỉ.Tầng hầm: nhà  để  xe ôtô thang máy thang bộ cuối nhà.Tầng lửng: Sảnh chờ, quầy lễ tân.Tầng 2 - 3 - 4: Văn phòng cho thuê.Tầng 5: 2 PN master có bồn tắm nằm +  p.khách.Tầng 6: gian  bếp, phòng ăn, phòng thờ,  phòng  vệ  sinh + sân phơi cực rộng.Tầng 7: Tum.Hoàn thiện nội  thất  đầy  đủ có điều hoà, nóng  lạnh,  toilet hiện đại.Nhà đã hoàn thiện long lanh chờ chủ mới.bìa  đỏ phân lô vuông đét, cất két. 
","Nhà biệt thự, liền kề", 01/12/2023,29/12/2023,Bán,2660115,2
"
Bán gấp chung cư Vinhomes Ocean Park, 2 phòng ngủ, giá 1.7 tỷ tại Xã Dương Xá - Gia Lâm - Hà Nội
","
1,7
Tỷ ","
--
",['Mua bán Căn hộ chung cư  Vinhomes Ocean Park'],"
 Rẻ nhất thị trường 2 phòng  ngủ + 1 toilet giá 1.7 tỉ thu về tầng trung Đông  Nam vin Ocean Park.- DT: 59,1 mét  vuông.- Nội thất bàn giao nguyên bản chủ  đầu  tư: Trần, sàn, tường, thiết bị vệ sinh, điều hòa.- Ban công hướng  Đông  Nam thoáng mát, tầng trung.- Vị trí tòa trung tâm đông dân  cư, đầy đủ tiện ích xung quanh tòa, thuận tiện di chuyển.- giá: 1.7 tỉ thu về.- pháp  lí: Sẵn sổ không vay dễ dàng giao dịch.Xem nhà call  ngay SDT: 0974 989 ***Zalo Hải Trinh). 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660114,2
"
Cần bán nhanh căn 101 Láng Hạ, 3 phòng ngủ, 145 m2, giá 6.5 tỷ tại Phố Láng Hạ - Đống Đa - Hà Nội
","
6,5
Tỷ ","
145
m2
",['Mua bán Căn hộ chung cư  101 Láng Hạ'],"
 Bán căn  hộ 101 Láng Hạ.DT 145 m2. 3 PN, 2 vệ sinh rộng rãi thoáng mát.Ban công nhìn ra mặt đường Láng Hạ.Khu phố thương mại sầm uất, nhiều nhà hàng, văn phòng. 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660113,3
"
Cần bán gấp bán nhanh căn chung cư Heritage West Lake, 5 phòng ngủ, 357 m2, giá 62 tỷ
","
62
Tỷ ","
357
m2
",['Mua bán Căn hộ chung cư  Heritage West Lake'],"
 Trực tiếp quỹ hàng CĐT Capital Land, chung  cư penthouse duy nhất dự án Heritage West Lake - Tây Hồ, toà chung  cư Quốc tế cao cấp số 1 TP  Hà  Nội.Vị trí dự án: Đường Lạc Long Quân, P. Phú Thượng, Q. Tây Hồ, TP  Hà  Nội, cách Lotte Mall 200m.- Vận hành bởi đơn vị quốc tế 6* Heritage là căn  hộ đẳng cấp dành riêng cho giới thượng lưu.DT: 357  mét  vuông.chung  cư thiết kế dạng căn  hộ  thông  tầng, 2 tầng, trần cao 7m, view trực diện hồ tây, thiết kế 5 PN, thang máy riêng.giá: 62 tỉ (TT tiến độ giãn 2 năm).Chuyên viên tư vấn: Lan Chinh: 0845 615 *** 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660111,5
"
Cần bán nhà sổ riêng 6 tầng, 43 m2, mặt tiền 4m tại Đường Hoàng Văn Thái - Thanh Xuân, giá 10.5 tỷ
","
10,5
Tỷ ","
43
m2
","['Hà Nội', 'Quận Thanh Xuân', 'Mua bán Nhà riêng tại Đường Hoàng Văn Thái']","
 Thuộc khu phân lô cán bộ quân đội kỹ thuật Không Quân - dân trí cao toàn tướng tá, trước nhà 2 oto tránh, yên tĩnh ở cực sướng.Phân lô ô bàn cờ chạy quanh nhà, nhà đẹp thiết kế tỉ mỉ tâm huyết, chủ tặng lại đầy  đủ  nội  thất chỉ xách va  li về ở luôn.Thiết kế:+ T1: garage oto, bếp, khách.+ T2,3: Mỗi tầng 2 ngủ khép kín.+ T4: Phòng thờ, sân phơi.+ T5: Khu trồng sau.Sổ chính chủ SSGD. 
",Nhà riêng, 01/12/2023,29/12/2023,Bán,2660110,5
