Title,Price,Area,Address,Gen_descrip,Loại hình,Ngày đăng,Ngày hết hạn,Loại tin,ID tin,Số phòng ngủ
"
Bán căn nhà 1 tầng, 19 m2 tại Phố Tạ Quang Bửu - Bách Khoa - Hai Bà Trưng - Hà Nội, giá 3.4 tỷ
","
3,4
Tỷ ","
19
m2
","['Hà Nội', 'Quận Hai Bà Trưng', 'Mua bán Nhà riêng tại Phố Tạ Quang Bửu']","
 + Thuộc phố VIP trung tâm Q. HAI BÀ TRƯNG + Khu vực an  sinh  xã  hội đỉnh cao - dân trí cực tốt + An ninh - an toàn + DT tuy nhỏ nhưng MT 5,3m vuông  vức - hiện đang KD shop + Trước nhà đường trải nhựa oto 7 chỗ tránh nhau thoải mái + Tầm tiền siêu  hiếm trong khu vực để mua đc 1 ngôi  nhà vị trí tốt - KD hái ra tiền + Nằm cạnh các trường  DH lớn như BÁCH KHOA - KINH TẾ - XÂY DỰNG - MỞ ...+ Chỉ vài ph di chuyển lên Phố đi bộ Hồ Gươm + Chính chủ bán + liên  lạc trực tiếp xem nhà ngay. 
",Nhà riêng, 29/11/2023,27/12/2023,Bán,2656671,
"
Sở hữu ngay căn hộ BRG Diamond Residence, 3 phòng ngủ, 105 m2, giá 6.06 tỷ tại Thanh Xuân
","
6,06
Tỷ ","
105
m2
",['Mua bán Căn hộ chung cư  BRG Diamond Residence'],"
 - chung  cư 3 phòng  ngủ 2VS 105m2 thiết kế rất hợp lý, giá  mềm nhất tại BRG Diamond 25 Lê Văn Lương.- Hai phương án bàn giao:+ Bàn giao không gian sáng tạo để gia chủ tùy ý hoàn thiện theo ý thích.+ Bàn giao nội  thất  đầy  đủ liền tường nhập khẩu cao cấp.- Trần cao 3.6m, nhà siêu thoáng.- Sở hữu 5.5 tầng hầm, cam kết chỗ đỗ xe oto.- Sở hữu 5 tầng TTTM cao cấp (thang cuốn + thang máy riêng) + 1 tầng tiện ích cho riêng dân  cư.- Tọa lạc tại vị trí vàng ngã  4 Lê Văn Lương - Hoàng Đạo Thúy, sở hữu 2 mặt đường, trung tâm Trung Hòa Nhân Chính rất thuận tiện di chuyển.L/H xem căn thực tế: 0945 991 *** 
",Căn hộ, 29/11/2023,27/12/2023,Bán,2656645,3
"
Sở hữu căn chung cư Khu đô thị Tây Hồ Tây - Starlake Hà Nội, 3 phòng ngủ, 113 m2, giá rẻ
","
Thỏa thuận
","
113
m2
",['Mua bán Căn hộ chung cư  Khu đô thị Tây Hồ Tây - Starlake Hà Nội'],"
 Danh sách chung  cư điển hình tại căn  hộ cao cấp Starlake cần bán cuối năm 2023:Căn 2 ngủ:- Tòa 901, DT 101m2 hướng Nam mát mẻ, full đồ mới có bìa  đỏ.- Tòa 902, DT 98m2 hướng Đông view thoáng, đồ cơ bản có bìa  đỏ.- Tòa 903, DT 100.95m2, hướng Nam, đồ cơ bản.Căn 3 ngủ.- Tòa 901, tầng trung, DT 113m2 căn G cửa Tây, ban công Nam, full đồ.- Tòa 903, tầng cao, cửa Nam, ban công Đông, đồ cơ bản.- Tòa 901, căn 125m2 + 30m2 sân vườn.- Cam kết giá  mềm nhất thị trường.- Nhận tư vấn free mọi thủ tục về pháp  lí, bìa  đỏ sang tên.- Cam kết còn hàng, giá chuẩn.- Hàng sang  nhượng, đã có bìa  đỏ.Quỹ hàng cập nhật ở trên là những căn điển hình, a/c có nhu cầu mua chung  cư, vui lòng L/H đến gọi  ngay để nhận full bảng giá: 0839 454 *** 
",Căn hộ, 29/11/2023,27/12/2023,Bán,2656644,3
"
Sở hữu căn Khu đô thị Kim Văn Kim Lũ, 2 phòng ngủ, 82 m2, giá rẻ tại Hoàng Mai - Hà Nội
","
Thỏa thuận
","
82
m2
",['Mua bán Căn hộ chung cư  Khu đô thị Kim Văn Kim Lũ'],"
 - Tầng đẹp view The Manor Central Park.- Nằm ngay trên trục đường Vành Đai 3 (Nghiêm Xuân Yêm).- Cách ngã  4 Khuất Duy Tiến - Nguyễn Trãi 1 kilomet.- Công viên cây xanh, sân chơi trẻ em, hồ bơi, bãi đỗ xe công cộng.- Xung quanh là các trung tâm mua sắm, công viên, sân chơi cho trẻ em, shop tiện lợi, trường học từ mẫu  giáo đến ĐH... Phục vụ nhu cầu sinh hoạt của người dân.- Hầm gửi xe rộng rãi, camera an ninh 24/24.- Thuận tiện di chuyển ra các huyện lân cận và cách trung  tâm  TP 10p di chuyển. 
",Căn hộ, 29/11/2023,27/12/2023,Bán,2656622,2
"
Chuyển nhượng căn biệt thự Sơn Đồng Center, 4 tầng, 72 m2, giá 7.7 tỷ tại Huyện Hoài Đức - Hà Nội
","
7,7
Tỷ ","
72
m2
","['liền kề  Sơn Đồng Center', 'Mua bán Nhà biệt thự']","
 chào  bán QUỸ CĂN ĐẸP NHẤT VÀ CUỐI CÙNG CỦA DỰ ÁN SƠN ĐỒNG CENTERTọa lạc tại trung tâm làng nghề Sơn Đồng, Hoài Đức, TP  Hà  Nội, vốn là nơi tấc đất tấc vàng, việc sở hữu đc những căn nhà  phố  thương  mại  shophouse Sơn Đồng Center đc xem như bảo chứng vàng cho tiềm năng tăng giá và thu hút tài lộc, vượng khí cho chủ sở hữu. Đặc biệt, với CSBH nhiều ưu đãi, đây chính là cơ hội cuối cùng cho NĐT nhanh chóng ra quyết định sở hữu ""tấc vàng"" đầy tiềm năng. SƠN ĐỒNG CENTER nằm tiếp giáp đường Song Phương mở rộng, đường Trịnh Văn Bô nối  dài, đường Vành Đai 3.5, Vành đai 4, giúp các NĐT dễ dàng kết nối tới các khu vực trọng điểm: Mỹ Đình, Từ Liêm, Hà Đông, Đan Phượng, Quốc Oai...=Quy mô: 2.5ha với tổng 150 căn nhà  phố  thương  mại  shophouse =Mật độ xây dựng: 47.2 phần  trăm=DT đất: 65 mét  vuông - 100 mét  vuông =Số tầng xây dựng: 4 tầng 1 tum =Mức độ hoàn thiện: Xây thô hoàn thiện mặt ngoài =Tỉ lệ xây dựng: Có thể lên tới 100 phần  trăm +++++ Số lượng căn chào  bán đợt cuối: 30 cănHỗ trợ vay vốn: NH ABBankpháp  lí: bìa  đỏ lâu dài, sẵn sàng bàn giao sổ trong vòng 1 thánggiá: CHỈ TỪ 6.7 tỉ /CĂNnhà  phố  thương  mại  shophouse Sơn Đồng Center đã sẵn sàng bàn giao cho các chủ nhân an cư, lạc nghiệp cùng chính sách ưu đãi hấp dẫn: =Tặng ngay gói Nội thất trị giá 500.000.000 VNĐ = CK lên tới 10 phần  trăm  = Hỗ trợ LS lên tới 70 phần  trăm trong 18 tháng  = Ân hạn nợ gốc lên tới 18 tháng  =Chỉ từ 2,5 tỉ nhận nhà ngay, bìa  đỏ trao tay-----------------------------khu  đô  thị Sơn Đồng Center - Tinh hoa nghìn năm, khơi nguồn thịnh vượngcall  ngay: 0989 343 *** hoặc 0904 805 *** CĐT: Công ty CP đầu tư xây dựng và KD BĐS HTL Việt Nam Đơn vị Quản lý Marketing Truyền thông: CTCP Glexhomes đc dự án: Làng nghề Sơn Đồng, xã Sơn Đồng, huyện Hoài Đức, TP  Hà  Nội 
","Nhà biệt thự, liền kề", 29/11/2023,27/12/2023,Bán,2656592,
"
Bán nhanh căn CT36 Xuân La, 3 phòng ngủ, 72 m2, giá tốt tại Đường Xuân La - Tây Hồ - Hà Nội
","
Thỏa thuận
","
72
m2
",['Bán Căn hộ chung cư  CT36 Xuân La'],"
 Tháng 10 cho ra mắt 3 siêu phẩm tại KĐT CT36 Xuân La.Thông tin chi tiết về các căn  hộ  chung  cư như sau:căn  hộ  chung  cư số 1 (DT: 72m2):Hướng: Đông, view Hồ Tây, tạo không gian thoáng đãng và dễ chịu.Cấu trúc: 2 PN, 2 vệ sinh,  p.khách, bếp, ban công và logia phơi quần áo.Nội thất: Đầy đủ, ban công hướng mát, không bị nắng chiều Tây.Vị trí: Tầng trung, đầy ánh sáng tự nhiên, không khí lưu thông tốt.pháp  lí: bìa  đỏ đầy đủ, chính chủ có  thiện  chí bán.giá: 4 tỉ.căn  hộ  chung  cư số 2 (DT: 86m2):Cấu trúc: 3 PN, 2 vệ sinh,  p.khách, bếp, ban công và logia phơi quần áo.Nội thất: Đầy đủ, thiết kế vuông  vắn và tối ưu không gian sử dụng.Vị trí: Tầng trung, cửa chính hướng Nam, hút gió và mát.pháp  lí: bìa  đỏ đầy đủ, nhà chủ không ở, còn mới.giá: 4,5 tỉ.căn  hộ  chung  cư số 3 (DT: 99m2):Cấu trúc: 3 PN, 2 vệ sinh,  p.khách, bếp, ban công và logia phơi quần áo.Nội thất: Cơ bản, không gian sử dụng rộng, đặc biệt là  p.khách và bếp.Vị trí: Tầng trung.pháp  lí: bìa  đỏ đầy đủ, chính chủ không ở, đang cho thuê nhưng cần bán  ngay.giá: Trên 5,2 tỉ.Đặc điểm và Tiện ích tòa nhà:phí  DV: Rẻ, chỉ 5 nghìn/m2/tháng.Tiện ích: Thang máy tốc độ cao, 4 thang bộ thoát hiểm, hàng lang rộng rãi. Có tầng hầm đậu xe, tầng 1 là vườn hoa và sân chơi.An toàn: 2 lối thoát hiểm, hệ thống chống cháy đầy đủ và tự động.Vị trí: Gần Hồ Tây, thuận tiện đi bộ đến Hồ Tây và Lotte Mall Tây Hồ. Có chợ dưới chân tòa nhà, gần các trường học và BV thành  phố  Hà  Nội. Gần công viên nước Hồ Tây, khu căn  biệt  thự Vườn Đào, KĐT Ciputra và siêu thị Lotte Mall Hàn Quốc.L/H:Người L/H: Ngọc Diệp.SDT: 0961 936 ***.Hỗ trợ: Tư vấn chi tiết và hẹn lịch xem nhà trong hoặc ngoài giờ hành chính. 
",Căn hộ, 29/11/2023,27/12/2023,Bán,2656575,3
"
Cần bán gấp căn Vinhomes Symphony, 3 phòng ngủ, 111 m2, giá 8 tỷ tại Long Biên - Hà Nội
","
8
Tỷ ","
111
m2
",['Bán Căn hộ chung cư  Vinhomes Symphony'],"
 L/H Thuấn bất  động  sản Và Hơn Thế Nữa: 0938 363 *** để xem nhà. Nhận ký gửi bất  động  sản. Cam kết hỗ trợ nhiệt tình, tận tâm và free trong mọi công đoạn của giao dịch.-------------------------------------------------sang  nhượng căn căn  hộ đập thông vin Symphony Riverside Long Biên.- Tòa S2, DT: 111m2, tầng 9, 3 PN, giá 8 tỉ bao phí.- chung  cư đc gia chủ mua từ ngày đầu dự án. Tầng đẹp. Gia chủ từ ngày mua nhà làm ăn rất có lộc, đã chuyển sang ở căn  biệt  thự không sử dụng đến nên muốn sang  nhượng cho khách hữu duyên.- Vị trí: Nằm trong khu  đô  thị vin Long Biên, đối diện Vincom Long Biên, xung quanh là quần thể các khu  đô  thị Việt Hưng, Sài Đồng...- Tiện ích: Hưởng toàn bộ tiện ích của vin, Vincom Long Biên, những dịch vụ cao cấp như: Bể bơi trên cao. TTTM, gym, gần trường vinschool, an  ninh  tốt, camera 24/24,.. Và còn hơn thế nữa.- sổ  hồng  riêng đẹp, chủ có  thiện  chí sẵn sàng giao dịch. 
",Căn hộ, 29/11/2023,27/12/2023,Bán,2656574,3
"
Cần bán gấp bán nhanh nhà sổ riêng 4 tầng, 32 m2, mặt tiền 4m tại Đường La Dương, giá 2.55 tỷ
","
2,55
Tỷ ","
32
m2
","['Hà Nội', 'Quận Hà Đông', 'Bán Nhà riêng tại Đường La Dương']","
 Chỉ 2.55 tỉ. Sở hữu ngay nhà Hà Đông 32m2x5t. Ngay đường lê trọng tấn, cách Aeon Mall Hà Đông chỉ 1.5  kilomet. 033726722.-------------------------Nhà xây mới 5T, DT 32m2 gồm 3 ngủ + 1 phòng thờ + 3 VS +  phòng  khách + sân phơi. Nhà hướng Đông/ hướng  Đông  Nam, thiết kế trẻ trung hiện đại, kết cấu chắc chắn. Đường thông ngõ thoáng, khu vực dân trí cao thuận tiện cho việc KD, buôn bán và để ở.Vị trí: Ngay La Dương, Dương Nội, cách trung  tâm  thương  mại Aeon Mall Hà Đông 350 mét, và chỉ hơn 200 mét là đi ra trục đường chính Lê Trọng Tấn.pháp  lí rõ ràng, bìa  đỏ sẵn sàng giao dịch.Giá: 2.55 tỉ (CTL).Hỗ trợ NH 70 phần  trăm.L/H: 0337 256 *** gặp Thành An để đc tư vấn và xem nhà free. 
",Nhà riêng, 29/11/2023,27/12/2023,Bán,2656569,3
"
Cần bán ngay căn nhà đẹp 3 tầng, 36 m2, mặt tiền 3m tại Đường Ỷ La - Hà Đông, giá 2.5 tỷ
","
2,5
Tỷ ","
36
m2
","['Hà Nội', 'Quận Hà Đông', 'Mua bán Nhà riêng tại Đường Ỷ La']","
 Nhà gần trục giao thông thuận tiện, 100m ra Lê Trọng Tấn giao thương muôn nơi.Kết cấu bê tông chắc chắn, lên tầng thoải mái.- Tầng 1:  p.khách, bếp,  nhà  vệ  sinh.- Tầng 2: Mỗi tầng chia 2 ngủ,  nhà  vệ  sinh, cầu thang giữa.- Tầng 3: Phòng thờ, 01  phòng  ngủ, sân phơi.chính chủ là cực kỳ hiền hậu và có  thiện  chí.bìa  đỏ vuông  vức, chính chủ, sẵn sàng giao dịch.giá: 2.5 tỉ TL.hotline/ 0977 164 ***, MTG. 
",Nhà riêng, 29/11/2023,27/12/2023,Bán,2656568,3
"
Bán căn nhà 6 tầng, 77 m2, mặt tiền 4m tại Đường Kim Ngưu - Minh Khai - Hai Bà Trưng, giá 9 tỷ
","
9
Tỷ ","
77
m2
","['Hà Nội', 'Quận Hai Bà Trưng', 'Mua bán Nhà riêng tại Đường Kim Ngưu']","
 Chỉ 9 tỉ mua đc tòa CCMN Kim Ngưu 77 mét  vuông 6T 18P DT 1 tỉ/ năm.Bán tòa  căn  hộ  căn  hộ dịch vụ Q. Hai Bà Trưng, phố Kim Ngưu 70 mét  vuông + 10,5T, xây 6 tầng, có 18 phòng khép kín, thang máy, doanh thu 86tr/ tháng, tỉ suất 10 phần  trăm/ năm. Có 9 tỉ vay 1,5 tỉ LS 7 phần  trăm trong 10 năm lấy tiền cho thuê trả lãi thì mua đc nhà.Nhà xây mới, gần trường  đại  học: Kinh Công, KTKTCN, KTQD, BK, XD nhu cầu thuê cao, luôn full phòng. Đầu tư giữ tiền không sợ mất giá, có nguồn lương hưu ổn định. bìa  đỏ riêng đẹp. Gia chủ có  thiện  chí bán, thỏa  thuận sâu. contact 0963 357 *** 
",Nhà riêng, 29/11/2023,27/12/2023,Bán,2656565,18
