Title,Price,Area,Address,Gen_descrip,Loại hình,Số phòng ngủ,Ngày đăng,Ngày hết hạn,Loại tin,ID tin
"
Sở hữu ngay căn Thống Nhất Complex, 3 phòng ngủ, 122 m2, giá 6.2 tỷ tại Thanh Xuân - Hà Nội
","
6,2
Tỷ ","
122
m2
",['Mua bán Căn hộ chung cư  Thống Nhất Complex'],"
 Chính chủ chuyển công tác cần bán chung  cư 122 mét  vuông Thống Nhất Complex.Thiết kế 3 ngủ 2 vệ sinh.Tầng trung ban công hướng  Đông  Nam thoáng mát.đầy  đủ  nội  thất đẹp.Giá 6,2 tỉ còn thỏa  thuận.liên  hệ  ngay: 0969 905 *** 
",Căn hộ,3, 20/11/2023,18/12/2023,Bán,2640982
"
Bán nhanh chung cư Khu đô thị Đặng Xá 2, 1 phòng ngủ, giá 950 tr tại Gia Lâm - Hà Nội
","
950
Triệu ","
--
",['Mua bán Căn hộ chung cư  Khu đô thị Đặng Xá 2'],"
 - Nhà đầy đủ tiện nghi, chỉ cần vác va  li vào ở: ).- Gần các trường học (cấp 1, 2 Cao Bá Quát), khu chợ dân sinh, thuận tiện đi lại với các tuyến xe  buýt, đường giao thông đi làm tại các nhà máy, KCN thuộc Hưng Yên, Bắc Ninh, Hải Phòng.- pk rộng có thể tách thành 1 p. Khách và 1 p. Ngủ. 
",Căn hộ,1, 20/11/2023,18/12/2023,Bán,2640980
"
Cần bán nhà mặt tiền 5 tầng, 60 m2, mặt tiền 5m tại Đường Nguyễn Công Hoan - Ba Đình, giá 24 tỷ
","
24
Tỷ ","
60
m2
","['Hà Nội', 'Quận Ba Đình', 'Mua bán Nhà mặt phố tại Đường Nguyễn Công Hoan']","
 Tin khẩn cấp - cần bán nhà mặt phố - Nguyễn Công Hoan.Vị trí hiếm - 2 mặt phố trước sau đều có vỉa hè - oto tránh đỗ - KD sầm uất - view trường  cấp  1 Ngọc Khánh và trường  Trung  học  cơ  sở Phan Chu Chinh.Toạ lạc tại vị trí vô cùng đắc địa, 2 mặt phố trước sau đều có vỉa hè, oto tránh đỗ, thông phố Nguyễn Chí Thanh và Ngọc Khánh, gần Hồ Ngọc Khánh. View trường học cực thoáng, vỉa hè thênh thang, khu vực cư  dân đông đúc đường phố 2 chiều xe cộ qua lại tấp nập, KD sầm uất ngày đêm đa loại hình.+ Nhà thiết kế xây 5 tầng chắc chắn, 2 MT nên phòng nào cũng thoáng sáng tự nhiên.+ Tầng 1: KD và  toilet.+ Tầng 2:  p.khách, Bếp và  toilet.+ Tầng 3,4: Mỗi tầng 2  phòng  ngủ và  toilet.+ Tầng 5: Phòng thờ và Sân phơi.+ bìa  đỏ đẹp, sẵn sàng giao dịch.+ Quý khách có nhu cầu mua nhà các mặt phố, phân lô các Q. chính TP  Hà  Nội L/H Em Tuấn 0961 293 ***, giá phù hợp nhất thị trường. 
",Nhà mặt phố,4, 20/11/2023,18/12/2023,Bán,2640949
"
Sở hữu căn nhà mặt phố 10 tầng, 50 m2, mặt tiền 5m tại Đường Bưởi - Ba Đình, giá 22.5 tỷ
","
22,5
Tỷ ","
50
m2
","['Hà Nội', 'Quận Ba Đình', 'Mua bán Nhà mặt phố tại Đường Bưởi']","
 Mặt Phố Đường Bưởi, thông số vàng, KD bất chấp, văn phòng đỉnh.Khu vực tiếp giáp Q. Cầu Giấy, Tây Hồ, Ba Đình. KD hoặc văn phòng đều rất lý tưởng.Toàn bộ hệ thống cửa là gỗ lim Nam Phi, cửa kính dày 1,9 ly.bìa  đỏ đẹp, giao dịch ngay.liên  hệ anh Lợi để đi xem nhà free. 
",Nhà mặt phố,5, 20/11/2023,18/12/2023,Bán,2640948
"
Cần bán ngay căn hộ chung cư Chung cư Bộ Tổng Tham Mưu, 3 phòng ngủ, 86 m2, giá 3.15 tỷ
","
3,15
Tỷ ","
86
m2
",['Mua bán Căn hộ chung cư  Chung cư Bộ Tổng Tham Mưu'],"
 - Chính chủ bán chung  cư tại căn  hộ 789 Mĩ Đình, chung  cư với DT 86 mét  vuông, 3 ngủ, 2 vs, nội thất toàn đồ đẹp, sịn.- Nhà thiết kế khoa học, hợp lí, với đầy đủ công năng, sử dụng.- Vị trí: Cách trung  tâm  TP 15 ph đi bộ, cách các trường  đại  học như: Quốc gia, Ngoại ngữ, Sư phạm chỉ 1 kilomet., nhà view trọn vẹn hồ công viên và cả sân bóng, rất đẹp.- Các trường  cấp  1, THCS, trung học phổ thông đầu gần nhà, siêu thị, chợ, rất tiện.Nhà có slot oto, chỉ 750k/ tháng, và phí  DV chỉ 1,1k/ tháng, rẻ nhất trong các dự án.pháp  lý: bìa  đỏ sẵn sàng giao dịch.contact: anhs Giang 0923 387 *** 
",Căn hộ,3, 20/11/2023,18/12/2023,Bán,2640941
"
Sở hữu ngay căn hộ Vinhomes Smart City, 1 phòng ngủ, 25 m2, giá rẻ tại Nam Từ Liêm - Hà Nội
","
Thỏa thuận
","
25
m2
",['Mua bán Căn hộ chung cư  Vinhomes Smart City'],"
 Cực hấp dẫn trong tháng 9 với căn  hộ phân khu Tonkin và Materi. vin Smart City, P. Tây Mỗ, Nam Từ Liêm.Sau các chính sách hỗ trợ bán hàng thành công của The Sakura - 2 Phân khu mới nhất đang ưu đãi khủng là Tonkin và Master - Dự kiến ra mắt chính sách đầu tháng 9.L/H nhận thông tin qua.Mail: tuongloc6688@gmail.comliên  lạc: 0929 856 *** - phòng  KD chủ  đầu  tư(anh Lộc0789 833 ***Zalo - Bảo Ngọc). 
",Căn hộ,1, 20/11/2023,18/12/2023,Bán,2640927
"
Bán căn hộ chung cư Vinhomes D' Capitale‎ Trần Duy Hưng, 2 phòng ngủ, 72 m2, giá 4.8 tỷ
","
4,8
Tỷ ","
72
m2
","[""Mua bán Căn hộ chung cư  Vinhomes D' Capitale\u200e Trần Duy Hưng""]","
 Bán 2 phòng  ngủ 2 phòng  vệ  sinh view hồ đẹp, giá chỉ 4.8 tỉ.Ban công hướng  Đông  Nam hướng đẹp, để lại đồ nội thất cơ bản.bìa  đỏ lâu dài sẵn sang tên.- Có 1 slot oto.- 2 slot xe máy.- Quản lý bởi vin.- Tòa C3 vị trí trung tâm, thuận tiện di chuyển tại căn  hộ  chung  cư vin D'Capitale Trần Duy Hưng.Xem nhà và trao đổi thêm call  ngay 0934 589 *** 
",Căn hộ,2, 20/11/2023,18/12/2023,Bán,2640906
"
Chuyển nhượng lô đất sổ riêng 120 m2, mặt tiền 6m tại Mễ Trì - Nam Từ Liêm - Hà Nội, giá 23 tỷ
","
23
Tỷ ","
120
m2
","['Hà Nội', 'Quận Nam Từ Liêm', 'Mua bán Đất tại Đường Đại lộ Thăng Long']","
 + Vị trí đất đẹp, lô góc 2 MT đường, ngõ thông oto tránh, vài chục mét ra Đại Lộ Thăng Long, Phố Miếu Đầm, hàng xóm hotel Marriott TP  Hà  Nội,Phù hợp khách mua về xây toà nhà văn phòng cho thuê, hoặc vừa ở vừa KD buôn bán đều hiệu quả.Hiện trạng là nhà  cấp  4 không có gì mô tả, chủ đang cho thuê với giá hữu nghị 10 tr/tháng.Sổ đẹp. Nở hậu, miễn chê! Giao dịch ngay. 
",Đất,, 20/11/2023,18/12/2023,Bán,2640896
"
Cần bán lô đất sổ riêng 120 m2, mặt tiền 6m, hướng Nam tại Nam Từ Liêm - Hà Nội, giá 20 tỷ
","
20
Tỷ ","
120
m2
","['Hà Nội', 'Quận Nam Từ Liêm', 'Mua bán Đất tại Phố Nguyễn Đổng Chi']","
 Mặt ngõ to hơn phố - vị trí đẹp - KD bất chấp với mọi hình thức - tương lai cực sáng - khu vực cực sầm uất.+ DT: 120 mét  vuông, MT 6.3m.+ Giá 20 tỉ.+ Vị trí: Mặt phố Nguyễn Đổng Chi, P. Cầu Diễn, Q. Nam Từ Liêm, TP  Hà  Nội.+ Vị trí nằm đẹp nhất phố, KD bất chấp với mọi hình thức.+ bìa  đỏ chính chủ vuông đẹp sẵn sàng giao dịch luôn.gọi  ngay Em Hà: 0876 464 *** để đc tư vấn. 
",Đất,, 20/11/2023,18/12/2023,Bán,2640895
"
Cần bán gấp căn nhà đẹp 6 tầng, 58 m2, mặt tiền 8m tại Phố Vũ Tông Phan - Thanh Xuân, giá 12.5 tỷ
","
12,5
Tỷ ","
58
m2
","['Hà Nội', 'Quận Thanh Xuân', 'Mua bán Nhà riêng tại Phố Vũ Tông Phan']","
 Chính chủ cần bán căn  hộ  chung  cư mini Thủ  đô  Hà  Nội - thang máy nhập - sát phố - 15 phòng cao cấp nội  thất  đầy  đủ - - khu vực đông cư  dân.Siêu phẩm 619 Vũ Tông Phan 58 mét  vuông x 6 tầng x 8m MT giá 12, x tỉ dòng tiền cho thuê 85tr/ tháng.+ Tầng 1: Để xe.+ Từ tầng 2 đến tầng 6 mỗi tầng 2 - 3 phòng, tổng 15 phòng nội  thất  đầy  đủ.+ bìa  đỏ nở hậu.Ảnh thật.L/H 0973 343 *** 
",Nhà riêng,15, 20/11/2023,18/12/2023,Bán,2640891
