Title,Price,Area,Address,Gen_descrip,Loại hình,Ngày đăng,Ngày hết hạn,Loại tin,ID tin,Số phòng ngủ
"
Sở hữu ngay nhà biệt thự, liền kề Khu đô thị Geleximco, giá 10.9 tỷ tại Quận Hà Đông - Hà Nội
","
10,9
Tỷ ","
120
m2
","['liền kề  Khu đô thị Geleximco', 'Bán Nhà biệt thự']","
 (RẺ HƠN GẦN 3 tỉ) bán  nhanh NHÀ 120M, 4 TẦNG, MẶT 6M GELEXIMCO LÊ TRỌNG TẤN) một  căn DUY NHẤT1). NHÀ THÔ: 120m, 4 tầng, MT rộng 6m (giá chào 12.9 tỉ, bán  nhanh 10.9 tỉ, RẺ NHẤT LOẠI CĂN 120M, duy nhất nhận cọc ngay)2). NHÀ HOÀN THIỆN VIP, đầy  đủ  nội  thất: Nhà hoàn thiện cả 4 tầng, đầy  đủ  nội  thất nhập khẩu cao cấp (120m) giá chào15.5, nay CẦN bán  ngay giá 14.5 tỉ)call  ngay XEM NHÀ NGAY và GIAO DỊCH CHÍNH CHỦ, anh. Thọ 0913 798 *** 
","Nhà biệt thự, liền kề", 29/11/2023,27/12/2023,Bán,2656851,
"
Bán nhanh liền kề Xanh Villas Resort, 3 tầng, 258 m2, giá 11.3 tỷ tại Huyện Thạch Thất - Hà Nội
","
11,3
Tỷ ","
258
m2
","['liền kề  Xanh Villas Resort', 'Mua bán Nhà biệt thự']","
 Mình cần tiền nên bán  ngay cắt lỗ 2 tỉ căn  biệt  thự Resort khu  đô  thị Xanh Villas dãy B1 - 19 trực diện view suối, gần bể bơi, nhà hàng clubhouse,.. Công viên cây xanh nhà mới 100 phần  trăm chủ  đầu  tư như ảnh (căn  biệt  thự nhà  phố  thương  mại view suối công viên giới hạn chỉ có 15 căn).- A8 - 3A - D.Tích 254m giá 11,5 tỉ.- C5 - 32 - D.Tích 258m giá 11,8 tỉ.DT đất 222m xây dựng 258m thiết kế 3 tầng 1 tum mới 100 phần  trăm thiết kế đa phong cách kiến trúc DTSD tối đa công năng.Giá 11.3 tỉLHCC anh. Phong 0889 986 ***- Khu resort xanh tiêu chuẩn cao cấp suối tự nhiên mật độ cây xanh tiện ích chiếm 60 phần  trăm, khu spa trị liệu bằng muối đá, tia hồng ngoại, bể bơi vô cực, nhà hàng 5*,...- khu  đô  thị đc ví như Ecopark thứ 2 tại thành  phố  Hà  Nội.- Khu resort đc nhiều du khách đến nghỉ dưỡng khai thác cho thuê LN tối thiểu 500 tr/năm.Giá 11.3 tỉLHCC anh. Phong 0889 986 ***để xem trực tiếp nhà.(miễn  môi  giới vì không có phí trung gian).Trân trọng. 
","Nhà biệt thự, liền kề", 29/11/2023,27/12/2023,Bán,2656838,6
"
Cần bán ngay căn liền kề Tổng Cục 5 Tân Triều, 5 tầng, 65 m2, giá 10 tỷ tại Thanh Trì - Hà Nội
","
10
Tỷ ","
65
m2
","['liền kề  Tổng Cục 5 Tân Triều', 'Mua bán Nhà biệt thự']","
 Chính chủ chú Tuấn nhờ bán  ngay nhà LK 14 Tổng cục 5 - Yên Xá - Tân Triều - Thanh Trì.- DT 65 mét  vuông, 5 tầng, MT 4m.Nhà đẹp đáng sống - LK Tổng Cục 5. Phân lô - KD văn phòng - vỉa hè - oto tải dừng đỗ ngày đêm.+ Vị trí: Tổng Cục 5 Tân Triều Bộ Công An, với quy mô 23,5 ha là dự án thuộc khu nhà ở của các Chiến Sĩ cục, Gồm các căn liên  kế, Nhà Vườn và căn  biệt  thự Song Lập, nơi tập hợp dân trí cao bậc nhất Thanh Trì, bảo vệ gác cổng 24/24.- Khu vực Yên Xá - Tân Triều là khu vực đang phát triển từng ngày nên ở và KD, văn phòng cực đỉnh.+ Cách 200m là đại lộ Chu Văn An nối đường Nguyễn Xiển với KĐT Xa La, gần dự án The Manor Center Park. Phía bắc giáp đường Chiến Thắng và KĐT Văn Quán. Sát ngay ngã  ba Yên Xá.+ Thiết Kế: 5 tầng, cầu thang giữa. Có khe thoáng 80cm phía sau nhà.- Tầng 1: garage, bếp, phòng ăn, vệ sinh.- Tầng 2:  p.khách, 1 PN + VS giữa.- Tầng 3: 2 PN + VS.- Tầng 4: 1 phòng thờ và 1 PN.- Tầng 5: Sân phơi rộng.- bìa  đỏ chính chủ. Vuông đẹp.- giá: 10 tỉ.- LH: Em Chung 0904 061 *** để đc tư vấn và xem nhà (có Zalo). Chuyên nhận ký gửi mua bán, cho thuê BDS tại thành  phố  Hà  Nội. 
","Nhà biệt thự, liền kề", 29/11/2023,27/12/2023,Bán,2656837,4
"
Sở hữu chung cư The One Residence, 3 phòng ngủ, 80 m2, giá 3.25 tỷ tại Hoàng Mai - Hà Nội
","
3,25
Tỷ ","
80
m2
",['Mua bán Căn hộ chung cư  The One Residence'],"
 Bán chung  cư Gamuda - Trần Phú - Hoàng Mai.Toà The One.DT: 80m2 có 3 PN + 1  p.khách + 2vệ sinh chính chủ để lại toàn bộ nội thất.Nhà cực kỳ thoáng mát. Xung quanh tiện ích ngập tràn, nhà hàng, siêu thị, cafe không gian đi bộ nhiều cây xanh thoáng mát cực kỳ lý tưởng.Full đồ nội thất, sàn gỗ, tủ bếp, bàn ghế  p.khách... Khách chỉ việc xách va  li về ở.Vị trí gần đường Vành Đai 3 và KĐT Gamuda. Cách 500m ra siêu thị Metro.Giá chào: 3,25 tỉ có thỏa  thuận.liên  lạc em Minh 0886 162 *** 
",Căn hộ, 29/11/2023,27/12/2023,Bán,2656819,3
"
Chuyển nhượng căn hộ Khu đô thị mới Đại Thanh, 2 phòng ngủ, 66 m2, giá rẻ tại Huyện Thanh Trì
","
Thỏa thuận
","
66
m2
",['Bán Căn hộ chung cư  Khu đô thị mới Đại Thanh'],"
 Do nhu cầu phải đi làm xa nên gia đình quyết định bấn ngôi  nhà bao tâm huyết của gia đìnhDT 66m2. Thiết kế 2  phòng  ngủ. 2 VS. Gia đình để lại gần như nội  thất  đầy  đủ cho chủ mơigiá 1,6x tỉ có thỏa  thuận cho kh có  thiện  chíAi có nhu cầu call  ngay 0989 874 ***/Zalo 
",Căn hộ, 29/11/2023,27/12/2023,Bán,2656818,2
"
Bán gấp chung cư BRG Diamond Residence, 3 phòng ngủ, 105 m2, thỏa thuận tại Thanh Xuân - Hà Nội
","
Thỏa thuận
","
105
m2
",['Bán Căn hộ chung cư  BRG Diamond Residence'],"
 - chung  cư 3 phòng  ngủ 2VS 105 mét  vuông thiết kế rất hợp lý.- Bàn giao nội  thất  đầy  đủ liền tường cao cấp nhập khẩu Đức.- Trần cao 3.6m, nhà siêu thoáng.- Sở hữu 5.5 tầng hầm, cam kết chỗ đỗ xe oto.- Sở hữu 5 tầng TTTM cao cấp (thang cuốn + thang máy riêng) + 1 tầng tiện ích cho riêng dân  cư.- Tọa lạc tại vị trí vàng ngã  4 Lê Văn Lương - Hoàng Đạo Thúy, sở hữu 2 mặt đường, trung tâm Trung Hòa Nhân Chính rất thuận tiện di chuyển.gọi  ngay xem căn thực tế: 0945 991 *** 
",Căn hộ, 29/11/2023,27/12/2023,Bán,2656816,3
"
Bán nhanh căn nhà riêng 5 tầng, 60 m2 tại Đường Bồ Đề - Bồ Đề - Long Biên - Hà Nội, giá 5.9 tỷ
","
5,9
Tỷ ","
60
m2
","['Hà Nội', 'Quận Long Biên', 'Bán Nhà riêng tại Đường Bồ Đề']","
 Bồ Đề vị trí đẹp ngay đầu cầu Chương Dương sát vách phố cổ, tiện ích cực đẹp.DT: 59,9m x 5 tầng, 2 thoáng trước sau, cực đẹp.Thiết kế: Chủ yêu nhà nên dành nhiều tâm huyết để xây dựng, tỉ mỉ chọn từng viên gạch ốp sàn, đá bếp, cầu thang, MT đều dùng đá xịn, thang máy đổ cột chắc chắn.- Tầng 1: khu  vực  bếp - Khách thoáng sáng.- T2,3,4: Tổng 6 PN, vệ sinh.- T5: Phòng thờ ấm cúng, sân vườn.Vị trí khu phân lô, sát phố cực đẹp, hàng xóm thân thiện, văn minh tình cảm.bìa  đỏ phân lô nở hậu.giá: 5.9 tỉ(có thỏa  thuận).hotline: 0964 855 *** anh Tiến gặp chính chủ.Miễn trung gian! 
",Nhà riêng, 29/11/2023,27/12/2023,Bán,2656813,5
"
Cần bán nhanh nhà đất 5 tầng, 30 m2 tại Đường Cổ Linh - Cự Khối - Long Biên - Hà Nội, giá 3.75 tỷ
","
3,75
Tỷ ","
30
m2
","['Hà Nội', 'Quận Long Biên', 'Bán Nhà riêng tại Đường Cổ Linh']","
 HOT! NHÀ GẦN DỰ ÁN CẦU TRẦN HƯNG ĐẠO, LONG BIÊN+ đc nhà tại ngõ 85 Bát Khối, Tư Đình, Long Biên, thành  phố  Hà  Nội.+ DT 30.3 mét  vuông, 5 tầng+ Tầng 1  p.khách, bếp, để xe+ Tầng 2,3,4 mỗi tầng 1 PN+ Tầng 5 phòng thờ, sân phơi.+ Đường trước nhà rộng 2.6m, oto 7 chỗ đỗ cửa, cách oto tránh 15m.  Nhà Tây  Nam, toạ lạc trên khu vực đắc địa nhất Long Biên; gần cầu Vĩnh Tuy, và dự án cầu Trần Hưng Đạo sắp xây, cách chợ, trường học, UB chỉ 300m, ra Eonmaill Long Biên chỉ 5 ph, sát công viên, vườn hoa, hồ điều hòa....gần các dịch vụ tiện ích sinh hoạt... Khẳng định không mua nhà này bạn sẽ mất cơ hội mua nhà oto đỗ cửa giá dưới 3.8 tỉ tại Tư Đình, Long Biên!giá 3.75 tỉ. liên  lạc Hoàng Anh 0986 892 *** /0314 523 *** 
",Nhà riêng, 29/11/2023,27/12/2023,Bán,2656812,1
"
Cần bán căn chung cư Khu đô thị mới Xa La, 2 phòng ngủ, giá rẻ tại Hà Đông - Hà Nội
","
Thỏa thuận
","
--
",['Mua bán Căn hộ chung cư  Khu đô thị mới Xa La'],"
 Nhà tôi cực đẹp bán đi tôi rất tiếc - ở rất có lộc rộng 73.3 mét  vuông, thiết kế 2 ngủ 2 vệ sinh - tôi tặng toàn bộ nội thất cho ai có  thiện  chí.- Nhà đã có bìa  đỏ lên sang tên rất dễ dàng. Nhà tôi cửa hướng  Tây  Nam, ban công hướng  Đông  Bắc - tôi bán 1,7x tỉ - còn bớt.LH xem nhà: 0846 881 *** 
",Căn hộ, 29/11/2023,27/12/2023,Bán,2656805,2
"
Bán gấp căn hộ chung cư 3 phòng ngủ, 106 m2, giá 3.5 tỷ tại Phường Văn Quán - Hà Đông - Hà Nội
","
3,5
Tỷ ","
106
m2
","['Hà Nội', 'Quận Hà Đông', 'Mua bán Căn hộ chung cư tại Phường Văn Quán']","
 căn  hộ  chung  cư NÀNG HƯƠNG LÀ sp TÂM HUYẾT VÀ đc  coi  là căn  hộ ĐÁNG SỐNG BẬC NHẤT HÀ ĐÔNG - DT 106 M- GIÁ : 3.5 tỉ  Vị trí:- căn  hộ  chung  cư CT1 Nàng Hương toạ lạc tại vị trí đắc địa tại 583 Nguyễn Trãi sát Q. Thanh Xuân và đc CĐT xây dựng hệ thống tiện ích đồng bộ, đầy đủ như:+ Nhà sinh hoạt công cộng có DT lớn giúp dân  cư trao đổi, sinh hoạt, giao lưu.+ nhà  giữ  trẻ thiết kế hiện đại theo tiêu chuẩn KDC cao cấp.+ Vườn hoa và sân thể thao đc quy hoạch với DT lớn 620m.+ Hệ thống đèn, chiếu sáng đc lắp đặt phù hợp với các công trình khác nhau. Thiết kế:- Tòa nhà xây dựng thiết kế 17 tầng, 1 tầng hầm, 3 tầng TMDV văn phòng, 3 thang máy tốc độ cao, 1 thang bộ, 8 căn 1 sàn - phí  DV 4k/m, 1,2tr/tháng slot oto, xe máy 60k.- Thiết kế hiện đại thông minh, tối ưu với DT 106m, 3 PN, 2  toilet, ban công, đầy  đủ  nội  thất, đầy đủ công năng.- Nhà cửa vào hướng  Tây  Nam, ban công hướng  Đông  Bắc,  p.khách rộng, có ban công thoáng phòng nào cũng có ánh sáng chan hòa.pháp  lí: bìa  đỏ chính chủ, chờ tìm chủ mớiNgọc thắm 0947 798 *** thỏa  thuận trực tiếp với chính chủ 
",Căn hộ, 29/11/2023,27/12/2023,Bán,2656804,3
