Title,Price,Area,Address,Gen_descrip,Loại hình,Ngày đăng,Ngày hết hạn,Loại tin,ID tin,Số phòng ngủ
"
Cần bán nhanh nhà mặt phố 42 m2, mặt tiền 4m tại Đường Phan Kế Bính - Ba Đình, giá 13.6 tỷ
","
13,6
Tỷ ","
42
m2
","['Hà Nội', 'Quận Ba Đình', 'Mua bán Nhà mặt phố tại Đường Phan Kế Bính']","
 Mặt phố - mặt ngõ mở cửa - vỉa hè 5m - vị trí đẹp - sổ hoa hậu - KD sầm uất.Cần bán  ngay nhà mặt phố Phan Kế Bính, Ba Đình, 42 mét  vuông, 1 mặt phố, 1 mặt ngõ, vỉa hè, MT 4.3m, KD sầm uất, giá 13.6 tỉ.+ Nhà nằm ở vị trí đẹp, khu vực tập trung rất đông người nước ngoài sinh sống.+ Giao thông vô cùng thuận tiện, thông ra nhiều tuyến phố lớn: Đào Tấn, Đội Cấn, Linh Lang.+ Tiện ích không thiếu thứ gì, KD sầm uát.+ Cam kết hình ảnh và thông số chuẩn.+ bìa  đỏ đẹp, sẵn sàng giao dịch. Đàm phán giá trực tiếp với chính chủ khi quý khách thiện  chí mua.LH: anh Hiẻn để đi xem và mua đc căn  nhà như ý! 
",Nhà mặt phố, 01/12/2023,29/12/2023,Bán,2660259,
"
Cần bán nhanh nhà mặt tiền 6 tầng, 80 m2 tại Phố Kim Mã - Giảng Võ - Ba Đình - Hà Nội, giá 46 tỷ
","
46
Tỷ ","
80
m2
","['Hà Nội', 'Quận Ba Đình', 'Mua bán Nhà mặt phố tại Phố Kim Mã']","
 Nhà mặt phố VIP nhất Q. Ba Đình, hàng xóm vin Metropolis, Lotte, hotel 5* Daewoo, gần nga ngã  4 Liễu Giai - Kim Mã - Đào Tấn Vỉa hè cực rộng, KD đa nghành nghề. Nhà thiết kế 6 tầng, 1 hầm cầu thang cuối, bìa  đỏ pháp  lí sạch. Giá 46 tỉ (có thỏa  thuận). call  ngay 0837 366 *** 
",Nhà mặt phố, 01/12/2023,29/12/2023,Bán,2660258,
"
Cần bán nhanh căn chung cư Khu đô thị Mễ Trì Hạ, 2 phòng ngủ, 69 m2, giá 2.75 tỷ
","
2,75
Tỷ ","
69
m2
",['Mua bán Căn hộ chung cư  Khu đô thị Mễ Trì Hạ'],"
 Chính chủ bán căn  hộ CT2C, khu  đô  thị Mễ Trì Hạ.DT 69m2, thiết kế 2 PN, 2  nhà  vệ  sinh.bìa  đỏ chính chủ, giá 2.75 tỉ.liên  lạc: anh. Quảng 0963 010 ***không  trung  gian). 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660255,2
"
Sở hữu căn hộ The Zenpark, 2 phòng ngủ, 71 m2, giá 2.73 tỷ tại Huyện Gia Lâm - Hà Nội
","
2,73
Tỷ ","
71
m2
",['Mua bán Căn hộ chung cư  The Zenpark'],"
 MUA NHÀ SANG - NHẬN NGÀN QUÀ TẶNG ĐÓN TẾT- VỊ TRÍ CHIẾN LƯỢC SIÊU KẾT NỐI kế cận những cơ  sở  giao  thông nghìn tỉ của Q. mới Gia Lâm như đường Lý Thánh Tông và tuyến Metro số 8. - SỞ HỮU 100+ TIỆN ÍCH đỉnh cao với cảnh quan phong cách resort quốc tế tại thiên đường nghỉ dưỡng The Ocean View với bể bơi mái kính trong nhà, fitness, phòng Giải trí, Vườn Nhật ...- Cộng đồng dân  cư văn minh nhất cùng đẳng cấp kiến tạo cuộc sống.- An tâm có sảnh chờ vip như hotel 5*, an ninh, lễ tân 24/7.-------------* ĐẶC BIỆT vin còn mang tới gói quà tặng vô cùng hấp dẫn cho các KH thông thái khi mua chung  cư tại The Zenpark tại thời điểm này:- CK lên tới 17 phần  trăm giá  trị  căn  hộ khi TTS- Quà Tặng Tân Gia lên tới 400 tr- Tặng gói SMARTHOME tiêu chuẩn Gold- NH hỗ trợ vay lên đến 70 phần  trăm - LS 0 phần  trăm trong tối đa 24 tháng- free 2 năm gửi xe- Cơ hội bốc thăm xe Vinfast VF5 Plus trị giá 500 tr*- Đặc quyền dân  cư R101 hưởng hệ sinh thái Vingroup: Vinmec ưu đãi 50 phần  trăm, Vinpearl ưu đãi 30 phần  trăm, Vinschool 10 phần  trăm*Note: Áp dụng có điều kiện (*)-------------*Tiêu chuẩn bàn giao cao cấp nhất The Zenpark.- Hoàn thiện trần, sàn, tường, thiết bị vệ sinh Grohe nhập khẩu.- Thiết bị chiếu sáng, điều hòa âm trần 2 chiều.- Hệ thống tủ bếp trên, tủ bếp dưới, bếp, chậu rửa, hút mùi của Gorenje nhập khẩu.- Có lễ tân, bảo vệ an ninh 24/7 đảm bảo an toàn.- Bàn giao hệ thống Smart Homes Gold tiêu chuẩn cao nhất Premium.- free trọn đời fitness, Working space, Kid corner, bể bơi bốn mùa, BBQ, vườn Nhật hồ cá khôngiDT đa dạng: 65 mét  vuông khoảng 80m2-------------* Nhận báo giá trực tiếp vin.liên  hệ: 0929 505 *** 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660246,2
"
Bán gấp căn chung cư The Zenpark, 2 phòng ngủ, 71 m2, giá 2.73 tỷ tại Huyện Gia Lâm - Hà Nội
","
2,73
Tỷ ","
71
m2
",['Mua bán Căn hộ chung cư  The Zenpark'],"
 MUA NHÀ SANG - NHẬN NGÀN QUÀ TẶNG ĐÓN TẾT- VỊ TRÍ CHIẾN LƯỢC SIÊU KẾT NỐI kế cận những cơ  sở  giao  thông nghìn tỉ của Q. mới Gia Lâm như đường Lý Thánh Tông và tuyến Metro số 8. - SỞ HỮU 100+ TIỆN ÍCH đỉnh cao với cảnh quan phong cách resort quốc tế tại thiên đường nghỉ dưỡng The Ocean View với bể bơi mái kính trong nhà, fitness, phòng Giải trí, Vườn Nhật ...- Cộng đồng dân  cư văn minh nhất cùng đẳng cấp kiến tạo cuộc sống.- An tâm có sảnh chờ vip như hotel 5*, an ninh, lễ tân 24/7.-------------* ĐẶC BIỆT vin còn mang tới gói quà tặng vô cùng hấp dẫn cho các KH thông thái khi mua căn  hộ  chung  cư tại The Zenpark tại thời điểm này:- CK lên tới 17 phần  trăm giá  trị  căn  hộ khi TTS- Quà Tặng Tân Gia lên tới 400 tr- Tặng gói SMARTHOME tiêu chuẩn Gold- NH hỗ trợ vay lên đến 70 phần  trăm - LS 0 phần  trăm trong tối đa 24 tháng- free 2 năm gửi xe- Cơ hội bốc thăm xe Vinfast VF5 Plus trị giá 500 tr*- Đặc quyền dân  cư R101 hưởng hệ sinh thái Vingroup: Vinmec ưu đãi 50 phần  trăm, Vinpearl ưu đãi 30 phần  trăm, Vinschool 10 phần  trăm*Note: Áp dụng có điều kiện (*)-------------*Tiêu chuẩn bàn giao cao cấp nhất The Zenpark.- Hoàn thiện trần, sàn, tường, thiết bị vệ sinh Grohe nhập khẩu.- Thiết bị chiếu sáng, điều hòa âm trần 2 chiều.- Hệ thống tủ bếp trên, tủ bếp dưới, bếp, chậu rửa, hút mùi của Gorenje nhập khẩu.- Có lễ tân, bảo vệ an ninh 24/7 đảm bảo an toàn.- Bàn giao hệ thống Smart Homes Gold tiêu chuẩn cao nhất Premium.- free trọn đời fitness, Working space, Kid corner, bể bơi bốn mùa, BBQ, vườn Nhật hồ cá khôngiDT đa dạng: 65 mét  vuông khoảng 80m2-------------* Nhận báo giá trực tiếp vin.contact: 0929 505 *** 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660245,2
"
Cần bán nhà chung cư 1 phòng ngủ, 48 m2, giá 2.35 tỷ tại Phố Trần Quý Kiên - Cầu Giấy - Hà Nội
","
2,35
Tỷ ","
48
m2
","['Hà Nội', 'Quận Cầu Giấy', 'Mua bán Căn hộ chung cư tại Phố Trần Quý Kiên']","
 Bán căn  hộ  cao  cấp Trần Quý Kiên, Cầu GiấyDt 48 mét  vuông tk 1  phòng  khách, 1 phòng  ngủ,  toilet đầy đủ công năngbìa  đỏ lâu dàiGiá 2,35 tỉliên  hệ 0914 682 *** 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660226,1
"
Bán gấp nhà chung cư 3 phòng ngủ, 102 m2, giá tốt tại Đường Trần Duy Hưng - Cầu Giấy - Hà Nội
","
Thỏa thuận
","
102
m2
","['Hà Nội', 'Quận Cầu Giấy', 'Mua bán Căn hộ chung cư tại Đường Trần Duy Hưng']","
 Chính chủ Cần bán  ngay căn  hộ  chung  cư Eurowindow 27 Trần Duy Hưng (chân cầu vượt). hotline chị Minh Châu 0962 675 *** Tầng cao, DT 100m - 3 ngủ - 2 toilet, ban công hướng  Đông  Nam, nội thất cơ bản.bìa  đỏ chính chủ sẵn sàng giao dịchGiá 5,7 tỉ. Có thỏa  thuận nhiều cho khách có  thiện  chí 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660225,3
"
Cần bán gấp căn hộ chung cư The Zenpark, 2 phòng ngủ, 81 m2, giá 3.55 tỷ tại Huyện Gia Lâm
","
3,55
Tỷ ","
81
m2
",['Mua bán Căn hộ chung cư  The Zenpark'],"
 MUA NHÀ SANG - NHẬN NGÀN QUÀ TẶNG ĐÓN TẾT- VỊ TRÍ CHIẾN LƯỢC SIÊU KẾT NỐI kế cận những cơ  sở  giao  thông nghìn tỉ của Q. mới Gia Lâm như đường Lý Thánh Tông và tuyến Metro số 8. - SỞ HỮU 100+ TIỆN ÍCH đỉnh cao với cảnh quan phong cách resort quốc tế tại thiên đường nghỉ dưỡng The Ocean View với bể bơi mái kính trong nhà, fitness, phòng Giải trí, Vườn Nhật ...- Cộng đồng dân  cư văn minh nhất cùng đẳng cấp kiến tạo cuộc sống.- An tâm có sảnh chờ vip như hotel 5*, an ninh, lễ tân 24/7.-------------* ĐẶC BIỆT vin còn mang tới gói quà tặng vô cùng hấp dẫn cho các KH thông thái khi mua căn  hộ  chung  cư tại The Zenpark tại thời điểm này:- CK lên tới 17 phần  trăm giá  trị  căn  hộ khi TTS- Quà Tặng Tân Gia lên tới 400 tr- Tặng gói SMARTHOME tiêu chuẩn Gold- NH hỗ trợ vay lên đến 70 phần  trăm - LS 0 phần  trăm trong tối đa 24 tháng- free 2 năm gửi xe- Cơ hội bốc thăm xe Vinfast VF5 Plus trị giá 500 tr*- Đặc quyền dân  cư R101 hưởng hệ sinh thái Vingroup: Vinmec ưu đãi 50 phần  trăm, Vinpearl ưu đãi 30 phần  trăm, Vinschool 10 phần  trăm*Note: Áp dụng có điều kiện (*)-------------*Tiêu chuẩn bàn giao cao cấp nhất The Zenpark.- Hoàn thiện trần, sàn, tường, thiết bị vệ sinh Grohe nhập khẩu.- Thiết bị chiếu sáng, điều hòa âm trần 2 chiều.- Hệ thống tủ bếp trên, tủ bếp dưới, bếp, chậu rửa, hút mùi của Gorenje nhập khẩu.- Có lễ tân, bảo vệ an ninh 24/7 đảm bảo an toàn.- Bàn giao hệ thống Smart Homes Gold tiêu chuẩn cao nhất Premium.- free trọn đời fitness, Working space, Kid corner, bể bơi bốn mùa, BBQ, vườn Nhật hồ cá khôngiDT đa dạng: 65 mét  vuông khoảng 80m2-------------* Nhận báo giá trực tiếp vin.contact: 0929 505 *** 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660220,2
"
Bán nhanh căn hộ CT5 CT6 Lê Đức Thọ, 3 phòng ngủ, 98 m2, giá 4.4 tỷ tại Quận Nam Từ Liêm - Hà Nội
","
4,4
Tỷ ","
98
m2
",['Mua bán Căn hộ chung cư  CT5 CT6 Lê Đức Thọ'],"
 Chính chủ bán căn  hộ CT6, MHDI 89 Lê Đức Thọ.DT 98m2, thiết kế 3 PN, 2  nhà  vệ  sinh.Giá 4.4 tỉ.contact: anh. Quảng 0963 010 ***không  trung  gian). 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660219,3
"
Cần bán nhà chung cư Iris Garden, 2 phòng ngủ, 62 m2, giá 3 tỷ tại Nam Từ Liêm - Hà Nội
","
3
Tỷ ","
62
m2
",['Mua bán Căn hộ chung cư  Iris Garden'],"
 Bán căn  hộ Iris Garden, Trần Hữu Dực, Nam Từ Liêm.DT 62 mét  vuông, thiết kế 2 PN, 2  nhà  vệ  sinh.Giá 3 tỉ.hotline: anh. Quảng 0963 010 ***không  trung  gian). 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660218,2
"
Cần bán gấp bán nhanh nhà riêng sổ đỏ 46 m2 tại Đường Hoàng Văn Thái - Thanh Xuân, giá 5.5 tỷ
","
5,5
Tỷ ","
46
m2
","['Hà Nội', 'Quận Thanh Xuân', 'Mua bán Nhà riêng tại Đường Hoàng Văn Thái']","
 Chính chủ xây, nay thay đổi nhu cầu cần gửi bán.Nhà cực đẹp, thiết kế hiện đại. 
",Nhà riêng, 01/12/2023,29/12/2023,Bán,2660208,
"
Cần bán gấp bán nhanh nhà đẹp 6 tầng, 40 m2 tại Đường Hoàng Văn Thái - Thanh Xuân, giá 7.4 tỷ
","
7,4
Tỷ ","
40
m2
","['Hà Nội', 'Quận Thanh Xuân', 'Mua bán Nhà riêng tại Đường Hoàng Văn Thái']","
 Chính chủ bán nhà Khu Hoàng Văn Thái - Lê Trọng Tấn - Thanh Xuân.Xây mới một  căn độc lập. Đẹp long lanh đón tếtThiết kế 6 tầng, thang máy xịn.View hồ Đầm Sòi siêu  hiếm.oto cách nhà đúng 10 mét.bìa  đỏ phân lô đẹp. DT 40 mét  vuông.Giá 7.4 tỉ - có thỏa  thuận.hotline 0982 653 *** Dương Thành. 
",Nhà riêng, 01/12/2023,29/12/2023,Bán,2660207,4
"
Bán chung cư CT3 Tây Nam Linh Đàm, 2 phòng ngủ, 60 m2, giá 2.5 tỷ tại Hoàng Mai - Hà Nội
","
2,5
Tỷ ","
60
m2
",['Mua bán Căn hộ chung cư  CT3 Tây Nam Linh Đàm'],"
 Chính chủ bán chung  cư 2 ngủ tòa CT3 HUD3 hướng  Tây  Nam linh đàm , Với CĐT HUD thiết kế 57.6m thông thủy, thiết kế 2 ngủ, 2 vệ sinh, 1 lô  gia và 1 ban công pk rất hợp lý vừa có lô  gia phơi đồ, vừa có ban công pk không vướng quần áo. Thông số chung  cư như sau:- DT 57.6m, sổ  hồng  riêng lâu dài.- Thiết kế 2 ngủ, 2 vệ sinh, 2 ban công.- Hướng cửa hướng  Đông  Bắc, ban công hướng  Tây  Nam, đón gió rất thoáng mát.- Nội thất full đồ gồm: Tủ bếp, điều hòa, bình  nóng  lạnh, giường  ngủ tủ, trần thạch cao...- Giá 2.5 tỉ, có thỏa  thuận.L/H: 0936 686 *** 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660189,2
"
Sở hữu ngay căn The Zei Mỹ Đình, 3 phòng ngủ, 107 m2, giá 6 tỷ tại Nam Từ Liêm - Hà Nội
","
6
Tỷ ","
107
m2
",['Mua bán Căn hộ chung cư  The Zei Mỹ Đình'],"
 Tôi muốn về quê ở với ông bà nên có nhu cầu bán căn  hộ  chung  cư tại The Zei.- Với thiết kế 3N2VS - 107 mét  vuông.- căn  hộ  chung  cư tầng trung view đẹp nhất dự án.- Tôi muốn bán căn  hộ  chung  cư này với giá 6, xxx tỉ.bìa  đỏ rõ ràng giao dịch luôn.full  nội  thất full đồ đẹp.contact với tôi 0865 859 ***.Xin cảm ơn! 
",Căn hộ, 01/12/2023,29/12/2023,Bán,2660187,3
