Title,Price,Area,Address,Gen_descrip,Loại hình,Ngày đăng,Ngày hết hạn,Loại tin,ID tin,Số phòng ngủ
"
Cần bán ngay miếng đất 122 m2, mặt tiền 10m tại Xuân Phương - Nam Từ Liêm - Hà Nội, giá 9.05 tỷ
","
9,05
Tỷ ","
122
m2
","['Hà Nội', 'Quận Nam Từ Liêm', 'Mua bán Đất tại Đường 70']","
 miếng  đất hiếm - xây CCMN quá đẹp - giá đầu tư.+ Vị trí đắc địa cách 2 nhà ra mặt phố Xuân Phương, Tiềm năng tăng giá sau khi đường Xuân Phương mở rộng.+ Thửa đất vuông  vức, MT cực rộng thiết kế đc nhiều phòng cho thuê, tối ưu LN.+ Gia đình bán đi rất tiếc nhưng có việc gấp cần phải bán.+ Giá nhỉnh 9 tỉ (có gia lộc cho KH thiện trí).+ pháp  lí: bìa  đỏ chính chủ, sẵn sàng giao dịch.+ contact: 0979 400 *** Thổ địa Từ Liêm.Ngoài ra em còn rất nhiều nhà đất đẹp.anh/chị L/H cho em sẽ giúp anh/chị tìm đc sp ưng ý. 
",Đất, 19/11/2023,17/12/2023,Bán,2639622,
"
Cần bán gấp lô đất sổ riêng 136 m2, mặt tiền 25m tại Nam Từ Liêm - Hà Nội, giá 25.5 tỷ
","
25,5
Tỷ ","
136
m2
","['Hà Nội', 'Quận Nam Từ Liêm', 'Mua bán Đất tại đường Trung Văn']","
 - Vị trí, mặt phố lô góc KD vô đối. Đất đẹp gần chợ, Trường Nguyễn Du, trường mẫu  giáo, khu vui chơi thiếu nhi, công viên, thoáng vĩnh viễn, cách đường Lê Quang Đạo ~ 100m, gần Vincom Mễ Trì xung quanh rất nhiều các dự án đang đc triển khai.- Tặng giấy  phép  xây  dựng 7 tầng chủ đã xin cấp phép.+ Ảnh thật - thông tin thật - nhà thật - giá thật. Chuẩn 100 phần  trăm.- bìa  đỏ chính chủ sẵn sàng giao dịch.- hotline Phan  sinh  xã  hội: 0886 083 ***. Chỉ tiếp khách có  thiện  chí. (có thỏa  thuận).Hỗ trợ 24/24, free KH! Nhà phân phối bất  động  sản uy tín. 
",Đất, 19/11/2023,17/12/2023,Bán,2639621,
"
Cần bán gấp mảnh đất 135 m2 tại Xã An Thượng - Hoài Đức - Hà Nội, giá 16.37 tỷ
","
16,37
Tỷ ","
135
m2
","['Hà Nội', 'Huyện Hoài Đức', 'Mua bán Đất tại Xã An Thượng']","
 Chính chủ gửi bán 135m2 đất  DV An Thượng đã có bìa  đỏ riêng. Mặt đường LK rộng 50m.- MT rộng 9m.- Đường trước nhà: Rộng 50m mặt đường liên khu 8.- Hướng: hướng  Đông  Nam Tây.- Đường dải nhựa - hạ tầng điện  nước sạch chạy ngầm.- Xây dựng chiều cao 6 tầng.- pháp  lí: bìa  đỏ riêng.- giá: 11x tr/m2 có thỏa  thuận.- Vị trí: Cách đường Liên Khu 8 rộng 50 chỉ 50m.+ Đối diện học viện Chính sách và phát triển.+ Cách đường Đại Lộ Thăng Long 500m.+ Đi trung tâm Thủ  đô  Hà  Nội 7 kilomet.Để đc đi xem đất vui lòng liên  lạc 0987 856 *** em luân. 
",Đất, 19/11/2023,17/12/2023,Bán,2639619,
"
Bán gấp lô đất sổ riêng 60 m2 tại Xã An Thượng - Hoài Đức - Hà Nội, giá 4.43 tỷ
","
4,43
Tỷ ","
60
m2
","['Hà Nội', 'Huyện Hoài Đức', 'Mua bán Đất tại Xã An Thượng']","
 Chính chủ gửi bán 60 mét  vuông đất  DV An Thượng đã có bìa  đỏ riêng.- MT rộng 4m.- Đường trước nhà: 6m, vỉa hè mỗi bên rộng 2m.- Hướng: Đông, Nam Tây.- Đường dải nhựa - hạ tầng điện  nước sạch chạy ngầm.- Xây dựng chiều cao 6 tầng.- pháp  lí: bìa  đỏ riêng.- giá: 7x tr/ mét  vuông.- Vị trí: Cách đường Liên Khu 8 rộng 50 chỉ 50m.+ Đối diện học viện Chính sách và phát triển.+ Cách đường Đại Lộ Thăng Long 500m.+ Đi trung tâm TP  Hà  Nội 7 kilomet.Để đc đi xem đất vui lòng liên  hệ  ngay 0987 856 *** em luân. 
",Đất, 19/11/2023,17/12/2023,Bán,2639618,
"
Sở hữu căn 1 phòng ngủ, 42 m2, giá 2.22 tỷ tại Phường Tây Mỗ - Nam Từ Liêm - Hà Nội
","
2,22
Tỷ ","
42
m2
","['Hà Nội', 'Quận Nam Từ Liêm', 'Mua bán Căn hộ chung cư tại Phường Tây Mỗ']","
 Gia đình cần tiền gấp bán  ngay căn 1 phòng  ngủ, Toà Tonkin 1, vin Smart City:- Căn 1 phòng  ngủ DT 42 mét  vuông thông thuỷ.- Bán full đồ xịn, đẹp như hình.- Tầng đẹp 7 - 10.- Giá chỉ 2.22 tỉ bao thuế phí sang tên cho khách có  thiện  chí.- Phân khu cao cấp nhất tiện ích sang xịn.- Cần bán  nhanh, giả rẻ, khách có  thiện  chí L/H 0988 049 *** xem nhà nhanh. 
",Căn hộ, 19/11/2023,17/12/2023,Bán,2639603,1
"
Cần bán ngay căn hộ chung cư Mulberry Lane, 3 phòng ngủ, 130 m2, giá 4.9 tỷ tại Hà Đông
","
4,9
Tỷ ","
130
m2
",['Mua bán Căn hộ chung cư  Mulberry Lane'],"
 Chính chủ bán chung  cư tầng trung tòa D thuộc căn  hộ  chung  cư cao cấp Mulberry Lane thuộc Q. Hà Đông, ban công bể bơi cực mát.- Thiết kế với 1 pk rộng, 3 PN, 2 nhà  vệ  sinh.- căn  hộ  chung  cư cao cấp nằm ở vị trí trung tâm, thuận tiện cho sinh hoạt và đi lại, dưới chân tòa nhà không thiếu tiện ích gì; siêu thị, phòng  gym, quán coffee.- Rất mong hữu duyên gặp đc khách có  thiện  chí chốt nhanh.- giá 4.9 tỉ.Chi tiết liên  hệ  ngay: 0366 976 ***Thanh PT). 
",Căn hộ, 19/11/2023,17/12/2023,Bán,2639588,3
"
Chuyển nhượng nhà chung cư Hồ Gươm Plaza, 3 phòng ngủ, 129 m2, giá 4 tỷ tại Hà Đông - Hà Nội
","
4
Tỷ ","
129
m2
",['Mua bán Căn hộ chung cư  Hồ Gươm Plaza'],"
 Cập nhật quỹ chung  cư 3 - 4 ngủ đang bán tháng 11 tại căn  hộ  chung  cư Hồ Gươm Plaza đang rao bán.* chung  cư 3 ngủ 2vs DT 123m2, tầng trung, cửa hướng  Đông  Bắc, view tòa B, giá 3.9x tỉ.- Có tiến độ TT giãn trong 3 năm, đợt 1 đóng 1 tỉ 350tr nhận nhà về ở.* chung  cư 3 ngủ 2vs DT 129m2, tầng trung, cửa hướng  Đông  Bắc, ban công hướng  Tây  Nam, giá 3.7 tỉ.- Có tiến độ TT giãn trong 3 năm, đợt 1 đóng 1 tỉ 260tr nhận nhà về ở.* chung  cư 4 ngủ 2vs DT 141m2, tầng thấp, trung cao đều có, cửa hướng  Tây  Nam, ban công hướng  Đông  Bắc, view về Thanh Xuân Bắc, view đẹp, nhà thoáng sáng. Giá từ 4.4x tỉ.- Có tiến độ TT giãn trong 3 năm, đợt 1 đóng 1.5 tỉ nhận nhà về ở.* căn  hộ  góc 145m2 thông thủy, tầng trung, 3 ngủ 2vs, bếp rộng thoáng có ban công bếp riêng. Giá 4.6 tỉ.- Có đóng giãn trong 3 năm, đợt 1 đóng 1 tỉ 560 nhận nhà về ở.* Căn 3 ngủ 2vs 141m2 tầng thấp, nhà không đồ, giá 4.4 tỉ, vào tiền 100 phần  trăm không có tiến độ giãn.gọi  ngay xem nhà: 0989 908 ***Em Thủy).căn  hộ  chung  cư Hồ Gươm Plaza của chủ  đầu  tư may Hồ Gươm đã đi vào hoạt động, vị trí tại ngã  4 Trần Phú - Nguyễn Trãi - Nguyễn Khuyến - Vũ Trọng Khánh, gần nhiều trường  DH lớn như ĐH Kiến trúc Thủ  đô  Hà  Nội, ĐH Ngoại Ngữ Thủ  đô  Hà  Nội, học viện An Ninh, ĐH Khoa Học Xã Hội và Nhân Văn, Bưu Chính Viễn Thông... Gần nhiều căn  hộ  chung  cư và KĐT như căn  hộ  chung  cư Westa 102 Trần Phú Hà Đông, căn  hộ  chung  cư Booyoung mặt đường Vũ Trọng Khánh, KĐT Mỗ Lao, KĐT Văn Quán...Đặc biệt cạnh ga Văn Quán, dân  cư có thể di chuyển đi làm, đi học bằng tàu điện trên cao cực dễ dàng, nhanh chóng và thuận tiện, không lo tắc đường.Tiện ích nội khu cực kỳ nhiều, từ siêu thị BigC, Top Market, Điện Máy Xanh, cà  phê highland Gemini coffe... Đến nhà hàng lẩu nướng, buffe, với nhiều thương hiệu nổi tiếng như Manwan, Posidon..., rạp chiếu phim CGV, bể bơi bốn mùa, gym elite cao cấp...Chi tiết gọi  ngay: 0989 908 ***. 
",Căn hộ, 19/11/2023,17/12/2023,Bán,2639587,3
"
Cần bán gấp bán nhanh căn Khu đô thị Thành phố Giao Lưu, 2 phòng ngủ, 71 m2, giá 2.6 tỷ
","
2,6
Tỷ ","
71
m2
",['Mua bán Căn hộ chung cư  Khu đô thị Thành phố Giao Lưu'],"
 Gấp Bán Chào 2,6 tỉ! Trong tuần này.Bán căn  hộ Cổ Nhuế - tiện ích khu  đô  thị TP Giao Lưu - gần Bộ CA - vài bước ra đường Hoàng Quốc Việt Cầu Giấy.+ DT 71 mét  vuông - 2 PN - 2  nhà  vệ  sinh - khách và bếp sân phơi.+ Vị trí trung tâm giao Q. Bắc Từ Liêm và Cầu Giấy - gần hồ điều hoà và công viên và nhiều trường  đại  học!+ bìa  đỏ chính chủ giao dịch ngay.0942 424 *** gọi trực tiếp E Thắng xem nhà ngay và giao dịch với chủ. 
",Căn hộ, 19/11/2023,17/12/2023,Bán,2639586,2
"
Cần bán gấp bán nhanh chung cư The Zen Residence, 3 phòng ngủ, 98 m2, giá rẻ tại Hoàng Mai
","
Thỏa thuận
","
98
m2
",['Mua bán Căn hộ chung cư  The Zen Residence'],"
 Cần nhượng lại chung  cư 3 PN 98 mét  vuông tòa The Zen Gamuda.DT: 98 mét  vuông.Thiết kết: 3 PN - 2 vệ sinh.Nhà đã trang bị full  nội  thất, do xác định ở lâu dài nên gia đình thiết kế nội thất tỉ mỉ, chất lượng.Hướng mát mẻ, view đẹp không bị che chắn tầm nhìn.bìa  đỏ sẵn sàng giao dịch.giá: 4. X tỉ (bao toàn bộ thuế phí sang tên cho người mua).contact: 0948 857 *** 
",Căn hộ, 19/11/2023,17/12/2023,Bán,2639580,3
"
Cần bán nhanh căn Usilk City, 2 phòng ngủ, giá 2.7 tỷ tại Quận Hà Đông - Hà Nội
","
2,7
Tỷ ","
--
",['Mua bán Căn hộ chung cư  Usilk City'],"
 Cập nhật quỹ căn  hộ  chung  cư liên tục đang bán tại căn  hộ Usilk City - Hà Đông . em Ngọc 0973 564 ***1, Căn 79.4 mét  vuông gồm 2  phòng  ngủ 2vs, nhà mới đẹp, tầng trung, giá 2.7 tỉ.2, căn  hộ  chung  cư 88 mét  vuông gồm 2 phòng  ngủ, 2vs, ban công vườn treo, tầng trung nhà mới đẹp, giá 2.95 tỉ.3, căn  hộ  chung  cư 94 mét  vuông gồm 3 phòng  ngủ, 2vs, tầng trung full đồ, giá 3.05 tỉ.4, căn  hộ  chung  cư 116 mét  vuông gồm 3 phòng  ngủ 2vs, căn  hộ  góc full đồ, view bể bơi, giá 3.5 tỉ.- Các căn  hộ  chung  cư đều có slot oto dưới hầm B2.a/c đi xem nhà liên  lạc: E 0973 564 *** 
",Căn hộ, 19/11/2023,17/12/2023,Bán,2639579,2
