Title,Price,Area,Address,Gen_descrip,Loại hình,Ngày đăng,Ngày hết hạn,Loại tin,ID tin,Số phòng ngủ
"
Cần bán nhà đất 6 tầng, 60 m2 tại Phường Kiến Hưng - Hà Đông - Hà Nội, giá 9.5 tỷ
","
9,5
Tỷ ","
60
m2
","['Hà Nội', 'Quận Hà Đông', 'Mua bán Nhà riêng tại Phường Kiến Hưng']","
 - bán  nhanh nhà KĐG Mậu Lương Hà Đông, DT 60m - 6 tầng - MT 5m. Có tầng hầm, KD VP. L/H Sơn 0918 279 ***- Nhà nằm trong khu đấu giá Mậu lương, đường trục chính rộng 12m, vị trí đẹp, hiện trạng nhà 6 tầng có tầng hầm, có ô chờ thang máy. Phù hợp KD spa, KD văn phòng.- khu vực dân trí cao, cư  dân đông đúc, vài bước chân ra đường trục chính Mậu lương, gia chủ là người thân thiện, bìa  đỏ chính chủ, pháp  lí sạch, không  trung  gian môi giới.- L/H Sơn 0918 279 *** 
",Nhà riêng, 30/11/2023,28/12/2023,Bán,2659686,
"
Sở hữu nhà shr 4 tầng, 40 m2 tại Phường Mỗ Lao - Hà Đông - Hà Nội, giá 3.6 tỷ
","
3,6
Tỷ ","
40
m2
","['Hà Nội', 'Quận Hà Đông', 'Mua bán Nhà riêng tại Phường Mỗ Lao']","
 Chính chủ bán  ngay nhà Mỗ Lao Hà Đông 40m2, 4 tầng giá 3,6 tỉ không có căn thứ + Nhà vị trí thông tứ tung khu dân trí cao phù hợp với gia đình ở yên tĩnh+ Nhà thiết kế đẹp nội thất sang xịn, chắc chẵn+ Gần uỷ ban, BV, trường học, thông các tuyến phố Nguyễn Văn Lộc, Thanh Bình , Làng Việt Kiều Châu Âucontact xem nhà A Tin 0976 110 *** 
",Nhà riêng, 30/11/2023,28/12/2023,Bán,2659685,
"
Cần bán gấp bán nhanh nhà sổ riêng 3 tầng, 29 m2, mặt tiền 4m tại Đường Trần Khát Chân, giá 3.3 tỷ
","
3,3
Tỷ ","
29
m2
","['Hà Nội', 'Quận Hai Bà Trưng', 'Mua bán Nhà riêng tại Đường Trần Khát Chân']","
 Gấp chỉ 3.3 tỉ sở hữu ngay ngôi  nhà  phố Trần Khát Chân 29 mét  vuông 3 tầng MT 4.6m Hai Bà Trưng: liên  hệ 0915 222 ***Cường ngôi  nhà  phố).Mô tả:Nhà cách đường oto 20m khu vực giao thông thuận tiện.Tầng 1, khách bếp  nhà  vệ  sinh.Tầng 2,3 mỗi tầng 1 ngủ,  nhà  vệ  sinh.Sổ hoa hậu sẵn sàng giao dịch. 
",Nhà riêng, 30/11/2023,28/12/2023,Bán,2659681,2
"
Cần bán gấp bán nhanh nhà 5 tầng, 47 m2, mặt tiền 3m tại Hai Bà Trưng, giá 5.4 tỷ
","
5,4
Tỷ ","
47
m2
","['Hà Nội', 'Quận Hai Bà Trưng', 'Mua bán Nhà riêng tại Phường Trương Định']","
 NHÀ ĐẸP Ở NGAY - BAO PHUN NỘI THẤT - LÔ GÓC - KD - oto - NGÕ THÔNG - NGUYỄN AN NINH - GẦN PHỐThiết kế.- Ngõ oto, KD, thông tứ tungNhà đẹp không tuỳ vết.- Tầng 1: KD, bếp. - Tầng 2: Khách,  phòng  vệ  sinh. (PN).- Tầng 3,4 tầng 1 ngủ rộng,  phòng  vệ  sinh.- Tầng 5: Phòng thờ, sân.- bìa  đỏ A4 giao dịch ngay. 
",Nhà riêng, 30/11/2023,28/12/2023,Bán,2659680,3
"
Cần bán gấp bán nhanh căn Chelsea Park - Khu đô thị mới Yên Hòa, 2 phòng ngủ, giá 4.2 tỷ
","
4,2
Tỷ ","
100
m2
",['Mua bán Căn hộ chung cư  Chelsea Park - Khu đô thị mới Yên Hòa'],"
 căn  hộ  chung  cư đc mình thiết kế hiện đại, nội  thất  luxury đc gia đình giữ gìn, trau chuốt còn như mới.DTTT: 98.8 mét  vuông.Hướng cửa hướng  Đông  Bắc, ban công hướng  Tây  Nam.Giá có  thiện  chí bán: 4,2 tỉ (có thỏa  thuận).có  thiện  chí xem nhà vui lòng liên  lạc: 0852 227 *** mình là Mạnh. 
",Căn hộ, 30/11/2023,28/12/2023,Bán,2659675,2
"
Sở hữu ngay chung cư Indochina Plaza Hanoi (IPH), 3 phòng ngủ, 110 m2, giá 6.5 tỷ tại Cầu Giấy
","
6,5
Tỷ ","
110
m2
",['Mua bán Căn hộ chung cư  Indochina Plaza Hanoi (IPH)'],"
 Gia đình cần bán căn 2 ngủ tòa Tây Indochina.chung  cư DT 110m2, thiết kế 3 ngủ 2 vs.nội  thất  đầy  đủ cao cấp.Cửa hướng  Đông  Nam, ban công hướng  Tây  Bắc.Giá 6.5 tỉ.contact xem nhà: 0963 933 *** 
",Căn hộ, 30/11/2023,28/12/2023,Bán,2659674,3
"
Cần bán gấp bán nhanh lô đất sổ riêng 58 m2, mặt tiền 4m tại Nam Từ Liêm - Hà Nội, giá 4.5 tỷ
","
4,5
Tỷ ","
58
m2
","['Hà Nội', 'Quận Nam Từ Liêm', 'Mua bán Đất tại Đường Đỗ Đức Dục']","
Đất - phố Đỗ Đức Dục - Nam Từ Liêm.- lô  đất đầu tư - 3 gác vào nhà - xây ccmn - chung  cư cho thuê - hái ra tiền.- 58m2 - cấp 4 - MT 4,5m.- Giá: 4,5 tỉ.Vị trí: Ngõ 32 Đỗ Đức Dục - thông đồng me.Xe 3 gác vào đến nhà - gần hotel marriott - khu vực rất đông sinh viên - nhu cầu thuê nhà rất cao - bao nhiêu nhà trọ chung  cư cũng không đủ nhu cầu..- bìa  đỏ - pháp  lí chuẩn.- Lê Sơn: 0988 671 *** 
",Đất, 30/11/2023,28/12/2023,Bán,2659664,
"
Cần bán gấp đất nền 400 m2 tại Đường Xuân Phương - Xuân Phương - Nam Từ Liêm - Hà Nội, giá 33 tỷ
","
33
Tỷ ","
400
m2
","['Hà Nội', 'Quận Nam Từ Liêm', 'Mua bán Đất tại Đường Xuân Phương']","
Chính chủ bán đất Xuân Phương, Nam Tử Liêm 400 mét  vuông x mt 15 m x giá nhỉnh 30 tỉ. Xây toà vp, xây toà fpt. Xây toà chung  cư càng đẳng cấp.Vị trí vô cùng đắc địa cách phố 20m, trước nhà oto tránh, MT rộng thích họp với mọi lĩnh vực, đầu tư sinh lợi khi con đường Trịnh Văn Bô thông thì giá trị tăng vọt.Sổ đẹp, pháp  lí sạch sẵn sàng giao dịch.Giá chào 33 tỉ, thỏa  thuận trực tiếp với chủ, không  trung  gian.liên  hệ  ngay: Cháu 0386 979 *** để đc xem đất. 
",Đất, 30/11/2023,28/12/2023,Bán,2659663,
"
Sở hữu ngay căn hộ Khu đô thị Kim Văn Kim Lũ, 1 phòng ngủ, 45 m2, giá 1.34 tỷ tại Quận Hoàng Mai
","
1,34
Tỷ ","
45
m2
",['Mua bán Căn hộ chung cư  Khu đô thị Kim Văn Kim Lũ'],"
 Gia đình em thêm thành viên mới cần chuyển sang căn rộng hơn. Nay quyết bán chung  cư 1 ngủ tòa ct12b Kim văn kim lũ:. DT tim tường: 45m2.Hướng cửa: hướng  Tây  Bắc . Ban công: hướng  Đông  Nam. Hướng view: Ra đường. Thiết kế chung  cư : 1 PN, 1 vệ sinh, 1 pk + bếp, đã lamc thêm 1 gác xép ở pk. Nội thất gồm những gì để lại : full đồ. Giá : 1.34 tỉ ( có thỏa  thuận sâu cho khách nhiệt) - cứ đến xem nhà em bớt thêm. pháp  lí: SHR chính chủcall  ngay em chính chủ: 0982 568 *** 0842 796 *** ( Miễn trung gian ) 
",Căn hộ, 30/11/2023,28/12/2023,Bán,2659657,1
"
Sở hữu căn chung cư Tòa nhà Hei Tower, 3 phòng ngủ, 130 m2, giá 5.65 tỷ tại Thanh Xuân - Hà Nội
","
5,65
Tỷ ","
130
m2
",['Mua bán Căn hộ chung cư  Tòa nhà Hei Tower'],"
 Chính chủ cần bán chung  cư 3  phòng  ngủ 130 m2.DT 130 m.Số  phòng  ngủ 3 - VS3.Nội thất: Đồ liền tường.Giá: 5.65 tỉ.liên  lạc: 0983 685 *** 
",Căn hộ, 30/11/2023,28/12/2023,Bán,2659650,3
