price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
"1,78 tỷ VNĐ",Đường Đình Trung phường Xuân Nộn, 56m2, 5,"
    - Diện tích: 56.5m2- Đường 4m ngõ thông sát bìa làng và hồ điều hòa- Vị trí cực tiềm năng phát triển và sinh lời- Tới sân bay Nội Bài chỉ 10p di chuyển- Vị trí lên quận cực tiềm năng phát triển phù hợp đầu tư và sinh lời cao.để xem đất và có giá đẹp.
",31/08/2022,Tin thường,batdongsan_so_com_vn_1673804977.0407584,,,,,
"4,2 tỷ VNĐ",Đường Giáp Bát phường Giáp Bát, 40m2, 6,"Giá bán: 4,2 tỷ  ",31/08/2022,Tin thường,batdongsan_so_com_vn_1673804979.035425, 3, 3, 3, 3,
"8,95 tỷ VNĐ",x6/16 Ngọc Lâm, 94m2, 6,"BÁN NHÀ MẶT NGÕ NGỌC LÂM - LONG BIÊN - Ô TÔ TRÁNH - KINH DOANH* Mô tả :+ Nhà 3 tầng ko mới nhưng còn rất chắc chắn, khá đẹp, khách mua về thêm vài thùng sơn là lung linh luôn. Chủ xác định bán đất tặng nhà 3 tầng ở tốt. Thích hợp cho khách mua ở, kinh doanh, cho thuê, văn phòng,... + Khu vực trung tâm Long Biên quận (phố cổ Long Biên, tiện ích không thiếu thứ gì). Giá khu vực đang giao dịch tối thiểu 120tr/m, nhà mình chào chỉ gần 100tr/m2. Đầu tư bất chấp bơi hết vào đây.+ Sổ đỏ hoa hậu chính chủ sẵn sàng giao dịch.+ Chuyên mua bán nhà đất, vui lòng liên hệ : TRẦN QUYẾT BĐS LONG BIÊN, điện thoại/ Zalo: 0374148382.",31/08/2022,Tin thường,batdongsan_so_com_vn_1673804980.9133987,, 3, 2, 2,
"1,78 tỷ VNĐ",Đường Đình Trung phường Xuân Nộn, 56m2, 5,"
    - Diện tích: 56.5m2- Đường 4m ngõ thông sát bìa làng và hồ điều hòa- Vị trí cực tiềm năng phát triển và sinh lời- Tới sân bay Nội Bài chỉ 10p di chuyển- Vị trí lên quận cực tiềm năng phát triển phù hợp đầu tư và sinh lời cao.để xem đất và có giá đẹp.
",31/08/2022,Tin thường,batdongsan_so_com_vn_1673804983.1155076,,,,,
"5,4 tỷ VNĐ",Nhà Kim Giang - Thanh Xuân, 52m2, 3," Kim Giang diện tích 52m,cao 6 tầng ,mặt tiền 3.4m,giá 5.4 tỷ, Xây mới - Oto vào nhà Sổ đỏ chính chủxem nhà miễn phí",31/08/2022,Tin thường,batdongsan_so_com_vn_1673804984.553661,, 6,,,
117 tỷ VNĐ,Đường Nguyệt Quế 7 phường Phúc Lợi, 390m2, 37,"+ Căn biệt thự lô góc nằm trong Vinhome Hamony Long Biên, vị trí đẳng cấp nhất cả khu đô thị. + Nhà nằm lô góc 2 mặt phố vỉa hè. Trước mặt là hồ điều hòa Hamony. + Hiện trạng nhà đã hoàn thiện ngoài, bên trong thô.  + Sổ đỏ cất két sẵn sàng giao dịch.",31/08/2022,Tin thường,batdongsan_so_com_vn_1673804986.0636222, 20, 3, 8, 8,
"3,9 tỷ VNĐ","Trâu Quỳ, Gia Lâm, Hà Nội", 54m2,,"Cần Bán Nhanh Mảnh Đất 54m2 Đất Ngô Xuân Quảng, Trâu QUỳ, Gia Lâm  Diện tích 54m2. ĐƯờng trước nhà 4m, Cách đường NGô Xuân QUảng CHỉ vài bước chân Khu dân cư đông đúc, hàng xóm đồng thuận, phù hợp để ở và định cư lâu dài. Giao thông thuận tiện,, cách trường Học viện Nông Nghiệp chỉ 300m.  Đất có sẵn sổ đỏ, giao dịch nhanh chóng. Không quy hoạch, không tranh chấp. Bán kính trường học, bệnh viện, chợ dân sinh chỉ 1km đầy đủ Hỗ trợ thủ tục mua bán, đảm bảo pháp lý  Hotline: 0399 643 640 Mr Công để xem đất. Giá chỉ 3,9x tỷ #congbdsgialam #Ngô_xuân_quảng",31/08/2022,Tin thường,batdongsan_so_com_vn_1673804987.3940616,,,,,
120 triệu VNĐ/m2,Quận Nam Từ Liêm, 55m2,,"GIÁ SẬP SÀN. ĐẤT MỄ TRÌ LÔ GÓC CỰC HIẾM DT 55m2, MT 4.5.m.GÍA BÁN NHANH.0962745289.+ GIÁ CÔNG KHAI: CHỈ 6.7 TỶ NAM TỪ LIÊM.+ Vị trí đất đẹp, phân lô, 3 bước chân ra phố. Ô tô 7 chỗ vào nhà, phù hợp .xây trung cư xây tòa nhà 9 tầng thang máy. 2 thoáng ở sướng.+ Sổ đỏ chính chủ sẵn sàng giao dịch.+ Giá:Thỏa thuận.Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn pháp lý, thủ tục sang tên nhanh gọn.+ Tư vấn 24/7.",31/08/2022,Tin thường,batdongsan_so_com_vn_1673804988.5041296,,,,,
24 triệu VNĐ/m2,"Khu Tập Thể Xi Măng Sài Sơn, Quốc Oai, Hà Nội", 68.4m2, 4,"Chính Chủ gửi Bán Mảnh Đất 68.4m2 Khu Tập Thể Nhà Máy Xi Măng Sài Sơn, Xã Sài Sơn, Quốc Oai, Hà Nội. Mảnh đất diện tích 68.4m2, Lô đất 2 mặt tiền 4.88m, Đường ôtô tránh nhau, đổ bê tông. Giao thông, đi lại sinh hoạt vô cùng thuận tiện. Mảnh đất nằm vị trí trung tâm, chợ trường học các cấp, khu du lịch tuần châu. Cách trung tâm Hà Nội 19km, Khu CN Thạch Thất - Quốc Oai, ĐL Thăng long 1.5km Khu tập thể yên tĩnh, không khí trong lành, thoáng mát Khu dân trí cao an ninh đảm bảo 24/24, Giá thương lượng trực tiếp với chủ đất. A/c quan tâm lh ngay 0967205590 để đi xem đất.",31/08/2022,Tin thường,batdongsan_so_com_vn_1673804989.8964486,,,,, Nam
"4,7 tỷ VNĐ",Nguyễn Trãi Thanh Xuân Hà Nội., 61m2,,"+ Nhà Phố Nguyễn Trãi, Quận Thanh Xuân- Kinh Doanh 60m2 4Tầng 4.7Tỷ. Giao với các đường; Nguyễn Tuân, Nguyễn Xiển, Đường Láng, Trường Chinh, Hạ Đình, Vũ Trọng Phụng, Khương Đình,…Ngõ thông thoáng 3 gác phi, Khu vực có nhiều cán bộ ở, an ninh cực tốt. gần nhiều trường Đại Học như; Khoa Học Tự Nhiên, Thủy Lợi, Công Đoàn…  + Chủ nhà xây tâm huyết để ở, bán để sang nước ngoài định cư với con, khách mua về ở ngay. Phù hợp cho gia đình 4 đến 5 người ở. Di chuyển 5 phút đến Royal City, trong đó có nhiều khu vui chơi và cơ chế hưởng thụ đẳng cấp. + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Liên hệ; Đình Quân- 0911303899 (zalo-messenger). Để được tư vẫn miễn phí, còn rất nhiều căn nhà cùng khu vực với tài chính từ 3-10 tỷ.",31/08/2022,Tin thường,batdongsan_so_com_vn_1673804991.7574766,, 4, 4, 3,
