price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
16 tỷ VNĐ,Đường Hoàng Cầu phường Ô Chợ Dừa, 68m2, 6, 7, 5, 5, 4,"Hàng hiếm phố Hoàng Cầu, 68m2 x 5T, vỉa hè KD sầm uất, nhỉnh 16 tỷ  - Nhà xây 5 tầng, mặt tiền khủng gần 6m. Đường ô tô thông khắp ngả.   Cam kết thông tin chuẩn 100%.",19/08/2022,Tin thường,batdongsan_so_com_vn_1673807575.1712987,
,"Khúc Thừa Dụ, Cầu Giấy", 50m2,,,,,,"Cần bán nhà phố Khúc Thừa Dụ, 50m2, 3T- Gần Trung tâm Cầu Giấy, Gần Xuân Thuỷ.- Nhà mới xây 3 tầng, oto vào tận của - Mặt ngõ trước nhà rộng, thông thoáng,- Không gian yên tĩnh, khu vực nhiều cấn bộ nhà nước => Liên hệ Tuấn thổ cư số 1 Hà Nội: 038 900 1010",19/08/2022,Tin thường,batdongsan_so_com_vn_1673807577.0004065,
"2,5 tỷ VNĐ","Hà Đông, Hà Nội", 50m2,,,,,,"Cần bán gấp lô đất mặt phố Rạng Đông Biên Giang.Mô tả:- Lô đất 50m2. 2 mặt tiền(trước - sau).- Mặt và hậu 4m.- Đường trước đất 4m.- Đường sau đất 3m.Vị trí:- Gần nhà văn hoá Rạng Đông,- Cách Doanh trại quân đội 50m.- Cách chợ Biên Giang 100m.- Gần trường cấp 1,2 Biên Giang.- Cách Ql 6: 500m.- Pháp lý rõ ràng sẵn sàng công chứng trong ngày.Là khu dân trí cao, tiện ích. Kinh doanh tốt. Có thể đầu tư sinh lời hoặc an sinh.- Liên hệ tư vấn: Mr. Dương: 0914450004",19/08/2022,Tin thường,batdongsan_so_com_vn_1673807578.6550891,
"4,8 tỷ VNĐ","Lương Khánh Thiện, Hoàng Mai, Hà Nội", 52m2, 4,, 5, 6, 5,"+ Nằm ở vị trí trung tân Quận Hoàng Mai, Nơi hội tụ nhiều gia đình Công Chức ở, an ninh cực tốt…Gần nhà có đầy đủ tiện ích xã hội như: Bến xe, chợ dân sinh, các trường Đại học, bệnh viện Bạch Mai, khu vui chơi và nhiều tiện ích khác… + Chủ nhà xây tâm huyết để ở,khung cột chắc chắn, thiết kế hiện đại, ánh sáng ngập tràn, tối ưu hóa công năng sử dụng, khách mua về ở ngay, Phù hợp cho 2 hoặc 3 thế hệ để ở, di chuyển 15 phút đến Bờ Hồ, 10 phút đến Công viên Yên Sở. + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Gọi ngay đến, Mr Quân – 0911303899 (zalo-messenger). Chuyên khu vực Hoàng Mai,Hai Bà Trưng.Để được tư vẫn miễn phí, còn rất nhiều căn nhà cùng khu vực với tài chính từ 3-10 ",19/08/2022,Tin thường,batdongsan_so_com_vn_1673807579.7352011,
15 tỷ VNĐ,Đường Nguyễn Phúc Lai phường Hàng Bột, 50m2, 4, 7, 7, 10, 5,"+ Vị trí tuyệt đẹp, cách Hồ Hoàng Cầu chỉ vài chục mét, trước nhà ô tô 7 chỗ tránh ,xe máy chạy vòng quanh, khu dân trí cao, kinh doanh, văn phòng đều tuyệt vời. - Tầng 2 lửng rộng. Giá cả thương lượng mạnh , ai có nhu cầu xin liên hệ trực tiếp em Hoan : 0853541669 ",19/08/2022,Tin thường,batdongsan_so_com_vn_1673807581.0437627,
6 tỷ VNĐ,Khương Trung, 56m2,,, 5,,,"+ Vị trí trung tâm Quận Thanh Xuân, cách mặt Phố Khương Trung 20m, gần Ngã Tư Sở, tiện ích bạt ngàn. + Đường trước nhà rộng thông thoáng, nhà nhiều phòng ngủ vừa ở hoặc kinh doanh đều tuyệt. + Nhà chủ xây tâm huyết, nội thất toàn gỗ xịn, khách mua về ở ngay. + Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch. LH: Em Hoan, 0925088355, chuyên thổ cư Thanh Xuân, Đống Đa với nguồn nhà hơn 10 000 căn, miễn phí xem nhà 24/7.",19/08/2022,Tin thường,batdongsan_so_com_vn_1673807582.1727934,
"2,2 tỷ VNĐ",Đường Di Ái phường Di Trạch, 42m2, 4,,,,,"NHỈNH 2 TỶ SỞ HỮU NGAY LÔ ĐẤT ĐẸP  DI TRẠCH, HOÀI ĐỨC. SĐCC42.5M2, MT 4.2 M, CÁCH ĐƯỜNG Ô TÔ TẢI  100M.  LH Mr. PHAN SƠN: 0966153389. (MIỄN MG)",19/08/2022,Tin thường,batdongsan_so_com_vn_1673807583.4912632,
"6,4 tỷ VNĐ",Lê Hồng Phong Hà cầu, 55m2, 3, 14, 5, 6, 7,"- Nhà lô góc 2 thoáng rất mát, chủ nhà xây dựng thiết kế theo mô hình cho thuê phòng hoặc ở đều được, phòng nào cũng thiết kế rộng, vệ sinh khép kín, nội thất cơ bản...- Vị trí: Gần trường chợ, chợ Hà Đông, chợ đầu mối 365, Metro Hà Đông, các bệnh viện lớn... Tiện ích bạt ngàn.- Ngõ trước nhà hơn 2m, ô tô cách nhà chưa đến 100m, ngõ thông bàn cờ, giao thông đi lại thuận tiện.- Nhà được thiết kế 5 tầng với đầy đủ công năng sử dụng.+ Tầng 1: Khách, bếp, vệ sinh,.+ Tầng 2, 3, 4: Tổng 6 ngủ 6 vệ sinh khép kín.+ Tầng 5: Phòng thờ hoặc ngủ, sân phơi.- Sổ đỏ vuông đẹp, pháp lý chuẩn, giao dịch nhanh.- Ae liên hệ trực tiếp cho Nguyên Anh: 0819508701 để được biết thêm chi tiết, xem nhà miễn phí",19/08/2022,Tin thường,batdongsan_so_com_vn_1673807584.7050772, Tây bắc
"5,45 tỷ VNĐ",Đường Ngọc Thụy phường Ngọc Thụy, 60m2, 3, 4, 2, 4, 4,"Vị trí  trong khu dân cư quân đội an ninh đảm bảo, Mặt ngõ thông Ô TÔ tránh, vào nhà dễ dàng, Gầntrường quốc tế pháp. KĐT Khai Sơn, - Hiện đang là nhà 60m2 x 2 tầng  đang cho thuê kinh doanh - Khu vực dân cư đông đúc, phố xa rộng rãi thông thoáng thông ra Lý Sơn, Giao thông đi đâu cũng thuận tiện cách TTTM Mipec Ngọc Lâm khoảng 2km, Đường Hồng Tiến kéo dài nối ra Nguyễn Văn Cừ thì càng thêm giá trị Nhà rất phù hợp mua về cải tạo ở kết hợp làm văn phòng công ty, kinh doanh cho thuê dòng tiền tuyệt vời Sổ đỏ chính chủ vuông đẹp sẵn sànggiao dịch  Liên Hệ Em Quyết ĐT / Zalo : 0357613689 tư vấn và dẫn xem nhà miễn phí",19/08/2022,Tin thường,batdongsan_so_com_vn_1673807585.889871,
6 tỷ VNĐ,Khương Đình, 55m2,,, 5,,,"+ Vị trí đắc địa, gần Ngã Tư Sở, tiện ích vây quanh. Cách Mặt Phố Khương Đình 25m, giao thông thuận tiện. + Đường rộng thông thoáng, khu dân cư văn minh vừa ở hoặc kinh doanh đều được. + Nhà chủ xây tâm huyết, nội thất toàn gỗ xịn, chủ tặng lại hết cho khách. + Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch. LH: Em Hoan, 0925088355, chuyên thổ cư Thanh Xuân, Đống Đa với nguồn nhà hơn 10 000 căn, miễn phí xem nhà 24/7.",19/08/2022,Tin thường,batdongsan_so_com_vn_1673807587.0916553,
