price,address,Diện tích,Số tầng,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số phòng ngủ,Số toilet
"3,5 tỷ VNĐ",Phúc La- Hà Đông, 40m2, 4,"Cần bán nhà Phúc La, Hà Đông, 40m, 4 tầng, ngõ thông, gần ô tô nhỉnh 3 tỷ Chính chủ cần bán gấp nhà đẹp hiếm có Phúc la, Hà Đông, diện tích lớn 40m thiết kế tâm huyết 4 tầng hiện đại đủ công năng, nhà mới đẹp chỉ việc xách vali đến ở. Xung quanh nhà hưởng trọn tiện ích Khu đô thị Văn Quán, nhiều trường đại học, ngân hàng, chợ, bệnh viện, siêu thị. Khu vực dân trí tốt hàng xóm cán bộ, an ninh tuyệt đối. Giao thông trục chính nối Quang Trung sang Nhuệ Giang các phố cổ Bà Triệu, giáp Tô Hiệu, đối diện Thanh Bình, gần Vạn Phúc. Sổ đỏ vuông, sẵn sàng giao dịch. Giá 3.5 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",22/07/2022,Tin thường,batdongsan_so_com_vn_1673813027.4097323,,,,
"3,5 tỷ VNĐ",Phúc La- Hà Đông, 40m2, 4,"Cần bán nhà Phúc La, Hà Đông, 40m, 4 tầng, ngõ thông, gần ô tô nhỉnh 3 tỷ Chính chủ cần bán gấp nhà đẹp hiếm có Phúc la, Hà Đông, diện tích lớn 40m thiết kế tâm huyết 4 tầng hiện đại đủ công năng, nhà mới đẹp chỉ việc xách vali đến ở. Xung quanh nhà hưởng trọn tiện ích Khu đô thị Văn Quán, nhiều trường đại học, ngân hàng, chợ, bệnh viện, siêu thị. Khu vực dân trí tốt hàng xóm cán bộ, an ninh tuyệt đối. Giao thông trục chính nối Quang Trung sang Nhuệ Giang các phố cổ Bà Triệu, giáp Tô Hiệu, đối diện Thanh Bình, gần Vạn Phúc. Sổ đỏ vuông, sẵn sàng giao dịch. Giá 3.5 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",22/07/2022,Tin thường,batdongsan_so_com_vn_1673813030.2691996,,,,
"3,6 tỷ VNĐ",Mỗ Lao- Hà Đông, 40m2, 4,"Nhỉnh 3 tỷ Mỗ Lao, Hà Đông, 40m, 4 tầng, ngõ thoáng, gần ô tô Chính chủ bán nhà hơn 3 tỷ Mỗ Lao, Hà Đông duy nhất cực hiếm, 4 tầng đầy đủ công năng sử dụng, nhà đẹp hiện đại, ngõ thoáng nông cực gần ô tô. Nhà có đầy đủ tiện ích gần hồ, gần chợ, siêu thị, vài bước ra phố, khu dân cư đông đúc, hàng xóm toàn cán bộ văn minh, cực hiếm nhà bán. Giao thông đi muôn nơi vài bước ra Quang Trung, hàng xóm Văn Quán, giáp Yết Kiêu, đối diện Nguyễn Khuyến, song song Trần Phú, xuôi xuống Vạn Phúc,… Chủ nhà làm ăn có lộc nay mua nhà to hơn cần bán gấp trong tuần. Sổ đỏ vuông, sẵn sàng giao dịch. Giá 3.6 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn. ",22/07/2022,Tin thường,batdongsan_so_com_vn_1673813031.8729095,,,,
"6,5 tỷ VNĐ",Mỗ Lao- Hà Đông, 58m2, 4,"Bán nhà Mỗ Lao, Hà Đông, 58m, 4 tầng, vỉa hè, kinh doanh, ô tô, nhỉnh 6 tỷ Bán nhà đẹp vip Mỗ Lao, Hà Đông với diện tích lớn 58m, thiết kế 4 tầng hiện đại Châu Âu nhà vô cùng đẹp, gần hồ, có vỉa hè, đường ô tô tránh. Xung quanh nhà đầy đủ tiện ích: Chợ, siêu thị, bệnh viện, ngân hàng, nhiều trường đại học lớn. Phù hợp ở kết hợp làm văn phòng hoặc kinh doanh quá đẹp. Khu vực cực hiếm nhà bán, tầm tiền không có căn thứ 2 để so sánh. Vị trí trung tâm hàng xóm Khu đô thị Văn Quán, giáp Yết Kiêu, vài bước ra Phùng Hưng, gần Nguyễn Trãi, lên Thanh Xuân hay sang Nam Từ Liêm rất gần. Sổ đỏ vuông, sẵn sàng giao dịch. Giá 6.5 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",22/07/2022,Tin thường,batdongsan_so_com_vn_1673813033.503972,,,,
"7,5 tỷ VNĐ",Đường Thái Hà phường Láng Hạ, 33m2, 4,BÁN NHÀ ĐỐNG ĐA Thái Hà - ĐĐ9D,22/07/2022,Tin thường,batdongsan_so_com_vn_1673813035.4791849, 3, 2, 3, 3
5 tỷ VNĐ,Đường Hoàng Quốc Việt phường Nghĩa Tân, 42m2, 4,"Nghĩa Đô 44m2x5 – OTO tránh đỗ 15m – Ngõ 3m – 4,9 tỷ - Diện tích: 44m2x5T. Mặt tiền 4m.  - Mô tả: + Nghĩa Đô – Hoàng Quốc Việt. + Nhà gần phố, gần chợ, tiện đi lại.+ OTO tránh đỗ cách nhà 20m, ngõ rộng – thoáng mát. - Thiết kế: 4 tầng kiên cố.  - Nhà không cần sửa chữa, về ở ngay.  - Sổ đỏ chính chủ. - Giá: 4,9 tỷ. Liên hệ xem nhà. Em Duy Quang – Nhà Đất Cầu Giấy.LH: 087.997.6889(MTG)",22/07/2022,Tin thường,batdongsan_so_com_vn_1673813037.6421294, 5, 3, 4, 4
"3,075 tỷ VNĐ",Đường Uy Nỗ phường Uy Nỗ, 75m2,,"  Diện tích: 75m2 Mặt tiền = Hậu = 5m  Đường 3,5m ô tô thông qua.  Cách trung tâm Đông Anh 1km, tiện ích đầy đủ: UBND, bệnh viện, nhà hàng, quán ăn, shop….  Cách bệnh viện Bắc Thăng Long 200m, cách QL3 1km.   Bán kính xung quanh 300m là các trường mầm non, tiểu học, trung học, sân bóng, tiện ích rất đầy đủ…  Gần hồ điều hòa lộng gió, sáng chiều đi tập thể dục rèn luyện sức khỏe. LH Em Huy kết nối chính chủ: 0979.696.848",22/07/2022,Tin thường,batdongsan_so_com_vn_1673813040.6022105, 5,,,
"4,1 tỷ VNĐ",Khương Đình, 46m2, 4,"Nhà Đẹp Khương Đình - Ngõ ÔTô- Phân Lô- Tặng Nội Thất - 46m2-4T-4.1Tỷ PHÂN LÔ - Ở NGAY - GẦN NGÃ TƯ SỞ - GIAO THÔNG THUẬN TIỆNMô tả: Diện tích 46m2 - Nhà Xây 4 TầngVị Trí : Nhà nằm khu vực trung tâm của quận Thanh Xuân, gần Ngã Tư sở , khu vực dân trí cao, An Sinh đỉnh.+ Ngõ ngõ ô tô. gần phố, khu trung tâm nên di chuyển đi đâu cũng rất thuận tiện.+ Nhà xây vài năm nhưng rất chắc chắn, chủ nhà là người có chuyên môn về xây dựng nên thiết kế rất đẹp và chắc chắn. Rất phù hợp cho hộ gia đình đông người mua về ở ngay hoặc cất trữ tiền. có thể xây thêm tầng thoải mái.+ Tổng 4 phòng ngủ, đủ công năng sử dụng, nội thất xịn xò, các phòng ngủ đều lát sàn gỗ đầy đủ rất đẹp, phòng nào cũng có cửa sổ rất thoáng, sáng. Khách thiện chí mua chủ tặng lại nội thất  👉 Pháp lý: Sổ đỏ chính chủ vuông đét, sẵn sàng giao dịch.+ Cam kết: Không thu bất cứ loại phí gì kể cả giao dịch thành công.+ Giá: 4.1tỷ (có thương lượng với khách thiện chí).+ Miễn tiếp trung gian và môi giới.+ Liên hệ Mr. Đại nhiệt tình, tận tâm để đi xem nhà ngay ĐT/Zalo : O982.857.858",22/07/2022,Tin thường,batdongsan_so_com_vn_1673813043.161471, 4,, 5, 5
"6,3 tỷ VNĐ","Lê Quý Đôn 2, Nguyễn Trãi, Hà Đông, Hà Nội", 40m2, 4," Căn nhà đầy tâm huyết, không 1 lầm lỗi, thiết kế đẳng cấp, nội thất sang xịn mịn, đẹp không tì vết.+ Thiết kế:Tầng 1: gara ô tô, kinh doanh, bếpTầng 2: tầng lửng, phòng kháchTầng 3: 2 phòng ngủ + wcTầng 4: 1 phòng ngủ + phòng thờ + sân phơi ban công cà phê cực chill ( ảnh thật căn nhà như bài đăng)Đường trước nhà rộng ô tô tránh nhau, nhà mới đẹp, ở ngay chủ nhà tặng lại toàn bộ nội thấtSổ đỏ sẵn, giấy tờ pháp lý đầy đủ, giao dịch ngayLH: Mrs Phượng 0974352054 - Tư vấn miễn phí 24/24h (zalo, Fb) , hỗ trợ tư vấn Pháp lý,vay vốn.",22/07/2022,Tin thường,batdongsan_so_com_vn_1673813045.4104397,,, 4,
4 tỷ VNĐ,chung cư Melody Hưng Thịnh Linh Đàm, 100m2,,"- Tổng chiết khấu 8% từ giá bán cho 100 khách hàng đặt mua sớm nhất.- Tiến độ thanh toán linh hoạt thành 21 đợt, mỗi đợt chỉ 2,5%.- Chiết khấu thanh toán sớm lãi suất 15%/năm.- VCB, TP, VP bank hỗ trợ 70% miễn gốc lãi trong 24 tháng.- Pháp lý: Sở hữu sổ hồng lâu dài.- Bàn giao: Bàn giao full nội thất cao cấp liền tường.Tại sao chung cư Melody Hưng Thịnh Linh Đàm lại hot?1 - Mật độ siêu thoáng.Với 100% Căn hộ có 2 logia đón nắng gió và ánh sáng tự nhiên.Quy mô 4 Block ~ hơn 1800 căn hộ mật độ xây dựng chỉ 41%.2 - Chủ đầu tư uy tín.Tập đoàn Hưng Thịnh - Top 10 Chủ Đầu Tư uy tín nhất Việt Nam.Giấy tờ pháp lý rõ ràng, minh bạch sở hữu lâu dài.3 Nội thất sang trọng.Thiết kế sang chảnh không góc chết.Căn hộ có nội thất cao cấp nhập khẩu từ Châu Âu.4 - Vị trí thuận lợi.Mảnh đất ""kim cương"" cuối cùng tại Khu Đô Thị Tây Nam Linh Đàm, Hoàng Mai.Hệ thống giao thông đồng bộ, hiện đại, kết nối nhanh chóng với các khu vực lân cận.- Liền kề trường Tiểu học Chu Văn An.- 4 Phút đến Cầu Dậu.- 7 - 10 Phút đến Trường THCS, THPT.- 8 Phút đến CV Linh Đàm, Bắc Linh Đàm.- 7 - 15 Phút đến ĐH Thăng Long, Bách Khoa.- BV Nội Tiết, BV K, BV 103 gần kề.- 10 phút đến Công viên Yên Sở.- 15 phút đến Bệnh Viện Bạch Mai, BV Tai mũi họng trung ương.- 10 phút Metro Hoàng Mai.- 10 phút đến BX Giáp Bát, Nước Ngầm.- 20 phút Hồ Gươm, trung tâm thủ đô.- Nằm ở vị trí đắc địa tại trung tâm tp Hà Nội từ chung cư Tây Nam Linh Đàm có thể dễ dàng di chuyển đến các điểm:+ Đường vành đai 3 thuận lợi di chuyển qua các Tỉnh lân cận như Hưng Yên, Hải Dương, Hà Nam...+ Gần hệ thống các trường đại học lớn: Trường đại học Kinh Tế Quốc Dân, trường đh Bách Khoa,...5 - Tiện ích nội khu chuẩn quốc tế:Hơn 200 Tiện ích nổi bật: Siêu thị, trung tâm thương mại, Gym, spa, nhà hàng, nhà trẻ, khu thể thao phức hợp, bể bơi vô cực,Hồ bơi, vườn dạo bộ, khu vui chơi trẻ em khu TDTT (tennis, bóng rổ, bơi... ) Khu BBQ ngoài trời. Khu TTTM, nhà trẻ, gym, spa...... An ninh đảm bảo 24/7.6 - Diện tích đa dạng.Căn 2PN: 68m2 - 76m2 - 82m2 - 89m2.Căn 3PN: 92m2 - 95m2 - 107m2.Căn 4PN: 147m2.",22/07/2022,Tin thường,batdongsan_so_com_vn_1673813047.7085667,,,,
