price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Lộ giới,Hướng
"7,8 tỷ VNĐ","Phố Nguyễn Văn Lộc, Phường Mỗ Lao, Quận Hà Đông, HN", 40m2, 4, 6, 5, 5,"HIẾM NHÀ BÁN - 6 TẦNG THANG MÁY - PHÂN LÔ Ô TÔ QUA, KINH DOANH - VÍP HÀ ĐÔNG - TIỆN ÍCH BẠT NGÀN + Vị trí tuyệt đẹp, ô tô qua, giao thông thuận tiện thông các phố Trần Phú, An Hòa, Phùng Khoang, Vũ Trọng Khánh. + Tiện ích: Cạnh Làng Việt kiều Châu Âu, khu biệt thự VIP Bắc Hà, hồ Văn Quán, ĐH Hà Nội, ĐH Kiến Trúc, HV An Ninh.... + Nhà chủ tự xây hơn 5 năm rất đẹp, nội thất xịn sò, phía sau có khe thoáng 1m. + Nhà được thiết kế hiện đại với đầy đủ công năng, phòng nào cũng có cửa sổ nên phòng nào cũng thoáng và sáng. + Sổ đỏ phân lô vuông đét, sẵn sàng giao dịch. + Giá chào 7 tỷ 8 ( Có thương lượng) + Liên hệ xem nhà: 0902.083.139",08/04/2022,Tin thường,batdongsan_so_com_vn_1673828198.5215719,,
"6,5 tỷ VNĐ",Mỗ Lao- Hà Đông, 58m2,,,,,"HIẾM! Vỉa hè, phân lô, ô tô tránh, 58m, nhỉnh 6 tỷ,Mỗ Lao, Hà Đông -         Chủ nhà chuyển vào Sài Gòn sống với gia đình nên cần bán gấp nhà đẹp khu phân lô cán bộ, nhà tự xây khung cột bê tông chắc chắn, ban công cửa sổ thoáng mát, chỉ việc xách vali đến ở. -         Nhà thuộc trung tâm quận Hà Đông, nơi đáng sống bậc nhất, xung quanh đầy đủ tiện ích khu đô thị Mỗ Lao, các trường đại học nổi tiếng, dân cư đông đúc, văn minh. -         Thuộc khu phân lô cán bộ, nơi ở yên tĩnh, đường trước nhà ô tô tránh, vào nhà, thông muôn nơi, khu hiếm nhà bán. Giao thông thuận lợi qua các tuyến phố huyết mạch: Quang Trung, Nguyễn Văn Lộc, Yết Kiêu, Yên Phúc, Ao Sen, An Hòa,... Giá: 6.5 tỷ ( có gia lộc). Sổ vuông như tờ A4, sẵn sàng giao dịch. Liên hệ ngay với em Huyền Thổ cư Hà Đông- KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",07/04/2022,Tin thường,batdongsan_so_com_vn_1673828199.8729572,,
"6,5 tỷ VNĐ",Mỗ Lao- Hà Đông, 58m2,,,,,"HIẾM! Vỉa hè, phân lô, ô tô tránh, 58m, nhỉnh 6 tỷ,Mỗ Lao, Hà Đông -         Chủ nhà chuyển vào Sài Gòn sống với gia đình nên cần bán gấp nhà đẹp khu phân lô cán bộ, nhà tự xây khung cột bê tông chắc chắn, ban công cửa sổ thoáng mát, chỉ việc xách vali đến ở. -         Nhà thuộc trung tâm quận Hà Đông, nơi đáng sống bậc nhất, xung quanh đầy đủ tiện ích khu đô thị Mỗ Lao, các trường đại học nổi tiếng, dân cư đông đúc, văn minh. -         Thuộc khu phân lô cán bộ, nơi ở yên tĩnh, đường trước nhà ô tô tránh, vào nhà, thông muôn nơi, khu hiếm nhà bán. Giao thông thuận lợi qua các tuyến phố huyết mạch: Quang Trung, Nguyễn Văn Lộc, Yết Kiêu, Yên Phúc, Ao Sen, An Hòa,... Giá: 6.5 tỷ ( có gia lộc). Sổ vuông như tờ A4, sẵn sàng giao dịch. Liên hệ ngay với em Huyền Thổ cư Hà Đông- KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",07/04/2022,Tin thường,batdongsan_so_com_vn_1673828201.039836,,
"2,8 tỷ VNĐ",Vân Đồn - Hà Nội, 50m2,,,,,"Vị trí vàng  trung tâm của các trung tâm là nơi tiếp giáp của 2 quận sầm uất bậc nhất Hà Thành  quận Hai Bà Trưng và Hoàng Kiếm. Nên đi lại vô cùng thuận tiện chạy bộ lên Phố cổ, vài phút là ra Tây Hồ,….. điện đường trường trạm sầm uất chả thiếu thứ  gì . Tầm nhìn quy hoạch vài năm nữa đô thị ven sông hoàn thành giá trị khu vực chỉ có lên chứ không có xuống. 🗺Căn nhà là tâm huyết bao năm làm ăn tu trí của chủ nhà bề thế, cao to nhất vùng 6 tầng trên diện tích gần 50m2 gần 10 ngủ có dòng tiền gần 30 triệu tháng mà giá chỉ có 2.8  tỷ, quá hiếm quá hiếm chấp mọi ngân hàng thời covid. Nay vì con cái đều thành đạt nên bán đi để chia tài sản nên cực kỳ thiện trí. 📕 Sổ đỏ giêng chính chủ, pháp lý sạch, luôn sẵn sàng đợi khách thiện chí đến giao dịch📜 Chi tiết LH: Nhật Nhà Đất  0977194820 (Chuyên Nhà đất Thổ cư với nguồn hàng Hơn 6000 Căn Nhà  Lớn nhỏ Từ 1 – 100 Tỷ trên khắp địa bàn Hà Nội sẵn sàng giúp Khách hàng tìm được những căn nhà ưng ý nhất).Lưu ý:-Tận Tâm, Uy tín , Chuyên nghiệp cái Tâm và cái Tầm đặt lên hàng đầu- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý  ",07/04/2022,Tin thường,batdongsan_so_com_vn_1673828202.1019933,,
8 tỷ VNĐ,LONG BIÊN, 60m2, 3, 6, 8,,"Bán gấp nhà 6 T mặt phố Đức Giang ,gần nhiều tiện ích, kinh doanh đỉnh. + Hướng ĐN, đối diện khu đô thị Đức Giang có vỉa hè đá bóng. + Toà nhà 6 tầng, chủ tự xây, khung cột chắc chắn có thể lên thêm tầng, thiết kế với công năng cực cao, tổng 8PN, phù hợp kinh doanh mọi loại hình, đặc biệt kinh doanh Nhà nghỉ, Karaoke, văn phòng công ty. - T1 để xe + phòng khách + bếp + gác lửng. - T2,3,4,5 mỗi tầng 2PN, nội thất sang trọng. - T6 là tum sân phơi. + Vị trí mặt phố kinh doanh sầm uất, giá chỉ nhỉnh 8 tỷ hiếm có trên thị trường. + Liên hệ: Anh Quân: 0987353408 để được tv và xem nhà miễn phí.",07/04/2022,Tin thường,batdongsan_so_com_vn_1673828203.1850967, 30,
2 tỷ VNĐ,"ngõ 211 Phố Khương Trung, Quận Thanh Xuân, Hà Nội", 30m2,, 5,,,"Chính chủ bán nhà ngõ 211 Phố Khương Trung, Quận Thanh Xuân, Hà NộiDiện tích: 30m2 x 5 tầng - nhà hướng Đông Bắc- Nhà xây kiên cố, thiết kế hợp lý- Đường Ô tô, ngõ thông, thuận tiện kinh doanh- Khu an ninh rất tốt, dân trí cao, văn minh, thân thiệnGiá bán: 2 tỷ ( Có thương lượng)Liên hệ chủ nhà: 0988173850, 0877045566
 
Nguồn:  http://nhadathanoi.net.vn

",07/04/2022,Tin thường,batdongsan_so_com_vn_1673828204.132561,, Đông bắc
"6,9 tỷ VNĐ",Phố Hào Nam - Đống Đa - Hà Nội, 46m2, 4, 5, 4, 4,"Bán Nhà Phố Hào Nam 5 Tầng – Full Nội Thất – Gần Phố - Tiện Ích Vô Vàn.   -----------------------------------------------------------------------      + Bán Nhà Hào Nam 46m – 5 tầng – mt 4.2 giá 6.x tỷ      + Nhà Thiết kế hiện đại , Không gian mở rộng rãi , Nội thất xịn sò ,Khách chỉ sẵn sách vali về ở .           + Mô Tả :           - Tầng 1 : Phòng khách - Bếp - WC. - Tầng 2,3: Mỗi tầng 1 phòng ngủ rộng - WC. - Tầng 4 : 2 phòng ngủ - WC. - Tầng 5 : Phòng thờ - Sân phơi.              + Vị trí: Nhà nằm vị trí cực đẹp, bãi gửi xe ôtô gần, có sân để xe máy riêng biệt. Khu Vực Trung Tâm Đống Đa khu vực dân trí cao ,Gần Ngã 6 Ô Chợ Dừa ,Giao Thông Thuận Tiện đi muôn ngả . Tiện ích bạt ngàn.         + Sổ đỏ chính chủ, sẵn sàng giao dịch.   + Liên hện : Em Trường zalo : 0349 616 626 ! ",07/04/2022,Tin thường,batdongsan_so_com_vn_1673828205.3613098,,
24 tỷ VNĐ,"Mỗ Lao, Hà Đông", 96m2, 21, 5, 5,,"+Bán gấp nhà mặt phố Nguyễn Văn Lộc, Mộ Lao,  Hà Đông, lô góc 96m2, 5 tầng, 21m mặt tiền, khu vực trung tâm, ô tô tránh, vỉa hè rộng kinh doanh gì cũng ra tiền.+ Trung tâm Mộ Lao, không có căn thứ 2. + Nhà thiết kế hiện đại, đầy đủ công năng sử dụng, dọn về ở ngay. + Phố An Hòa ngay bên cạnh phố Nguyễn Văn Lộc, đối diện trường Học Viện An Ninh, ngay cạnh Siêu thị Co - Opmart, thông sang khu Làng Việt kiều Châu Âu. Giao thông kết nối với các trục đường chính như: Nguyễn Trãi, Trần Phú, Quang Trung, Tố Hữu, Vũ Trọng Khánh, Khu vực trung tâm của các trường đại học, học viện. Kinh doanh sầm uất, mọi loại hình. + Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sang giao dịch. + Giá chào: 24 tỷ (có thương lượng với Khách thiện chí),+ Cam kết không thu bất cứ phí gì, kể cả giao dịch thành công, hỗ trợ vay vốn ngân hàng và các thủ tục mua, bán hoàn toàn miễn phí. + Liên hệ: Đức Anh 0975517689 – Chuyên nhà đất thổ cư, nhà mặt phố Hà Nội",07/04/2022,Tin thường,batdongsan_so_com_vn_1673828206.6478324,,
"3,7 tỷ VNĐ",Thanh Xuân, 45m2,,,,,"- Diện tích 45m2, mặt tiền rộng rãi, giá 3.7 tỷ.- Nhà 4 tầng chủ tự thiết kế và xây dựng vô cùng chắc chắn và khoa học.- Sổ đỏ vuông vắn, sạch sẽ.- An sinh, an ninh tốt.Chủ nhà ở rất có lộc bán đi chuyển vào Sài Gòn sinh sống. Liên hệ em Đạt để được tư vấn và dẫn đi xem nhà miễn phí! LH: 0973838798.",07/04/2022,Tin thường,batdongsan_so_com_vn_1673828207.804738,,
"15,2 tỷ VNĐ",Hà Nội, 76m2,,,,,"Bán nhà sổ đỏ phố Chùa Láng - SĐT: 0366 555 258.Diện tích 76 m2, 7 tầng thang máy, mặt tiền 8 mét. + Nhà đẹp, trang bị nội thất cao cấp toàn đồ nhập khẩu, vào ở luôn. + Khu dân trí cao, an ninh tốt, nhiều tiện ích, kinh doanh vô địch.Chính chủ bán, sổ đỏ cầm tay.Giá bán nhanh chỉ 15.2 tỷ thương lượng mạnh.Liên hệ ngay - 0366 555 258.",07/04/2022,Tin thường,batdongsan_so_com_vn_1673828208.9217486,,
