price,address,Diện tích,Mặt tiền,Lộ giới,Details,Ngày đăng,Loại tin,id,Số tầng,Số phòng ngủ,Số toilet,Hướng
"1,2 tỷ VNĐ","Thuỷ Xuân Tiên, Chương Mỹ, Hà Nội", 80m2, 5, 7,"Bán đất hoa hậu Thuỷ Xuân Tiên Chương Mỹ 80m2,ô tô tránh,Cách QL21A 150m,đất vuông,giá nhỉnh 1,2 tỷ- Chủ nhà làm ăn phát lộc chuyển vị trí rộng hơn nên nhượng lại.- Diện tích 80m2, mặt tiền 5m đường liên xã.- Đất phân lô quân đội vuông vắn trước sau như 1.- Vị trí cách đường liên xã 30m, dự kiến mở rộng 15m.- Dân cư đông đúc, an ninh tốt, dân trí cao.- Pháp lý rõ ràng, sổ đỏ chính chủ.Liên hệ xem đất 24/7: Mr. Dương/0914450004.",04/03/2022,Tin thường,batdongsan_so_com_vn_1673830096.4989939,,,,
"13,8 tỷ VNĐ","Nguyễn Văn Cừ,  phường Ngọc Lâm", 110m2,,,"NGUYỄN VĂN CỪ - Ô TÔ ĐUA - 20 M RA MẶT PHỐ - SIÊU BIỆT THỰ.+ Vị trí : cách phố chỉ 20 m, đường trước nhà 5 m, gần ngã tư Hồng Tiến giao nhau với Nguyễn Văn Cừ, đầy đủ tiện ích: chợ Ngọc Lâm, Bệnh Viện Tâm Anh, Bệnh Viện Bắc Hà, Trường Wellspring, cấp 1,2,3 Ngọc Lâm, Công Viên Bồ Đề Xanh, Khu đô thị Minh Nhựa và Khu đô thị 319.+ Nhà dân xây 3 tầng đẹp và chất, thiết kế hiện đại, nội thất cao cấp, không gian mở tất cả các phòng đều có ánh sáng tự nhiên.+ Lh: Mai ĐA 0983724773.BIỆT THỰ NGUYỄN VĂN CỪ, NGÕ TO NHƯ PHỐ, 20M RA PHỐ.",15/03/2022,Tin thường,batdongsan_so_com_vn_1673830097.839407,,,,
,Lê Trọng Tấn - Thanh Xuân - Hà Nội, 68m2, 6,,"Bán nhà đẹp phân lô phố Lê Trọng Tấn, Thanh Xuân 68m, 5 tầng, 6m MT, Gara Oto, 13 tỷ. Vị trí: Phố Lê Trọng Tấn khu phân lô Quân Đội, cánh phố chỉ 30m. Tiện ích: Phố Lê Trọng Tấn, Hoàng Văn Thái nơi phân lô, dân trí cao, xe oto đỗ cửa, vào nhà thoải mái, Cách quận Đống Đa vài bước chân, gần đại học Y Hà Nội, Y Quân Đội, Bạch Mai, Lão Khoa, Việt Pháp..vv. Các trường đại học Y Hà Nội, Học viện Ngân Hàng, Thủy Lợi…vv. Các trung tâm thương mại mua sắm như Royal city, Lotte Mart, đặc biệt Big C Lê Trọng Tấn chỉ vài bước chân..vv. trường học các cấp xung quanh. Thiết kế: 5 tầng, 5 ngủ, có khe thoáng trước sau nên tất cả các phòng đều có của sổ đón ánh sáng tự nhiên, đặc biệt là mặt trước tòa nhà có ốp kính, lắp rèm nên khi kéo rèm thì cả nhà tràn ngập trong ánh nắng buổi sớm, có ban công cho những ai cần ra hút thuốc ngắm sao trời. Tất cả bàn ghế giường tủ trong nhà đều là gỗ nhập châu âu đẳng cấp. Giếng trời lấy ánh sáng đến từng phòng. Chi tiết: Tầng 1:  Văn phòng công ty, gara oto và xe máy thoải mái, 1wc. Tầng 2:  Phòng khách, bếp, wc. Tầng 3,4: 2 phòng ngủ rộng đẹp. Tầng 5: Phòng thờ, sân vườn, sân nướng BBQ ngoài trời thiết kế cực đẹp cho những buổi liên hoan đại gia đình. Pháp lý: Sổ đỏ chính chủ, vuông đẹp, sẵn sàng giao dịch, Liên hệ tôi: Minh Hoàng 0902253303. Lưu ý! Không trung gian môi giới! các bạn môi giới không làm phiền, ko hợp tác mọi hình thức! xin cảm ơn.",15/03/2022,Tin thường,batdongsan_so_com_vn_1673830099.1908398, 5, 5,,
25 tỷ VNĐ,"Nguyễn Phúc Lai, Đống Đa, Hà Nội", 120m2, 9, 8,"Bán nhà phân lô Nguyễn Phúc Lai, Đống Đa, lô góc 120m2, 5 tầng, mặt tiền 9m, giá chào 25 tỷ.PHÂN LÔ VIP HOÀNG CẦU - LÔ GÓC 2 MẶT Ô TÔ TRÁNH - GARA - THANG MÁY - GẦN HỒ HOÀNG CẦU - Ở KẾT HỢP KD VĂN PHÒNG+ Nhà trong khu phân lô Hoàng Cầu bên cạnh chung cư Tân Hoàng Minh Hoàng Cầu. + Nhà lô góc 2 mặt đều ô tô tránh, cách hồ Hoàng Cầu 50m.+ Nhà diện tích cực rộng do trước chủ mua 2 lô xây lên. Vị trí đắc địa ở sướng, thoáng mát do gần hồ. Bên dưới có thể kết hợp cho thuê văn phòng.+ Kết cấu chắc chắn, Gara ô tô, thang máy, tổng 6 phòng ngủ. Tầng 5 bếp + phòng thờ, sân phơi.+ Sổ đỏ chính chủ rất đẹp, sẵn sàng giao dịch.+ Liên hệ: Mr. Hoan 0877.855.777 Zalo, Viber, Fb ( Hoan Biệt thự, Liền Kề, Mặt Phố, Khách Sạn). Miễn phí xem nhà đến tư vấn pháp lý.+ Fanpage: https://www.facebook.com/Estatebds.vn",15/03/2022,Tin thường,batdongsan_so_com_vn_1673830100.3477962, 5, 6, 6,
"6,42 tỷ VNĐ",Cầu Đơ- Hà Đông, 60m2,,,"Kinh doanh, ô tô tránh gần chợ Hà Đông, 60m, 5 tầng, nhỉnh 6 tỷ Cần bán nhà đẹp 5 tầng rộng thoáng sáng, thiết kế hiện đại sang trọng, ô tô vào nhà, đường trước nhà ô tô tránh, dân cư đông đúc, văn minh, môi trường trong lành đáng sống, kinh doanh hoặc làm văn phòng quá đỉnh. Căn nhà nằm vị trí trung tâm ngõ rộng thông, vừa ở- kinh doanh hoặc cho thuê văn phòng quá đẹp, tầm tiền hiếm nhà bán không có căn thứ 2 để so sánh. Giao thông di chuyển các phố: Vạn Phúc, Quang Trung, Nguyễn Trãi, Văn Quán, Mỗ Lao,... Xung quanh nhiều tiệ ích: Trường học, chợ, bệnh viện lớn, ngân hàng, siêu thị,trung tâm mua sắm... nằm trục chính di chuyển thuận lợi các phố lớn. Giá: 6.42 tỷ ( có thương lượng). Sổ đỏ vuông, pháp lý sạch. Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",15/03/2022,Tin thường,batdongsan_so_com_vn_1673830101.443855, 5,,,
"6,5 tỷ VNĐ",Thanh Bình- Hà Đông, 59m2,,,"Bán nhà kinh doanh, văn phòng, ô tô, ngõ thông, 59mx 5 tầng, Thanh Bình, Hà Đông Chính chủ nhờ bán nhà đẹp nằm vị trí đắc địa trung tâm Quận Hà Đông phường Mộ Lao cạnh Khu đô thị Văn Quán, gần vườn hoa Nguyễn Trãi, khu vực lõi sầm uất đáng sống bậc nhất. Nhà đẹp xây khung cột bê tông chắc chắn, các tầng thoáng sáng đầy đủ công năng sử dụng, phong cách hiện đại thiết kế lệch tầng, khu vực không có căn thứ 2, ngõ thông muôn nơi, kinh doanh- ở, cho thuê văn phòng rất đẹp. Dân cư văn minh đông đúc, xung quanh nhiều trường Đại học lớn, nhiều sinh viên, tiềm năng kinh doanh đa dạng các loại hình, khu hiếm nhà bán. Giao thông thuận lợi di chuyển các phố: Văn Quán, Yết Kiêu, Vạn Phúc, Quang Trung, Nhuệ Giang,Phúc La, Trần Phú, Nguyễn Văn Trỗi, Ao Sen, Nguyễn văn Lộc... Giá: 6.5 tỷ ( có thương lượng). Sổ đỏ vuông, pháp lý sạch. Liên hệ: Em Huyền ( Cháu gái chủ nhà) 0965472910- 0363703491- Miễn trung gian.",15/03/2022,Tin thường,batdongsan_so_com_vn_1673830102.586797, 5,,,
"6,5 tỷ VNĐ",Thanh Bình- Hà Đông, 59m2,,,"Bán nhà kinh doanh, văn phòng, ô tô, ngõ thông, 59mx 5 tầng, Thanh Bình, Hà Đông Chính chủ nhờ bán nhà đẹp nằm vị trí đắc địa trung tâm Quận Hà Đông phường Mộ Lao cạnh Khu đô thị Văn Quán, gần vườn hoa Nguyễn Trãi, khu vực lõi sầm uất đáng sống bậc nhất. Nhà đẹp xây khung cột bê tông chắc chắn, các tầng thoáng sáng đầy đủ công năng sử dụng, phong cách hiện đại thiết kế lệch tầng, khu vực không có căn thứ 2, ngõ thông muôn nơi, kinh doanh- ở, cho thuê văn phòng rất đẹp. Dân cư văn minh đông đúc, xung quanh nhiều trường Đại học lớn, nhiều sinh viên, tiềm năng kinh doanh đa dạng các loại hình, khu hiếm nhà bán. Giao thông thuận lợi di chuyển các phố: Văn Quán, Yết Kiêu, Vạn Phúc, Quang Trung, Nhuệ Giang,Phúc La, Trần Phú, Nguyễn Văn Trỗi, Ao Sen, Nguyễn văn Lộc... Giá: 6.5 tỷ ( có thương lượng). Sổ đỏ vuông, pháp lý sạch. Liên hệ: Em Huyền ( Cháu gái chủ nhà) 0965472910- 0363703491- Miễn trung gian.",15/03/2022,Tin thường,batdongsan_so_com_vn_1673830103.7586625, 5,,,
"6,42 tỷ VNĐ",Cầu Đơ- Hà Đông, 60m2,,,"Kinh doanh, ô tô tránh gần chợ Hà Đông, 60m, 5 tầng, nhỉnh 6 tỷ Cần bán nhà đẹp 5 tầng rộng thoáng sáng, thiết kế hiện đại sang trọng, ô tô vào nhà, đường trước nhà ô tô tránh, dân cư đông đúc, văn minh, môi trường trong lành đáng sống, kinh doanh hoặc làm văn phòng quá đỉnh. Căn nhà nằm vị trí trung tâm ngõ rộng thông, vừa ở- kinh doanh hoặc cho thuê văn phòng quá đẹp, tầm tiền hiếm nhà bán không có căn thứ 2 để so sánh. Giao thông di chuyển các phố: Vạn Phúc, Quang Trung, Nguyễn Trãi, Văn Quán, Mỗ Lao,... Xung quanh nhiều tiệ ích: Trường học, chợ, bệnh viện lớn, ngân hàng, siêu thị,trung tâm mua sắm... nằm trục chính di chuyển thuận lợi các phố lớn. Giá: 6.42 tỷ ( có thương lượng). Sổ đỏ vuông, pháp lý sạch. Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn. ",15/03/2022,Tin thường,batdongsan_so_com_vn_1673830104.8507404, 5,,,
,"Trần Quang Diệu, Đống Đa, Hà Nội", 75m2, 6, 8,"Bán nhà mặt phố Trần Quang Diệu, Đống Đa 75m2, 5 tầng, mặt tiền 6m, giá chào 24 tỷ có thương lượng.MẶT PHỐ KINH DOANH - NHÀ 5 TẦNG VỮNG TRÃI - GẦN HỒ HOÀNG CẦU.+ Vị trí đẹp nhất, mặt phố kinh doanh ngày đêm, vỉ hè, ô tô tránh.+ Kinh doanh tất cả mặt hàng, cách mặt phố Đặng Tiến Đông, view hồ rất thoáng, gần ga tàu điện trân cao, giao thông thuận tiện+ Hiện trạng xây 5 tầng cũ trước chủ cho thuê cả nhà 35 triệu giờ thu hồi lại để bán+ Thiết kế cầu thang giữa mỗi tầng 2 phòng khép kín, xây 5 tầng chắc chắn.+ Sổ đỏ chính chủ.+ Liên hệ: Mr. Hoan 0877.855.777 Zalo, Viber, Fb ( Hoan Biệt thự, Liền Kề, Mặt Phố, Khách Sạn). Miễn phí xem nhà đến tư vấn pháp lý.+ Fanpage: https://www.facebook.com/Estatebds.vn",15/03/2022,Tin thường,batdongsan_so_com_vn_1673830106.0994008, 5, 6, 6,
23 tỷ VNĐ,"Đặng Tiến Đông, Đống Đa, Hà Nội", 70m2, 5, 8,"Bán nhà mặt phố Đặng Tiến Đông, Đống Đa kinh doanh ngày đêm 70m2, 5 tầng, mặt tiền 5m, giá chào 23 tỷ còn thương lượng.MẶT PHỐ ĐOẠN ĐẸP NHẤT VIEW SÂN BÓNG HOÀNG CẦU - KINH DOANH - CÓ NHÀ 5 TẦNG+ Vị trí nằm tại trung tâm Quận Đống Đa điểm đẹp thoáng nhất phố+ Kinh doanh mọi lĩnh vực, cách mặt phố Hoàng Cầu 50m, view sân bóng rất thoáng, gần ga tàu điện, giao thông cực thuận tiện+ Thiết kế 5 tầng mỗi tầng 2 phòng khép kín, chủ cho thuê cả nhà 35 triệu/ tháng.+ Sổ đỏ chính chủ.+ Pháp lý chuẩn, sổ đỏ nở hậu phong thủy.+ Liên hệ: Mr. Hoan 0877.855.777 Zalo, Viber, Fb ( Hoan Biệt thự, Liền Kề, Mặt Phố, Khách Sạn). Miễn phí xem nhà đến tư vấn pháp lý.+ Fanpage: https://www.facebook.com/Estatebds.vn",15/03/2022,Tin thường,batdongsan_so_com_vn_1673830107.4039524, 5, 5, 5,
