price,address,Diện tích,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"4,6 tỷ VNĐ","Villa 2 - 01 Hyundai Hill State, Hà Cầu, Hà Đông, Hà Nội", 40m2, Bắc, 4, 3, 4, 4, 4,"🏡 Nhà 4 Tầng Tại Kim Giang, Thanh Xuân, Hà Nội. 👍Nhà mới xây xong hôm trước tết mới đét. 👍Nhà xây riêng độc lập. 🔸Hướng: Bắc 🏠Gồm 7 phòng:(Đầy Đủ Nội Thất) • 1 phòng khách • 1 phòng bếp • 4 phòng ngủ • 1 phòng thờ • 1 sân phơi 💯Đặc Biệt: 1 sân thiết kế riêng trồng cây hoặc làm sân chơi, sân nướng BBQ rất đẹp. Vị trí đẹp 🛣Cách 50m ra đường ô tô ko lỗi bất kỳ một lỗi phong thuỷ nào. 💸Giá Bán: 4 tỷ 6 ☎️Liên Hệ Trực Tiếp Hoặc Inbox Zalo Em Ạ 087.850.3456 - 058.374.6789 🏢Tập Đoàn Bất Động Sản BigDream. 📌VILLA2-01 Hyundai Hill State, Hà Cầu, Hà Đông, Hà Nội",11/03/2022,Tin thường,batdongsan_so_com_vn_1673830507.9428887
"3,82 tỷ VNĐ","Ngõ 98/20 Tân Triều - Triều Khúc, Thanh Trì, Hà Nội", 36m2,, 4,, 5, 3, 4,"Chính chủ bán nhà ngõ 98/20 Tân Triều - Triều Khúc, Thanh Trì, Hà NộiDiện tích: 36m2. Mặt tiền: 4m hướng Đông Nam thoáng mát. Sổ đỏ chính chủ.Nhà xây 5 tầng, thiết kế đầy đủ công năng.Tầng 1: phòng khách + bếp + wc.Tầng 2+3+4: Mỗi tầng 1 ngủ + wc.Tầng 5: Phòng giặt + phòng thờ + sân phơi.- Nội thất thiết bị và decor liền tường rất đẹp tôi sẽ để lại.+ Gồm: 3 điều hoà Daikin + 2 nóng lạnh + máy bơm, bình lọc, 2 tủ quần áo 3 cánh rộng, hệ thống mạng internet nội bộ, rèm cửa sổ và cửa lớn 2 lớp- Nhà ở giữ gìn vô cùng sạch sẽ nên rất mới.- Khu vực nhiều tiện ích, ngõ thông nhiều hướng, thuận tiện giao thông sinh hoạt, gần trường, chợ, bệnh viện, khu dân trí cao, an ninh tốt.Giá bán: 3,82 tỷChính chủ: 0904688770 Nguồn:  http://nhadathanoi.net.vn/chinh-chu-ban-nha-rieng/chinh-chu-ban-nha-ngo-98-20-tan-trieu-trieu-khuc-thanh-tri-ha-noi-3541.html",11/03/2022,Tin thường,batdongsan_so_com_vn_1673830509.4997225
"1,6 tỷ VNĐ","Thôn Khoang Mãi, xã Đồng Trúc", 74m2, Đông bắc, 5, 5,,,,"- Lô đất có vị trí vô cùng tuyệt vời, có 1 không 2 tại Hòa Lạc - Cách đại lộ Thăng Long 300m, cách vành đài khu công nghệ cao 50m , đường trục chính 10m, đường nội khu 5m đi lại vô cùng thuận tiện - Bán kính 3km đầy đủ tiện ích : khu tổ hợp y tế, chợ, trường từ mầm non đến đại học, trung tâm mua bán - Gần điểm dừng tuyến đường sắt metro số 5 : tiềm năng khai thác, gia tăng giá trị lô đất là cực lớn - Thế đất cao, vượng khí, đón tài đón lộc - Nở hậu. đón tiền tài ................... Liên hệ ngay em Hoàng để được tư vấn miễn phí và được tặng vàng khi mua đất!!!!",06/03/2022,Tin thường,batdongsan_so_com_vn_1673830510.6735826
19 tỷ VNĐ,Hà Nội, 65m2,,,,,,,"Chính chủ gửi bán gấp nhà phố Nguyên Hồng, quận Đống Đa - LH: 0856 968 656.Nằm trong khu phân lô ô bàn cờ, ngõ ô tô tránh, thông khắp ngả.Phố Nguyên Hồng, khu vực VIP của quận Đống Đa, rất hiếm nhà bán.Diện tích 65 m2, mặt tiền lớn 6 m, chủ tự xây tỉ mỉ, chắc chắn.Thiết kế hiện đại, nội thất xịn sò, thang máy nhập khẩu…Khách mua về ở luôn, vừa ở vừa kinh doanh hoặc cho thuê... đều cho doanh thu tốt.Sổ đỏ chính chủ sẵn sàng giao dịch.Giá chào chỉ 19 tỷ thương lượng mạnh (chính chủ), bao sang tên, tặng full nội thất xịn.Liên hệ: Mr. Bình chuyên nhà đẹp - 0856 968 656.",11/03/2022,Tin thường,batdongsan_so_com_vn_1673830511.7367382
"13,5 tỷ VNĐ","KĐT Văn Quán, Hà Đông, Hà Nội.", 84m2, Đông bắc, 4, 15, 5, 8, 8,"🏡Cần Bán Nhà Ở Liền Kề Tại KĐT Văn Quán,Hà Đông, Hà Nội. 🔸Diện Tích: 84m2 🔸Mặt Tiền: 4,2 m 🔸Hướng: Đông Bắc ✅Nhà 5 tầng, đang cho thuê kinh doanh. ✅Đường ô tô, Vỉa hè thông thoáng. ✅Đường thông ra đường Chiến Thắng, Chợ đầu mối Văn Quán. ✅Gần trường Thực Nghiệm Victory. ✅Phù hợp để ở hoặc làm vp, kinh doanh spa, khách sạn, nhà nghỉ... 💸Giá Bán: 13,5 tỷ ☎️☎️☎️Liên Hệ Trực Tiếp Hoặc Inbox Qua Zalo Em Để Đi Xem Nhà Ạ 087.850.3456 - 058.374.6789 🏢Tập Đoàn Bất Động Sản BigDream 📌VILLA2-01 Hyundai Hill State, Hà Trì, Hà Đông, Hà Nội.",11/03/2022,Tin thường,batdongsan_so_com_vn_1673830513.1639206
"15,5 tỷ VNĐ","phố Nguyễn Ngọc Nại, phường Khương Trung", 50m2,,,, 6, 8, 6,"MẶT PHỐ - KINH DOANH - Ô TÔ ĐỖ! Mặt phố - Mặt tiền đẹp như hoa hậu - Dòng tiền chảy siết - Ô tô đỗ vào nhà. Vị trí quá đẹp tại khu vực kinh doanh bậc nhất nhì của Thanh Xuân: nhà ngay tại ngã tư và nằm ở, hiện đang cho thuê 30 triệu/ tháng Liên tuyến: Lê Trọng Tấn, Hoàng Văn Thái, Vương Thừa Vũ, Tô Vĩnh Diện, Khương Trung; đi ngã tư Sở, đến ngã tư Vọng, ra Giáp Bát, tới Linh Đàm,… cực kì thuận tiện. Rất gần: hồ điều hòa, trường học các cấp, chợ - cửa hàng tiện lợi - khu vui chơi, Bệnh viện Đại học Y Hà Nội và các cơ sở y tế khác,… Ô tô vào nhà. Công năng: cho thuê làm VP công ty, phòng khám, ngân hàng và mọi dịch vụ khác đều phù hợp. Diện tích 48m2 tầng 1, các tầng trên 52m2, có thể lắp thang máy. Tầng 1 và 2: thông sàn Tầng 3 trở lên tầng 6: 02 phòng mỗi tầng. Sổ đỏ đẹp, sẵn sàng giao dịch ngay. Giá: 15,5 tỷ Thanh Xuân giờ giá lên vù vù, ACE cô chú đi mua cứ mạnh dạn, nhanh chân là được! Liên hệ: Mr. Ngọc – 0344.978.570 (miễn phí xem nhà, miễn môi giới, trung gian). Hỗ trợ cho vay trả góp chỉ từ 7 triệu/tháng, thủ tục đơn giản, giải ngân nhanh.",11/03/2022,Tin thường,batdongsan_so_com_vn_1673830514.148287
"9,477 tỷ VNĐ",25 lê văn lương, 160m2, Đông nam,,, 10, 3, 3,"BRG Diamond Residence 25 Lê Văn Lương.- Chung cư hạng sang duy nhất tại nội đô có sự xuất hiện của các căn hộ 3pn - 3wc & 4pn - 3wc với 3 ban công rộng rãi, giúp gia chủ tận hưởng không gian sống như resort nghỉ dưỡng quanh năm.- Vị trí đắt giá, ngay góc ngã tư Hoàng Đạo Thúy & Lê Văn Lương, trái tim của KĐT Trung Hòa Nhân Chính, giao điểm của 3 quận Cầu Giấy, Đống Đa, Thanh Xuân - trung tâm tài chính của Hà Nội, nơi sinh sống của cộng đồng người nước ngoài và doanh nhân thành đạt.- Dự án rộng 8004m2 với 4 mặt thoáng và 2 lối vào từ 2 đường lớn, đảm bảo tính thanh khoản cực cao do vị trí mang lại.- Quy hoạch đường Vành đai 2,5 là yếu tố quan trọng về hạ tầng và tiềm năng tăng giá của dự án và cả khu vực.- Những con số ấn tượng không thể bắt gặp tại bất kỳ chung cư cao cấp nào khác.+ Hành lang rộng 2,1m được ốp đá và trang bị điều hòa, đạt tiêu chuẩn khách sạn 5*.+ Trần nhà cao 3,6m tạo sự phóng khoáng và sang trọng cho căn hộ.5,5 tầng hầm cung cấp 753 chỗ để ô tô/ 662 căn hộ.+ Mật độ cực thấp, chỉ 11 - 12 căn/sàn với 5 thang máy mỗi tòa.30% số căn hộ sở hữu tới 3 ban công rộng như một khu vườn.+ Chính sách bán hàng hấp dẫn, có lợi cho nhà đầu tư.+ Chiết khấu 2% nếu thanh toán theo tiến độ.+ Chiết khấu tới 6% nếu thanh toán sớm 95%.+ Hỗ trợ vay miễn lãi 65% và ân hạn nợ gốc tới 31.6.2023.+ Miễn 1 năm phí dịch vụ và phí gửi xe ô tô.- Quy mô khu cao tầng: 2 tòa D01 và D02 chung 1 khối đế cao 35 tầng.* Diện tích căn hộ bao gồm:+ Căn hộ 2PN: 61m2 giá từ 3.7- 4.2 tỷ (chưa tính chiết khấu).+ Căn hộ 3PN: 103m2 - 120m2 - 144m2 giá từ 6,2 - 8,5 tỷ (chưa tính chiết khấu).+ Căn hộ 4PN: 160m2 - 201m2, giá từ 8.6 - 12.5 tỷ (chưa tính chiết khấu).- Tiện ích căn hộ BRG 25 Lê Văn Lương:+ Khối đế trung tâm thương mại 5 tầng với nhiều thương hiệu thời trang và ẩm thực quốc tế, sảnh coffe Starbucks với diện tích 5002m2.+ Bể bơi, vườn dạo bộ, sky bar, BBQ, khu vui chơi trẻ em, gym, spa tại tầng 5M.+ Vườn thiền, khu đá massage, khu tâm linh, vườn yoga, sky coffe tại tầng mái.+ Dịch vụ 5* cho giới thượng lưu như: Đỗ và lấy xe cho cư dân, bác sĩ gia đình, giặt ủi, quản gia, siêu thị giao hàng tận cửa căn hộ.Cùng hàng ngàn ưu đãi khác...",11/03/2022,Tin thường,batdongsan_so_com_vn_1673830515.3710532
14 tỷ VNĐ,Hà Nội, 55m2,,,,,,,"Bán gấp tòa nhà phố Mai Anh Tuấn, quận Đống Đa - LH: 0856 968 656.Nhà lô góc, xây 7 tầng thang máy, gara ô tô, view thoáng vĩnh viễn. - Diện tích 55m2, khung cột bê tông, móng bè có ép cọc bê tông chắc chắn. - Gia chủ tự xây, thuê thiết kế theo phong cách tân cổ điển Châu Âu sang trọng, đẳng cấp. - Đầu tư nội thất cao cấp, mặt tiền ốp toàn bộ bằng đá, đèn trang trí nhập khẩu, thiết bị chính hãng... - Bố trí các phòng cực hợp lý, tối ưu mọi công năng sử dụng: + Tầng 1: Thông sàn rộng cho kinh doanh, hoặc để 2 ô tô, thang máy, thang bộ và khu phụ. + Tầng 2, 3, 4, 5, 6: Các phòng, vs. + Tầng 7: Phòng thờ, sân phơi vườn hoa.Vị trí cực trung tâm thuận tiện đi lại, dân trí cao, an ninh tốt, nhiều tiện ích, kinh doanh sầm uất...Sổ đỏ chính chủ.Giá chào chỉ 14 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn.Liên hệ trực tiếp miễn phí 24/7: 0856 968 656.",11/03/2022,Tin thường,batdongsan_so_com_vn_1673830516.5179484
22 tỷ VNĐ,"Đường Lê Hồng Phong, Hà Cầu, Hà Đông, Hà Nội.", 60m2, Tây bắc, 5, 15, 4, 4, 4,"🏪Bán Nhà Mặt Phố Lê Hồng Phong, Hà Đông. 🔸Nhà 4 Tầng 🔸Diện Tích: 60m2. 🔸Mặt Tiền: 4,3m. 🔸Hướng: Tây Bắc 🔸4 Phòng Ngủ. 💯Đường To, Rông, Tấp Nập.Phù Hợp Với Buôn Bán, Kinh Doanh Mọi Hình Thức. 💸Giá Bán: 22 tỷ. ☎️☎️☎️Thông Tin Chi Tiết Vui Lòng Liên Hệ Hoặc Inbox Qua Zalo Ạ. 087.850.3456 - 058.374.6789 Mr. Đính",11/03/2022,Tin thường,batdongsan_so_com_vn_1673830517.8134816
60 tỷ VNĐ,"phố Tràng Tiền, phường Tràng Tiền", 60m2,,,,,,,"PHỐ TÂY TẤP NẬP - KINH DOANH QUÁ ĐỈNH - NGAY HỒ GƯƠM. Khu vực phố Tây tấp nập, đi bộ vài bước là ra tới Hồ Gươm; tiện ích vô vàn, không cần đề cập. Nhà 2 mặt tiền, thoáng trước sau vĩnh viễn, nhiều khách hàng muốn mua. Hiện tại gia chủ đang mở nhà hàng, có chỗ đỗ ô tô; dòng tiền ổn định. Diện tích 60m2, mặt tiền 4m, xây 4 tầng. Chủ cần bán để đầu tư thêm lĩnh vực khác. Giá: 60 tỷ; sổ đỏ vuông đét, sẵn sàng giao dịch. Liên hệ: E. Ngọc – 0344.978.570 (miễn phí xem nhà, miễn môi giới, trung gian).",11/03/2022,Tin thường,batdongsan_so_com_vn_1673830518.9294972
