price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"1,3 triệu VNĐ/m2",sóc sơn hà nội, 3750m2," Bán đất hồ Ban Tiện Sóc Sơn Hà Nội Mình chính chủ cần bán 3750m2 đến 5100m2 tại hồ Ban Tiện – Sóc Sơn.view nhìn trực tiếp hồ,đồi thông cùng toàn cản khu Ban Tiện…v.v Rừng thông đẹp như Đà Lạt tiện làm homestay hoặc nhà nghỉ dưỡng cuối tuần.Hồ Ban Tiện hiện rất nhiều homestay đã và đang đưa vào hoạt động hiệu quả,mang lại cả lãi vốn và lãi dòng tiền tốt. Giá : 1,3 triệu/m2 Liên hệ : A Thận:0971389666",15/08/2022,Tin thường,batdongsan_so_com_vn_1673797605.185874,,,,,
"3,68 tỷ VNĐ",Đường Chính Kinh phường Nhân Chính, 35m2,""",="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'-="""" diện="""" tích="""" 35m.="""" vị="""" trí="""" vô="""" cùng="""" thuận="""" tiên="""" cho="""" sinh="""" hoạt="""" học="""" tập.="""" 3="""" bước="""" ra="""" chợ.="""" gần="""" trường="""" học,="""" bệnh="""" viện="""" các="""" kiểu.="""" giao="""" thông="""" đi="""" lại="""" tỉnh="""" tiện.="""" span="""" p="""" pspan="""" initial'thiết="""" kế="""" hợp="""" lý="""" cùng:="""" initial'="""">- Tầng 1: Phòng khách và bếp.  "",="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'-="""" tầng="""" 2+3:="""" mỗi="""" 2="""" phòng="""" ngủ,="""" bên="""" ngoài="""" vừa="""" ngủ="""" làm="""" việc.="""" tổng="""" vệ="""" sinh.="""" span="""" p="""" pspan="""" initial'="""" -="""" 4:="""" sân="""" phơi="""" rộng.=""""> + Sổ đỏ chính chủ, sẵn sàng giao dịch.  ",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797606.502895, 3, 2, 4, 4, 3
58 tỷ VNĐ,Đường Thái Hà phường Trung Liệt, 136m2,"  Liên hệ : Hiếu BĐS 0971834616 Đẳng cấp mặt phố Thái Hà, thang máy, lô góc, nở hậu, KD đỉnh, 133mx6T, giá 58 tỷ  Bán gấp căn mặt phố Thái Hà, quận Đống Đa  + Diện tích 133m, thiết kế 6 tầng đẹp lung linh, có sẵn thang máy nhậpkhẩu cao cấp, thiết kế thông sàn, có vỉa hè để xe thoải mái + Tọa lạc tại thửa đất nở hậu cực kì đắc địa, lô góc 1 mặt phố 1 mặt ngõ, khu vực dân cư đông đúc, buôn bán cực kì sầm uất, thích hợp cho thuê văn phòng hay kinh doanh đều có hiệu suất rất cao + Hiện trạng nhà đang cho thuê với hợp đồng 75 triệu/tháng + Sổ đỏ chính chủ, không tranh chấp + Giá: 58 tỷ (có thương lượng) LH: 0971834616 ",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797607.8452032, 4, 40, 6, 8, 10
"2,65 tỷ VNĐ",Đường Mậu Lương, 30m2,"👉 Nhà thoáng đẹp,  Chủ đang cần bán, hàng xóm thân thiện, an ninh cực tốt. Đặc biệt rất yên tĩnh!  👉 Với 2tỷ65 có ngay nhà 30m2 x 5 tầng. Nhà chủ tự xây dụng, khung cột bê tông chắc chắn, thiết kế hợp lý, phù hợp mọi công năng sử dụng đầy đủ tiện nghi không gian thoáng,khí hậu dễ chịu tại Mậu Lương Hà Đông, về chỉ việc ở.  👉 Phố Mậu Lương Hà Đông thông đường Mậu Lương, Xa La, Đường 70 Hà Đông, ..các hướng đi trung tâm thành phố, đông cư dân, Oto vào gần nhà, ngõ thông tứ phía. Tiện ích: Nhà sát khu Đấu Giá, Liền Kề Kiến Hưng Mậu Lương, 2 phút ra chợ Mậu Lương Hà Đông, gần trường công. Bệnh Viện 103.  LH NGỌC SƠN 0812316789 ( Thổ Cư BĐS ).   + Miễn phí xem nhà, hỗ trợ vay vốn ngân hàng, hỗ trợ pháp lý 24/7, thủ tục nhanh gọn…   Xin cám ơn quý khách đã xem bài đăng !",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797609.1182096,,,,,
"4,1 tỷ VNĐ",Đường Xuân Đỉnh phường Xuân Đỉnh, 45m2,"SIÊU PHẨM XUÂN ĐỈNH-LÔ GÓC- 5 TẦNG 45M2 - VÀI BƯỚC RA PHỐ - GIÁ 4.1 TỶ(có thương lượng)NHÀ ĐẸP - HAI THOÁNG -  GẦN ĐẠI SỨ QUÁN HÀN QUỐC -Căn nhà mới tinh vừa hoàn thiện, chủ xây để ở nội thất lắp toàn đồ xịn nhưng do con học xa quá đi lại đưa đón bất tiện nên bánVị trí tuyệt đẹp, chỉ 50m ra mặt phố với muôn vàn tiện ích, dịch vụ sầm uất.Giao thông đi lại rất thuận tiện các tuyến phố.Nhà 2 mặt thoáng vĩnh trước sau. Phòng nào cũng có cửa sổ to thoáng mát.Thông số đẹp: DT 45m2 x Mặt tiền 4.5mTầng 1: Phòng khách, bếp, vs.Tầng 2.3: Mỗi tầng 2 PN rộng, vs giữaTầng 4: Phòng thờ, sân phơi.GẦN: NGOẠI GIAO ĐOÀN-CIPUTRA và các trung tâm tiện íchSổ vuông đẹp chính chủ.*  Liên hệ :Em Nam 0339703466Miễn phí xem nhà – Nhiệt tình tận tâm - Hỗ trợ 24/24.#quậnbtl",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797610.8382714, 4, 2, 5, 4, 2
"21,5 tỷ VNĐ",Đường Quần Ngựa phường Liễu Giai, 90m2,"Mô tả:  Nhà sát phố Quần Ngựa rộng đẹp, kinh doanh caffe, văn phòng tuyệt đỉnh. - Vị trí miễn bàn ngõ ô tô dừng đỗ ngày đêm. - Trước nhà thoáng vĩnh viễn.  - Nhà hiện tại cho thuê 30 triệu/tháng, khách thuận tiện xem trong sau giờ hành chính.  - Hiện trạng nhà cũ 4 tầng thông sàn, cầu thang cuối.  - Khách mua về xây Biệt Thự, toà Văn Phòng hoặc khách sạn thì hết ý.  ✴ Sổ đỏ chính chủ, pháp lý chuẩn sẵn sàng giao dịch. - Liên hệ Mr Yên để biết thêm thông tin, nguồn hàng phong phú, nhiệt tình, tận tâm. - Trân trọng!",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797611.9842107, 9, 6, 4, 4, 4
"13,2 tỷ VNĐ",Đường Mỗ Lao phường Mộ Lao, 57m2,"Mô tả: + Bán nhà Phường Mỗ Lao Hà Đông lô góc ô tô tránh kdoanh 57m2 5T mt 15m chỉ hơn 13tỷ. + đường trục chính trước nhà đường rộng ô tô tránh, ô tô dừng đỗ thoải mái, ô tô ngủ trong nhà + Kinh doanh đỉnh, KD gì cũng có tiền với dòng tiền cực khủng + thiết kế hiện đại, 4 phòng ngủ đầy đủ công năng sử dụng + gần chợ Mỗ Lao, siêu thị Hồ Gươm plaza, trường học các cấp + thông đường khắp ngả 100m ra Vũ Trọng Khánh, 200m ra Nguyễn Văn Lộc, Trần Phú, Quang Trung, Thanh Bình…+ sổ đỏ vuông đẹp chính chủ + giá chào 13,2tỷ(có thương lượng)+ Gọi ngay Mrs Hương Chuyên Biệt thự, Liền Kề, Mặt Phố, thổ cư Hà Đông.  ",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797613.3523717, 15, 10, 5, 4, 4
"5,1 tỷ VNĐ",Đường Mỹ Đình phường Mỹ Đình 1, 3m2,"
    Bán trung tâm Mỹ Đình1 Nam Từ Liêm vị trí đẹp nhất, phát triển nhất Phường chỉ 5.15 tỷChủ cần bán nhanh để mua nhà to hơn nên cần bán gấp vì đã cọc tiền nhà mớiVị trí nhà quá hiếm khu vực Mỹ Đình 1 200m trường Mấm Non Mỹ Đinh, trường học các cấp quá gần án ninh thì tôtNgõ thông đi lại dễ dàng, nối với nhiều đường như Mỹ Đình, Thiên Hiền, Đình Thôn...Với nguồn hang 5000 căn nhà quanh các Quân Cầu Giấy , Nam Bắc Từ Liêm có già từ 3 tỷ đến 50 tỷSổ đỏ chính chủ sẵn sàng dao dịch ngayLH Trần Hảo 845681 666 để có giá tốt nhất tư vấn xem nhà miễn phí 24/
",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797614.8260202, 4, 1, 3, 5, 4
"15,5 tỷ VNĐ",Đường Nguyễn Văn Cừ phường Ngọc Lâm, 126m2,""",="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'bán="""" nhà="""" mặt="""" tiền="""" 9m="""" nguyễn="""" văn="""" cừ="""" long="""" biên="""" ô="""" tô="""" vào="""" 126m2.="""" span="""" p="""" pspan="""" initial'-="""" vị="""" trí="""" gần="""" ngay="""" cầu="""" chương="""" dương,="""" vài="""" phút="""" di="""" chuyển="""" sang="""" phố.="""" initial'="""">- Nhà thiết kế 4 tầng, 4 ngủ, có sân để ô tô.  "",="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'-="""" khu="""" vực="""" tiện="""" ích="""" ngập="""" tràn,="""" không="""" thiếu="""" thứ="""" gì,="""" gần="""" cầu,="""" phố="""" cổ.="""" span="""" p="""" pspan="""" chủ="""" nhà="""" vô="""" cùng="""" thiện="""" chí,="""" bán="""" chia="""" tài="""" sản="""" cho="""" con,="""" gia="""" lộc="""" mạnh="""" tay="""" khách="""" mua.="""" initial'="""">- DT: 125m2 mt9m, giá chào bán chỉ 15.5 tỷ có thương lượng và gia lộc.  "",="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'-="""" sổ="""" đỏ="""" chính="""" chủ,="""" giao="""" dịch="""" ngay.="""" span="""" p="""" pspan="""" lh:="""" minh="""" lợi="""" span0987950583span="""" initial'=""""> - gặp là có lợi - chuyên thổ cư, nhà mặt phố, nhà dòng tiền, biệt thự Long Biên giá tốt nhất thị trường.",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797627.4089313, 9, 6, 4, 4, 4
"9,3 tỷ VNĐ","Nguyễn Thái Học, Hà Đông, Hà Nội.", 60m2," [ Hiếm Lắm ] nhà mặt ngõ đường Nguyễn Thái Học, phường Quang Trung, quận Hà Đông, khu phân lô, ô tô vào nhà, diện tích lớn, mặt tiền rộng, wiem Hồ Đầm Khê, tiện Chợ Vồ, gần trường C1,2 Trần Đăng Ninh, cạnh Bệnh viện Đa Khoa Hà Đông, full đầy đủ nội thất như hình, về ở thích, an sinh, văn phòng đỉnh. + DT 60mT1, 5T, mt 5m. + Gia  9.3 tỷ ( Cần Bán nhanh Trong Tuần ). + Vị trí Víp, ở thích, an ninh, an sinh đỉnh. phù hợp: Làm Văn Phòng = kinh doanh tốt nhiều ngành nghề == khu hiếm nhà bán === tiềm năng tăng giá mạnh ====== + Nhà 5 tầng chủ tự xây móng cột chắc, thiết kế sang trọng, đẹp, hiện đại, T1 thông sàn kinh doanh, lên trên mỗi tầng 2 phòng rộng + ws, đầy đủ công năng, về ở ngay. + Sổ vuông đỏ đẹp chính chủ, sẵn sàng giao dịch. # HotLine: 0906113879 Tình Nhà Đất quận Hà Đông ( nhiệt tình, chuyên nghiệp, hỗ trợ 24/7 ).",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797628.4088292, 5, 6, 5, 4,
