price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
"3,859999 tỷ VNĐ","Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 46m2, 4, 30, 5, 3, 4,"Bán nhà Ngọc Thụy diện tích to giá trị nhỏ cạnh cầu Long Biên, tặng nội thất hiện đại mới nguyên miễn chê. NGỌC THỤY- HÀNG XÓM PHỐ CỔ - SÂN TRƯỚC RỘNG 100M2 – NGẬP TRÀN TIỆN ÍCH. + Vị trí cách cầu Long Biên chỉ 50m, ngõ rộng thông thoáng, sân trước nhà rộng rãi, nhà có công việc có thể kê được 10 mâm cỗ ngoài sân. + Xung quanh là trường học các cấp, bệnh viện, chợ dân sinh, TTTM Mipec bao gồm phòng gym, rạp phim, tiện ích không thiếu gì. + Hàng xóm đa số là dân phố cổ định cư qua, khu vực an ninh tốt, an sinh cực đỉnh. + Thiết kế 5 tầng với gần 50m: - Tầng 1: Khách + bếp + wc. - Tầng 2+3+4: 3 phòng ngủ khép kín + full nội thất xịn mịn. - Tầng 5: Phòng thờ + sân phơi. + Mua nhà tặng kèm toàn bộ nội thất như hình trị giá hơn 300 triệu. + Pháp lý sổ đỏ đầy đủ, cất két.☎️ Liên hệ ngay để được tư vấn xem nhà và sổ.",01/11/2022,Tin thường,batdongsan_so_com_vn_1673791096.9418967,
200 triệu VNĐ,"Đường Nguyễn Khang, Trung Hòa, Cầu Giấy", 250m2, 10,,,,,"Đất nền Thanh Hoá - Chỉ từ 170tr/lôĐất nền Phú Thọ - Chỉ từ 300tr/lô
Đã có sổ theo từng lô - Full thổ cư
Hạ tầng hoàn thiện sẵn sàng ra hợp đồng và sang tên
https://batdongsanhungvuong.vnHÙNG VƯƠNG GROUP hungvuonggroupLiên hệ ngay: 0983 258 456 ",01/11/2022,Tin thường,batdongsan_so_com_vn_1673791098.3591058,
"11,79 tỷ VNĐ","Đường Nguyễn Khánh Toàn, Quan Hoa, Cầu Giấy", 55m2, 4, 8, 7, 5, 6,"Cần bán gấp nhà đường Nguyễn Khánh Toàn, cầu GiấyDiện Tích 55 métMặt tiền 4.8 métGiá 11.790 tỷ ( thương lượng )Vị trí khu víp nhất Phố, ngõ thông, trước nhà ô tô tránh, gara ô tô, gần phố, kinh doanhThiết kế: 7 tầng thông sàn kinh doanhSổ đỏ chính chủ, vuông vắn, không lỗi lầm gìMua nhà liên hệ Thiên Thư 0916293888 để được xem nhà ạ",01/11/2022,Tin thường,batdongsan_so_com_vn_1673791099.4382186,
1 tỷ VNĐ,"Bình Yên, Tân Xã Thạch Thất", 100m2,,,,,,"Lý do tại sao nên sở hữu ngay lô đất Tân Xã, Thạch Thất.1. Quỹ đất hiếm hoi của khu vực Tân Xã nằm trên trục đường nối thẳng vào Khu Công Nghệ Cao, giáp với khu công nghệ cao Láng Hòa Lạc, Thạch Thất.+ Sổ đỏ trao tay, ngân hàng hỗ trợ lên nới 50 - 70%.2. Ô tô đỗ cửa. Rất phù hợp kinh doanh khai thác cho thuê nhà trọ.+ Đường nhựa to đẹp, đồng bộ an ninh.+ Cách khu CNC Hòa Lạc chỉ 5 phút đi xe.+ Dân cư hiện hữu đông đúc Xung Quanh.3. Đi ra đại học Quốc Gia cũng chỉ hơn 5 phút lái xe.+ Rất gần đại học FPT và các cty trong Khu Công Nghệ Cao.4. Đường xá thuận lợi kết nối đến các tiện ích như chợ, trường, khu y tế, bệnh viện. 5. LH ngay: 035.643.8688 để đi xem đất và nhận thông tin chi tiết!Zalo: 0356438688.",01/11/2022,Tin thường,batdongsan_so_com_vn_1673791100.5552306,
1 tỷ VNĐ,"Bình Yên, Thạch Thất,", 100m2,,,,,,"Lý do tại sao nên sở hữu ngay lô đất Tân Xã, Thạch Thất.1. Quỹ đất hiếm hoi của khu vực Tân Xã nằm trên trục đường nối thẳng vào Khu Công Nghệ Cao, giáp với khu công nghệ cao Láng Hòa Lạc, Thạch Thất.+ Sổ đỏ trao tay, ngân hàng hỗ trợ lên nới 50 - 70%.2. Ô tô đỗ cửa. Rất phù hợp kinh doanh khai thác cho thuê nhà trọ.+ Đường nhựa to đẹp, đồng bộ an ninh.+ Cách khu CNC Hòa Lạc chỉ 5 phút đi xe.+ Dân cư hiện hữu đông đúc Xung Quanh.3. Đi ra đại học Quốc Gia cũng chỉ hơn 5 phút lái xe.+ Rất gần đại học FPT và các cty trong Khu Công Nghệ Cao.4. Đường xá thuận lợi kết nối đến các tiện ích như chợ, trường, khu y tế, bệnh viện. 5. LH ngay: 035.643.8688 để đi xem đất và nhận thông tin chi tiết!Zalo: 0356438688.",01/11/2022,Tin thường,batdongsan_so_com_vn_1673791101.5276291,
"8,2 tỷ VNĐ","Đường Quan Hoa, Quan Hoa, Cầu Giấy", 60m2, 5, 4, 5, 6,,"+ Vị trí. Gần ngay ngã tư Đào Tấn - Nguyễn Khánh Toàn, cách mặt phố 15m, 5 phút xe máy đến Công viên Thủ Lệ, hàng xóm xung quanh kinh doanh Hotel, Vị trí đi lại rất thuận tiện, khu vực nhu cầu thuê nhà rất cao, Khu vực dân cư đông đúc, dân trí cao, gần chợ lớn, siêu thị, cửa hàng, nhà trẻ, công viên và nhiều trường Đại Học... + Thiết kế: Nhà chủ tự tay xây tâm huyết, vô cùng đẹp và sang chảnh, với lối thiết kế Cổ điển và hiện đại lồng ghép tinh tế, tỷ mỉ, đặc biệt nội thất 100% gỗ Lim thượng đẳng, bền bỉ với thời gian và sang trọng với mọi thời đại. đáp ứng tất cả yêu cầu của khách khó tính. Đặc biệt rất phù hợp vừa ở vừa kinh doanh VP. - Tầng 1 phòng khách, phòng bếp, wc. có sân để xe rất thuận tiện. - Từ tầng 2, 3 và 4 gồm 6 phòng ngủ và wc. - Tầng 5 phòng thờ, kho và sân phơi. + Sổ đỏ vuông đét sẵn sàng giao dịch + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7    ",01/11/2022,Tin thường,batdongsan_so_com_vn_1673791102.6087372,
"13,95 tỷ VNĐ","Đường Vạn Phúc, Vạn Phúc, Hà Đông", 75m2, 5, 18, 4, 4, 5,LIỀN KỀ - VỈA HÈ RỘNG - Ô TÔ DỪNG ĐỖ - 2 THOÁNG VĨNH VIỄN - KINH DOANH VĂN PHÒNG LK Tiểu khu đô thị mới Vạn Phúc Hà Đông  dt:75m2 x 4 Tầng Mt: 5m Giá chào Bán 12.95 tỷ + Mô tả. - Tầng 1: Gara để 2 xe và bếp ăn. - Tầng 2: Phòng khách và 1 ngủ + WC. - Tầng 3: 2 phòng ngủ + WC khép kín. - Tầng 4: Phòng thờ và sân phơi. + Sổ đỏ chính chủ vuông đẹp.+ Nhà chủ mua thô và tự hoàn thiện lại và lắp đặt nội thất rất tâm huyết để ở. + Anh chị em Quan Tâm LH Mr Hóa để biết thêm thông tin chi tiết,01/11/2022,Tin thường,batdongsan_so_com_vn_1673791103.7028177,
6 tỷ VNĐ,Phố Lụa - Hà Đông - Hà Nội, 42m2, 4, 3, 5, 4, 4,"Bán nhà Phố Lụa-Vạn Phúc-Hà Đông, DT 42m2x5T, vị trí kinh doanh,  ôtô đỗ cửa. Lh 0984672007 - Hướng: Đông Bắc - Diện tích: 42m2, căn góc. - Mặt tiền: 4,5m * Thông số thiết kế: + Tầng 1: Thông sàn kinh doanh. + Tầng 2: Phòng khách, bếp + Tầng 3, 4: mỗi tầng 2 phòng ngủ, 1Wc. + Tầng 5: phòng thờ và sân phơi. + Nội thất đầy đủ, thiết bị cao cấp * Nhà nằm khu dân cư đông, an ninh tốt, vị trí kinh doanh, ôtô đỗ cửa, nằm cách phố Lụa 100m khu làng nghề truyền thống kinh doanh sầm uất. Vị trí thuận tiện giao thông, nằm gần bưu điện Hà Đông, gần ngã 4 Vạn Phúc, gần nhiều trường học thuận tiện cho các bé học tập, gần nhiều trường ĐH lớn ( HV An Ninh, HV Bưu Chính....) - Sổ đỏ chính chủ, pháp lý rõ ràng - Giá bán: 6 tỷ có thương lượng * Liên hệ ngay:  Mr Hưng 0984672007  Xem nhà và tư vấn miễn phí.",01/11/2022,Tin thường,batdongsan_so_com_vn_1673791104.9913995, Đông bắc
"6,8 tỷ VNĐ","Đường 1, Ngọc Thụy, Long Biên", 41m2, 10,,,,,"EM LÀ SỐ HAI, KHÔNG AI LÀ SỐ MỘT ! Bán mảnh đất vàng Ngọc Thụy, 40.5 m2 Đất, mặt tiền 10 m, giá 6.8tỷ. - Mảnh đất siêu hiếm khu phân lô giáo viên. Lô góc 1 mặt đường 10m một mặt đường 6m Vỉa hè 2 mặt rộng, kinh doanh bán cafe sau này đỉnh. - Nhà nhìn thẳng sang công viên Ngọc Thuỵ đang khởi công gần đường 17m nối thông Hồng Tiến, gần chung cư bộ công an, sát tái định cư ngọc thuỵ. Gần trường các cấp 1,2 Ngọc Thụy, trường Việt Pháp, khu dân trí cao. Tiềm năng ở sướng khi công viên xong. - Sổ chính chủ sẵn sàng sang tên LH: Mr Minh: 0983755066 ( MTG ).",01/11/2022,Tin thường,batdongsan_so_com_vn_1673791106.128328,
"6,8 tỷ VNĐ","Phố 8/3, Hai Bà Trưng, Hà Nội", 40m2,,, 4, 3, 3,"Bán Nhà, Vỉa Hè, Hiếm, Phố 8/3, Ô Tô, Kinh Doanh, DT 40M2 x 4T, Giá 6.8 Tỷ  Vị trí đẹp nhất khu vực Phố 8 /3,phân lô của cán bộ, Ô tô Vìa hè đá bóng, khu vực mặt phố rất ít nhà bán. diện tích rộng, nhà xây được chục năm vẫn còn chắc chắn, kinh doanh, văn phòng quá tuyệt vời. + Diện tích 40m2, mặt tiền 4m, nhà xây 4 tầng, chủ mới về thêm thùng sơn là đẹp long lanh. Gần Công Viện Tuổi Trẻ, gần trường học các cấp, Trường Đại Học Bách Khoa, Xây Dựng, Kinh Tế... + Ngõ thông sang khu vực lân cận, Thanh Nhàn, Quỳnh Mai, Bạch Mai, Võ Thị Sáu, Lạc Trung, Ngã Tư Trần Khát Chân. + Sổ đỏ phân lô chính chủ. + Giá Bán 6.8 tỷ có thương lượng. + Liên Hệ: 0379 766 812 Giao dịch chính chủ miễn tiếp môi giới và trung gian. ",01/11/2022,Tin thường,batdongsan_so_com_vn_1673791107.210433,
