price,address,Diện tích,Số tầng,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số phòng ngủ,Số toilet,Hướng
"3,95 tỷ VNĐ",Vạn Phúc- Hà Đông, 38m2, 5,"Bán nhà Vạn Phúc, Hà Đông 38mx5T, ngõ nông gần ô tô hơn 3 tỷ Cần bán nhà riêng tại Vạn Phúc, Hà Đông với 5 tầng rộng, ngõ nông vài bước ra phố, ô tô gần, nội thất đầy đủ chỉ việc đến ở. Nhà bán nằm vị trí trung tâm làng Lụa, tiện ích bạt ngàn gần trường chợ, bệnh viện, bưu điện, ngân hàng. Hàng xóm văn minh thân thiện. Giao thông thuận lợi giáp Ngô Quyền gần Yết Kiêu cắt Quang Trung ra Văn Quán hàng xóm Mỗ Lao cạnh Đại Mỗ vài phút ra Tố Hữu, Chủ nhà thành đạt làm ăn có lộc nên đổi nhà to hơn, thiện chí gia lộc cho khách mua nhà. Sổ vuông đẹp sẵn sàng giao dịch. Giá 3.95 tỷ ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) - Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799774.9371488,,,,,
"8,8 tỷ VNĐ",Đường Hồ Tùng Mậu phường Mai Dịch, 60m2, 5,"Tầng 2: Phòng khách rộng, bếp, WC Nhà mới xây tâm huyết, thiết kế hiện đại, khách mua về ở luôn. Gần trường học các cấp, trường quốc tế, các trường đại học lớn. ",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799776.5907247, 5, 20, 4, 5,
"3,9 tỷ VNĐ",Ngô Quyền - Hà Đông, 38m2, 5,"Bán nhà Ngô Quyền, Hà Đông 38mx5T ngõ nông gần ô tô hơn 3 tỷ Chuyển đổi công tác bán nhà phố Ngô Quyền, Hà Đông với 5 tầng hiện đại , nội thất xịn ở ngay diện tích rộng 38m, ngõ nông gần phố hàng xóm thân thiện ở cực văn minh. Nhà nằm trong khu vực trung tâm giáp Khu đô thị Ngô Thì Nhậm và Văn Khê tiện ích đầy đủ. Thông ra Lê Trọng Tấn gần Dương Nội ra Tố Hữu và đường Nguyễn Thanh Bình rất gần. Chủ nhà thành đạt, làm ăn có lộc con cháu đuề huề, mua được nhà to hơn cần bán gấp. Sổ vuông đẹp sẵn sàng giao dịch. Giá 3.9 tỷ ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) - Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799778.3579984,,,,,
"12,5 tỷ VNĐ",Văn Phú- Hà Đông, 83m2,,"Bán liền kề Văn Phú, Hà Đông 83m, Mt 4.5m vỉa hè kinh doanh hơn 12 tỷ Bán nhà liền kề Văn Phú chính chủ, ô tô dừng đỗ ngày đêm, vỉa hè rộng , diện tích 83m, mặt tiền 4.5m cả dãy duy nhất 1 nhà bán rất hiếm, chủ tặng nội thất gỗ xịn, phù hợp ở hoặc kinh doanh làm văn phòng. Vị trí đắc địa gần hồ sinh thái, trường học, trạm y tế, sân thể thao đầy đủ tiện ích, trước nhà thoáng vĩnh viễn, nhiều cây xanh mát quanh năm. Giao thông thuận lợi ra Quang Trung cắt Lê Trọng Tấn sang Dương Nội gần Ngô Thì Nhậm hàng xóm Văn La và Khu đô thị Phú Lương thông Hà Cầu. Sổ vuông đẹp sẵn sàng giao dịch. Giá 12.5 tỷ ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) - Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799779.714371, 4,,,,
20 tỷ VNĐ,Hà nội, 90m2,,"90m2 x 6 tầng . 20 tỷ. - Vị trí: Đầu phố Vương Thừa Vũ, giáp với đường Trường Chinh đoạn phố đẹp nhất. - Diện tích: 90m2 x 6 tầng, mt 4.3m, vỉa hè rộng, nhà 3 thoáng, đang cho thuê làm văn phòng. - Đường rộng rãi ô tô tránh, kinh doanh sầm uất. Lh môi giới tận tâm: 0972.429.391",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799781.378916,,,,,
12 tỷ VNĐ,Văn Phú- Hà Đông, 83m2, 4,"Bán liền kề Văn Phú, Hà Đông 83mx4T vỉa hè kinh doanh ô tô hơn 12 tỷ Hiếm quá liền kề Văn Phú nhà đẹp như biệt thự diện tích 83m, mặt tiền rộng, chủ tặng nội thất xịn, trước nhà 3 ô tô tránh, vỉa hè to thoáng vĩnh viễn. Nhà phù hợp ở hoặc kinh doanh làm văn phòng quá tuyệt vị trí đắc địa tầm tiền hiếm nhà bán. Chủ nhà rất bề thế xây dựng nhà tâm huyết đẹp như biệt thự thêm vị trí thoáng mát quanh năm, hưởng trọn tiện ích khu đô thị Văn Phú. Giao thông thuận lợi ra Quang Trung cắt Lê Trọng Tấn sang Dương Nội gần Ngô Thì Nhậm hàng xóm Văn La và Khu đô thị Phú Lương thông Hà Cầu. Sổ vuông đẹp sẵn sàng giao dịch. Giá 12 tỷ ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) - Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn. ",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799783.4034991,,,,,
"6,5 tỷ VNĐ",Đường Chùa Bộc phường Quang Trung, 50m2, 4,"  + Tầng 2,3: mỗi tầng tầng 2 phòng WC ",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799784.795775, 3, 4, 4, 4,
15 tỷ VNĐ,Đường Tôn Thất Tùng phường Khương Thượng, 58m2, 7,"
    Ngõ thông, căn góc, diện tích 58m2, 7 tầng thang máy, mặt tiền 4.5m, kinh doanh,nhà xây 7 tầng mới, khung cột bê tông chắc chắn, thông sàn, gara để 2 ô tô, trung tâm quận, khu dân trí cao toàn cán bộ, xung quoanh là trường cấp 1,2 các cấp, vài bước ra đại học Y Hà Nội, đại học Thủy Lợi, Học Viện Ngân Hàng, TTTM  VinCom Phạm Ngọc Thạch. Giao thông thuận tiện các phố Chùa Bộc, Phạm Ngọc Thạch, Trường Chinh, sổ đỏ đẹp chính chủ, liên hệ Quang Huy. ( Không tiếp MG, trung gian )
",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799786.3645787, 4, 4, 5,,
"3,7 tỷ VNĐ",Đường Giải Phóng phường Giáp Bát, 35m2, 5,,23/09/2022,Tin thường,batdongsan_so_com_vn_1673799787.7857754, 4, 3, 3, 3,
"10,5 tỷ VNĐ",Hồ Tùng Mậu Mai Dịch Cầu Giấy Hà Nội, 57m2, 7,"THANG MÁY- GARA - LÔ GÓC -THIẾT KẾ SIÊU ĐẸP PHỐ HỒ TÙNG MẬU CG 57M2 7T Mt 5M CHỈ 10.5 TỶThiết kế nhà dẹp như biệt thự, 7 tầng thang máy, lô góc, gara oto vào nhà.  * Tầng 1: Thông sàn kinh doanh, gara ô tô, WC. * Tầng 2,3,4,5: Mỗi tầng 2 phòng ngủ, wc ở giữa. * Tầng 6: Phòng bếp, sân phơi,wc. * Tầng 7: Phòng thờ, sân chơi.  + Vị trí: Nhà mặt ngõ ô tô vào nhà, ngõ trước nhà rộng 3m, khu dân trí cao, an sinh đỉnh, tiện ích ngập tràn...+ Pháp lý chuẩn, sổ đỏ chính chủ, giao dịch trong ngày.Liên hệ: Mrs Phượng 0974352054 - Tư vấn tận tâm, miễn phí 24/24h (zalo, Fb) , hỗ trợ tư vấn Pháp lý, vay vốn. ",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799789.411427, 5,,,,
"2,45 tỷ VNĐ",Đường Trần Phú phường Mộ Lao, 95m2, 12,""",""sans-serif"";="""" background:="""" white;="""" color:="""" #001a33;="""" mso-ansi-language:="""" vi'+="""" chính="""" chủ="""" cấn="""" bán="""" gấp="""" căn="""" hộ="""" tại="""" chung="""" cư="""" ellipse="""" tower,="""" 112="""" phố="""" trần="""" phú,="""" hà="""" Đông.="""" span="""" p="""" class=""MsoNormalSPAN"" diện="""" tích="""" 95m,="""" 2="""" ngủ,="""" 2wc,="""" tầng="""" 12.="""" vi'="""">+ Vị trí đắc địa nằm trên trục đường Trần Phú – Hà Đông. Đi lại thuận tiện, dân trí cao, an ninh trật tự tốt, tiện ích không thiếu thứ gì, TTTM dưới chân tòa nhà, gần Big C Hà Đông, gần trường học các cấp. "",""sans-serif"";="""" background:="""" white;="""" color:="""" #001a33;="""" mso-ansi-language:="""" vi'+="""" nhà="""" 2="""" phòng="""" ngủ="""" +="""" wc,="""" vẫn="""" còn="""" mới="""" khách="""" mua="""" chỉ="""" việc="""" tới="""" ở="""" ngay="""" không="""" cần="""" sửa="""" chữa="""" gì..?="""" span="""" p="""" class=""MsoNormalSPAN"" diện="""" tích="""" rộng,="""" thành="""" 3="""" thoải="""" mái.="""" vi'="""">+ Cả toà nhà chưa cấp sổ, nhưng vẫn được hỗ trợ vạy ngân hàng đến 70% giá trị nhà, nếu khách muốn vay.  "",""sans-serif"";="""" background:="""" white;="""" color:="""" #001a33;="""" mso-ansi-language:="""" vi'+="""" cửa="""" hướng:="""" Đông="""" bắc,="""" ban="""" công="""" hướng="""" tây="""" nam.="""" span="""" p="""" class=""MsoNormalSPAN"" giá="""" chào:="""" 2.45="""" tỷ="""" (="""" có="""" thương="""" lượng).="""" vi'="""">+ Liên hệ xem nhà: 0902.083.139 ",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799790.615206, 9, 10, 2, 2,
"6,5 tỷ VNĐ",Đường Võng Thị phường Bưởi, 50m2, 4,"
    
Bán nhà phố VIP Võng Thị 50m2 4tầng MT 4m nhỉnh 6tỷ ngõ ôtô gần Hồ Tây (1)

MỘT CĂN DUY NHẤT - HỒ TÂY LỘNG GIÓ - MẶT NGÕ THÔNG - LÔ GÓC NHÀ ĐẸP LONG LANH - VAI BƯỚC RA ĐẾN HỒ 

- Vị trí nhà rất đẹp nằm trên mặt ngõ thông tứ tung.Thông ra Lạc Long Quân và thông ra Trích Sài. Đi bộ ra hồ Tây 3 phút .Nơi không gian lý tưởng sống và hưởng thụ không khí thoáng mát của hồ Tây. 
- Tiện ích phong phú gần chợ, các trường cấp 1,2,3, bệnh viện, siêu thị không thiếu thứ gì... Điện nước ổn định, đặc biệt không bao giờ ngập lụt. 
- Nhà đẹp dân xây KCBT chắc chắn ở ngay:
+ Tầng 1: Phòng khách + Bếp + WC
+ Tầng 2,3: mỗi tầng 2 phòng ngủ + wc 
+ Tầng 4: phòng thờ , sân phơi 
Sổ đỏ chính chủ vuông vắn nở hậu 45m2 sẵn giao dịch.
Chú ý: 
1. LH: A. Hoàng Anh 0934266313 (xem nhà miễn phí)
2. Link kho nhà đẹp: https://www.facebook.com/356939308270722
3. Hỗ trợ tài chính cho vay mua nhà đến 80% giá trị căn nhà, lãi suất thấp nhất thị trường.
4. ACE Môi giới kết hợp làm việc tại: https://www.facebook.com/108917115160629",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799791.8598762, 4, 4, 4, 3,
"4,3 tỷ VNĐ",Đường Ái Mộ phường Bồ Đề, 31m2, 4," + Tầng 2, 3, 4: mỗi tầng 1 Phòng ngủ rộng, vệ sinh. chủ nhà tự xây dựng rất tâm huyết cần tiền cần bán nhanh, tiện ích xung quanh gần trường gần chợ ",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799793.0018218, 34, 6,, 3,
"6,6 tỷ VNĐ",Đường Láng Hạ phường Láng Hạ, 46m2, 4," Đống Đa gần Ngã Tư Sở Thái Thịnh Thái Hà, Láng  mấy bước ra đẹp, chủ nhà ở    ",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799795.7659338, 5, 3, 5,,
"1,5 tỷ VNĐ",135 Trần Phú, 98m2,,"Bán căn hộ 2 ngủ Văn Quán, Hà Đông giá từ 1,5 tỷ+ Căn hộ 2 Ngủ 2 Vệ sinh+ Diện tích : 74 - 98m2.+ Hướng: Đông Nam+ Nội thất hoàn thiện cơ bản.+ Giá: Liên hệ trực tiếp qua số điện thoạiThông tin mô tả - Vị trí đắc địa tại ngã 3 Trần Phú và Nguyễn Khuyến.- 3 phút đến Ga Văn Quán (Đường sắt Cát Linh - Hà Đông).- 15 phút đến Trung tâm thành phố Hà Nội.- Nằm cạnh 2 hồ Văn Quán – Than ThởVị trí:- Gần Ga tàu điện Văn Quán- Đối diện Siêu thị Top Market, gần Chợ Hà Đông,…- Cạnh trường Đại học Kiến trúc, Học viện An Ninh, Học viện Bưu chính viễn thông- Gần trường tiểu học Nguyễn Du, THCS Văn Quán, THPT Lê Quý Đôn,…- Gần bệnh viện Đa khoa Hà Đông, bệnh viện 103, … Tiện ích nội khu:- Trung tâm thương mại- Trường mầm non- Bể bơi, Gym, Hiệu thuốc,….- Hầm để xe oto-xe máyChính sách: - Ngân hàng hỗ trợ 70% giá trị căn hộ, miễn gốc+lãi trong 2 nămBàn giao: - Nội thất hoàn thiện cơ bảnLoại hình sản phẩm:+ Căn hộ 2 PN diện tích từ: 74-98m2+ Căn hộ 3 PN diện tích từ: 110-120m2",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799799.060399, 98,, 2, 2, Đông nam
"7,5 tỷ VNĐ","Ngô Quyền, Hà Đông, Hà Nội", 76m2,," # Bán nhà đất, quận Hà Đông, LH: Tình Nhà Đất 0983858722.  [ MẢNH ĐẤT VÀNG CỰC HIẾM ] tọa lạc tại  đường Ngô Quyền phường Quang Trung quận Hà Đông, tiện chợ, gần trường C1,2,3, khu phân lô, dân trí cao, an ninh tuyệt đối, ngõ nông rộng, rất gần đường ô tô tránh, chính chủ đang rất cần bán gấp. + DT 76m2, mặt tiền 10,6m, rộng siêu lý tưởng, phù hợp ở, xây chia lô, hay tòa CCMN cho thuê thu dòng tiền khủng. + Giá bán chỉ 7.5 tỷ ==Rẻ Nhất Khu Vực === Lời Ngay Khi Mua ===Tiềm năng Tăng giá mạnh === Đầu tư ngắn hạn, dài hạn đều hợp lý. + Gần Học viện Chính Trị, KĐT Văn Khê, khu đất DV Vạn Phúc, Chợ Lớn Hà Đông, Siêu Thị Melinh Plaza, Bệnh viện Đa Khoa Hà Đông, Viện 103..phố đầy đủ tiện ích. >>> Pháp lý chuẩn >>> giao dịch nhanh >>> nhanh tay mới kịp. # HotLine: 0983858722 Tình Nhà Đất quận Hà Đông ( nhiệt tình, chuyên nghiệp, hỗ trợ 24/7 ).",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799800.4496815, 10, 3,,,
,"Yên Lãng, Đống Đa", 37m2,,"Nhỉnh 4 tỷ nhà đẹp Yên Lãng, Đống Đa gần ô tô, ngõ thông, full nội thất. 0982140895+ Nhà đẹp khu vực trung tâm Đống Đa, thuận tiện đi lại gần Đường Láng, Thái Thịnh, Thái Hà, Nguyễn Trãi, Tây Sơn,…. + Vị trí siêu đẹp, ngõ to, thông khắp ngả, gần ô tô đỗ, gần bãi gửi ô tô. Đường trước nhà xe ba gác tránh xe máy, rộng thoáng vĩnh viễn. + Tiện ích xung quanh ngập tràn: BV nội tiết TW, tiểu học Thái Thịnh, trường MN Hoa Hồng, THPT Quang Trung, siêu thị, cây xăng,…. Đi đâu cũng tiện+ Nhà thiết kế 4 tầng mới đẹp, full nội thất chỉ cần xác xali đến ở ngay. 37m2, 4 tầng tổng 3 phòng ngủ thoáng rộng. + Pháp lý sạch sẽ sẵn sàng giao dịch + Giá chỉ 4 tỷ 86 + Liên hệ: Nguyễn Hương 0982140895 ( chuyên BĐS Đống Đa, xem nhà miễn phí 24/7)",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799802.2588422,,,,,
16 triệu VNĐ,Đường Quốc Lộ 35 phường Phù Linh, 100m2,,"
    - CHỦ CẦN TIỀN VỀ QUÊ LÀM ĂN MUỐN BÁN GẤP ĐẤT TẠI THANH HÀ - NAM SƠN - SÓC SƠN.
- S: 100m2 Lô Góc 2 mặt tiền 
- Đường nhựa 8m vỉa hè 2m
- Hướng Đông Nam mát mẻ
- Cách Mặt đường 35 kinh doanh và giao thông thuận tiện chỉ 50m
- Cách đền Rõm và đền Cô Chín 100M
- Cách Trường học 50m
- Cách Việt phu Thành Chương và du lịch bản Rõm 2km
- Cách đền Thánh Gióng 4km
- Sổ đỏ pháp lý không tranh chấp, sẵn sàng giao dịch mọi lúc.
QUÝ ANH CHỊ KẾT BẠN ZALO EM GỦI TT VIDEO MÔ TẢ ĐẤT
- LH EM Trường : 0368898638 để TRỰC TIẾP XEM ĐẤT VÀ LÀM VIỆC CHỐT CỌC GIÁ CHÍNH CHỦ TỐT NHẤT
",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799803.553424, 6,,,,
"3,932 tỷ VNĐ",Cửu Việt - Trâu Quỳ - Gia Lâm - Hà Nội, 55m2,,"- Cần bán nhanh thửa đất cực đẹp, siêu hiếm tại Cửu Việt – Trâu Quỳ - Gia Lâm. - Vị trí đắc địa khu vực trung tâm dân cư đông đúc, sinh viên qua lại tấp nập, đường thông các ngả sang vành đai Trâu Quỳ, Cửu Việt 2, An Đào,….. - Trước đất đường nhựa rộng hơn 3m cách trục chính Trâu Quỳ chỉ vài bước chân, an ninh tốt hàng xóm thân thiện, tiện ích dân sinh không thiếu thứ gì. - Khuôn đất đẹp mặt tiền rộng 4,5m vuông đét, đằng sau là ngõ đi chung rộng gần 2m trải nhựa sạch sẽ. - Diện tích vừa phải phù hợp xây ở hoặc đầu tư cực dễ thanh khoản, tăng giá mạnh khi Gia Lâm lên quận. - Sổ đỏ chính chủ, pháp lý chuẩn giá bán nhanh chỉ 71.5tr/m2 Liên hệ xem đất và biết thêm thông tin chi tiết E.Nhật 0982852808, 0948584888",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799804.8359947, 4, 3,,,
21 tỷ VNĐ,Kim Ngưu- Hai Bà Trưng, 61m2, 6,"MẶT PHỐ KIM NGƯU 61M- 6 TẦNG THANG MÁY- KINH DOANH SIÊU ĐỈNH . GIÁ 21 TỶ + Vị trí: Nhà bán nằm ngay gần ngã 4 Kim Ngưu - Lạc Trung, khu vực kinh doanh sầm uất nhất phố, vỉa hè rộng. + Thiết kế: Tầng 1, 2, 3, 4 Thông Sàn - Vs Tầng 5: Chia 2 phòng - Vs Tầng 6: Bếp + sân - Vs + Sổ đỏ chính chủ  LH  E Đăng : 0969990569",23/09/2022,Tin thường,batdongsan_so_com_vn_1673799806.2751453,,, 6, 6,
