price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
"3,1 tỷ VNĐ","HOÀNG NHƯ TIẾP, LONG BIÊN", 27m2,"- Chủ nhà chuyển sang nơi ở rộng hơn nên cần bán nhà tại phố Hoàng Như Tiếp. - Nhà phân lô có vị trí cực đẹp, cách 1 nhà ra phố, ô tô đỗ ngoài ngõ, thích hợp mua về để ở hoặc cho thuê. - Nhà xung quanh tiện ích vô vàn, gần chợ, gần nhiều trường học,TTTM Mipec Long Biên, bệnh viện Tâm Anh cách nhà 500m, gần bên xe Gia Lâm - Nhà cách trục đường chính Nguyễn Văn Cừ 200m, giao thương với thủ đô, giao nhiều tuyến phố như Nguyễn Sơn, Hồng Tiến. . - Tầng 1: phòng khách, bếp, wc. - Tầng 2: 1 phòng ngủ, wc. - Tầng 3: 1 phòng ngủ, thờ, sân phơi, wc. - Sổ đỏ chính chủ, sẵn sàng giao dịch. - Liên hệ xem nhà: PHƯƠNG QUỲNH - 0337594758",27/06/2022,Tin thường,batdongsan_so_com_vn_1673817605.6929834,,,,,,
"3,75 tỷ VNĐ","Bát Khối, Long Biên, Hà Nội", 50m2,"- Vị trí cực đỉnh, hướng nhà đẹp, phong thủy siêu tốt. - Gần chợ và các cửa hàng tiện lợi, đi ra TTTM Aeon Mall mất chưa đến 10' đi xe.- An sinh cực tốt, không gian yên tĩnh, không ồn ào, xung quanh có hồ, nhiều cây nên không khí rất mát mẻ và trong lành. - Đường xá, giao thông đi lại rất thuận tiện. - Với diện tính rộng 50m2, ngôi nhà được thiết kế hiện đại, sang xịn với 5 tầng và có đầy đủ nội thất tiện nghi. Có chỗ để oto cả ngày đêm ☎️Liên hệ ngay 0978600***. Em Thành Long Biên.- Tư vấn miễn phí, xem nhà miễn phí, hỗ trợ vay vốn ngân hàng, pháp lý, phong thủy, sang tên làm sổ,...",27/06/2022,Tin thường,batdongsan_so_com_vn_1673817607.3475585, 4, 4, 5, 4,,
"15,3 tỷ VNĐ",Đường Thái Hà phường Láng Hạ, 90m2,"
    -CHỈ VỚI HƠN 15 tỷ- BẤT CHẤP DÂN ĐẦU TƯ- THÁI HÀ 170 TRIỆU/ M2 X 90M2
-Gọi ngay e Quyên 0587998899 để xem nhà miễn phí.
Nhà mặt nghách to, ô tô vào nhà.
- Nằm giữa ngã tư THÁI HÀ và LÁNG HẠ.. vô cùng sầm uất... Ace e đến xem tận mắt mới thấy được giá trị của ngôi nhà và vị trí tiềm ẩn.
-Nhà 4 tầng chủ tự xây vô cùng chắc chắn,ấm cúng,khách về sửa thêm chút là không có gì phải bàn.
+ Mặt đường to,vỉa hè rộng, ô tô đỗ cửa.
- Mỗi tầng 1 phòng + 1 WC .
+ Tầng 1: Phòng bếp, ăn, để xe. Bếp âm, hút mùi.
+ Tầng 2: Phòng ngủ + WC.
+ Tầng 3: Phòng ngủ + WC. + Tầng 4: Phòng ngủ + tiểu cảnh.
+ Nhà thoáng ,sáng ,tiện ích ngập tràn gần nhiều TTTT, rạp chiếu phim, trường đại học....+ Gía 15.3 tỷ.- Sổ đẹp long lanh sẵn sàng giao dịch.
+ LH để được tư vấn trực tiếp e Quyên 0587998899.
",27/06/2022,Tin thường,batdongsan_so_com_vn_1673817608.6211498, 7, 3, 5, 7, 6,
"4,36 tỷ VNĐ",Đường Phạm Văn Đồng phường Cổ Nhuế 2, 42m2,"Mình cần bán nhà số 19 ngõ 394 Phạm Văn Đồng phường Cổ Nhuế 2 quận Bắc Từ Liêm Hà Nội. - Nhà mới thoáng đẹp- Nở Hậu- gần phố đi xe máy 5 giây là ra- ngõ rộng ba gác tránh xe máy - Nhà được hưởng 1 phần đất làm sân- 6 ngủ phù hợp với gia đình nhiều thế hệ. - Diện tích 42m2 chủ tự xây tâm huyết 5 tầng BTCT chắc chắn:   +Tầng 1 : sân, khách, bếp, phòng ăn, vệ sinh  +Tầng 2, 3, 4 : 2 ngủ, vệ sinh  +Tầng 5 : thờ, phơi - Quận Bắc Từ Liêm, đường Phạm Văn Đồng giao thông thuận lợi giao với đường Trần Cung tấp nập người qua lại, gần trường học và chợ Cổ Nhuế, khu vực mật độ dân sinh cao, tiện ích không thiếu thứ gì, hàng xóm thân thiện, an ninh cao. - Sổ đỏ chính chủ pháp lý sạch.  - Giá chỉ 4.36  tỷ có thương lượng  - Liên hệ: Mr Lâm 0975852161 – Miễn phí xem nhà tư vấn giá cả dịch vụ sang tên kiểm tra quy hoạch.",27/06/2022,Tin thường,batdongsan_so_com_vn_1673817609.9709365, 3, 3, 5, 6, 4,
6 tỷ VNĐ,Nhà tại Quận Hai Bà Trưng, 30m2," - Nhà 30m2 x 4,5 tầng , MT 4,5m - Nhà ở khu giao thông thuận tiện, gần các tuyến phố lớn : Đại Cồ Việt, Bà Triệu,Bạch Mai, .. - Gần VinCom Bà Triệu, Đại Học Bách Khoa, Bệnh Viện Bạch Mai, công viên Thống Nhất.. - Ô tô đỗ cửa, khu vực đông dân cư, kinh doanh cực tốt. - Nhà còn rất mới, thiết kế hiện đại, mua về ở ngay. - Tặng lại nội thất. - Sổ đỏ chính chủ, pháp lý đảm bảo sẵn sàng giao dịch.  Liên hệ: em Dũng 094.567.6597",27/06/2022,Tin thường,batdongsan_so_com_vn_1673817621.6945612,,,,,,
1 tỷ VNĐ,thái thịnh, 35m2,"bán đất tặng Nhà 3 tầng, SIÊU VIP, 35M2 PHỐ THÁI THỊNH, MẶT THOÁNG Vĩnh viễn, nhỉnh 1 tỷ. + Bán Nhà thái thịnh, đống đa, Đường thông với đường láng, tây sơn,láng hạ, Khu vực dân trí cao, an ninh an toàn. + Thuận Tiên Giao thông, Sinh Hoạt thường ngày của gia đình, Trường Học Các Cấp, Chợ, Siêu Thị, Bệnh viện,  Khu vui chơi giải trí..., + Quý Khách Quan Tâm, Để được tư vấn, xem nhà hoàn toàn miễn phí. + Liên hệ: Anh Vượng - 0912949598. Bất Động Sản Đống đa  Sổ Đỏ Chính Chủ Sẵn sàng giao dịch, Hỗ trợ tư vấn Pháp lý, Đàm Phán.",27/06/2022,Tin thường,batdongsan_so_com_vn_1673817622.7138338,,,,,,
"3,8 tỷ VNĐ","Hà Trì, Hà Đông, Hà Nội.", 57m2," * CC cần bán đất trong ngõ đường Hà Trì quận Hà Đông. DT 57m, mt 4.1m,  giá chỉ 3.8 tỷ. + Vị Trí: thoáng sach đẹp, yên tĩnh, an ninh tốt, an sinh đỉnh. Phù hợp xây mới ở, hoặc làm tòa CCMN thu dòng tiền khủng, thì đẹp quá. + Sổ đỏ vuông đẹp, sẵn sàng giao dịch. * Nhanh tay LH: 0983858722 Tình nhà phố ( chuyên mua, bán, nhận ký gửi có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ). ",27/06/2022,Tin thường,batdongsan_so_com_vn_1673817624.8027146, 4, 2,,,,
"3,2 tỷ VNĐ",Đường Phương Canh phường Xuân Phương, 35m2,"-Nhà mới koong Xuân Phương - Từ Liêm 5 tầng, 6 ngủ đầy đủ công năng. - Ngõ rộng 3m rất thuận tiện, ô tô cách nhà 20m. Nhà đẹp giá quê chỉ 3.2 tỷ.
",27/06/2022,Tin thường,batdongsan_so_com_vn_1673817626.0513418, 4, 4, 5, 6, 4,
"4,4 tỷ VNĐ",Đường Quan Nhân phường Nhân Chính, 38m2,"
    - Mô tả:  Nhà thiết kế đẹp nội thất hiện đại, phòng nào cũng có cửa sổ.  , chuyên nhà đất thổ cư khắp Hà Nội từ 1 - 333 tỷ. Tôi phục vụ khách hàng với tiêu chí giúp người là giúp chính mình, quý chữ tín hơn vàng, vươn tới tầm cao mới. LH: Email: mingbnb19@gmail.com, hoặc các sản phẩm BĐS khác tại mingland86.com ",27/06/2022,Tin thường,batdongsan_so_com_vn_1673817627.50091, 4, 3, 4, 4, 6,
"5,85 tỷ VNĐ",Đường chiến thắng phường Văn Quán, 33m2,"diện tích 34ô có vỉa hè, dân trí cao, tiện ích vô biên. của. Giao thương nhiều phố lớn: Đô thị  ,Nguyễn Trãi , Ainh, kiến trúc , Đầy đủ   phòng 1 WC, cửa sổ từng phòng thoáng mát. + Giá chào:   : - Quận Hà Đông. 58  m2 x 5 tâng đường ô tô  ",27/06/2022,Tin thường,batdongsan_so_com_vn_1673817628.814396, 35, 1, 4, 3, 3,
