price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Details,Ngày đăng,Loại tin,id,Số phòng ngủ,Số toilet,Hướng
"48,5 tỷ VNĐ",Trung Kính Đôi, 150m2, 8, 13, 7,"Chủ chuyển hướng đầu tư, cần nhượng lại tòa văn phòng 7 tầng xây mới phố Hạ Yên Quyết, Cầu Giấy.Mặt tiền cực rộng, oto đỗ cửa. Thiết kế thông sàn toàn bộ. Khu vực tập trung nhiều tòa văn phòng và kinh doanh sầm uấtDiện tích: 150m2 x 7 tầng, mặt tiền 8mGiá: 48.5 tỷ (CÒN THƯƠNG LƯỢNG, LÀM VIỆC TRỰC TIẾP CHỦ NHÀ)TÒA VĂN PHÒNG MỚI - PHỐ TRUNG KÍNH ĐÔI - OTO ĐỖ CỬA - TRUNG TÂM CẦU GIẤYLiên hệ xem nhà và nhận thông tin chi tiết: 0981367887- Thửa đất vuông đẹp, sổ pháp lý chuẩn cất két sẵn sàng giao dịch",03/03/2022,Tin thường,batdongsan_so_com_vn_1673831189.2153,,,
"3,3 tỷ VNĐ",Cầu Đơ- Hà Đông, 38m2,,, 5,"Kinh doanh,, ngõ thông, ô tô gần nhỉnh 3 tỷ, Cầu Đơ, Hà Đông, 38mx 5 tầng Cần bán nhà đẹp kinh doanh đa dạng các loại hình, thiết kế phong cách hiện đại, các phòng thoáng sáng đầy đủ công năng sử dụng, nhà thoáng sáng, ngõ thông muôn nơi, ô tô rất gần, khu vực hiếm nhà bán. Dân cư xung quanh đông đúc, khu vực phát triển từng ngày, gần chợ lớn Hà Đông, giáp Lê Hồng Phong và Quang Trung. Bán kính xung quanh nhà đầy đủ tiện ích: chợ, trường học, bệnh viện, ngân hàng, trung tâm mua sắm, siêu thị Metro,...không thiếu thứ gì. Giao thông thuận tiện đi các phố : Lê Lợi, Tô Hiệu, Bà Triệu, Trưng Nhị, Hoàng Hoa Thám, Nguyễn Trãi,.... Chủ nhà là doanh nhân thành đạt, bán đi chyển sang ở biệt thự rộng hơn, nhà rất có lộc. Giá: 3.3 tỷ ( có thương lượng). Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",03/03/2022,Tin thường,batdongsan_so_com_vn_1673831190.3722084,,,
"3,3 tỷ VNĐ",Phúc La- Hà Đông, 38m2,,, 5,"Bán nhà Phúc La, Hà Đông, kinh doanh, 38m, 5 tầng, ô tô gần, ngõ thông, nhỉnh 3 tỷ. Người thân gửi bán nhà đẹp vị trí đắc địa bán kính xung quanh là các bệnh viện lớn: Học viện Quân y 103, viện Bỏng, Viện Đa Khoa Hà Đông, dân cư đông đúc, khu hiếm nhà bán,kinh doanh rất tốt đa dạng các loại hình. Vừa ở kết hợp kinh doanh rất thuận tiện. Nhà được xây khung cột chắc chắn đầy đủ công năng sử dụng, thiết bị hiện đại, đường trước nhà thoáng sáng, nơi ở văn minh tĩnh, dân cư đông đúc sầm uất. Bán kính xung quanh đầy đủ tiện ích.: Trường học các cấp, ngân hàng, siêu thị, bênh viện, chợ,...không thiếu thứ gì, khu vực đáng sống bậc nhất. Chủ cần bán gấp đầu tư nhà xưởng, máy móc, nhà rất có lộc của, lộc con cái. Giá: 3.3 tỷ ( có thương lượng). Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",03/03/2022,Tin thường,batdongsan_so_com_vn_1673831191.3286452,,,
"3,3 tỷ VNĐ",Phúc La- Hà Đông, 38m2,,, 5,"Bán nhà Phúc La, Hà Đông, kinh doanh, 38m, 5 tầng, ô tô gần, ngõ thông, nhỉnh 3 tỷ. Người thân gửi bán nhà đẹp vị trí đắc địa bán kính xung quanh là các bệnh viện lớn: Học viện Quân y 103, viện Bỏng, Viện Đa Khoa Hà Đông, dân cư đông đúc, khu hiếm nhà bán,kinh doanh rất tốt đa dạng các loại hình. Vừa ở kết hợp kinh doanh rất thuận tiện. Nhà được xây khung cột chắc chắn đầy đủ công năng sử dụng, thiết bị hiện đại, đường trước nhà thoáng sáng, nơi ở văn minh tĩnh, dân cư đông đúc sầm uất. Bán kính xung quanh đầy đủ tiện ích.: Trường học các cấp, ngân hàng, siêu thị, bênh viện, chợ,...không thiếu thứ gì, khu vực đáng sống bậc nhất. Chủ cần bán gấp đầu tư nhà xưởng, máy móc, nhà rất có lộc của, lộc con cái. Giá: 3.3 tỷ ( có thương lượng). Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",03/03/2022,Tin thường,batdongsan_so_com_vn_1673831192.320993,,,
"3,3 tỷ VNĐ",Cầu Đơ- Hà Đông, 38m2,,, 5,"Kinh doanh,, ngõ thông, ô tô gần nhỉnh 3 tỷ, Cầu Đơ, Hà Đông, 38mx 5 tầng Cần bán nhà đẹp kinh doanh đa dạng các loại hình, thiết kế phong cách hiện đại, các phòng thoáng sáng đầy đủ công năng sử dụng, nhà thoáng sáng, ngõ thông muôn nơi, ô tô rất gần, khu vực hiếm nhà bán. Dân cư xung quanh đông đúc, khu vực phát triển từng ngày, gần chợ lớn Hà Đông, giáp Lê Hồng Phong và Quang Trung. Bán kính xung quanh nhà đầy đủ tiện ích: chợ, trường học, bệnh viện, ngân hàng, trung tâm mua sắm, siêu thị Metro,...không thiếu thứ gì. Giao thông thuận tiện đi các phố : Lê Lợi, Tô Hiệu, Bà Triệu, Trưng Nhị, Hoàng Hoa Thám, Nguyễn Trãi,.... Chủ nhà là doanh nhân thành đạt, bán đi chyển sang ở biệt thự rộng hơn, nhà rất có lộc. Giá: 3.3 tỷ ( có thương lượng). Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",03/03/2022,Tin thường,batdongsan_so_com_vn_1673831193.461938,,,
"6,58 tỷ VNĐ","Bờ Hội, La Khê, Hà Đông", 55m2,,, 6,"BÁN GẤP nhà trung tâm LA KHÊ, HÀ ĐÔNG, nhà tự xây để ở nhưng nay cần tiền bán gấp.- Nhà mới 95%, hiện đại- Khu vực sầm uất nhất La Khê.- Vỉa hè rộng, để xe ngày đêm.- Thiết kế: T1: Gara + vsT2: P.Khách + Bếp + vsT3, 4, 5: Mỗi tầng 2 PN và 1vs chung.T6: Phòng thờ + Sân phơi + bàn uống tràLiên hệ xem nhà: Mr. Tuấn: 0978275753 - 0945149988",03/03/2022,Tin thường,batdongsan_so_com_vn_1673831194.6018884, 6, 5,
"3,98 tỷ VNĐ","Định công thượng, phường Định công", 39m2, 4, 3, 5,"HOÀNG MAI ☘NHÀ MỚI, 5 TẦNG THÔNG SÀN, GẦN Ô TÔ, Ở SƯỚNG, CHỦ ĐANG KINH DOANH SPA RẤT ĐÔNG KHÁCH. + Định Công Thượng 32/39 5 3.6 3.98 tỷ.+ Ngõ ô tô tránh, thông Bùi Xương Trạch, Vũ Tông Phan, bãi gửi ô tô cách nhà 150m.+ Nhà vị trí cách mặt ngõ ô tô 15m, chỉ mới xây được vài năm, thiết kế 5 tầng, mỗi tầng 1 phòng, đang kinh doanh Spa rất đông khách.+ Gần nhiều trường chợ lớn, tiện ích vô vàn.+ Sổ đỏ chính chủ, sẵn sàng giao dịch. ☎TUYẾT TTG : 038.998.9488 🐝🐝                   🙅‍♀️Miễn TG - MG.",03/03/2022,Tin thường,batdongsan_so_com_vn_1673831195.9423032, 4, 4,
21 tỷ VNĐ,"Ngô Sĩ Liên, Đống Đa, Hà Nội", 130m2, 6, 6, 5,"VỈA HÈ Ô TÔ TRÁNH - KINH DOANH SẦM UẤT - PHỐ CHỢ KINH DOANH - SÁT VĂN MIẾU QUỐC TỬ GIÁM !!!Bán nhà mặt phố Ngô Sỹ Liên, Đống Đa 130m2, 5 tầng, mặt tiền 6m, giá chào bán 21 tỷ.+ Vị trí mặt phố kinh doanh ngày đêm, phố chợ, vỉ hè rộng, hiện đang cho thuê hơn 40 triệu/ tháng.+ Thích hợp để ở, cửa hàng kinh doanh, văn phòng công ty, nhà hàng, cafe, nơi tập trung nhiều công ty lớn.+ Sổ đỏ chính chủ, sẵn sàng giao dịch.+ Liên hệ: Mr. Hoan 0877.855.777 Zalo, Viber, Fb ( Hoan Biệt thự, Liền Kề, Mặt Phố, Khách Sạn). Miễn phí xem nhà đến tư vấn pháp lý.+ Fanpage: https://www.facebook.com/Estatebds.vn",03/03/2022,Tin thường,batdongsan_so_com_vn_1673831197.0543416, 5, 6,
51 triệu VNĐ/m2,"tdp bình minh , trâu quỳ , gia lâm , hà nội", 125m2, 5,, 3,"
    Siêu nhà 3 tầng giá rẻ tại trục chính tổ DP Bình Minh, TT. Trâu Quỳ, Gia Lâm, Hà Nội .
- Diện tích 125m2, mặt tiền 5m hậu 5m.
 - Giá bán: 51tr/m2 có gia lộc khách thiện chí.
- Vị trí trung tâm : thửa đất nằm trên mặt ngõ thông, 2 ô tô tránh nhau trước nhà, gần thị trấn Trâu Quỳ, nhà thi đấu Gia Lâm, khu đô thị Đặng Xá, mặt bằng tiện ích vượt trội từ các dự án vệ tinh xung quanh khu vực Trâu Quỳ .
- Khu vực tiềm năng phát triển nhanh , rất nhiều dự án đang triển khai (Sun group, Green Oasis) giá tăng từng ngày. Tương lai gần Gia Lâm lên quận, giá tăng vọt.
- Pháp lý: sổ đỏ chính chủ, pháp lý chuẩn chờ giao dịch.
* Chi tiết xin liên hệ: 0357 051 283 (Mr.Hà)
Email : nguyencongha230699@gmail.com
H3 Bất Động Sản. Kiến Tạo An Cư – Điểm Tựa Vững Chắc.
 
 
 
",16/02/2022,Tin thường,batdongsan_so_com_vn_1673831198.0068252, 3, 3, Đông nam
"12,8 tỷ VNĐ","Hàng Mành, Hoàn Kiếm, Hà Nội", 20m2,,, 5,"Bán nhà mặt phố Hàng Mành quận Hoàn Kiếm, mặt tiền 5m, 5 tầng, KD khủng. 12.8T thương lượng Vị trí: Phố Hàng Mành trung tâm phố cổ buôn bán cực kỳ sầm uất, mấy bước ra hồ Hoàn Kiếm. Tiện ích: Phố Hàng Mành vỉa hè rộng, mặt tiền rộng, nhà đẹp vừa ở vừa kinh doanh, gần chợ Hàng Da, hồ Hoàn Kiếm, các khách sạn hạng sang trên phố Hàng Bông, Hàng Trống, vài phút đi bộ sang khu chợ đêm Phố Cổ Hàng Buồm, Đồng Xuân, Hàng Đào, Tạ Hiện…vv. Giao thông: Kết nối các tuyến phố Hàng Bông, Lý Quốc Sư, Hàng Gai, Hàng Trống, Hàng Nón…vv. Pháp lý: Sổ đỏ chính chủ, riêng biệt, sẵn sàng thương lượng. Liên hệ: Minh Hoàng 0902253303. Các bạn môi giới ko làm phiền, mất thời gian của nhau, xin cảm ơn.",03/03/2022,Tin thường,batdongsan_so_com_vn_1673831199.0898933, 4,,
