price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
798 triệu VNĐ,Mỹ Văn Chuyên Mỹ, 64m2,"📣📣📣 Nhanh tay sở hữu ngay đất giá rẻ tại Chuyên Mỹ 👉Phú Xuyên 👉 Hà Nội. ⛳ Vị trị đắc địa : 🌾 Gần Quốc Lộ 1A, cao tốc Pháp Vân, Quốc Lộ 38, đường tỉnh 428, nút giao cao tốc Vực vòng. 🌾 Cách khu công nghiệp Hoà Mạc , bệnh viện đa khoa không quá 30p đi xe ô tô. 🌾 Gần trường học các cấp , UBND, trạm y tế. ☘ Giao thông sầm uất. 📂 Pháp lý rõ ràng , sổ đỏ lâu dài 👍Đường thông ngõ thoáng, đầy đủ hệ thống thoát nước. 👍Diện tích đất 62m2 phù hợp với nhiều kiểu dáng nhà hiện đại. 👍Các lô phân mốc giới rõ ràng,hạ tầng hoàn thiện. 👍Hạ tầng đầy đủ: Ô tô đỗ cửa, đường rộng rãi khang trang, hệ thống ngầm đầy đủ ,cắm mốc giới và xây phân lô rõ ràng cụ thể. 🌹🌹 CAM KẾT TÍNH THANH KHOẢN CAO NHẤT THỊ TRƯỜNG",21/10/2022,Tin thường,batdongsan_so_com_vn_1673793425.6599507,,,,,
4 tỷ VNĐ,Đường Phú Đô phường Phú Đô, 35m2,"
    Duy nhất 1 căn 35M Phú Đô Nam Từ Liêm 3 thoáng mặt tiền khủng thông thoáng Lh0845681666Nhà hiếm 10M ra đường ô tô, sân chơi trước nhà rất rộng ở sướng, thiết kế hiện đại đủ công năngVị trí gần chợ trường học các cấp, sân vận động Mỹ Đình, bệnh viện Hồng NgọcNgõ to 10M ô tô tránh thông khắp ngả đi lại thuận tiện, an sinh quá tốtVới nguồn hang 5000 căn nhà quanh các Quân Cầu Giấy , Nam Bắc Từ Liêm có già từ 3 tỷ đến 50 tỷSổ đỏ chính chủ sẵn sàng dao dịch ngayLH Trần Hảo 845681 666 để có giá tốt nhất tư vấn xem nhà miễn phí 24/7
",21/10/2022,Tin thường,batdongsan_so_com_vn_1673793427.3604012, 3, 3, 5, 4, 4
8 tỷ VNĐ,"Phường Trung Liệt, Phường Trung Liệt, Quận Đống Đa, Thành Phố Hà Nội", 41m2,"Bán nhà Trung Liệt 41m x 4T giá 8 tỷ nhà ra mặt phố kinh doanh sầm uất LH A.Bình 0922818727.  Mô tả chi tiết: Tầng 1 : phòng khách, phòng bếp và vệ sinh. Tầng 2 : 02 phòng ngủ và vệ sinh. Tầng 3 : 01 phòng ngủ và vệ sinh. Tầng 4 : phòng thờ và sân phơi - Nhà dân xây bê tông cốt thép khung cột cực kỳ chắc chắn. Ngõ thông, nhìn thẳng ra mặt phố NGUYỄN VĂN TUYẾT, khó tìm được căn thứ 2 cùng tầm tiền. - Chủ cũ vô cùng giữ gìn, nhiều tài sản, Nội thất rất mới. + Sổ đỏ vuông đẹp, nở hậu, sẵn sàng giao dịch. + Giá 8tỷ (thương lượng trực tiếp) + Liên hệ xem nhà A.Bình 0922818727.",21/10/2022,Tin thường,batdongsan_so_com_vn_1673793429.7749426, 3,, 4, 3, 3
,thị trấn kim bài, 40m2,"-xung quanh nhiêu nhà tâng cao ,dân trí phát triển -3 bước ra trung tâm huyện tiên ích ko thiếu gì nhà hàng,ngân hàng,bệnh viện,khu vui chơi…cụm công nghiệp-10p vào trung tâm thành phố ,bình minh,phú lương ,bala ,hà đông…-giá rất mềm cho a/c đầu tư- sổ đẹp nét mới toanh trao tay luôn trong ngày-LH; e để biết thêm thông tin ",21/10/2022,Tin thường,batdongsan_so_com_vn_1673793431.6768544, 4, 3,,,
"2,25 tỷ VNĐ","Kim Giang, Thanh Liệt", 34m2,"
    
+ Cách mặt phố Kim Giang 50m, cách ô tô 20m, ngõ trước nhà rộng thoáng.


+ Mảnh đất thuộc khu vực sầm uất, tiện ích cực lớn từ trường học, chợ, nhà văn hoá…


+ Gần với Công An xã Thanh Liệt, Bưu điện Đại Kim, Trường THCS Thanh Liệt, Chợ Quang…


+ Sổ đỏ đẹp, pháp lý chuẩn.

",21/10/2022,Tin thường,batdongsan_so_com_vn_1673793432.9713907,,,,,
"8,5 tỷ VNĐ","Triều Khúc, Thanh Xuân, Hà Nội.", 53m2,"+ Cần bán nhà mới xây 5 tầng sát mặt phố Triều Khúc – Thanh Xuân. + Phố đông cư dân, khu của cán bộ Quân Đội dân trí cao, an ninh cực tốt.Thừa hưởng đầy đủ tiện ích như Trường THCS Nguyễn Lân, Trường Liên cấp Viet school, Đại học Kiến Trúc, An Ninh, Công nghệ giao thông Vận Tải, siêu thị, chợ dân sinh, phòng tập gym, spa, ... + Dễ dàng di chuyển sang các tuyến phố lớn Nguyễn Trãi, Nguyễn Xiển, Khuất Duy Tiến, lên vành đai 3 đi các tỉnh phía bắc, Chỉ 1 km tới Big C Thăng Long, Big C Hà Đông... + Nhà chủ xây trên diện tích 53 m2, 5 tầng, thiết kế hiện đại, nội thất sang trọng, 5 phòng ngủ. Phù hợp để ở, kinh doanh cũng như mở Văn Phòng Công ty. + Sổ đỏ vuông đẹp, sẵn sàng giao dịch, giá chào 8 tỷ 5 ( Có thương lượng ). + Miễn phí 100% dịch vụ , Khách chủ tự đàm phán giá, Chúng tôi hỗ trợ tư vấn, pháp lý phong thuỷ, quy hoạch… --------------------------------------------------- Ngôi nhà mới của bạn là HẠNH PHÚC của tôi. Thuận Nhà Đất - Tư vấn BDS miễn phí, tận tâm. ĐT: 0986.581.285.",21/10/2022,Tin thường,batdongsan_so_com_vn_1673793434.2180564, 3,, 5, 5,
"4,1 tỷ VNĐ",Đường Hồng Tiến phường Bồ Đề, 34m2,"Bán nhà HỒNG TIẾN.Nhà cực đẹp Full Nội Thất.Ô tô đỗ cửa.5 tầng nhỉnh 4 tỷ Nhà thông các ngõ. Đi từ nhiều hướng khác nhau. Ngõ 135, 193 ,217 Bồ Đề, 90 Hồng Tiến. + Nhà xây toàn bộ khung cột bê tông chắc chắn, thông số chuẩn hoa hậu, mặt tiền rộng.+ Nội thất cao cấp từ gạch lát, gạch ốp, đèn chùm, mành rèm, sàn gỗ, tủ bếp, tủ rượu, bình nóng lạnh, mái tôn lạnh, ban công vườn hoa xinh đẹp ... + Nhà 5 tầng cầu thang cuối:- Tầng 1: khách, bếp.- Tầng 2,3,4: phòng ngủ master- Tầng 5: phòng thờ, sân phơi.+ Gần hồ Bồ Đề, hồ sinh thái Lâm Du, bể bơi Phương Hiền Chi, gần cầu Trần Hưng Đạo.+ Khu vực quy hoạch đẹp, gần trường Quốc tế Wellspring, gần công viên. Trường học.  Tiện ích đầy đủ.+ Hàng xóm thân thiện.+ Thửa đất vuông vức, Pháp lý chuẩn sẵn sàng giao dịch. Lh: E Thu 0916488589  Chuyên BĐS Long Biên.",21/10/2022,Tin thường,batdongsan_so_com_vn_1673793435.499628, 4, 6, 5, 3, 4
17 tỷ VNĐ,Đường Nguyễn Khánh Toàn phường Quan Hoa, 116m2,"- Hiện trạng là nhà cấp 4 đang có 6 phòng cho thuê.  Thửa đất cực đẹp với vô vàn tiện ích xung quanh. - Trước nhà ô tô tránh nhau, dừng đỗ thoải mái. Sổ đỏ đang cất két. Sẵn sàng trao tay.Lhe xem nhà 0964936326",21/10/2022,Tin thường,batdongsan_so_com_vn_1673793436.5089264, 6, 3, 1, 6, 3
"8,8 tỷ VNĐ",Đường Nguyễn Lương Bằng phường Nam Đồng, 38m2,"lô góc 3 mặt thoáng vĩnh viễnyếnNguyễn Lương Bằng. Vị trí kinh doanh vô đối.+ Nhà 3 tầng cũ mỗi tầng 2 phòng + vệ sinh từng tầng. Nhà cũ chủ bán đất tặng nhà cũ, giá chủ xác định bán đất khách xác định mua đất, nếu     Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7 ",21/10/2022,Tin thường,batdongsan_so_com_vn_1673793437.8423653, 5, 30, 3, 4,
10 tỷ VNĐ,Đường Nguyễn Trãi phường Hạ Đình, 80m2,"Hiếm có nhà gần Nguyễn Trãi Thanh Xuân, lô góc 3 thoáng, ô tô tránh, ngõ thông kinh doanh tốt 78 m Mặt tiền 20m chỉ hơn 10.25 tỷ xíu. Vị trí nhà rất đẹp, 3 mặt thoáng sáng, gần hồ điều hòa, ngõ thông sang Nguyễn Xiển, Hạ Đình khu vực giáp ranh với 2  Quận Hoàng Mai và Hà Đông, giao thông thuận tiện, xung quanh tiện ích chẳng thiếu gì. Nhà thích hợp để đầu tư kinh doanh, hoặc kết hợp ở quá ổn, hoặc xây CCMN cũng hái ra tiền, xung quanh rất nhiều các trường ĐH, CĐ sinh viên thuê luôn cháy phòng. Nhà cũ xác định bán đất tặng nhà, mặc dù khung nhà chắc chắn với 4 phòng ngủ đủ công năng sử dụng cho đại gia đình 3 thế hệ. Nhanh chóng hẹn tôi đi xem nhà ngay nhé, tư vấn tập trung nhu cầu. Tám Nguyên BĐS HN giá nào cũng có. LH: 0917340682",21/10/2022,Tin thường,batdongsan_so_com_vn_1673793439.2585716, 20, 4, 4, 4, 3
