price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"2,65 tỷ VNĐ","Ngõ Văn Chương, Đống Đa, HN", 27m2,"3 tầng + 1 lửng, nhà sạch sẽ mới;+t1: Phòng khách, để xe, vs+t2: Bếp, nhà ăn, vs+t3: Phòng ngủ, phòng thờ, giặt đồ, sân phơi- sổ đỏ chính chủ, hỗ trợ nhiệt tình sang tên đổi chủ",14/06/2022,Tin thường,batdongsan_so_com_vn_1673820003.8950644,,,,,
"2,5 tỷ VNĐ",Đường Nguyễn Chí Thanh phường Láng Hạ, 100m2,"Khu Shophouse dự án Selavia Vịnh Đầm chỉ duy nhất 99 căn, được chia thành 4 cụm theo chủ đề các đại dương lớn, với nhiều thiết kế hiện đại độc đáo hứa hẹn sẽ là nơi kinh doanh buôn bán sầm uất cũng như là địa điểm sẽ trở thành biểu tượng phồn vinh của Qúy khách hàng tại Phú Quốc. Xây dựng: 1 trệt+ 3 lầu+ Sân thượngBàn giao: hoàn thiện bên ngoài, thô bên trongLùi trước, lùi sau: 4mMục đích: Ở và kinh doanh tự doLiên hệ: 0903766554 Trâm",14/06/2022,Tin thường,batdongsan_so_com_vn_1673820005.7780297, 5, 1, 3, 4, 2
,Trường Chinh, 48m2,"+ Cần bán nhà Phố Trường Chinh - Đống Đa, 48m2, 5 Tầng, Ô TÔ Tránh, Giá 4.9 Tỷ. + Trung tâm Quận Đống Đa, tiện ích vô vàn.+ Nhà vị tí cực đẹp, cách 2 nhà ra đường Trường Chinh, an sinh đỉnh. + Chủ là dân thiết kế, xây tâm huyết để ở, khung cột chắc chắn, đầy đủ công năng sử dụng.+ Sổ đỏ chính chủ , pháp lý chuẩn, sang tên nhanh. LH: Em Hoan, 0925088355, chuyên thổ cư Hà Nội, miễn phí xem nhà 24/7.",14/06/2022,Tin thường,batdongsan_so_com_vn_1673820007.7674165,,, 5,,
"4,3 tỷ VNĐ",Đường Ngọc Lâm phường Ngọc Lâm, 40m2,"
    
Nhà Ngõ 154 Ngọc Lâm thông Nguyễn Văn Cừ - Ngọc lâm. 2' lên cầu Chương Dương ; 5' sang phố cổ.
* Chủ nhà bác sĩ về hưu, tính tình thân thiện, hòa nhã.

- Thiết kế chắc đẹp:
+ Tầng 1: sân để xe, bếp và vệ sinh.
+ Tầng 2: phòng khách siêu đẹp.
+ Tầng 3,4: mỗi tầng 2 phòng ngủ, và vệ sinh.
+ Tầng 5: phòng thờ và 2 sân phơi.
- Sổ đỏ chính chủ sẵn sàng giao dịch. ( Thương lượng với khách thiện chí )
* Gọi ngay 24/24 để được gặp chính chủ.
* KHÔNG THU PHÍ ( kể cả có mua được nhà hay không )
",14/06/2022,Tin thường,batdongsan_so_com_vn_1673820009.7299833, 4, 2, 5, 4, 3
4 tỷ VNĐ,Đường Hồ Tùng Mậu phường Mai Dịch, 30m2,"+ Vị trí siêu đẹp, chỉ vài phút đi bộ là ra các trường Đại học danh tiếng: Sư Phạm, Quốc Gia, Báo Chí, Thương Mại... + Bán kính 1km đầy đủ tiện ích: Trường, chợ, bệnh viện, trung tâm thương mại, bến xe... + Không gian yên tĩnh, an ninh tuyệt đối. + Sổ đỏ vuông vắn, nở hậu. + Chủ thiện chí bán, tặng toàn bộ nội thất cho khách thiện chí.",14/06/2022,Tin thường,batdongsan_so_com_vn_1673820011.111285,, 2, 5, 5, 5
"1,99 tỷ VNĐ","Minh Khai, Hai Bà Trưng", 28m2,"Mô tả: + Nhà xây 3 tầng, kiên cố, chắc chắn, gần Time city. + Các tiện ích rất thuận tiện, 100m gần chợ Vĩnh tuy, trường cấp 1,2 vĩnh tuy, trường quốc tế Vinschool, bệnh viện Vinmec + 3 phút lên bờ hồ, Phố cổ + Nhà ở trung tâm quận Hai Bà Trưng, Giao thông rất thuận tiện, 500m bệnh viện Thanh nhàn, 2 phút ra bệnh viện Bạch Mai, Gần các trường đại học Bách Khoa, KT Quốc Dân, Xây Dựng… + Diện tích 28m2. + Sổ đỏ giao dịch luôn. + Giá chào 1.99 tỷ,  Có thương lượng + Liên hệ : Nguyễn Dương  0825920555.",14/06/2022,Tin thường,batdongsan_so_com_vn_1673820013.0634813, 3, 2, 3, 2,
,"nhà phố Tôn Đức Thắng, DT 56m2", 56m2,"Bán nhà phố Tôn Đức Thắng, DT 56m2 MT 6m, Giá chưa đến 100 triệu m2, Lô góc, Hai mặt thoáng.+ Bán nhà Phố Tôn Đức Thắng, Đống đa, Gần Phố Cát Linh, Nguyễn Thái Học, Chu Văn An, Độc Nhất, Siêu Hiếm, Kinh doanh online, ...,+ Nhà ở ngay, Ô tô cách nhà vài bước chân, Tiện ích gần trường học các cấp, Chợ, Thể thao, Hồ Văn Chương Vài bước chân..., + Liên hệ: Anh Vượng - 0912949598. Bất Động Sản Đống đa  Sổ Đỏ Chính Chủ Sẵn sàng giao dịch, Hỗ trợ tư vấn Pháp lý, Đàm Phán. ",14/06/2022,Tin thường,batdongsan_so_com_vn_1673820014.4258375,,,,,
"9,3 tỷ VNĐ","phố Xa La, phường Phúc La", 50m2,"Mô tả:  + Bán nhà KĐT Xa La 50*5tầng chỉ 9,xtỷ-phân lô-ô tô-kinh doanh-gần chợ+ Nhà nằm trong KĐT Xa La-sát chợ Xa la, hạ tầng đồng bộ, + gần các trung tâm thương mại Vinmar, trung tâm thể thao, hệ thống trường liên cấp Quốc tế Thăng Long..+ Bệnh Viện 103,viện Bỏng và các tiện ích khác đều đầy đủ không thiếu thứ gì,+ Đường phân lô , mặt tiền rộng, có thể kết hợp vừa ở vừa kinh doanh văn phòng, hoặc cho thuê, nhu cầu cho thuê luôn cao,+ Nhà Xây 5 tầng BTCT chịu lực, phong cách kiến trúc hiện đại. 6 phòng ngủ,5wc + cầu thang và cửa toàn gỗ lim rất xịn,+ nhà chủ tự xây. Chủ nhà rất thiện chí,làm ăn phát đạt,Đất vượng khí tài,+ sổ đỏ phân lô chính chủ sẵn sàng trao tay,+ giá tham khảo 9,3tỷ (có thương lượng)+ Gọi ngay Mrs Hương Chuyên bán, cho thuê và nhận ký gửi nhà đất thổ cư Hà Đông. ",14/06/2022,Tin thường,batdongsan_so_com_vn_1673820016.3299341,,, 5, 6, 5
"1,99 triệu VNĐ","Minh Khai, Hai Bà Trưng", 28m2,"Mô tả: + Nhà xây 3 tầng, kiên cố, chắc chắn, gần Time city. + Các tiện ích rất thuận tiện, 100m gần chợ Vĩnh tuy, trường cấp 1,2 vĩnh tuy, trường quốc tế Vinschool, bệnh viện Vinmec + 3 phút lên bờ hồ, Phố cổ + Nhà ở trung tâm quận Hai Bà Trưng, Giao thông rất thuận tiện, 500m bệnh viện Thanh nhàn, 2 phút ra bệnh viện Bạch Mai, Gần các trường đại học Bách Khoa, KT Quốc Dân, Xây Dựng… + Diện tích 28m2. + Sổ đỏ giao dịch luôn. + Giá chào 1.99 tỷ,  Có thương lượng + Liên hệ : Nguyễn Dương  0825920555.",14/06/2022,Tin thường,batdongsan_so_com_vn_1673820017.6952808, 3, 2, 3, 2,
1 tỷ VNĐ,"Cổ Đông,Sơn Tây,Hà Nôik", 60m2,"-Quốc lộ 21 là tuyến đường huyết mạnh nối liền 3 thành phố vệ tinh:Sóc Sơn,Xuân Mai,Hòa Lạc (trong đó Hòa Lạc có quy mô lớn và bài bản nhất,sẽ trở thành thành phố trong lòng thành phố vào năm 2030)-Bám sát với đường liên trường C1,C2,C3-Ngay bên cạnh là 2Ha quỹ đất của bệnh viện Ngọc Sơn có chủ đầu tư là Bảo Sơn xây dựng bênh viện quy mô cấp quốc gia-Cách ngã 4 lục quân chỉ 1km nên độ an toàn của khu vực rất cao-Đối diện là sân gofl Đồng Mô,Đảo Đồng Mô và Khu Đô Thị Thiên Mã-Đi lên phía Sơn Tây 700m là đến khu du lịch tâm linh đang rất hot đó là Chùa Khai Mguyên nổi tiếng với tượng phật lớn nhất Đông Nam Á-Đi làm việc hay đi học ở CNC và Làng ĐHQG đều rất gấn chỉ 3-5p đi xe-Sơn Tây đến năm 2024 bắt buộc phải lên thành phố nên mảnh đất sẽ ăn theo được về cả mạn Sơn Tây lãn Thạch Thất-Đầy đủ tiện ích điện đường trường trạm,chợ dân sinh...-Chính chủ có sổ đỏ có thể sang tên luôn ngay trong ngàyQuan tâm liên hệ : 0855216669/0387507522(có zalo)https://www.facebook.com/profile.php?id=100078679734337",14/06/2022,Tin thường,batdongsan_so_com_vn_1673820019.8713388, 6, 8, 1, 1, 1
