price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
"9,9 tỷ VNĐ",Đường Hoàng Quốc Việt phường Nghĩa Đô, 45m2, 4, 5, 4, 4, 4,"
    + Bán gấp nhà đường Hoàng Quốc Việt 45m2, MT 4,5m, phân lô, ô tô tránh, giá 9.9 tỷ.+ Tọa lạc trên con phố Hoàng Quốc Việt thơ mộng, trung tâm Cầu Giấy, thông thương thuận lợi, gần nhiều trường Đại học lớn.+ Nhà chủ tự xây tâm huyết, thiết kế hiện đại, KBT cực chắc chắn, móng lên 7 tầng thỏa mái.+ Thiết kế cơ bản mỗi tầng 2 phòng+ WC. Tổng 4 phòng ngủ.+ Khu vực dân trí cao, hàng xóm toàn cán bộ công chức nhà nước, tiện ích vây quanh bạt ngàn, an ninh đảm bảo.+ Sổ đỏ chính chủ, pháp lý sạch, giao dịch nhanh.+ Liên hệ tôi: Dự để được xem nhà ( miễn trung gian, Môi giới ).
",19/07/2022,Tin thường,batdongsan_so_com_vn_1673813845.1291716,
3 tỷ VNĐ,"Chính chủ bán nhà 4 tầng vị trí đẹp tại Lĩnh Nam, Hoàng Mai, hơn 3 tỷ; 0966474698", 36m2,,,,,,"Chính chủ bán nhà 4 tầng vị trí đẹp tại Lĩnh Nam, Hoàng Mai, hơn 3 tỷ; 0966474698- Diện tích : 35,5m2 x 4 tầng + 1 tum.- Đường vào rộng, ô tô đỗ cách nhà 20m.- Nhà thiết kế đẹp, hiện đại, gần trường, gần chợ, gần các tiện ích xung quanh, tiện đi lại sinh hoạt- Khu an ninh tốt, giao thông thuận tiện, dân trí cao - Sổ đỏ chính chủ. - Tiềm năng lớn: BĐS có thể tăng giá theo tình hình chung của khu vực, đảm bảo sinh lời cao Giá bán: 3,x tỷLiên hệ chính chủ: 0966474698      http://www.sanbatdongsanviet.com.vn",19/07/2022,Tin thường,batdongsan_so_com_vn_1673813846.6989727,
"3,95 tỷ VNĐ",58 Vũ Trọng Phụng - Thanh Xuân, 33m2, 4,, 5, 4, 4,"ĐẸP - HIẾM, 58 VŨ TRỌNG PHỤNG – THANH XUÂN , Ô TÔ TẢI 3 NHÀ, 5 TẦNG 33M2, 3.95 TỶ Nhà 5 tầng cực đẹp ngõ 58 Vũ Trọng Phụng, đầy đủ nội thất (như hình), về ở ngay Vị trí quá đẹp, cực hiếm nhà bán, khu vực trung tâm đầy đủ tiện ích. Ô tô cách nhà 20m, hơn 100m ra mặt phố Vũ Trọng Phụng. Trong vòng 200m có 2 bãi gửi xe ô tô. Giao thông thuận tiện. 4 ngủ đáp ứng đầy đủ nhu cầu gia đình. Sổ đỏ chính chủ, thiện chí bán. Liên hệ: K.S Phương – 0918120568 để xem nhà và gặp trực tiếp chủ nhà thương lượng",19/07/2022,Tin thường,batdongsan_so_com_vn_1673813847.9276853,
"18,6 tỷ VNĐ","Ngô Gia Tự, Long Biên, Hà Nội", 115m2, 5, 4, 4, 4,,"+ Vị trí: Đường trước nhà rộng rãi thoáng mát, nhiều cây xanh mát mẻ, ô tô dừng đỗ ngày đêm, gần ngay các TTTM + Nhà Liền kề 4 tầng nổi và 1 tầng hầm, dùng toàn bộ đồ xịn nhất.+ Nhà còn như mới, hiện chủ chưa ở ngày nào.+ Tầng hầm để 3 ô tô.+ Thiết kế 4 tầng đầy đủ tiện nghi full nội thất ☎️Hotline: 0978600*** - Em Thành Long Biên để được tư vấn, xem nhà miễn phí, hỗ trợ vay vốn ngân hàng, pháp lý, phong thủy, sang tên làm sổ,... ",19/07/2022,Tin thường,batdongsan_so_com_vn_1673813849.272132,
6 ngàn VNĐ,Đường 1 phường Bồ Đề, 60m2, 4, 3, 5, 4, 5,"- Khu vực dân trí cao, Hàng xóm thân thiện. Ở Rất thích.  ",19/07/2022,Tin thường,batdongsan_so_com_vn_1673813850.4928648,
"18,6 tỷ VNĐ","Việt Hưng, Long Biên", 115m2, 4, 4, 4, 4,,"+ Vị trí: Khu nhà vườn đô thị Việt Hưng đường trước nhà rộng rãi thoáng mát, vỉa hè 2 bên, cây xanh mát mẻ, ô tô dừng đỗ ngày đêm, dân trí cùng đẳng cấp, cạnh KĐT Vinhomes và Khu đô thị Sài Đồng.+ Nhà Liền kề chủ tự xây gồm 4 tầng nổi và 1 tầng hầm, dùng toàn bộ đồ xịn nhất.+ Nhà còn như mới, hiện chủ chưa ở ngày nào.+ Tầng hầm để 3 ô tô.+ Tầng 1: Khách+ bếp.+ Tầng 2+3: 4 ngủ.+ Tầng 4: Phòng thờ + Kho.☎️Hotline: 0978600*** - Em Thành Long Biên để được tư vấn, xem nhà miễn phí, hỗ trợ vay vốn ngân hàng, pháp lý, phong thủy, sang tên làm sổ,...",19/07/2022,Tin thường,batdongsan_so_com_vn_1673813851.7854402,
"7,6 tỷ VNĐ",la khê, 56m2, 4,, 5, 6, 4,"Bán Nhà, Lê Trọng Tấn,Hà Đông. Ô Tô Kinh Doanh 56m2 x 5 tầng. Mặt Tiền 4.2m Giá 7.6 Tỷ.   NHÀ MỚI – MẶT NGÕ – Ô TÔ VÀO NHÀ – TIỆN ÍCH NGẬP TRÀN  + Nhà mặt ngõ cách Lê Trọng Tấn vài bước chân, trung tâm Hà Đôn. Hàng xóm Pak CiTy.Đường Lê Trọng Tấn giao với các đường Tố Hữu, Quang Trung, Láng Hoà Lạc đi nội thành và các tỉnh lân cận rất thuận tiện. + Nhà gần các trường các cấp 1,2,3, gần tuyến xe buýt nhanh, ga tàu điện trên cao, gần siêu thị Mêtro Hà Đông Trung Tâm Thương Mại AON, Thiên Đường Bảo Sơn, Bệnh Viện Đa Khoa Hà Đông, chợ đầu mối. Giao thông thuận tiện, an ninh an toàn, đầy đủ tiện ích xung quanh. + Nhà gần mặt phố, kinh doanh các mặt hàng, dịch vụ cũng rất thuận tiện. Khu vực an sinh tốt, an ninh an toàn.  + Nhà thiết kế 5 tầng:                                                                                                          - Tầng 1: Phòng khách, bếp, wc, - Tầng 2,3,4: Mỗi tầng 2 phòng ngủ và wc - Tầng 5: Phòng thờ và sân phơi. + Nhà chủ tự xây, khung cột bê tông chắc chắn. Chủ làm ăn rất có lộc muốn  bán để mua biệt thự.  Sổ đỏ chính chủ, sẵn sàng giao dịch.   LH: E KHÁNH 0984568179",19/07/2022,Tin thường,batdongsan_so_com_vn_1673813852.8476048,
21 tỷ VNĐ,đường Trần Vỹ, 82m2, 5,, 8, 3,,"Ô TÔ TẢI TRÁNH, LÔ GÓC 3 THOÁNG, KINH DOANH ĐỈNH, VỊ TRÍ ĐẸP, KHU VỰC VIP, HIẾM NHÀ BÁN S = 82m2, 8 tầng, mặt tiền 5.2m, giá 21.5 tỷ + Khu dân cư đông đúc, tụ điểm ẩm thực, ăn chơi, kinh doanh ngày đêm. + Tòa nhà thích hợp làm văn phòng, spa, hoặc cho bên khác thuê nguyên căn dòng tiền khủng. + Gần nhiều trường đại học lớn: Đh Thương Mại, Đh Sân khấu Điện ảnh, Học viện Tư pháp, Học viện Múa, Đh Ngoại Ngữ, Cao đẳng Cơ điện, Đh Y dược,… + Giao thông: Doãn Kế Thiện, Mai Dịch, chợ Đồng Xa, Phạm Văn Đồng, Hồ Tùng Mậu, Cầu Diễn,… Thiết kế:  Tầng Hầm để xe Tầng 1: Lễ tân , Phòng tiếp khách. Tầng 2: Kho thông sàn. Tầng 3: Văn phòng , phòng tổng Giám đốc. Tầng 4: Kho thông sàn. Tầng 5: Văn Phòng. Tầng 6 : Văn phòng. Tầng 7 : Phòng bảo vệ, kho , phòng thờ. + Sổ đỏ chính chủ, giao dịch ngay. * Liên hệ em Bình để xem nhà miễn phí, không tiếp môi giới.",19/07/2022,Tin thường,batdongsan_so_com_vn_1673813854.2139482,
"5,85 tỷ VNĐ","Long Biên, Hà Nội", 56m2, 5,, 4, 3, 3,"+ Vị trí: Tuyệt đẹp. + Ngõ to rộng, thông Ngọc Lâm. + Nhà có Gara, xe nhà chủ 5 chỗ vào thoải mái, trước nhà rộng. + Nhà thiết kế cực kì hợp lý, đầy đủ công năng, phong cách hiện đại, cầu thang giữa, mỗi tầng 1 vệ sinh. - Tầng 1: Gara ô tô, bếp                           - Tầng 2: Thiết kế 1 ngủ, 1 khách - Tầng 3: Ngủ (2 ngủ) - Tầng 4: Phòng thờ, ban công. Sổ đỏ chính chủ cất két, vuông như tờ A4, sẵn sàng giao dịch",19/07/2022,Tin thường,batdongsan_so_com_vn_1673813858.3109038,
6 tỷ VNĐ,Thượng Đình, 46m2, 4,, 5,,,"+ Nhà nằm ở vị trí trung tâm Quận Thanh Xuân, cách Royal City hơn 100m, gần Ngã Tư Sở, trường học, chợ, khu vui chơi và khu tập Gym. +  Vị trí nhà đẹp nhất Phố, cách mặt Phố Thượng Đình vài bước chân, giao thông thuận tiện thông khắp ngả. + Nhà chủ xây tâm huyết để ở, nhà 3 mặt thoáng sáng, nội thất toàn đồ nhập khẩu cao cấp, chủ tặng lại hết cho khách. + Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch. LH: Mr Hoan, 0925088355, chuyên thổ Thanh Xuân, Đống Đa, Hoàng Mai. Miễn phí xem nhà 24/7.",19/07/2022,Tin thường,batdongsan_so_com_vn_1673813859.924826,
