price,address,Diện tích,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"5,45 tỷ VNĐ",ngõ 101 Thanh Nhàn HBT Hà Nội, 55m2, Đông nam, 3, 3, 4, 4, 4,"Bán căn nhà dân ngõ 101 Thanh Nhàn, phường Quỳnh Lôi, HBT. ngõ thông sang 167 Thanh Nhàn, Ngõ Quỳnh, có sân cổng riêng cực đẹp.Cách phố chỉ 50m- Diện tích 55m2, nhà dân xây 4 tầng, thiết kế có sân riêng để xe. nhà xây kiểu biệt thự Mini, phía sau có tiểu cảnh:+ Tầng 1: Sân cổng để xe, Phòng khách, phòng bếp, wc phụ, tiểu cảnh.+ Tầng 2, 3: Mỗi tầng 2 phòng ngủ rộng + WC.+ Tầng 4: Phòng thờ + sân phơi.- Nội thất được gia đình lựa chọn kỹ lưỡng gồm: Cầu thang đá, tủ bếp gỗ sồi Nga, thiết bị vệ sinh ToTo, trần thạch cao phòng khách, phòng ngủ, các phòng được lát sàn gỗ công nghệ Đức.- Nhà nằm trong khu vực cán bộ dân trí cao, an ninh tốt. Gần công an, UBND phường, chợ, trường mầm non, tiểu học và các trường đại học.- Giá bán: 5.45 tỷ (có thương lượng) bao phí sang tên sổ đỏ. liên hệ chị Yến ĐT:0702138238",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830057.4999697
"4,25 tỷ VNĐ",ngõ 559 Kim Ngưu, 45m2, Nam, 3, 3, 5, 6, 4,"Bán nhà ngõ 559 Kim Ngưu Hai Bà Trưng , Hà Nội.Diện tích 45m2x 5 tầng xây mới, giá 4.25  tỷ . 2 mặt thoáng trước sau xây dựng khung cột bê tông, móng bè chắc chắn. Nội thất cao cấp, chính hãng, trang trí ấm cúng bắt mắt, trần thạch cao, cửa chính 2 lớp, cửa thông phòng và tay vịn cầu thang làm bằng gỗ lim._Thiết kế hiện đại bao gồm:- Tầng 1: sân để xe .Phòng Khách, vệ sinh, bếp ăn- Tầng 2,3,4 Mỗi tầng 2 phòng ngủ rộng, vệ sinh giữa.- Tầng 5: Phòng thờ,sân phơi -Vị trí đẹp  khu dân trí cao xung quanh nhiều tiện ích Giao thông thuận tiện,cách mặt phố Kim Ngưu 100m  thông sang  khu đô thị Times City đi nên phố cổ mất 5 phút gần bệnh viện Thanh Nhàn, bệnh viện Bạch mai, bệnh viện việt pháp gần nhiều trường cấp 1,cấp 2, cấp 3 và nhiều trường Đại Học nổi tiếng như Bách Khoa, Xây Dựng, Kinh Tế-sổ đỏ chính chủ pháp lý sạch giá 4.25 tỷ có thương lượng .liên hệ chị Yến ĐT:0702138238",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830058.6070075
"21,9 tỷ VNĐ",ngõ 106 Lê Thanh Nghị HBT Hà Nội, 168m2, Đông nam, 5, 4, 5, 6, 4,"Bán nhà phân lô ngõ 106 Lê Thanh Nghị HBT, Hà Nội , DT 168mx5T . Kinh doanh sầm uất, 2 mặt thoáng vĩnh viễn, trước nhà rộng phù hợp nhiều loại hình kinh doanh-Diện tích: 168m2x5T, mặt tiền gần 6m, nở hậu 6,8m- Gần các trường trọng điểm, top Quốc Gia: Mẫu giáo Bách Khoa, Cấp 1 Lê Văn Tám, Cấp 2 Ngô Gia Tự, Cấp 3 Thăng Long, Đại học Bách Khoa, Đại học Kinh Tế, Đại học Xây Dựng.- Khu dân trí cao, là khu nhà ở của cán bộ trường Đại học Bách Khoa, hàng xóm toàn giảng viên, giáo sư, tiến sĩ..- Bể bơi đối diện nhà cách 50m, sân vận động, công viên đi bộ đến nơi.- Nhà hướng Đông Nam mát mẻ.Sổ đỏ chính chủGiá: 21,9 tỷ có thương lượng liên hệ chị Yến ĐT:0702138238",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830059.610324
,hoàng đạo thành thanh xuân ha noi, 35m2,,,,,,,"+Khu P/LÔ Ô TÔ 7 chỗ đỗ cửa,Vừa ở vừa kinh doanh ,làm VP. +Môi trường dân cư văn minh ,thân thiện. + Nhà vị trí rất đẹp thông thoáng, đường trước nhà rộng ô tô 7 chỗ dừng đỗ +Chủ tự xây5 tầng được 2 năm còn như mới,đẹp, chắc chắn,khách mua về ở luôn,không phải sửa chữa. +Tầng1:khách ,bếp,WC +Tầng 2,3,4:phòng ngủ +wc +Tầng 5:phòng thờ+sân phơi +Khu vực nhiều tiện ích : gần chợ , trường MN,trường cấp 1/2 Kim Giang,Vimart +Giao thông kết nối các ngả đường : vành đai 3,đi Mỹ Đình,Ngã Tư Sở, bến xe rất thuận tiện. +Gía 5.2 tỷ (có thương lượng).  +Sổ đỏ vuông vắn sẵn sàng giao dịch. +LH Mr Phúc 0978.895.889zalo _0912.338.038",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830060.789169
"7,032 tỷ VNĐ","Đường Võ Chí Công, phường Phú Thượng, quận Tây Hồ, Hà Nội", 195m2, Tây nam,,, 2, 4, 2,"!!!TIN CỰC SỐC!!!🔥 GIÁ CHỈ 35TR/M2 SỞ HỮU NGAY CĂN HỘ DUPLEX VIEW HỒ, SÔNG HỒNG TẠI UDIC WESTLAKE🔥✅ 𝐂𝐡𝐢́𝐧𝐡 𝐬𝐚́𝐜𝐡 𝐯𝐨̂ 𝐜𝐮̀𝐧𝐠 𝐡𝐚̂́𝐩 𝐝𝐚̂̃𝐧:💵 Chiết khấu 4% 𝐆𝐓𝐂𝐇.💵 Hỗ trợ vay tới 50% và không phải trả đến năm 2024.💵 Tặng 5 chỉ vàng + 30tr tiền nội thất.💵 Miễn 2 năm phí dịch vụ.✅ 𝐓𝐢𝐞̣̂𝐧 𝐢́𝐜𝐡 𝐭𝐡𝐨̂𝐧𝐠 𝐦𝐢𝐧𝐡, đ𝐚̆̉𝐧𝐠 𝐜𝐚̂́𝐩:- Đối diện Lotte Mall.- Vườn dạo bộ nội khu, khu vui chơi trẻ em, sân vườn khối đế.- Chỉ mất 10p tới Phố đi bộ Trịnh Công Sơn, công viên nước Hồ Tây.- Hê thống các trường học trong nước và quốc tế hang đầu Hà Nội.- Bể bơi 4 mùa, 3 tầng trung tâm thương mại, chuỗi shophouse.✅ UDIC WESTLAKE là Đại đô thị đáng sống bậc nhất Hà Nội.☎️☎️☎️HOTLINE PKD: 𝟎977568223 để được tư vấn chọn căn phù hợp, vị trí đẹp và giá tốt nhất",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830061.9141605
"4,5 tỷ VNĐ/m2",105 xuân la, 30m2,,,,,,,"- Ngõ phân lô đẹp nhất Xuân La, ngõ thông, ô tô chạy vòng quanh.  - Cạnh Ngoại Giao Đoàn, 400m ra Hồ Tây.  - Xung quanh là trường học cấp 1,2,3 Xuân La, trường đại học Nội Vụ, trung tâm mua sắm vui chơi.  - Nhà rất đẹp, mua về ở ngay.  - Ảnh thật 100%  - Giá 4.5 tỷ (có thương lượng)  - Gọi ngay Vũ 0347676600 để được tư vấn và xem nhà miễn phí.Miễn các bạn trung gian.  ",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830063.1029787
"5,5 tỷ VNĐ","Ngõ Phố Hoàng Hoa Thám, Ba Đình, Hà Nội", 40m2,, 4, 2, 5, 4, 4,"✅ Bán nhà tuyệt đẹp, 2 mặt thoáng, nhà cách mặt phố Hoàng Hoa Thám 50m, ngõ rộng 3m, thuận tiện đi lại sinh hoạt, khu dân trí cao,an ninh tốt gần hồ Hữu Tiệp,quảng trường Lăng Bác, công viên Bách Thảo. Nhà thiết kế kiến trúc sang trọng. ================================ Thiết kế hiện đại, sang trọng, công năng sử dụng hợp lý: ✔️ Diện tích 40m2, 5 tầng, 5 phòng ngủ rộng, vuông vắn. - Tầng 1: Để xe gia đình, khu bếp, vệ sinh. - Tầng 2: Phòng khách VIP sang trọng, đẳng cấp, vệ sinh. - Tầng 3, 4: Mỗi tầng thiết kế 2 phòng ngủ rộng, vệ sinh. - Tầng 5: Phòng thờ, sân phơi view đường Hoàng Hoa Thám, trường học. ✔️ Pháp lý: Sổ đỏ chính chủ, hồ sơ thiết kế, giấy phép xây dựng đầy đủ. ✔️ Nội thất: - Trong nhà toàn hàng nhập ngoại: Sàn gỗ, cầu thang, cửa thông phòng đều được làm bằng gỗ lim, tủ âm tường, bếp điện từ, hút mùi, bình nóng lạnh, điều hòa... - Toàn bộ thiết bị nhà vệ sinh đều là hãng ToTo cao cấp, dây điện Trần Phú. ✔️ Vị trí: - Nhà nằm vị trí trung tâm cách phố Hoàng Hoa Thám 50m, thông ra Đội Cấn, giao thông đi lại sinh hoạt vô cùng thuận tiện…Gần bên công viên Bách Thảo, quảng trường lăng Bác. - Tiện ích xung quanh từ trường học, chợ, bệnh viện, cơ quan chính quyền bán kính 500m. ✔️ Giá chào bán 5.5 tỷ (có thương lượng, bao toàn bộ chi phí sang tên). ✔️ Liên hệ Mr.Tuấn để được xem nhà trực tiếp: 0964 357 352 (miễn TG, MG)",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830064.3591452
12 tỷ VNĐ,"Oto, kinh doanh, ngõ thông, gần phố, biệt thự Tây Hồ, DT 85m, MT 6,6m, chỉ 12 tỷ.", 85m2,,,,,,,"Vị trí đẹp, gần phố, biệt thự Tây Hồ, ngõ thông, oto, kinh doanh. Vài bước ra Hồ Tây, gần trường Chu Văn An. Nhà chủ tự xây khung cột kiên cố chắc chắn, tâm huyết, phòng nào cũng thoáng sáng. Vài phút ra các tuyến đường lớn: Hồ Tây, Thụy Khuê, Hoàng Hoa Thám, gần trường Đại Học lớn...Sổ đỏ chính chủ, pháp lý rõ ràng, chủ thiện chí bán. Trịnh Hiền 0963839587-0915999462 (gọi hoặc inbox 24/24) chuyên nhà thổ cư, sở hữu thông tin trên 10.000 căn nhà trên địa bàn Hà Nội, đủ các phân khúc giá tốt cần thanh khoản gấp. Miễn phí xem nhà, gặp chính chủ thương lượng giá. Hỗ trợ thủ tục pháp lý, sang tên chuyển nhượng, hỗ trợ vay vốn ngân hàng 24/7. Xin cảm ơn anh/ chị đã quan tâm tin đăng.",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830065.4352665
15 tỷ VNĐ,Hà Nội, 65m2,,,,,,,"Bán gấp nhà phố Trần Đại Nghĩa, quận Hai Bà Trưng - LH: 0856 968 656. + Vị trí phân lô vỉa hè ô tô tránh, kinh doanh… khu dân trí cao, an ninh tốt, nhiều tiện ích. + Diện tích 65m2, 2 mặt thoáng trước sau, xây 5 tầng rất kiên cố, mặt tiền 6 m. + Nội thất toàn đồ tốt, cầu thang, cửa đều là gỗ Lim Nghệ An, thang máy nhập khẩu... - T1: Phòng khách, bếp, wc. - T2, 3, 4: Nhiều phòng, wc. - T5: Phòng thờ, sân phơi. + Sổ đỏ vuông đẹp, sẵn sàng giao dịch. + Giá chào chỉ 15 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn.Liên hệ ngay 24/7 Thanh Bình - 0856 968 656.Gặp trực tiếp chủ nhà.Miễn Phí xem nhà",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830066.6310673
4 tỷ VNĐ,"Gần phố, nhà đẹp chủ tự xây ở Võ Chí Công, DT 48mx5T, chỉ 4 tỷ hơn.", 48m2,,,,,,,"Vị trí đẹp, gần phố, gần oto. Nhà xây khung cột kiên cố chắc chắn, chủ tự xây ở tâm huyết, phòng nào cũng thoáng sáng . Vài phút ra các tuyến đường lớn: Lạc Long Quân, Hồ Tây, Cầu Giấy, Thụy Khuê, Võ Chí Công, Nguyễn Văn Huyên, gần trường Đại Học lớn...Sổ đỏ chính chủ, pháp lý rõ ràng, chủ thiện chí bán. Trịnh Hiền 0963839587-0915999462 (gọi hoặc inbox 24/24) chuyên nhà thổ cư, sở hữu thông tin trên 10.000 căn nhà trên địa bàn Hà Nội, đủ các phân khúc giá tốt cần thanh khoản gấp. Miễn phí xem nhà, gặp chính chủ thương lượng giá. Hỗ trợ thủ tục pháp lý, sang tên chuyển nhượng, hỗ trợ vay vốn ngân hàng 24/7. Xin cảm ơn anh/ chị đã quan tâm tin đăng.",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830067.658319
