price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
"7,3 tỷ VNĐ",Đường Tam Khương phường Khương Thượng, 48m2, 35, 3, 5, 6, 4,"- Gí chỉ 15 tỷ- 45m2 x 6 tầng - ô  tô đỗ ngày đêm. - LH e Quyên 0587998899 để tư vấn đúng tiêu trí chuẩn  - Nhà Pháo Đài Láng ,Ô tô dừng đỗ suốt ngày đêm khu vưc Đỉnh cao và an ninh tốt nhất nhì quận Đống Đa.- Thiết kế :- Nhà 6 tầng chắc chắn mua về ở luôn nên mình ko mô tả nhiều.Quan trọng vị trí Siêu đẹp 42m2 x 6 tầng diện tích sử dụng 300m2. - Đường rộng ô tô đỗ cửa. - Diện Tích : 42m2 x 6 tầng. Mặt Tiền 4m.- Nhà gần viện Đống Đa & Nội Tiết TW,vài phút là đến các trường Đại học Mỹ Thuật Công Nghiệp,Nhạc Viện Hà Nội,Văn Hóa Xã Hội....thông ra các phố Trần Quang Diệu ,Hoàng Cầu,Đặng Tiến Đông,La Thành,Hào Nam,Thái Hà....và vô vàn tiện ích chợ và cây xăng cũng gần.- Sổ đỏ chính chủ...giao dịch chủ nhà.- Giá : 15  tỷ ( Thương lượng tý xíu ) - LH e Quyên 0587998899 để tư vấn và xem nhà miễn phí ",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820680.6044872,
900 triệu VNĐ,"tân xã, thạch thất, hà nội", 60m2, 5, 5,,,,"Mở bán dự án phân lô sát  CNC Hòa Lạc và QL21 chỉ từ 900tr/lô sổ đỏ lâu dài  Chỉ từ 900 triệu quý nhà đầu tư có được những gì? Pháp lý rõ ràng, sổ đỏ trao tay ngay Hạ tầng hoàn thiện Diện tích đa dạng từ 60m - 70m, full 100% đất thổ cư sở hữu lâu dài Vị trí đắc địa: +. Sát quốc lộ 21, gần khu CNC Láng Hoà Lạc +. Gần Sân golf Đồng Mô, hồ sinh thái và các biệt thự triệu đô. +. Gần Sân Bay Hoà Lạc... +. Gần các trường đại học quân sự,nhà văn hoá,trường mầm non,cấp 1,2... khuôn viên đại học Quốc Gia Hà Nội và Đại học FPT. Giao thông thuận tiện: +. Tiếp giáp với đại lộ Thăng Long, dễ dàng kết nối trung tâm Hà Nội. +. Đường nội khu rộng 8m, 2 ô tô tải tránh nhau thoải mái. +. Hạ tầng đồng bộ +. Cư dân hiện hữu xung quanh, đầy đủ Gọi ngay 0961.831.835 – 0916.55.8388 - Em Đạt để được tư vấn sở hữu đất đẹp nhất về: giá, vị trí và khả năng thanh khoản",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820681.865115,
45 triệu VNĐ/m2,vành đai 4, 120m2, 6, 120, 4, 4,,"Bán shophouse mặt đường Vành Đai 4 rộng 120m – Mê Linh chỉ 6 tỷ/lô  Mặt đường Vành Đai 4 rộng 120m Sở Hữu Lâu Dài Giá rẻ nhất để đầu tư THÔNG TIN LÔ ĐẤT - Mặt đường vành đai 4 rộng: 120m - Mặt tiền rộng: 6m – 20m - Sở hữu: Sổ đỏ lâu dài - Diện tích: 117m2 – 152m2 – 159m2 - Giá bán 45tr/m2 – 55tr/m2 (tương đương chỉ tầm 6 tỷ/shophouse mặt vành đai 4), quá rẻ tại Hà Nội. Trong khi nhà mặt đường vành đai 2, 3 và 3.5 hiện đang có giá từ 200-400tr/m, tiềm năng X2, X3 ĐẶC ĐIỂM VỊ TRÍ Mặt đường vành đai 4 +. Cách TTTM Mê Linh Plaza: 4 km +. Cách BV Nội Tiết Trung Ương: 4 km +. Cách trung tâm Hà Nội: 20 km +. Cách BV Đa Khoa Mê Linh: 3 km +. 10 phút tới Cao tốc HN - Lào Cai - Liên hệ tư vấn: Mr. Đạt - Hotline: 0961.831.835 - 0855.85.8888",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820682.9671674,
"4,8 tỷ VNĐ",Lạc Long Quân - Nghĩa Đô - Cầu Giấy - Hà Nội, 35m2,,,,,,"NHÀ CÒN THƠM MÙI SƠN MỚI - VỊ TRÍ TUYỆT VỜI - CÁCH Ô TÔ TRÁNH VÀI MÉT - YÊN TĨNH - Ở CỰC SƯỚNG- Vị trí cực đỉnh hiếm nhà bán, nhà mình còn mới tinh, đẹp từ nhà tới sổ, ba bước ra đường ô tô tránh.- GIÁ : 4.8 tỷ - "" Thương Lượng ""Mô tả :-Tầng 1 : Phòng khách siêu rộng + WC.-Tầng 2,3,4 : Mỗi tầng 1 phòng siêu rộng đẹp + WC.-Tầng 5 : Phòng thờ + sân phơi.- Thiết kế bố trí cực kỳ hợp hợp phong thủy, giúp sinh hoạt vô cùng thuận tiện, giúp lưu thông khí, nhiều vượng khí.- Hàng xóm thân thiện, nhiệt tinh, dân trí cao, yên tĩnh, an sinh đỉnh.Liên hệ: - Nguyễn Tiến Hoàng - 0976817296 - Chuyên nhà đất thổ cư Hà Nội - tư vấn nhiệt tình vui vẻ 24/24.",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820685.497439,
"2,267 tỷ VNĐ",Đường Mỹ Nội phường Bắc Hồng, 54m2, 4,,,,," MUA ĐƯỢC ĐẤT RẺ NHƯ CƯỚI ĐƯỢC VỢ XINH !

 54,6m2 Mỹ Nội, Bắc Hồng, Đông Anh. Đường 5m 2 ô tô tránh nhau
 Mặt tiền 4,5m. Nở hậu 4,51m. Hướng Bắc
5p ra đường Võ Nguyên Giáp, 15p sang nội thành và sân bay nội bài
 Bán kính 500m là đẩy đủ tiện ích như: trường, chợ, trạm y tế....
 Hàng xóm thân thiện, dễ mến.
/-rose/-rose/-rose Giá nhỉnh 2 tỷ ( thiện chí là giảm luôn, lộc lá thoải mái)
LIÊN HỆ EM 0367458920 XEM ĐẤT MIỄN PHÍ
",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820689.7444642,
6 tỷ VNĐ,Đường Lê Văn Hiến, 65m2,,,,,,"Bán Nhà Phố Lê Văn Hiến, Lô góc, ngõ Ô tô, MT6m, 65x4T, Cho thuê 45T/Tháng.+ Lô góc, Ô tô vào nhà, ngõ thông.+Gần Học viện Tài Chính, ĐH Mỏ, Bệnh Viện Phương Đông, Trường Cấp 1-2-3. Siêu thị ngay đầu ngõ.+Chỉ mấy phút ra tới đường Phạm Văn Đồng, Cổ Nhuế, Công viên Hòa Bình, Võ Nguyên Giáp, Hồ Tây...+Nhiều phòng cho sinh viên thuê, Nhà xây kiên cố lên tầng thoải mái, Thu nhập 45T/Tháng.+Sổ đẹp phân lô, pháp lý rõ ràng sẵn sàng sang tên ngay.  Liên hệ: A Thuật Thổ Cư 0877883366 sẵn sàng hỗ trợ mọi thủ tục miễn phí.",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820690.6910098,
"4,3 tỷ VNĐ",Đường Hoàng Như Tiếp phường Bồ Đề, 76m2, 6, 5, 5, 5, 5,"Nhà đẹp dân xây rất chắc chắn, thiết kế hết sức hợp lý, thiết bị vệ sinh cao cấp Toto, cầu thang và cửa gỗ lim Nam Phi nguyên khối, các phòng ở rộng rãi thoáng sáng đều có ban công, trước nhà có sân rộng rãi để được nhiều xe máy, xung quanh nhiều tiện ích. Liên hệ: Mr Liên 0372311369 (miễn trung gian, quảng cáo).
",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820691.6554291,
14 tỷ VNĐ,Hà Nội, 62m2,,,,,," - Diện tích 62 m2, xây 5 tầng, mặt tiền 5.8 m, tối ưu công năng. - Nhà xây dựng chắn chắn, móng lên tầng thoải mái, ô chờ thang máy.  - Khu vực an ninh dân trí cao, sầm uất, giao thông thuận tiện, ở hay kinh doanh đều VIP. - Giá chào tốt nhất khu vực chỉ 14 tỷ thương lượng mạnh. - Pháp lý đầy đủ: Sổ đỏ, GPXD, GP PCCC, hoàn công, không có tranh chấp. - Liên hệ ngay em Nguyễn Thanh chuyên nhà mặt phố và phân lô để xem nhà ạ: 0366 555 258.Cảm ơn quý khách đã quan tâm.",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820692.761509,
"4,8 tỷ VNĐ",Lạc Long Quân - Nghĩa Đô - Cầu Giấy - Hà Nội, 35m2,,,,,,"NHÀ CÒN THƠM MÙI SƠN MỚI - VỊ TRÍ TUYỆT VỜI - CÁCH Ô TÔ TRÁNH VÀI MÉT - YÊN TĨNH - Ở CỰC SƯỚNG- Vị trí cực đỉnh hiếm nhà bán, nhà mình còn mới tinh, đẹp từ nhà tới sổ, ba bước ra đường ô tô tránh.- GIÁ : 4.8 tỷ - "" Thương Lượng ""Mô tả :-Tầng 1 : Phòng khách siêu rộng + WC.-Tầng 2,3,4 : Mỗi tầng 1 phòng siêu rộng đẹp + WC.-Tầng 5 : Phòng thờ + sân phơi.- Thiết kế bố trí cực kỳ hợp hợp phong thủy, giúp sinh hoạt vô cùng thuận tiện, giúp lưu thông khí, nhiều vượng khí.- Hàng xóm thân thiện, nhiệt tinh, dân trí cao, yên tĩnh, an sinh đỉnh.Liên hệ: - Nguyễn Tiến Hoàng - 0976817296 - Chuyên nhà đất thổ cư Hà Nội - tư vấn nhiệt tình vui vẻ 24/24.",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820693.8058116,
"1,8 tỷ VNĐ",Đường Vũ Lăng phường Tứ Hiệp, 64m2, 7, 10, 10, 2, 2,"
    
- CSBH mới cập nhật ngày 17/5/2022 vô cùng ưu đãi đối với quý khách hàng có dòng tiền về chậm:- Thanh toán 70% chiết khấu 2.5% / tổng giá trị căn hộ.- Thanh Toán 95% chiết khấu 4% / tổng giá trị căn hộ.- Hỗ trợ 60% Giá trị căn hộ miễn lãi + gốc trong vòng 12 tháng.+ Quà tặng tân gia với căn 2PN: 30 triệu (trừ trực tiếp vào giá).+ Quà tặng tân gia với căn 3PN: 40 triệu (trừ trực tiếp vào giá).- Đặc biệt CĐT nâng cấp toàn bộ hệ thống Smart Home trong căn hộ giúp gia chủ dễ dàng sử dụng và điều kiển từ xa các thiết bị trong nhà.* Với căn 02PN + 2 WC diện tích 64m2:- Thanh toán thẳng giá sau chiết khấu chỉ từ 1,89 tỷ* Quỹ căn 03 ngủ diện tích 105m2 hướng Ban công Đông Nam, tầng đẹp giá 2.9 tỷ.----------------------Cập nhật tiế độ mới nhất của dự án.- Đang sơn lót mặt ngoài.- Lắp xong thang máy, 2 tuần nữa có thể sử dụng.- Hoàn thành lắp đặt sàn gỗ trần thạch cao, thiết bị điện, vệ sinh tới tầng 20.- Xung quanh dự án đã trồng trang trí cây xanh.- Hỗ trợ khách hàng lên xem căn hộ thực tế tại tầng 6 liên hệ ngay: 0346130081---------------------------Đến với Tecco Diamond quý khách hàng khàng yên tâm với hàng ngàn tiện ích ngoại khu sẵn có:- Cách nhà thi đấu Thanh Trì: 500m.- Cách chợ Tứ Hiệp: 50m.- Cách Quận Ủy Thanh Trì: 800m.- Cách bệnh viện Nội Tiết TW cs2: 1,2km.- Cách trường THCS Chu Văn An: 100m (Trường điểm).- Cách trường mầm non Tứ Hiệp B, trường Tiểu Học Ngô Sĩ Kiện: 60m.- Cách trường THPT Ngọc Hồi: 2km.- Cách bến xe Nước Ngầm: 3km.Gọi ngay liên hệ căn thực tế: Em Tú 0346130081
",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820695.037541,
