price,address,Diện tích,Số tầng,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số phòng ngủ,Số toilet
"4,9 tỷ VNĐ",Mỗ Lao- Hà Đông, 50m2, 4,"Bán nhà Mỗ Lao, Hà Đông, 50mx4T, ngõ nông gần ô tô hơn 4 tỷ + Nhà phố Mỗ Lao 50m  xây hiện đại 4 tầng thoáng sáng là sự lựa chọn số 1 cho anh chị đang tìm nhà trên 4 tỷ để đầu tư hoặc an cư lập nghiệp. Vị trí vô cùng đắc địa đầy đủ tiện ích. Giao thông thuận lợi giáp Văn Quán gần Vạn Phúc ra Tố Hữu lên Nguyễn Văn Lộc sang Nguyễn Văn Trỗi gần Nam Từ Liêm đến Thanh Xuân. + Tôi và anh chị có thể tham khảo so sánh thêm một số căn nhà rất đẹp đang chào bán khoảng hơn 4 tỷ: - Nhà Văn Quán 31m, 5 tầng lô góc. - Nhà Lê Trọng Tấn 30m ô tô qua nhà. - Đất Ngô Quyền 51m sổ đỏ vuông ô tô. - Nhà Trần Phú 30m gần siêu thị Metro. - Sổ đỏ vuông, sẵn sàng giao dịch. -  Giá: 4.9 tỷ ( có gia lộc). - Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) - Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn. ",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804099.978488,,,,
"4,96 tỷ VNĐ",Dương Lâm- Hà Đông, 50m2, 4,"Bán nhà Văn Quán, Hà Đông 50mx4T dân xây ô tô nội thất Vip hơn 4 tỷ Bán nhà riêng Văn Quán, Hà Đông, diện tích rộng 50m nhà xây hiện đại 4 tầng rộng ngõ nông gần ô tô, nội thất xịn chỉ việc đến ở. Tiện ích hưởng trọn Khu đô thị Văn Quán. Giao thông thuận lợi gần Mỗ Lao cắt ngang Phúc La với Yên Xá ra Nguyễn Trãi gần Quang Trung xuống Vạn Phúc. Chủ nhà thành đạt, hàng xóm văn minh thân thiện. Sổ đỏ vuông sẵn sàng giao dịch. Giá chỉ 4.96 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804101.854466,,,,
,72, 52m2,,"Mô tả.  🌹🌹🌹🌹🌹 NHÀ ĐẸP LONG LANH - 2 MẶT THOÁNG - TRUNG TÂM THANH XUÂN - 10 PHÒNG CHO THUÊ 35 TRIỆU /THÁNG. + Ngõ trước nhà, xe ba gác ra vào thoải mái, khoảng 50m ra ô tô. Thuận tiện đi ra phố Quan Nhân, Nhân Hoà, Chính Kinh, Nguyễn Trãi. + Xung quanh nhiều tiện ích, gần chợ dân sinh, dân trí cao, nhu cầu mua nhà và thuê nhà ở luôn luôn nhiều. + Nhà có 2 mặt thoáng mới xây được 1 năm còn rất mới, tổng 10 phòng khép kín đủ nội thất nóng lạnh điều hoà, phòng nào cũng có cửa sổ rất thoáng sáng, cho thuê với dòng tiền 35 triệu /tháng. + Thiết kế: 6 tầng   + Sổ đỏ hoa hậu, chính chủ cất két. Sẵn sàng giao dịch. Lh 0978987988. Mr thuận ",31/08/2022,Tin thường,batdongsan_so_com_vn_1673804105.9507372,,,,
7 tỷ VNĐ,Hoàng Đạo Thành, 50m2, 5,"+ Trung tâm Quận Thanh Xuân, gần Chung Cư Five Star, trường học các Cấp, chợ, bệnh viện. - Diện tích rộng: 50m2, 5 Tầng dân xây mới. - Mặt ngõ thông, ô tô qua nhà, kinh doanh bất chấp. - Giá: Nhỉnh 7 tỷ( Có thương lượng).+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch.   LH: Em Hoan, 0925088355, chuyên Thổ cư Thanh Xuân, Đống Đa, miễn phí xem nhà 24/7.",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804107.7423797,,,,
"6,8 tỷ VNĐ",Đường Giáp Bát phường Giáp Bát, 50m2, 5, ,05/09/2022,Tin thường,batdongsan_so_com_vn_1673804110.1030705, 35, 4, 5, 4
"6,7 tỷ VNĐ",Khương Trung, 50m2,,"KINH DOANH bất chấp, Phố Khương Trung - Thanh Xuân  50m2, MT 4.4m, Ô TÔ qua nhà, 6.7 Tỷ.+ Trung tâm Phố Khương Trung, gần Ngã Tư Sở, thông sang Vũ Tông Phan, Nguyễn Trãi, Khương Hạ.+ Vị trí nhà mặt ngõ thông, cách mặt Phố 40m, ô tô qua nhà, vừa ở vừa kinh doanh đều được.+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch.   LH: Em Hoan, 0925088355, chuyên Thổ cư Thanh Xuân, Đống Đa, miễn phí xem nhà 24/7.",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804111.617033, 4,,,
"5,96 tỷ VNĐ",Đường Lương Quy phường Xuân Nộn, 149m2,,"
    🌻🌻🌻trục chính lương quy - xuân nộn - đông anh 🌻🌻🌻✔️ diện tích 149m  ( mua một nửa cũng bán . 74m )✔️mặt tiền 8,20. = hậu . sâu 18m 👉 đường trước đất 6m ngõ thông ☎️ 0353073021 em LỢI ✔️ cam kết pháp lý minh bạch rõ ràng , sang tên trong ngày👉  bán kính 200m đầy đủ tiện ích 👉 500m tới bệnh Viện BẮC THĂNG LONG 👉 300m tới chợ Cửa Hàng Mới ( chợ chủ lực thứ 2 của huyện )👉 500m tới trường học các cấp + ủy ban xã 👉 chỉ 5p di chuyển ra tới bệnh viện Đa Khoa Đông Anh , và trung tâm hành chính của huyện .☎️ 0353073021 gọi cho em để xem đất trục tiếp
",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804114.0076294, 8,,,
7 tỷ VNĐ,Đường sài đồng phường sài đồng, 60m2, 5,"
    BÁN NHÀ SÀI ĐỒNG, LONG BIÊN, LÔ GÓC 60M2 CHỈ 7,1 TỶ, GẦN HỒ, ĐƯỜNG THÔNG, Ô TÔ 7 CHỖ QUA NHÀ⏩Nhà lô góc, khung cột BTCT cực kỳ chắc chắn. Chủ là dân thiết kế xây dựng, xây căn nhà cực kỳ tâm huyết. Chủ tặng toàn bộ cho khách bao gồm : sofa, đồ nội thất giường tủ, full nội thất bếp, máy rửa bát, tủ lạnh, hút mùi, cây lọc nước, lò vi sóng...⏩Khu vực dân trí cao, ngõ to, rộng thoáng, ô tô 7 chỗ chạy vèo vèo. Nhà rất gần hồ, thuận tiện cho việc tập thể dục. Bãi gửi xe cách nhà 30mLiên hệ E Thoa 0357398600 để xem nhà ngay
",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804116.0102713, 4, 1, 4, 5
11 tỷ VNĐ,Đường phố bùi ngọc dương phường Bạch Mai, 120m2, 4," Chính chủ bán nhà mặt phố Bùi Ngọc Dương, , Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội. - Diện tích: 120m2 mặt sàn, (trên sổ chỉ có 36m)xây 4 tầng. Mặt tiền rộng 10m, Có 6 phòng ngủ, 6 toilet. - Vỉa hè 3m, đường trước nhà 6m ô tô chạy qua, kinh doanh rất đẹp. - Hiện đang cho thuê mở văn phòng công ty, 35 triệu/tháng. -Nằm trên con phố trung tâm Quận Hai Bà Trưng , kinh doanh sầm uất, thông các ngả. - Giấy tờ pháp lý rõ ràng: Sổ đỏ Giá : 11tỷ. Liên hệ :0968578082",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804118.090222, 10, 6, 6, 6
40 triệu VNĐ,Đường Mai Đình phường Sóc Sơn, 150m2,,"Do cần tiền giải quyết việc riêng  chủ cần bán 150m2 Mai Đoài Mai Đình Sóc Sơn - Diện tích 150m2  - Mặt tiền 8m, - Đất trục kinh doanh đường trải nhựa có vỉa hè 3 ô tô tải tránh nhau, ngay cạnh trường tiểu học Mai Đình LH: 0904283368 để được xem đất và làm việc trực tiếp vớii chủ",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804119.9761765, 8,,,
