price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"15,9 tỷ VNĐ",Hà Nội, 70m2,"Bán nhà tiện làm văn phòng đường Nguyễn Chí Thanh - SĐT: 0366 555 258.Phá giá thị trường - Nhà phân lô trung tâm Ba Đình - Ô tô - Thang máy - Kinh doanh đắc địa.Diện tích 70 m2, 7 tầng thang máy, mặt tiền 5 m.Giá chào chỉ 15.9 tỷ  thương lượng mạnh, giá chốt cực sâu.Khu dân trí cao, an ninh tốt, nhiều tiện ích.Nội thất nhập khẩu châu Âu, thang máy Nhật Bản. + Tầng 1: Gara để xe ô tô, kinh doanh, phòng vệ sinh. + Tầng 2, 3, 4, 5, 6: Các phòng, phòng vệ sinh. + Tầng 7: Phòng thờ sân phơi. - Sổ đỏ đẹp, sẵn sàng giao dịch ngay.Xem nhà liên hệ ngay em Thanh gặp trực tiếp chủ nhà miễn trung gian - 0366 555 258.",12/04/2022,Tin thường,batdongsan_so_com_vn_1673827892.3524945,,,,,,
,"Thôn 1 xã Vạn Phúc, Thanh Trì, Hà Nội", 101m2,"Vợ chồng mình muốn chuyển nhượng lạiMảnh đất 5x20m chính chủ đứng tên 2 vợ chồng mìnhĐất 2 mặt tiền, trục trính trước nhà 7m 2 xe tải tránh nhauĐối diện bên đường là trường cấp 2 Vạn Phúc chuẩn bị xây mớiNằm trong hệ sinh thái ven sông hồng, tương lai nên QuậnSổ đỏ Pháp lý sạch sẽ sẵn sàng giao dịch.Giá 4.05 tỷ.Liên hệ sdt/Zalo: 0965918***",12/04/2022,Tin thường,batdongsan_so_com_vn_1673827893.9282742, Nam, 5, 20,,,
"6,8 tỷ VNĐ","Thái Thịnh, Thịnh Quang, Đống Đa", 53m2,"Cần bán nhà ngõ cách mặt phố Thái Thịnh 10m, nhà sửa được mấy năm nên đẹp lung linh, chỉ việc về ở. Vị trí trung tâm quận Đống Đa thuận tiện di chuyển tất cả các quận nội thành Hà Nội. Xung quanh ngập tràn tiện ích, gần công viên, rạp chiếu phim, siêu thị, hơn 6 tỷ rất hiếm nhà bán. + Lô góc 3 mặt thoáng, gần ngay mặt phố, sau quy hoạch sát phố. + Chủ tự tay xây dựng và thiết kế cực hợp lý. - Tầng 1: Chỗ để xe riêng, phòng khách, bếp, vệ sinh. - Tầng 2, 3: Mỗi tầng 2 ngủ, tổng 4 ngủ, 5 vệ sinh. - Tầng 4: Phòng thờ, sân phơi. - Thiết kế có 2 giếng trời, nhà tràn ngập ánh sáng tự nhiên. + Trung tâm Đống Đa, bãi để ô tô trước ngõ. *Pháp lý + Sổ đỏ sẵn sàng giao dịch, pháp lý chuẩn, sang tên nhanh. *Diện tích: 53m2 *Giá tiền: 6.8 tỷ (Có thương lượng) Liên hệ: Minh 0964 915 213 / 0389 609 210 Chúng tôi còn hàng trăm căn khác tại Hà Nội, hãy gọi điện ngay để được tư vấn miễn phí những căn nhà phù hợp với quý khách! Dịch vụ môi giới Bất Động Sản cùng nhiều dịch vụ khác theo tiêu chuẩn Nhật Bản. 0964 915 213 / 0389 609 210 (Minh)",12/04/2022,Tin thường,batdongsan_so_com_vn_1673827895.139035,,,,,,
3 tỷ VNĐ,Đào Tấn-Phường Liễu Giai-Quận Ba Đình-Hà Nội, 50m2,"Bán nhà Đào Tấn nhiều tiện ích gần nhà như TRƯỜNG, VINCOM, LOTTE, CÔNG VIÊN ĐỦ CẢ. OTO CÁCH NHÀ 7M, CHỢ Nằm trên con phố VIP đáng sống nhất quận Ba Đình, cực hiếm đất, nhà bán Nhà xây 5 tầng Thiết kế: + Tầng 1: Khách, Bếp, WC. + Tầng 2,3,4: Mỗi tầng 1 phòng, WC. + Tầng 5: Phòng thờ, sân phơi. LH:0962370591-Nguyễn Phúc Lộc",12/04/2022,Tin thường,batdongsan_so_com_vn_1673827899.9229603,,,,,,
"3,9 tỷ VNĐ",Khương Trung, 44m2,"- Nhà gần chợ, trường học, gần hồ, ô tô đỗ cách nhà 20m, an sinh đỉnh. - Thiết kế khung cột chắc chắn, hiện đại, nhà lô góc các phòng đều có cửa sổ cực kỳ thoáng sáng. - Sổ đỏ chính chủ , giao dịch trực tiếp. - Liên hệ ngay em Thảo chuyên thổ cư Hà Nội.",12/04/2022,Tin thường,batdongsan_so_com_vn_1673827901.5161207,,,, 5, 5,
,"Yên Mỹ,Bình Yên,Thạch Thất", 60m2,"-    DT :70,3m2, MT:5,35m-    Vị trí: Yên Mỹ, Bình Yên, Thạch Thất-    Tiềm năng:+ Đường oto 7 chô vào quay đầu, đường tỉnh lộ vào rộng 4-5m tùy từng vị trí+ Đường nội khu rộng 6m.+ Cách đường vành đài công nghệ cao 2.5 km ( 3p di chuyển)+ Từ tỉnh lộ 420 đi vào 500-700m ( Đường 4 làn xe oto chạy và 6m vỉa hè 2 bên)+ Bán kinh 2.5km hoặc 5p di chuyển vào tới các trường ĐH FPT,Việt Hàn,Việt Nhật,Việt Pháp ,ĐH khoa học và Công Nghệ và các nhà máy xí nghiệp như: Vinsmart, hanwa, nidec, nissan, sumito, viettel,…+ Đi ra tổ hợp làng đhqg chỉ khoảng 10p di chuyển ( 5km)+ Đầy đủ tiện ích sống: Bán kính 1km có chợ, trường mần non, cấp 1,2,3… Bệnh viện, ủy ban xã,..Để ở hay đầu tư đều okLiên hệ xem đất: mr. hùng : 0387507522 (có zalo)",12/04/2022,Tin thường,batdongsan_so_com_vn_1673827902.5010195,, 6, 6, 1, 1, 1
2 tỷ VNĐ,"Lĩnh Nam, Hoàng Mai, Hà Nội", 37m2,"Mô tả: + Nhà mặt ngõ, xe ba gác tránh, 30m ô tô đỗ.     + Nhà xây 4 tầng kiên cố, chắc chắn, về sẵn ở, an ninh tốt, hang xóm thân thiện. + Bán kính 500m Gần các trường học như cấp 1,2,3 , chợ lòng thuyền và 2km ra các trường đại học Bách Khoa, KT Quốc Dân, Xây Dựng…Bệnh viện Thanh nhàn, Bạch Mai… + Giá chào 2.0 tỷ,  Có gia lộc. + Diện tích 37m2. + Sổ đỏ sắn giao dịch. +Miễn phí tư vấn, xem nhà 100%. + Liên hệ : Nguyễn Dương  0825920555 Để được tư vấn, xem nhà và hỗ trợ tốt nhất.",12/04/2022,Tin thường,batdongsan_so_com_vn_1673827903.8155043,,,,,,
"3,7 tỷ VNĐ",Khương Đình, 35m2,"- Vị trí trước nhà thoáng vĩnh viễn view cực thoáng, ô tô đỗ cửa. - Nhà mới xây, thiết kế đẹp, chắc chắn, chủ đã thêm toàn bộ nội thất chỉ việc ở ngay. - Sổ vuông, pháp lý sạch.  - Liên hệ ngay em Thảo chuyên thổ cư Hà Nội.",12/04/2022,Tin thường,batdongsan_so_com_vn_1673827905.156795,,,, 5, 5,
"20,8 tỷ VNĐ","Doãn Kế Thiện, Cầu Giấy", 85m2,"+ Cần bán gấp nhà Doãn Kế Thiện, Cầu Giấy, Hà Nội, 2 mặt tiền 6m, 85m2, 5 tầng.+ + Vị trí đắc địa phân lô vỉa hè ô tô tránh. Nhà 2 mặt tiền trước sau đều có ban công thoáng sáng tự nhiên, nhà thích hợp để ở kết hợp kinh doanh, văn phòng đều tuyệt vời.+ Nhà 2 mặt tiền trước sau như 1 lý tưởng rộng 6m.+ Móng 8 tầng, có ô chờ thang máy, Tầng 1: Phòng khách, bếp, wc. Tầng 2, 3, 4, 5: Mỗi tầng 2 phòng.+ Tương lai mặt phố Hoàng Quốc Việt kéo dài, khu vực xung quanh gần nhiều trường học, Đại học, Cao đẳng, trợ, tiện ích xung quanh không thiếu gì, khu vực cực kỳ tiềm năng.+ Móng 8 tầng, có ô chờ thang máy.Liên hệ để được xem nhà: em Đức Anh: 0975517xxx click để xem+ Hỗ trợ pháp lý từ A-Z, tư vấn đầu tư Bất Động Sản hiệu quả hoàn toàn Miễn Phí",12/04/2022,Tin thường,batdongsan_so_com_vn_1673827906.277796,, 6,, 5, 8,
2 tỷ VNĐ,"Lĩnh Nam, Hoàng Mai, Hà Nội", 37m2,"Mô tả: + Nhà mặt ngõ, xe ba gác tránh, 30m ô tô đỗ.     + Nhà xây 4 tầng kiên cố, chắc chắn, về sẵn ở, an ninh tốt, hang xóm thân thiện. + Bán kính 500m Gần các trường học như cấp 1,2,3 , chợ lòng thuyền và 2km ra các trường đại học Bách Khoa, KT Quốc Dân, Xây Dựng…Bệnh viện Thanh nhàn, Bạch Mai… + Giá chào 2.0 tỷ,  Có gia lộc. + Diện tích 37m2. + Sổ đỏ sắn giao dịch. +Miễn phí tư vấn, xem nhà 100%. + Liên hệ : Nguyễn Dương  0825920555 Để được tư vấn, xem nhà và hỗ trợ tốt nhất.",12/04/2022,Tin thường,batdongsan_so_com_vn_1673827907.34399,, 3, 3, 4, 4,
