price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
4 tỷ VNĐ,Đường Cổ Linh phường Long Biên, 60m2, 5, 4, 5, 3, 5,"BÁN NHÀ PHỐ CỔ LINH ,LONG BIÊN. 60M,5 TẦNG, 4 TỶ,GARA  Ô TÔ, KINH DOANH 0389160730 - Vị trí trong khu Cổ Linh, Tư Đình, nằm trong khu phân lô cán bộ, đường bàn cờ chạy vòng quanh, an ninh tốt, dân trí cao, sống chất lượng - Vị trí  gần công viên Bồ Đề Xanh, Dao Sen golf, bệnh viện Tâm Anh, trường cấp 1,2 Nguyễn Gia Thiều - Nhà 5 tầng, 3 ngủ, nội thất đầy đủ, gara ô tô, khoảng 30m đến phố, kinh doanh đỉnh -Sổ đỏ vuông vắn, pháp lý chuẩn, chờ giao dịch. - Giá bán 4  tỷ ( có thương lượng ), sổ đỏ chính chủ sang tên ngay sau cọc, không vướng qui hoạch. Liên hệ: 0389160730 Tú ( miễn trung gian, môi giới ) CAM KẾT CUNG CẤP THÔNG TIN CHUẨN XÁC",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804043.176199
"13,5 tỷ VNĐ","Phố Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng", 60m2, 4, 10, 4, 4, 4,"Bán nhà đẹp khu phân lô tại phố Đại La, phường Đồng Tâm, quận Hai Bà Trưng, Hà Nội:+ Nằm trong quần thể khu phân lô riêng biệt, dân trí cao, quy hoạch ổn định, đường rộng 10m, vỉa hè 2 bên, cây xanh thoáng đãng. Vài chục mét là ra trục Vành đai 2: Trường Chinh - Đại La - Minh Khai - , thuận tiện di chuyển các tuyến phố Bạch Mai, Trương Định.....+ Nhà thiết kế hiện đại, bố trí công năng hợp lý, tặng lại toàn bộ nội thất cho khách thiện chí. Sau nhà thiết kế giếng trời thoáng sáng, đẹp mắt, phòng nào cũng có cửa sổ đón không khí trong lành. Cầu thang, vệ sinh giữa, mỗi tầng 2 phòng ngủ.+ Diện tích: 60m2 x 4 tầng. Mặt tiền 4m7. Sổ đỏ chính chủ, vuông vắn.+ Giá: 13 tỷ 5 có thương lượng.+ Liên hệ: 094.566.8585 - Quang ( Tư vấn Môi giới Bất động sản Hà Nội ).",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804044.5535061
18 tỷ VNĐ,Đường Tây Sơn phường Trung Phụng, 53m2, 3, 15, 4, 5, 4,"NHÀ 2 THOÁNG MỘT MẶT PHỐ MỘT MẶT NGÕ – VỈA HÈ RỘNG 4M – KINH DOANH SẦM UẤT – QUY HOẠCH ỔN ĐỊNH. + Nhà 1 mặt phố, 1 mặt ngõ, xây dựng chắc chắn. Vị trí đắc địa, nằm ngay gần ngã tư Tây Sơn, Thái Hà. Kinh doanh đỉnh. Hiện tại vừa ở vừa cho thuê. + Thiết kế tầng 1 thông kinh doanh + Tầng 2, 3, mỗi tầng 2 phòng, 1 wc. + Tầng 4: 1 phòng, 1 sân phơi. + Sổ đỏ đẹp nở hậu, chính chủ cần bán gấp. + Liên hệ ngay 0983438681, 0911609234. Phùng Diện - Chuyên nhà đất thổ cư Hà Nội. ",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804045.7473137
"4,5 tỷ VNĐ","Chính Kinh, Thanh Xuân, Hà Nội", 30m2, 3, 2, 5, 3, 4,"Mới Đẹp, Ở Luôn, Nở Hậu Chính Kinh, Thanh Xuân, DT 30m2 x5T, Chỉ 4.5 Tỷ Vị trí: Ngôi nhà nằm trung tâm quận Thanh Xuân, gần khu đô thị Rayoll City, xung quanh tiện ích ngập tràn, hàng xóm thân thiện, an sinh tuyệt vời, đi lại nội ngoại thành vô cùng thuận tiện. Thiết Kế: Nhà xây 5 tầng khung cột chắc chắn, mới tinh + T1 phòng khách, bếp wc cầu thang cuối. + T2,3,4 mỗi tầng 1 phòng ngủ rộng + WC. + T5 phòng thờ + phơi đồ. Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịch Giá bán: 4.5 tỷ ( có thương lượng) Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.                                                                                                                                                                           - Mr Luyện thổ cư: 0911779569 - Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến 100 tỷ.  “TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804047.5345345
"6,5 tỷ VNĐ",Đường Láng phường Láng Thượng, 38m2, 4, 4, 4, 4,,"+ Cần bán gấp căn nhà đường Láng, vị trí cực đẹp, khu vực trung tâm của các trường ĐH và bệnh viện lớn. + Diện tích 38mx4T, giá chỉ 6 tỷ 5 còn thương lượng. Mặt tiền rộng, đường trước nhà ô tô đỗ thoải mái. + Ngõ thông, ô tô chạy vòng quanh, mặt tiền rộng, có cả bãi xe ngay cạnh nhà. + Khu vực dân trí cao, môi trường sống tuyệt vời, trước nhà sạch sẽ, có không gian xanh. + Nhà dân tự xây tâm huyết, khung cột chắc chắn, chủ mới ở được luôn không cần sửa sang gì nhiều. Liên hệ xem nhà: 0973222992 hoặc 0906296696 Mr.Tâm chuyên nhà đẹp Hà Nội (nhận ký gửi nhà).",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804048.9846528
"6,2 tỷ VNĐ",Đường Nguyễn Lam phường Phúc Đồng, 60m2, 5, 8, 4, 3, 4,"- Bán nhà 4 tầng có thể ở luôn , đất phân lô vuông vắn , diện tích 60 m2 thoáng 2 đầu . - Nhà chủ tự xây dựng khung cột chắc chắn 3 tầng 1tum ( có chống nóng toàn bộ bằng tôn lạnh ). - Nhà có Gara oto 7 chỗ , có 3 phòng ngủ rộng , thoáng sáng, - Đường trước nhà rải nhựa , 2 oto tránh thông từ Nguyễn Lam ra Nguyễn Văn Linh. - Vị trí : Cách trường liên cấp Vin school : 300 m , Big C Long Biên 500m, Aeon  long Biên và  Sân gofl  : 800 m .Hưởng trọn tiện ích hạ tầng của dự án Vinhomes riverside harmony và The daimond Point. - Khu vực dân trí cao, an ninh tốt , hàng xóm thân thiện. - Khu vực được đánh giá đẹp nhất quận Long biên trong tương lai gần. - Pháp lý rõ ràng ( sổ đỏ sẵn sàng công chứng giao dịch ). - Giá chào công khai 6,2 tỷ có thương lượng. -Liên hệ : 0961833639 .",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804050.7429605
,"Phú Diễn, Bắc Từ Liêm, Hà Nội", 45m2,,, 5, 4,,"Bán Nhà Phố Phú Diễn, Gần Đường Lớn, Cho Thuê Luôn Full Phòng. - Nhà xây 5 tầng, diện tích 45m2, các phòng đều có cửa sổ - Chủ xây chắc chắn, tâm huyết. - Xung quanh nhiều sinh viên, dễ dàng cho thuê - Chủ cần bán để chuyển vài Sài Gòn. Liên hệ Thế Tuấn qua số 0389001010 để xem nhà ngay.",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804052.0984032
"7,6 tỷ VNĐ",Đường Ngọc Lâm phường Ngọc Lâm, 50m2, 4, 5, 4, 4, 5,"
    
Chủ nhà chuyển vào Nam sinh sống, cần bán nhà gấp 

Diện tích: 50m2 x 4 tầng
Mặt tiền: 4.5 Tỷ 
Giá: 7.8 Tỷ 

+ Vị Trí đẹp, 4 chỗ vào nhà, ngõ rộng, lô góc thoáng đẹp, dân trí cao , nhà mới thiết kế rộng đẹp 
+ Nhà thiết kế 4 tầng :
Tầng 1 : Gara , bếp + vệ sinh 
Tầng 2,3: Mỗi tầng 2 phòng + vệ sinh giữa .
Tầng 4: Phòng thờ + sân phơi rộng đẹp .
+ Tiện ích ngập tràn , gần trường , gần chợ , gần phố . Vị trí trung tâm .
+ Sổ đỏ vuông đẹp , sẵn sàng giao dịch .
 
",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804053.7791004
,thanh lâm- mê linh- hà nội, 116m2,,,,,,✅ Bán nhà Mỹ Lộc- Thanh Lâm- Mê Linh- Hà Nội✅ DT 116m. Có nhà 2 tầng đẹp sẵn ở✅ Giá đầu tư nhỉnh 2 tỷ👉Đường rộng 2 ô tô tránh —trục chính của làng.👉Cách KĐT Hùng Vương 1 km.☎️LH 0989-726-892 Em Phượng hud mê linh centralđấu giá mê linhđấu giá chi đôngvành đai 4đất nền mê linh,05/09/2022,Tin thường,batdongsan_so_com_vn_1673804055.648102
"18,69 tỷ VNĐ",Đường Nguyễn Ngọc Vũ phường Trung Hòa, 74m2,, 1, 5,,,"Bán nhà mặt đường Nguyễn Ngọc Vũ, thiêt kế hiện đại, vị trí đắc địa, thoáng mát, kinh doanh tuyệt vời.Vị trí đắc địa gần Đại Học Ngoại Thương, Đại Học Lao Động Xã Hội, Đại Học Phương Đông,Trường Chuyên Hà Nội Ams, Trường THCS Cầu Giấy, Trường Nguyễn Siêu, Trường Lương Thế Vinh. Trung tâm kết nối giao thông với các trục đường, đường Trần Duy Hưng, đường Láng, đường Trung Kính, đường Nguyễn Chánh, đường Nguyễn Ngọc Vũ, đường Mạc Thái Tổ, đường Mạc Thái Tông, đường Vũ Phạm Hàm, Nguyễn Khang và Yên Hòa. Nhà mới bốn tầng, thiết kế hiện đại.Sổ đỏ chính chủ. pháp lý chuẩn.Giá bán 18,79 tỷ. Gọi ngay cho tôi 0969594988 khi bạn đọc tin này 24/24 giờ bất cứ lúc nào, xem nhà miễn phí.",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804057.8432274
"3,95 tỷ VNĐ",Đường Kiều Mai phường Đức Thắng, 40m2,, 1, 5,,,"Tôi Chính Chủ Cần Bán Gấp Nhà 5 Tầng x 4m Phố Kiều Mai, 3.95 tỷ Nhà tôi mới xây, KCBT vững chắc, đầy đủ công năng sử dụng. Nhà gần phố nên dễ dàng đi lại, rất gần đường Cầu Diễn. Xung quanh dân cư sầm uất, dânh trí cao, văn minh, lịch sự Gọi ngay cho tôi để xem nhà miễn phí",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804059.2803833
50 tỷ VNĐ,Vương Thừa Vũ Thanh Xuân, 181m2,,, 7, 7, 7,"- DT 181m2 x7 tầng thang máy. Mt 4.8m Giá bán 50 tỷ ( có thương lượng ) - Vị trí siêu đẹp trung tâm quận Thanh Xuân giao thương sầm uất ,ô tô tránh, vỉa hè, đường hai chiều.- Thiết kế nhà 7 tầng thông sàn kinh doanh! - Tương lai đường  mở rộng thì giá trị của ngôi nhà còn tăng cao hơn nữa.- Sổ đỏ đẹp nở hậu. Sẵn sàng giao dịch. - ACE có nhu cầu liên hệ với em để được tư vấn 0385 94 1802 Miễn ( TG Quảng Cáo ) ",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804060.727021
,Đại thinhj- mê linh- hà nội, 250m2,,,,,,♻️♻️Hud mê linh central. KĐT thanh lâm- đại thịnh 2.♻️ Bán căn Biệt Thự dự án HUD Mê Linh.♻️ Bán BT3-04: 250m2.♻️ View Vườn Hoa cây xanhLH: 0989-726-892 Em Phượng hud mê linh centralđấu giá mê linhđấu giá chi đôngvành đai 4đất nền mê linh,05/09/2022,Tin thường,batdongsan_so_com_vn_1673804061.9158413
"5,45 tỷ VNĐ",Vũ Tông Phan  Khương ĐÌnh Thanh Xuân Hà Nội, 42m2,,,,,,"BÁN ĐẤT Ô TÔ KINH DOANH PHỐ VŨ TÔNG PHAN 42M GIÁ 5.45 TỶVị trí rất đẹp, ngõ nông rộng thẳng thông tứ tung kinh doanh cực tốt. Ngõ thông tứ tung, có thể vào từ nhiều hướng, ô tô qua ô tô vào nhà, cách mặt phố Vũ Tông Phan chỉ vài bước chân.+ Lô đất vuông vắn, mặt tiền đẹp rất vừa miếng. Phù hợp xây để ở và kinh doanh, buôn bán.+ Sổ đỏ chính chủ phân lô vuông đét trước sau như một, sẵn sàng giao dịch.Liên hệ: Mrs Phượng 0974352054 - Tư vấn tận tâm, miễn phí 24/24h (zalo, Fb) , hỗ trợ tư vấn Pháp lý, vay vốn.",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804063.0278745
