price,address,Diện tích,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số toilet,Hướng
"2,6 tỷ VNĐ",ngô sĩ liên, 28m2, 3, 3,"1 CĂN GIÁ RẺ NHẤT THỊ TRƯỜNG PHỐ TRUNG TÂM THANH XUÂN – 26M2 4.5M MẶT TIỀN – NGÕ NÔNG BA GÁC  – 2.6 TỶ - Ở LUÔN ĐÓN TẾT – Mô tả: + Khu vực dân trí cao, tiện ích cực kỳ thuận lợi. Rất phù hợp cho hộ gia đình trẻ. Bán kính 200m là trường mẫu giáo, tiểu học, trung học, chợ, hồ điều hòa. - Thiết Kế: + Tầng 1:  phòng khách + bếp. + Tầng lửng 1 phòng ngủ. + Tầng 2: phòng ngủ, vs khép kín. + Tầng 3: 1 phòng + gác xép. Chắc chắn chủ xây tâm huyết ! - Sổ đỏ đẹp sẵn sàng giao dịch - GIÁ : 2.6 TỶ ( CHỦ MÓT ) Liên hệ : em Long (  - có Zalo) . XEM NHÀ MIỄN PHÍ!!!                ",22/10/2022,Tin thường,batdongsan_so_com_vn_1673793227.7111719,,,,
"29,8 tỷ VNĐ",Đường Xuân La phường Xuân La, 65m2, 7, 6,"BÁN NHÀ MẶT PHỐ XUÂN LA-TRUNG TÂM TÂY HỒKINH DOANH SIÊU ĐỈNH – VỊ TRÍ ĐẮC ĐỊA CÓ 102 – NHÀ ĐẸP 7 TẦNG THANG MÁY  65m MT hơn 4m  + Kinh doanh siêu đỉnh , vị trí đắc địa có 102 , nhà đẹp 7 tầng  long lanh  thang máy hiện đại hiện chủ đang cho thuê tầng 1-2 là 55 triệu / 1 tháng .  Các tầng trên đầy đủ công năng cho 1 căn nhà của đại gia đình ở. Mặt Phố XUÂN LA  quy hoạch ổn định, vỉa hè rộng mênh mông kinh doanh siêu sầm uất . Nhà nằm ngay đoạn Đầu Hồ Tây phù hợp kinh doanh mọi loại hình, hiệu xuất cho thuê cực tốt có thể  : Mở Văn Phòng , Mở Trung tâm anh ngữ , Thẩm mỹ viện , spa , phòng khám tư , Thời Trang , Tư vấn du học, , café ,  trà sữa , đồ uống , hàng ăn , nhà hàng …. + Nhà nằm ở vị trí đẹp rất dễ di chuyển với các tuyến phố :. Lạc Long Quân, Võ Chí Công, Xuân Đỉnh, Ngoại Giao Đoàn, Sân bay Nội Bài... vô cùng thuận tiện.  + Đặc Biệt là chỉ 2 phút đi bộ với 20 bước chân sẽ đến Hồ Tây thơ mộng .  + Sổ đỏ chính chủ vuông vắn trước sau, sẵn sàng giao dịch. +Anh (chị) để biết thêm chi tiết hơn về căn nhà cần mua xin được liên hệ với:  0916447879 - Tôi Linh NHÀ PHỐ TÂY HỒ - BA ĐÌNH RẤT NHIỆT TÌNH.  Cam kết:  1- Miễn phí 100% cho khách hàng mua nhà. Không cài cắm, không chênh giá.  2- Chủ nhà và khách mua gặp nhau trực tiếp thương lượng giá cả.  3- Hỗ trợ pháp lý, cung cấp thông tin trung thực, chính xác.  (Note: Xin các anh (chị) TRUNG GIAN, MÔI GIỚI và ĐI XEM HỘ miễn làm phiền.).",22/10/2022,Tin thường,batdongsan_so_com_vn_1673793229.4006517, 4, 50, 9,
"6,95 tỷ VNĐ",Trung Văn - Nam Từ Liêm - Hà Nội, 38m2, 5, 3,"Bán nhà KĐT Mỗ Lao thông sang đường Trung Văn, thang máy, ôtô vào nhà, kinh doanh sầm uất. Lh 0984672007- Diện tích: 38m², xây 5 tầng mới.* Nhà thiết kế hiện đại, tiện nghi:+ Tầng 1: Gara ô tô + kinh doanh.+ Tầng 2 + 3 + 4: Mỗi tầng 1 phòng ngủ rộng + wc.+ Tầng 5: Phòng bếp + sân.* Vị trí: Nhà nằm trong ngõ thông ô tô vào nhà phố Trung văn, khu dân trí cao, an ninh tốt, có thang máy, trường cấp 2 cấp 3 Trung văn, Trung tâm thành phố thuận tiện sinh hoạt, tiện lợi di chuyển qua các tuyến phố như Lê Văn Lương, Nguyễn trãi, Mỗ lao...* Nội thất sang trọng: Hệ thống cửa ngoài 2 lớp cuốn + kính, cửa ra vào gỗ Lim, thiết bị chiếu sáng, thiết bị vệ sinh cao cấp, tủ bếp, cầu thang tay vịn gỗ.- Sổ đỏ chính chủ, thiện chí bán.- Giá: 6.95 tỷ (có thương lượng). Liên hệ xem nhà: Mr Hưng 0984672007",22/10/2022,Tin thường,batdongsan_so_com_vn_1673793231.3624036, 3, 5, 4, Tây bắc
"2,1 tỷ VNĐ",NGÔ SĨ LIÊN, 20m2, 5, 3," BÁN NHÀ VĂN MIẾU – CHỈ 100TR/M2 – 3 NGỦ – NGÕ THẲNG GẦN PHỐ – 30M RA MẶT PHỐ OTO CHẠY  - KHU PHỐ SẦM UẤT *Thiết kế: Tầng 1: Bếp, để xe, WC. Tầng 2,3: Phòng ngủ. Tầng 4: Phòng ngủ + WC. Tầng 5: Tum nhỏ phơi đồ, để máy giặt. - Sổ đỏ chính chủ, sẵn sàng giao dịch. - GIÁ : 2.1  TỶ ( THƯƠNG LƯỢNG MẠNH) . Liên hệ : Em Long ( 0338720312 -có Zalo) . XEM NHÀ MIỄN PHÍ!!!         ",22/10/2022,Tin thường,batdongsan_so_com_vn_1673793232.7008567, 3,,,
"3,85 tỷ VNĐ","Quận Hoàng Mai, mặt ngõ Tân Mai", 27m2, 5,,"CHÍNH CHỦ BÁN NHÀ LÔ GÓC,2 MẶT TIỀN KINH DOANH Ô TÔ VÀO NHÀ MẶT NGÕ TÂN MAI, HOÀNG MAI, 27M2 GIÁ 3,85 TỶDiện tích: 27m2 x 5 tầng  - Mặt tiền: 3,8mx 7m  - Sổ đỏ chính chủ- Nhà xây 5 tầng kiên cố, chắc chắn, thoáng mát nhiều cửa sổ
- Nhà thiết kế hợp lý gồm có:
+ Tầng 1: Kinh doanh, bếp, vệ sinh+ Tầng 2,3,4: Mỗi tầng có 1 phòng ngủ + vệ sinh+ Tầng 5: Phòng thờ và sân phơi- Nhà mình nằm vị trí đẹp, Ô tô đỗ cửa, vào nhà thỏa mái. Ngõ thông 2 ô tô tránh, đi lại thoải mái. - Khu trung tâm, dân cư đông đúc sầm uất, tiện ích xung quanh đầy đủ: Gần ngay chợ Tân Mai, siêu thị, các trường cấp 123 Trương Định, Tân Mai, Ngân Hàng, Nhà Hàng,… Ngay gần sân bóng Tân Mai, các trường mầm non và cấp 1, 2 Tân Mai, công viên,Hồ Đền Lừ- Giao thông thuận tiện đi lại, an ninh rất tốt. Hàng xóm thân thiện, cởi mở.Giá bán: 3,85 tỷ - Có thương lượngLiên hệ: Mr. Lan: 0985883152 - Bán trực tiếp cho người mua",22/10/2022,Tin thường,batdongsan_so_com_vn_1673793234.286581, 3,,,
"4,3 tỷ VNĐ",Đường Bồ đề phường Bồ Đề, 40m2,,,"Bán Lô đất  Bồ Đề.Vị trí cực đẹp Mặt tiền rộng.tô thông Hồng Tiến,Lâm Du.nhỉnh 4 tỷ.  Nhà thông các ngõ. Đi từ nhiều hướng khác nhau. Ngõ 135, 193 ,217 Bồ Đề, 90 Hồng Tiến. + Vị trí  xây nhà 5 Tầng thông sàn, thang máy thì tuyệt với  thông số chuẩn hoa hậu, mặt tiền rộng. + Gần hồ Bồ Đề, hồ sinh thái Lâm Du, bể bơi Phương Hiền Chi, gần cầu Trần Hưng Đạo.+ Khu vực quy hoạch đẹp, gần trường Quốc tế Wellspring, gần công viên. Trường học.  Tiện ích đầy đủ.+ Hàng xóm thân thiện.+ Thửa đất vuông vức, Pháp lý chuẩn sẵn sàng giao dịch.LH: Em Thu - 0916488589   BĐS Long Biên",22/10/2022,Tin thường,batdongsan_so_com_vn_1673793237.723472, 5,,,
,Đường Hoàng Cầu phường Ô Chợ Dừa, 70m2,,,"CHÍNH CHỦ CẦN BÁN NHÀ TẦNG  TẠI PHỐ  HOÀNG CẦU   - Diện tích :  70m x 5 tầng - Giá nhỉnh 12 tỷ có thương lượng. - Nhà xây phân lô ngay gần Quận Uỷ Đống Đa, cạnh vườn hoa tiện ích bạt ngàn... - Nhà đẹp thiết kế rộng rãi sạch sẽ thoáng mát với: + Tầng 1: Sân để xe, khách, bếp, WC. + Tầng 2,3: Mỗi tầng 2 ngủ, WC. + Tầng 4: Phòng ngủ, phòng thờ. + Tầng 5 tum, sân phơi. - Chủ nhà già cả bán về ở cùng con. - Pháp lý :  Sổ đỏ vuông đẹp sẵn sàng giao dịch. - Vị trí đắc địa giao thông đi lại thuân lợi, thuộc khu dân cư đông đúc, dân trí cao, an ninh tốt. - Liên hệ e Trà 0907551618 để được xem nhà",22/10/2022,Tin thường,batdongsan_so_com_vn_1673793239.7168243,, 4,,
"6,7 tỷ VNĐ",Ngọc Lâm, 63m2, 5, 5,"- Vị trí nhà cách mặt Phố cổ Ngọc Lâm chưa đầy chục mét. Con phố sầm uất nhất Long Biên về giao thương buôn bán. Bước chân ra phố ngập tràn tiện ích. + Thiết kế 5 tầng, nội thất nhập khẩu xịn xò. Chủ nhà tặng full nội thất cho khách thiện chí. - T1. Sân cổng + Phòng ăn + Bếp + Wc - T2. Phòng khách + 1p ngủ + Wc - T3.4. Mỗi tầng 2p ngủ + Wc - T5. Phòng giặt + Sân vườn. + Sổ cất két, giao dịch nhanh gọn. - Lh em Trác: 0965492571( chuyên thiết kế, xây dựng và tư vấn nhà ở miễn phí)     ",22/10/2022,Tin thường,batdongsan_so_com_vn_1673793241.0294123, 3,,,
"3,86 tỷ VNĐ",Đường Nguyễn Chính phường Tân Mai, 34m2, 4, 3,"Vị trí :  + Trung tâm Quận Hoàng Mai , ô tô con đỗ cửa qua nhà thoải mái , ngõ rộng 4 mét. + Chưa đến 4 tỷ khu vực không có căn thứ hai. + Nhà 4 tầng thiết kế phong cách hiện đại , trẻ trung , xem nhà là mê. + Sổ đỏ chính chủ vuông như tờ a4. GỌI NGAY : 0966880635 – Như Thuần chuyên BĐS nhà phố HBT – HM.",22/10/2022,Tin thường,batdongsan_so_com_vn_1673793242.063611, 4, 4, 3,
"6,3 tỷ VNĐ",Đường Quan Nhân phường Nhân Chính, 68m2, 4, 5,"Bán nhà phố Quan Nhân,Thanh Xuân, Chuẩn 5 Sao, Nội Thất Xịn Sò,Thiết kế Tinh Tế.Giá Rẻ Bình Dân. + Diện tích 68m2, Mặt tiền 4,4m + Nhà siêu đẹp, thiết kế tinh tế từng chi tiết, Nội thất sang xịn ,mịn. Ô chờ thang máy ở cực sướng. +Bước vào cảm nhận luôn sự đầu tư tâm huyết khi chủ xây nên căn nhà.Có bể cá koi nhỏ hơn 200 triệu chủ tặng lại cho khách yêu động vật. + vị trí trung tâm ,giao thông thuận tiện,giữa các phố lớn đầu lão của Thành Phố,tiện ích sịn xò đếm không suể xung quanh nhà. + Tầng 1 : sân để xe ,bể cá,phòng khách, bếp, w. + Tầng 2 :phòng ngủ rộng có thể ngăn đôi + phòng làm việc +ba công thể dục. + Tầng 3,4 : 4 ngủ+ phòng thờ +ban công + sân phơi +w. + sổ vuông đẹp . + Giá :6.3 tỷ có thể thương lượng. + liên hệ hà Tung qua SĐT : 0366001077 (zalo )  ",22/10/2022,Tin thường,batdongsan_so_com_vn_1673793243.4718387,, 5, 3,
