price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số toilet,Hướng
"4,8 tỷ VNĐ","Đường Xuân Đỉnh, Cổ Nhuế 1, Bắc Từ Liêm", 40m2, 3, 5, 3,"Chính chủ bán nhà đẹp Xuân Đỉnh được xây dựng kiên cố, thoáng mátNhà nằm ngay gần phố, cách bãi ô tô 50mNhà 5 tầng, nhiều phòng, phòng nào cũng có cửa sổ với nhiều ánh sáng tự nhiênTiện ích: thông tứ tung,gần công viên hoà bình,ngoại giao đoàn,trường cấp1,2,3 xuân đỉnh,giao thông thuận lợi,cơ sở hạ tầng cực kì phát triểnGiá: 4.8 tỷSổ đổ chính chủ, vuông vắn, sẵn sàng giao dịchLiên hệ: 0878604850",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787941.189975,,,
"5,5 tỷ VNĐ","Khương Trung, Thanh Xuân", 40m2, 4, 5, 4,"NGÕ NÔNG RỘNG – ĐƯỜNG Ô TÔ – MUA VỀ Ở NGAY  + Vị trí đắc địa, ngõ nông, trung tâm Quận Thanh Xuân, cách Ngã Tư Sở gần 300m, khu vực dân trí cao, dân cư đông đúc, quy hoạch ổn định, giao thông cực kỳ thuận tiện.  + Giao thông: Thông với các đường Khương Đình, Vũ Tông Phan, Thượng Đình, Nguyễn Trãi, Trường Chinh, Lê Trọng Tấn, Hoàng Văn Thái, Cù Chính Lan, Vương Thừa Vũ, Tô Vĩnh Diện,...  + Thiết kế hiện đại nhà 5 tầng, mặt tiền 4,5m , 4 phòng ngủ , phòng thờ sân phơi, đầy đủ công năng cho gia đình 3 thế hệ.  + Sổ đỏ vuông đẹp, chủ nhà thiện chí sẵn sàng giao dịch.  + Liên hê Trường: 0373680538 để được xem nhà và tư vấn miễn phí.",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787942.593225, 4, 4,
"4,15 tỷ VNĐ","Đường Tố Hữu, Trung Văn, Nam Từ Liêm", 112m2, 50, 30, 3,"Chung cư siêu hiếm khu vực Tố Hữu - Trung Văn - Nam Từ Liêm căn 3 ngủ 2 vệ sinh rộng tận 112m sinh hoạt thoải mái rộng thoáng.- Gần các trường Đại Học Cao Đẳng #Xây_Dựng, ĐH_Hà_Nội, #Tố_Hữu, #Lê_Văn_Lương, #Khuất_Duy_Tiến... Thuận tiện mọi mặt, di chuyển thuận lợi.- Sổ đỏ cất két, sẵn sàng giao dịch.",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787944.2567708,, 2,
"8,8 tỷ VNĐ","Đường Nguyễn Văn Cừ, Bồ Đề, Long Biên", 66m2, 2, 4, 3,"
    Nhà nằm ở mặt ngõ ô tô qua lại thoải mái, ngõ thông sang đường Hồng Tiến. Tiện ích xung quanh đa dạng, dân trí cao, gần các trường cấp 1,2,3.

+ Nhà lô góc xây 4 tầng đã lâu, có tổng cộng 4 phòng ngủ rộng. Kinh doanh thoải mái.

+ Chủ nhà là chị Trà rất hiểu chuyện và hợp tác ",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787945.4465878, 5, 3,
"3,8 tỷ VNĐ","Đường Tân Mai, Tân Mai, Hoàng Mai", 35m2, 4, 5, 4," + Nhà năm trên phố Tân Mai , Giao thông thuân lợi huyết mạch quận Hoàng Mai + Gần các tuyến phố : Kim Đồng, Giải Phóng, Trương Định. + Nhiều tiện ích : Bến xe Giát Bát, Trương Định Palaza, bệnh Viện Bạch Mai trường từ mẫu giáo đến cấp 3 quanh nhà. + Gần nhiều đại học : Đại Học Bách Khoa, Kinh Tế Quốc Dân,ĐH Xây Dựng. + Nhà trong khu phân lô, dân trí cao, an ninh tuyệt đối. + Ngõ thông, nông, 2 mặt thoáng vĩnh viễn. + Diện tích  35m2 x 5 tầng + Nhà mới xây, thiết kế hiện đại, Chủ xây cực kỳ tâm huyết. + Chủ TẶNG TOÀN BỘ NỘI THẤT. + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Giá 3 Tỷ 800 –TẶNG CHI PHÍ SANG TÊN.  Liên hệ: em Dũng - 0945676597 ",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787947.1181173, 3, 4,
"3,8 tỷ VNĐ","Đường Tân Mai, Tân Mai, Hoàng Mai", 30m2, 4, 5, 4," + Nhà năm trên phố Tân Mai , Giao thông thuân lợi huyết mạch quận Hoàng Mai + Gần các tuyến phố : Kim Đồng, Giải Phóng, Trương Định. + Nhiều tiện ích : Bến xe Giát Bát, Trương Định Palaza, bệnh Viện Bạch Mai trường từ mẫu giáo đến cấp 3 quanh nhà. + Gần nhiều đại học : Đại Học Bách Khoa, Kinh Tế Quốc Dân,ĐH Xây Dựng. + Nhà trong khu phân lô, dân trí cao, an ninh tuyệt đối. + Ngõ thông, to, ô tô đỗ cửa, kinh doanh tốt. + Diện tích  30m2 x 5 tầng, thiết kết hiện đại, 2 thoáng vĩnh viễn. + Nhà mới xây, thiết kế hiện đại, Chủ xây cực kỳ tâm huyết. + Chủ TẶNG TOÀN BỘ NỘI THẤT. + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Giá 3 Tỷ 800 –TẶNG CHI PHÍ SANG TÊN.  Liên hệ: em Dũng - 0945676597 ",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787948.6031773, 3, 4,
"4,9 tỷ VNĐ","Đường Lý Sơn, Ngọc Thụy, Long Biên", 70m2,,,,"ĐẤT LÝ SƠN 70M – THÔNG SỐ ĐẸP – Ô TÔ – NGÕ RỘNG – XÂY Ở SƯỚNG – GIỮ TIỀN – TIỆN ÍCH. - Vị trí mảnh đất quá đẹp. Cách phố Lý Sơn và đường Thượng Thanh chỉ cách 1 nhà. Ngõ rộng, ô tô vào nhà thoải mái, thông tứ phía, nhiều đường vào nhà. - Khu vực đường rải nhựa đường đẹp, quy hoạch hệ thống giao thông bàn cờ, khu phố như các nước Châu Âu, tiện lợi, thoáng đãng, hiện đại. - Bên cạnh là các khu đô thị, khu biệt thự đang xây, tương lai đẹp nhất nhì Quận Long Biên, tiện ích ngập tràn, khu vực an ninh chất lượng - Mua đầu tư giữ tiền hợp lí, xây ở hoặc bán đều rất tốt. - Pháp lý rõ ràng, sổ đẹp vuông vức, giao dịch được luôn ☎️ Liên hệ ngay để được tư vấn xem sổ và nhà (không giới hạn số lượng).",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787950.1280637, 4,,
"10,6 tỷ VNĐ","Đường Cổ Linh, Thạch Bàn, Long Biên", 80m2,,,,"+ Bán đất Phân lô phố Cổ Linh. Vị trí đẹp, đường rộng thênh thang, Kinh doanh tốt, đường trước nhà 4 làn xe chạy. Hàng xóm Elegant Park Villa, Siêu thị Aeon Long Biên, View Hồ, tiện ích xung quanh không thiếu thứ gì.+ Diện tích: 80m², mặt tiền 6.5m, xây 5-8 tầng lắp thang máy, kinh doanh, văn phòng, nhà hàng, khách sạn đẹp tuyệt vời.+ Sổ đỏ vuông, đẹp, chính chủ, giao dịch ngay, đã xin giấy phép xây dựng 7 tầng.+ Giá bán: Nhỉnh 10 tỷ.Liên hệ: Hoàng Duy (Duy Nhà Đẹp), 0945950386 (miễn trung gian).",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787951.5432792, 7,,
"3,98 tỷ VNĐ","Đường Trương Định, Trương Định, Hai Bà Trưng", 33m2, 3, 5, 3,"Bán nhà Trương Định - View sân chơi - thoáng vĩnh viễn.33m2 x 4 tầng đủ 3 ngủ. 3,98 tỷ có thương lượng.Cam kết ảnh thật đúng nhà - đúng thông tin - không thu bất kỳ phí gì cả kể giao dịch thành công.Mr Lâm: 0868324583. Ngoài ra em Lâm còn rất nhiều các ngôi nhà các phân khúc trong khu vực cần bán. Liên hệ để được tư vấn và xem nhà miễn phí.Sổ đỏ chính chủ - pháp lý chuẩn.Miễn tiếp trung gian môi giới.",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787953.25869, 3, 4,
850 triệu VNĐ,"Đường Giải Phóng, Giáp Bát, Hoàng Mai", 50m2, 3, 7, 2,"Giao nhà ngay, full nội thất - căn hộ thiết kế hiện đại, sang trọng, thoáng nhiều ánh sáng tự nhiên. Cách đường Giải Phóng 6 làn oto 20m.- Gần nhiều trường đại học như đại học ĐH Kinh Tế Quốc Dân, ĐH Bách Khoa, ĐH Xây Dựng, ĐH Y Hà Nội...Mua trực tiếp chủ đầu tư.* Diện tích và giá bán.Giá bán: 850tr - 880tr - 930tr - hơn 1 tỷ.Diện tích: 34m² - 35m² - 48m² - 50m² - 65m².- Nội thất căn hộ: Sàn gỗ, trần thạch cao, đèn led, bếp từ, tủ bếp, bình nóng lạnh, thiết bị vệ sinh, tủ quần áo...- Giấy tờ pháp lý: Khách hàng mua căn hộ nhận được sổ hồng vĩnh viễn từng căn riêng, hợp đồng mua bán công chứng.Liên hệ trực tiếp chủ đầu tư.",14/11/2022,Tin thường,batdongsan_so_com_vn_1673787954.8913229, 6, 1,
