price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền
"2,7 tỷ VNĐ",Đường Phạm Hùng phường Mỹ Đình 2, 70m2, 30, 1, 2, 1,"
    💥 CỰC HOT - TẦNG TRUNG HIẾM CÓ - VIEW ĐẸP - TẶNG FULL ĐỒ - SỔ VĨNH VIỄN 💥⭕️ LH NGAY 0982833366 (HIẾM NHÀ BÁN - GIÁ HỢP LÝ - VỊ TRÍ VÀNG)----------------------------+ FLC COmplex Nằm trên Phố Phạm Hùng con Phố nổi tiếng là phố không ngủ, trục xương sống của Thủ đô. Tiếp giáp với khá nhiều con Phố lớn.+ Tổ hợp TTTM và nhà ở của FLC toạ lạc vị trí vàng. Căn nhà nằm trên tầng 10 , một trong những tầng được săn đón nhiều nhất. Vị trí cạnh bến xe cực kỳ tiện cho Khách ngoại tỉnh, Cạnh Khu quy hoạch đô thị mới tiềm năng vip.- Thiết kế 70m2 hai ngủ với công năng:+ Phòng Khách rộng, bếp,ban công Đông Nam.+ Phòng ngủ lớn+ WC khép kín.+ Phòng ngủ và WC ngoài.- Sổ đỏ chính chủ sẵn sàng trao tay----------------------------🚀 GIÁ BÁN CHỈ: 2.69 TỶ (NHÀ THẬT+THÔNG TIN THẬT+ẢNH THẬT+GIÁ THẬT)----------------------------☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785(Chuyên chung cư, nhà tập thể Hà Nội)Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...
",12/10/2022,Tin thường,batdongsan_so_com_vn_1673795319.963936,
"34,5 tỷ VNĐ",Quận Cầu Giấy, 79m2,,,,,"CỰC HIẾM  VÀ DUY NHẤT 1 CĂN MẶT PHỐ NGHĨA TÂN -  KINH DOANH - VỈA HÈ. 0962745289+ DT: 79M2 MẶT TIỀN 5M GIÁ CHỈ 34.5 TỶ CẦU GIẤY.+ Vị trí đẹp nhất phố Nghĩa Tân thông với Trần Tử Bình - Tô Hiệu nổi tiếng là tuyến phố ẩm thực nơi hội tụ đẳng cấp tinh hoa nhất Quận Cầu Giấy. Tiện ích miễn bàn. + Sổ đỏ vuông đét A4 sẵn sàng giao dịch. + Giá thương lượng. + Liên hệ: Anh Đoàn:0962745289.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn pháp lý, sang tên thủ tục nhanh gọn. + Tư vấn 24/7.   ",12/10/2022,Tin thường,batdongsan_so_com_vn_1673795321.7760873,
"7,1 tỷ VNĐ",Đường Cầu Giấy phường Quan Hoa, 70m2, 4, 5, 14, 15,"
    
Bán nhà 70m2 4tầng mặt tiền 5.6m 7.1tỷ Cầu Giấy Kinh doanh 14phòng khép kín 500tr/năm

GÀ ĐẺ TRỨNG VÀNG - TRUNG TÂM CẦU GIẤY - NGÕ QUẬN UỶ - CH DỊCH VỤ - DÒNG TIỀN 500TR/NĂM

- Vị trí đẹp , khu trung tâm Quận , tiện ích bạt ngàn , xung quanh gần các Trường CĐ - ĐH danh tiếng. Nhu cầu tìm thuê trọ rất cao - TREO BIỂN LÀ LẤP KÍN PHÒNG

- Ngõ 68 Cầu Giấy là ngõ Quận Uỷ , Thoáng sáng , sạch sẽ . Dân trí văn minh , an ninh tuyệt đối. Ngõ ngách thông tứ phía . Giao thông thuận tiện di chuyền từ nhiều hướng

Thiết kế: Nhà xây 4 tầng, setup tổng 14 phòng kk cho thuê. Doanh thu nhẹ nhàng ~ 500tr/năm

SỔ ĐỎ CHÍNH CHỦ - VUÔNG ĐẸP - NÉT CĂNG , PHÁP LÝ CHUẨN. SẴN GIAO DỊCH NGAY

Chú ý: Nhà đất cuối năm giao dịch cực nhanh xem ngay kẻo lỡ!
1. LH: A. Hoàng Anh 0934266313 (xem nhà miễn phí)
2. Link kho nhà đẹp: https://www.facebook.com/356939308270722
3. Hỗ trợ tài chính cho vay mua nhà đến 80% giá trị căn nhà, lãi suất thấp nhất thị trường.
4. ACE Môi giới kết hợp làm việc tại: https://www.facebook.com/108917115160629",12/10/2022,Tin thường,batdongsan_so_com_vn_1673795325.3106706, 5
"2,5 tỷ VNĐ",Đường Phúc La - Văn Phú phường Phúc La, 72m2, 10, 1, 2, 2,"
    - Căn hộ có diện tích rộng nhất tòa - 72m2, thiết kế 2pn, 2wc, Phòng khách, bếp, ban công view sông Nhuệ. Đặc biệt có thang thoát hiểm ngoài trời. Ban công Đông Nam- Bán kính xung quanh gần Bệnh viện 103, viện Bỏng, viện K,...nhiều trường ĐH lớn và trường học các cấp, TTTM Hà Đông, chợ,....tiện ích không thiếu thứ gì- Nội thất gồm: Bàn ghế gỗ cao cấp, kệ tivi, giường tủ, tủ bếp, bếp từ, hút mùi, điều hòa, nóng lạnh, thiết bị điện gắn tường, sàn gỗ nhập khẩu, trần thạch cao.- Sổ đỏ chính chủ, sẵn sàng giao dịch ngay - Giá: 2.5 Tỷ - Liên hệ Em Trường: 0947.110.350
",12/10/2022,Tin thường,batdongsan_so_com_vn_1673795326.527376, 8
"2,2 tỷ VNĐ",Đường Cổ Điển B phường Tứ Hiệp, 88m2, 1, 17, 2, 2,"Căn góc đẹp nhất tại dự án Tecco Garden – Tứ Hiệp – Thanh Trì. Thiết kế hiện đại phù hợp nhu cầu gia đình 2 PN 2 WC. Giá chỉ từ 2.2 tỷ ·        Đặc biệt tiện ích nội khu đa dạng và chất lượng cao đảm bảo thỏa mãn mọi nhu cầu sống của các thế hệ thành viên trong gia đình ·        + Chiết khấu 6,5% GTCH ",12/10/2022,Tin thường,batdongsan_so_com_vn_1673795327.832885,
6 tỷ VNĐ,Đường 21 phường Phú Cát, 300m2,,,,,"
    Bán Đất Giáp QL 21A Phú Cát Quốc Oai 300m2 full Thổ Cư Mặt Tiền 15m Giá Nhỉnh 21tr/m2.Chính chủ bán mảnh đất full Thổ cư tại Phú Cát, Quốc Oai, Hà Nội .- Cách quốc Lộ 21A là 50m .- Cách Trường Đại Học FPT 3km.- Cách Khu Công Nghệ Cao Hoà Lạc 2km.- Gần Ngã Tư Vai Réo- Gần Tái Định Cư Bắc Phú Cát .- Có sơ đồ thửa đất tách thành 3 mảnh. Gọi ngay cho em Luyến : 0982645929 để đi xem đất
",12/10/2022,Tin thường,batdongsan_so_com_vn_1673795329.5991585, 15
"3,4 tỷ VNĐ","nguyễn văn cừ, gia thụy", 40m2, 3,,,,"SIÊU HIẾM -NGUYỄN VĂN CỪ -  NGÕ Ô TÔ, THÔNG HỒNG TIẾN - NGAY CẦU CHƯƠNG DƯƠNG-VÀO PHỐ CHƯA ĐẾN 10 PHÚT -SẴN DÒNG TIỀN -NHỈNH 3 TỈ -  ĐẦU TƯ + Vị trí siêu đẹp cực hiếm nhà bán, ngõ kinh doanh, ô tô, thông Hồng Tiến, Hoàng Như Tiếp, có nhà văn hóa, có bãi gửi xe ô tô cách nhà khoảng 20m+ Hiện trạng nhà cấp 4, đang cho thuê trọ giá 5tr/ tháng,Thửa đất siêu đẹp, sổ đỏ chính chủ, pháp lý chuẩn. Liên Hệ em Hương để được xem nhà Miễn Phí.",12/10/2022,Tin thường,batdongsan_so_com_vn_1673795331.025343, 6
"2,5 tỷ VNĐ",Đường Sài Đồng phường Sài Đồng, 46m2,,,,,"Chính chủ bán mảnh đất Phúc Lợi - Long Biên, gần công viên, gần chợ, gần trường học ..... DT: 46m2, MT: 4.5m, Giá 2.5 tỷ. + Do không có nhu cầu sử dụng gia đình tôi cần bán mảnh đất tại Phúc Lợi - Long Biên. + Vị trí mảnh đất nằm gần chợ, trường học, công viên ... cách phố Phúc Lợi chỉ 200m, ngõ rộng. + Phù hợp với những ai đang có nhu cầu xây nhà ở. Hoặc các nhà đầu tư muốn giữ tiền , xây nhà bán đều rất tốt. + Hiện trạng đất nằm trên mặt ngõ 2.5m, Khổ đất vuông đẹp, xung quanh các nhà dân đã kín, trong bán kính 500m là có đầy đủ tiện ích an sinh hàng ngày. Thích hợp mua an cư hoặc đầu tư lâu dài... + Pháp lý: Sổ đỏ chính chủ, không cầm cố, sẵn sàng công chứng, hỗ trợ vay ngân hàng 70 % giá trị mảnh đất. Liên hệ : Mr Khanh ĐT: 0977811387 - 0936018488 Để được tư vấn và xem đất. ",12/10/2022,Tin thường,batdongsan_so_com_vn_1673795332.8215406, 4
3 tỷ VNĐ,Đường Lê Quang Đạo phường Phú Đô, 36m2, 4, 5,,,"+ Nhà nằm vị trí đẹp, ngõ rộng, thoáng, nhà chủ tự xây, gần nhiều tiện tích như: Chợ, Trường Cấp 1,2 Phú Đô, Bệnh Viện Hồng Ngọc… an sinh cực tốt. Tầng 2,3,4: Mỗi tầng 1 phòng + vệ sinh khép kín. + LH;Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7
",12/10/2022,Tin thường,batdongsan_so_com_vn_1673795334.0811687, 4
"32,3 tỷ VNĐ",Đường Lâm Hạ phường Bồ Đề, 205m2, 7, 4, 4, 4,"
    + Nhà xây 3 tầng, chắc chắn, vị trí siêu đẹp, đường trước nhà ô tô tránh liên thông tứ phía: Hồng Tiến, Nguyễn Văn Cừ, Nguyễn Sơn, Hoàng Như Tiếp ... khu vực dân trí cao quận Long Biên, rất nhiều khách tìm kiếm.ng giá trị rất lớn. 205ây Biệt thự thì quá đẳng cấp.).(Duy Nhà Đẹp) .
",12/10/2022,Tin thường,batdongsan_so_com_vn_1673795335.9162602, 8
