price,address,Diện tích,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"4,9 tỷ VNĐ","Đường Nguyễn Trãi, Thượng Đình, Thanh Xuân", 32m2, Tây nam, 4, 25, 4, 4, 3,"Vị trí đẹp, ngõ rộng, ô tô cách nhà 15m, giao thông thuận tiện, tiện ích đầy đủ.- Nhà đẹp, thiết kế hiện đại, mua ở ngay. . Xung quanh đầy đủ trường học, chợ dân sinh , gần vin royal…- Thiết kế 4 tầng:+ Tầng 1: Khách, bếp, vs.+ Tầng 2: Ngủ rộng, vs.+ Tầng 3: Hai ngủ, vệ sinh.- Khu vực dân trí cao, hàng xóm thân thiện, an ninh tốt- Sổ chính chủ, vuông vắn, sẵn sàng giao dịch.Cty hỗ trợ khách về thủ tục vay ngân hàng, dịch vụ liên quan thẩm định gía, hỗ trợ tài chính (cho vay) để khách mua bán nhàVị trí đẹp, ngõ rộng, ô tô cách nhà 15m, giao thông thuận tiện, tiện ích đầy đủ.- Nhà đẹp, thiết kế hiện đại, mua ở ngay. . Xung quanh đầy đủ trường học, chợ dân sinh , gần vin royal…- Thiết kế 4 tầng:+ Tầng 1: Khách, bếp, vs.+ Tầng 2: Ngủ rộng, vs.+ Tầng 3: Hai ngủ, vệ sinh.- Khu vực dân trí cao, hàng xóm thân thiện, an ninh tốt- Sổ chính chủ, vuông vắn, sẵn sàng giao dịch.Cty hỗ trợ khách về thủ tục vay ngân hàng, dịch vụ liên quan thẩm định gía, hỗ trợ tài chính (cho vay) để khách mua bán nhà",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782604.3242004
46 triệu VNĐ,"Đường Tây Sơn, Ngã Tư Sở, Đống Đa", 120m2,, 2, 10, 1, 2, 2,"CHÍNH CHỦ CẦN BÁN Căn hộ chung cư cao cấp Mipec số 229 phố Tây Sơn, phường Ngã Tư Sở, quận Đống Đa, Hà Nội. - Tầng 15 tháp A , căn hộ 15.04 - Diện tích 120,2m2, thiết kế 2 phòng ngủ, 2 vệ sinh, phòng khách rộng, bếp, nội thất cơ bản, cửa hướng Đông Nam, 2 ban công, 1 logia hướng Đông Nam, view đẹp - Hạ tầng đồng bộ, nhiều tiện ích - Khu trung tâm, giao thông thuận tiện -Nhà nguyên bản của Chủ đầu tư - Đã có sổ đỏ vĩnh viễn Giá bán: 46 tr/m2. LH: 0979729259 - 0949808836",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782605.6366894
"12,5 tỷ VNĐ","⭐️Chính chủ bán nhà LK phố Vĩnh Tuy, Hai Bà Trưng; 12,5 tỷ; 0987908668", 56m2,,,,,,,"⭐️Chính chủ bán nhà LK phố Vĩnh Tuy, Hai Bà Trưng; 12,5 tỷ; 0987908668 - Diện tích: 55,8m2 - Nhà Thiết kế 6 tầng, diện tích sàn là 336m2. Đã hoàn thiện và Trang bị đầy đủ thiết bị tiện nghi hiện đại - Hiện tại nhà đang cho sinh viên thuê, Tầng 1 làm cửa hàng kinh doanh. Doanh thu 1 tháng hơn 40 triệu - Căn liền kề khu nhà thấp tầng dự án ngõ 124 Vĩnh Tuy, lại là căn góc nên thuận tiện cho việc kinh doanh, thoáng mát và view rất đẹp - Phù hợp mua để định cư hoặc mua đầu tư kinh doanh chắc chắn phát triển. - Pháp lý : Sổ đỏ chính chủ sang tên nhanh chóng   - Giá bán : 12,5 tỷ có thương lượng - Liên hệ chính chủ: 0987908668 - Địa chỉ : Căn Liền Kề 2.1, Khu nhà ở thấp tầng liền kề, ngõ 124 phố Vĩnh Tuy, P.Vĩnh Tuy, Hai Bà Trưng, Hà Nội            http://www.sanbatdongsanviet.com.vn",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782606.64898
3 tỷ VNĐ,"đường Việt Hựng, Phường Việt Hưng, Quận Long Biên, Hà Nội", 35m2,,,, 5, 3,,"Giật Mình ! Bán Nhà Việt Hưng, Long Biên chỉ có 3 tỷ, 35m2, 5T ( ô tô đỗ cổng)  - Tầng 1: Phòng khách + bếp+ wc - Tầng 2,3,4 : Mỗi tầng 01 phòng ngủ rộng + wc - Tầng 5: Phòng thờ + sân phơi rộng .  + Nhà mới xây đẹp long lanh, ô tô đỗ cổng. + Nhà nằm ngay cạnh Vinhomes, cách đường Đào Văn Tập chỉ 20m, khu vực dân trí cao, gần trường Vin Schooll , trường Mầm Non Hoa Thủy Tiên..  bán kính không xa là đường Đoàn Khuê, Khu Nguyệt Quế.. gần chợ, siêu thị , tiện ích ngập tràn, ở sướng... + Nhà thuận tiện đi các hướng như sang KĐT Việt Hưng, hoặc kết nối rẽ sang các hướng như đường Nguyễn Lam, Chu Huy Mân.. + Sổ đẹp pháp lý rõ ràng, sẵn sàng giao dịch.  ",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782607.734081
"2,7 tỷ VNĐ",60B Nguyễn Huy Tưởng, 68m2,,,,, 2, 2,"Bán nhà 60B Nguyễn Huy Tưởng, 68m2, 2PN 2VS đã có sổ,2ty7+ Nhà mới ở được 5 năm nội thất còn rất tốt, để lại toàn bộ cho khách thiện chí. Tke 68m2, 2PN+2VS+Khách+Bếp+Ban công.+ Pháp lý: Sổ đỏ chính chủ,+ Giá: 2,7 tỷ (có thương lượng).+ PVV Vinapharm vị trí đẹp mặt đường Nguyễn Huy Tưởng, liền kề tổ hợp Happulico, Nguyễn Trãi, Lê Văn Lương. Mật độ 11 căn/sàn/22 tầng, 2 hầm, 5 tầng khối đế TTTM. ",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782608.6925135
"2,7 tỷ VNĐ",60B Nguyễn Huy Tưởng, 68m2,,,,, 2, 2,"Bán nhà 60B Nguyễn Huy Tưởng, 68m2, 2PN 2VS đã có sổ,2ty7+ Nhà mới ở được 5 năm nội thất còn rất tốt, để lại toàn bộ cho khách thiện chí. Tke 68m2, 2PN+2VS+Khách+Bếp+Ban công.+ Pháp lý: Sổ đỏ chính chủ,+ Giá: 2,7 tỷ (có thương lượng).+ PVV Vinapharm vị trí đẹp mặt đường Nguyễn Huy Tưởng, liền kề tổ hợp Happulico, Nguyễn Trãi, Lê Văn Lương. Mật độ 11 căn/sàn/22 tầng, 2 hầm, 5 tầng khối đế TTTM. ",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782609.8624263
"6,8 tỷ VNĐ",Hoàng Quốc Việt Cầu Giấy Hà Nội, 46m2,, 4,, 4, 4, 4,"NHÀ ĐẸP HOÀNG QUỐC VIỆT CẦU GIẤY NGÕ TO GẦN Ô TÔ SỔ ĐỎ NỞ HẬU VỪA Ở VỪA CHO THUÊ- Diện tích 46m2 X4 Tầng. Mặt tiền 4mGiá 6.8 tỷ ( Có thương lượng )- Vị trí đẹp ngõ tô rộng cách vài m đến đường Ngay đầu phố Hoàng Quốc Việt. - Thiết kế:- Tầng 1: để xe, phòng khách, phòng bếp! - Tầng 2,3: mỗi tầng 2 phòng! - Tầng 4: Phòng thờ, sân phơi!  - Sổ đỏ chính chủ nở hậu đẹp sẵn sàng giao dịch luôn.Liên hệ em Quân để được tư vấn và xem nhà miễn phí!0385 94 1802 ",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782610.9593592
"6,5 tỷ VNĐ","Đường Minh Khai, Minh Khai, Hai Bà Trưng", 117m2,, 11, 20,, 3, 3,"Chủ nhà khó khăn tài chính gửi bán gấp căn hộ khu cao cấp nhất Times City.Thiết kế nhà 3PN, 3 Ban công. Tầng trung, view thoáng sáng.Chủ tặng lại toàn bộ nôi thất.Có slot ô tôSổ đỏ chính chủ.",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782611.8978486
"7,3 tỷ VNĐ","Đường Đại Lộ Thăng Long, Mễ Trì, Nam Từ Liêm", 57m2,, 8, 10, 40,, 1,"
    Cần bán gấp shophouse chân đế tòa G1 Vinhomes Greenbay Mễ Trì diện tích sử dụng 57m2, kinh doanh tấp nập, quỹ căn cực kỳ khan hiếm để đầu tư cho thuê lợi nhuận cực tốt, sổ hồng sẵn sàng giao dịch.
Giá chỉ nhỉnh 7 tỷ. Có thương lượng cho khách thiện chí.
Liên hệ zalo 0912822424 (Mr. Linh) để xem nhà.
--------------------------------------------------------------------------
Công ty TNHH Dịch vụ, Thương mại, Đầu tư Bất động sản Hà Nội Online.
Trụ sở: Lô 49, TT4 Khu đô thị Mỹ Đình – Sông Đà, phường Mỹ Đình 1, quận Nam Từ Liêm, thành phố Hà Nội.
Văn phòng Khu đô thị Goldmark City: 222 Hoàng Công Chất, phường Phú Diễn, quận Bắc Từ Liêm.
Hotline: Mr. Toàn 0974938949, Mr. Chiến: 0987964433, Mr. Linh 0912822424.
-----------------------------------------------------------------------
Thông tin về chuyển nhượng và cho thuê căn hộ chung cư cao cấp, nhà đất thổ cư Hà Nội, chi tiết tại fanpage https://www.facebook.com/100068303180263 (ĐẶC BIỆT giảm thêm 20 triệu trên một giao dịch mua bán chuyển nhượng khi KHÁCH MUA like, follow và tương tác với fanpage để trao đổi thông tin, thương lượng)
#chungcucaocap #canhocaocap #vinhomes #muabanchungcu #chothuecanho #muabancanho #1ngu #2ngu #3ngu #sunshinecity #sunshinecity #batdongsan #thocu #lienke #ecopark #2PN #1PN #3PN #goldmarkcity #shophouse #chande #greenbay
",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782612.8752344
2 tỷ VNĐ,"Đường Tỉnh lộ 72, An Khánh, Hoài Đức", 35m2,, 4, 2, 4, 4, 3,"
    Cực Hiếm, Bán gấp Nhà Ngãi Cầu, An Khánh, Hoài Đức, gần Ô tô, 35m 4 tầng Chỉ 2 tỷ
- Vị trí cực đỉnh, Kinh doanh, Cho thuê. Đang phát triển từng ngày, Gần Aeon Mall Hà Đông, Vincom Mega Mall Vinsmart City..
- Giao thông thuận tiện,Đường Đại lộ Thăng long, Đường TL 72, Đường vành đai 3.5, Bến xe Mỹ Đình,
- Tiện ích Xung quanh Trường học cấp 1,2,3. Học viện chính sách.
- Sổ Hoa Hậu CC, Sang tên nhanh gọn.
- Giá thương lượng. Thiện chí
Xem nhà gọi Mr Đức Nhà Đẹp. Rất nhiều Nhà Đẹp phù hợp mọi nhu cầu Anh Chị Em nhé.
",21/12/2022,Tin thường,batdongsan_so_com_vn_1673782614.03613
