price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"3,98 tỷ VNĐ","Ngọc Thụy, Long Biên HN", 31m2,"+ Vị trí nhà đẹp, sổ phân lô, ô tô vào nhà. Kinh doanh tốt Nhà ngay cạnh Trường Tiểu học Lý Thường Kiệt, Trường Quốc tế Pháp, hàng xóm Khai Sơn,... + Nhà thiết kế 5 tầng. - Tầng 1: Sân để xe, phòng khách, bếp, wc. - Tầng 2,3,4 mỗi phòng 1 ngủ rộng, wc. - Tầng 5: Phòng thờ, sân phơi.  + Sổ đỏ chính chủ pháp lý chuẩn",15/10/2022,Tin thường,batdongsan_so_com_vn_1673794722.8742454,,,,,
"6,5 tỷ VNĐ",Đường Thiên Hiền phường Mỹ Đình 1, 48m2,"
    Siêu rẻ đẹp ô tô đỗ của thang máy như phân lô Thiên Hiền Nam Từ Liêm chỉ 6.5 tỷ LH 0845681666Nhà Thiên Hiền vị trí quá đẹp hiếm nhà bán, thiết kế hiên đại thang máy, thông sàn tầng 1,2 làm văn phòng cực đẹpVị trí gần trường học mầm non 10M cấp 1, 2 Phú Đô đi bộ tới trường, Bệnh Viên Hồng NgọcGiao thông thuận tiện sân bóng Mỹ Đình, Phạm Hùng Thiên Hiền...Với nguồn hang 5000 căn nhà quanh các Quân Cầu Giấy , Nam Bắc Từ Liêm có già từ 3 tỷ đến 50 tỷSổ đỏ chính chủ sẵn sàng dao dịch ngayLH Trần Hảo 845681 666 để có giá tốt nhất tư vấn xem nhà miễn phí 24/7
",15/10/2022,Tin thường,batdongsan_so_com_vn_1673794724.1119342, 4, 4, 6, 5, 4
"3,9 tỷ VNĐ",Đường Lê Quang Đạo phường Phú Đô, 36m2,"
    Bàn nhà riêng rẻ nhất Phố Lê Quang Đạo Nam Từ Liêm nhà mới chỉ 3.9 tỷ LH 0845681666Nhà Phố Lê Quang Đạo khu vực đang phát triển tốt nhà mới đẹp thiết kế 6 tầng hiện đại nhiều công năng xem nhà là thích luôn Vị trí gần trường học mầm non 10M cấp 1, 2 Phú Đô đi bộ tới trường  Bệnh Viên Hồng Ngọc, Sân Bóng Mỹ Đình Giao thông thuận tiện sân bóng, Lê Quang Đạo Mễ Trì, Châu Văn Liêm, ...Với nguồn hang 5000 căn nhà quanh các Quân Cầu Giấy , Nam Bắc Từ Liêm có già từ 3 tỷ đến 50 tỷSổ đỏ chính chủ sẵn sàng dao dịch ngayLH Trần Hảo 845681 666 để có giá tốt nhất tư vấn xem nhà miễn phí 24/7
",15/10/2022,Tin thường,batdongsan_so_com_vn_1673794725.3605933, 3, 3, 6, 4, 4
"1,1 tỷ VNĐ","Vĩnh Hồ, Thái Hà, Hà Nội", 28m2,"+ Vị trí đẹp, ngõ thông cách chợ chỉ vài chục m. Giao thông thuận lợi. Tiện ích vô vàn. + Căn hộ tập thể Bộ xây dựng. Gọn gàng xinh xắn đủ công năng cho hai vợ chồng trẻ hoặc sinh viên.  + Diện tích sử dụng hơn 30 m. Bên ngoài làm bếp và chỗ để xe. Trong chia hai phòng. Một phòng khách và một phòng ngủ, thêm gác lửng để đồ nên nhà khá rộng rãi >1 tỷ có nhà và hộ khẩu quận Đống Đa quá hiếm + Sổ đỏ vĩnh viễn",15/10/2022,Tin thường,batdongsan_so_com_vn_1673794726.6102507,,,,,
"3,95 tỷ VNĐ",ngõ 322 Mỹ Đình, 38m2,"Bán nhà mới nhất ngõ 322 Mỹ Đình, Nam Từ Liêm, ngõ rộng gần ô tô, tặng nội thất, chủ cần bán gấp. * S = 38m2, 3 tầng, mặt tiền 4m, giá 3.95 tỷ. + Vị trí trung tâm, khu vực sầm uất, dân trí cao, giao thông các tuyến: Bến xe Mỹ Đình, Lê Đức Thọ, Cầu Giấy, Đình Thôn, Mễ Trì, Mai Dịch, Thiên Hiền,… + Thiết kế: Tổng 3 phòng ngủ, phòng thờ, sân phơi. * Sổ đỏ vuông nét, giao dịch ngay. * Liên hệ ngay em Bình để xem nhà miễn phí.",15/10/2022,Tin thường,batdongsan_so_com_vn_1673794727.9277256, 4, 2, 3, 3,
"4,55 tỷ VNĐ",Đường Phố Trạm phường Long Biên, 48m2,"+ Vị cực đẹp, cách 20 mét ôtô tránh, dừng đỗ ngày đêm, 10 phút tới phố cổ Hoa Lệ.+ Nhà gần siêu thị AEON, qua cầu Vĩnh Tuy là KĐT Times City, khu vực đang phát triển từng ngày.+ Nhà chủ tự xây 4 tầng rất tâm huyết, nay có việc gấp cần tiền đành tiếc nuối ngậm ngùi bán đi.+ Sổ đỏ chính chủ, giá 4.55 tỷ có thương lượng.+ Liên hệ: 0979057536 - 0878827488 Trung Kiên để được tư vấn và xem nhà miễn phí.+ CAM KẾT THÔNG TIN NHÀ và ẢNH THẬT 100%",15/10/2022,Tin thường,batdongsan_so_com_vn_1673794729.1743906, 4, 3, 4, 4, 3
"3,55 tỷ VNĐ",Đường Hà Trì phường Hà Cầu, 35m2,"+ Khu vực dân trí cao, an sinh tốt, tiện ích ngập tràn. + Giá hiện tại rất rẻ so với khu vực, chủ rất thiện chí bán. ",15/10/2022,Tin thường,batdongsan_so_com_vn_1673794730.7501755,, 2, 4, 3, 3
"3,6 tỷ VNĐ",Đường Trương Định phường Trương Định, 35m2,"
    TRƯƠNG ĐỊNH-NGÕ NÔNG-BA GÁC ĐỖ CỬA-LÔ GÓC, 35m2 x 5 tầng, Giá hơn 3 tỷ có thương lượng
+ Nhà vị trí đẹp, ngõ nông, ba gác đỗ cửa
+ Nhà dân xây chắc chắn, đủ công năng sử dụng
Gọi ngay để được tư vấn và xem nhà miễn phí
Em Nam 0973.659.609 hoặc inb Zalo/FB
(Miễn trung gian, Môi giới)
",14/10/2022,Tin thường,batdongsan_so_com_vn_1673794732.337939, 4, 4, 5, 3, 4
"10,8 tỷ VNĐ",Đường Nguyễn Văn Cừ phường Bồ Đề, 60m2,"PHỐ NGUYỄN VĂN CỪ  60M- 4 TẦNG VỈA HÈ- Ô TÔ TRÁNH- KINH DOANH SẦM UẤT-MT KHỦNG 6.5M-GIÁ NHỈNH 10 TỶ. Điểm mạnh: - Vị trí: đoạn đẹp nhất,kinh doanh sầm uất, vỉa hè 2 bên, ô tô tránh, chủ hiện tại ở và KD cà phê, nhà khung cột chắc chắn, đủ công năng, gia chủ ở rất có phúc và đầy lộc, con cháu ngoan ngoãn, lễ phép gia phong. Khu vực tiện đi các ngả Cầu Chương Dương,phố Ngọc Lâm,Hồng Tiến, Cầu Vĩnh Tuy,sáng Phố Cổ 10p -Tiện ích: nằm trên khu phố trung tâm, gần các trường cấp 1,2,3 Gia Thuỵ. Cách TTTM MIPEC vài bước chân. Đi bộ đi chợ ngọc lâm. Ngập tràn tiện ích khi ra khỏi cửa. Bố trí hiện tại AC tham khảo: T1: khách, quầy bar, wcT2: 2 Ngủ, wcT3: 1 Ngủ, wcT4: Phòng thờ rộng, wc, sân phơi.  Sổ đỏ chuẩn, vuông A4, cất két chờ Anh Chị cầm ra phòng công chứng Anh chị nhanh tay bấm số gọi : 0961383488Chuyên viên tư vấn nhà đất Long Biên Ms Mai.",14/10/2022,Tin thường,batdongsan_so_com_vn_1673794734.1002128, 6, 8, 4, 4, 5
"12,5 tỷ VNĐ",Đường Hoàng Hoa Thám phường Thụy Khuê, 175m2,"
    - Căn góc 3 phòng ngủ, sân vườn chạy dọc theo chiều dài căn hộ rộng 31m2Giá bán chưa chiết khấu: 12.6 tỷ, tầng 26 cao, thoáng, không khí trong lành- Chính sách bán hàng:Tặng gói Sunshine Mall: 350 triệu
",14/10/2022,Tin thường,batdongsan_so_com_vn_1673794739.8477716, 17, 40, 26, 3, 2
