price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet
"4,7 tỷ VNĐ","Vạn Phúc, Hà Đông, Hà Nội", 42m2, 4, 2, 4, 4," # Bán nhà quận Hà Đông phường Vạn Phúc đường Ngô Thi Sỹ. LH Tình Nhà Đất 0983858722. + Nhà lô góc, 4 tầng xây mới cứng sáng thoáng, thiết kế tinh tế, đẹp, sang trọng, đầy đủ nội thất cao cấp, 38/42m, 4T. Chủ đang rất cần bán giá chỉ nhỉnh xíu trên 4 tỷ. nhanh tay liên hệ thương lượng trực tiếp để sở hữu ngay căn nhà tuyệt đẹp này. + Vị trí trung tâm: phường Vạn Phúc khu phân lô phố Ngô Thi Sỹ, ngõ thông thẳng tắp ba gác tránh xe máy, vài chục mét ra đường ô tô tránh, 300m ra Cầu Am, đường đôi vạn phúc, giao thông thuận tiện. + Sổ đỏ nở hậu chính chủ, sẵn sàng giao dịch. # HotLine: 0983858722 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, nhiệt tình, hỗ trợ, tư vấn 24/7 ).",13/09/2022,Tin thường,batdongsan_so_com_vn_1673802009.7388306,
100 tỷ VNĐ,Đường Tam Trinh phường Tân Mai, 1140m2, 25, 40, 5,,,13/09/2022,Tin thường,batdongsan_so_com_vn_1673802011.6906095,
"3,45 tỷ VNĐ",Đường Nhân Mỹ phường Mỹ Đình, 35m2, 3, 3, 5, 4,"Bán nhà ĐÌNH THÔN NAM TƯ LIÊM ngõ nông rông thông oto 50m 33Mx5T hơn 3 tỷNhà ở ngay trung tâm MỸ ĐÌNH 1 NAM TỪ LIÊM 5 tầng hiện đại Thiết kế mỗi tầng 1 phong thoáng sáng mát mẻ Với tầm hơn 3 tỷ mầ oto cách 50m là quà hiếm khu vực MỸ ĐÌNH vào thời điểm nàyVị trí nhà đẹp gần hồ trường cấp 1,2,3 MỸ ĐÌNH, cấp 3, Trí Đưc, Trần Quốc Tuấn 2 phút đi xe máyKhu vục MỸ ĐÌNH đang phát triển tốt đường Trần Hữu Dực kéo dài nối Phạm Hùng xong giá trị nhà còn tăng Với rất nhiều nhà đẹp có giá từ 3 đến 30 tỷSổ đỏ săn sàng dao dịch ngayLH Trần Hảo 0845681666 để có giá tốt tư vấn xem nhà miễn phí 24/7. Luôn mang lại Giá Tri - Uy - Tín Niềm Tin tới khách hàng",13/09/2022,Tin thường,batdongsan_so_com_vn_1673802013.5508451, 4
"3,99999 tỷ VNĐ",Đường Mỹ Đình phường Mỹ Đình 1, 38m2, 4, 4, 5, 6,"+ Nhà nằm vị trí trung tâm, ngõ thông nhiều hướng, gần ô tô, gần trường, chợ.... + Thiết kế: Khung cột chắc chắn, với 5 phòng ngủ, tầng 1 để xe và phòng ăn. + Sổ đỏ chính chủ, vuông vắn như cọc tiền, sẵn sàng sang tên kèm theo nội thất.",13/09/2022,Tin thường,batdongsan_so_com_vn_1673802015.471716, 5
"13,9 tỷ VNĐ",Nguyễn Đức Cảnh, 58m2,,,,,"Cần bán nhà mặt phố Nguyễn Đức Cảnh,Hoàng MaiDiện tích 58m x 4 tầng,mặt tiền 4.50mMặt phố lớn, phù hợp nhiều loại hình kinh doanh, mặt tiền rộng.Phố Nguyễn Đức Cảnh có quy hoạch, nhà mình sau quy hoạch bị mất 1.2m, chủ nhà đã xây dựng đón quy hoạch.Nhà xây dựng chắc chắn, thiết kế:Tầng 1: Kinh doanh, phòng bếp.Tầng 2,3: Mỗi Tầng 2 phòng ngủ, vệ sinh.Tầng 4: Phòng thờ, sân phơi.Sổ đỏ vuông đẹp, sẵn sàng giao dịch ngayGiá 13.9 tỷ có thương lượngLiện hệ : Tùng BĐS 0981 669 144 - Chuyên nhà đất thổ cư Hà Nội",13/09/2022,Tin thường,batdongsan_so_com_vn_1673802017.0066013,
"9,9 tỷ VNĐ",phú la, 60m2, 4,, 5, 6,"Bán Nhà, Xa La. Hà Đông. Ô Tô Kinh Doanh 60m2 x 5 tầng. Mặt Tiền 4.1m Giá 9.9 Tỷ.  MẶT PHỐ – LÔ GÓC - KINH DOANH SẦM UẤT – Ô TÔ – VỈA HÈ  + Nhà phân mặt phố Xa La cách đường Phùng Hưng vài chục mét giao với các đường, Nguyễn Trãi, Quang Trung, Thanh Bình, CenCo 5, vành Đai 3, Ngả đi các hướng nội thành và các tỉnh lân cận rất thuận tiện. + Nhà gần các trường Đại Học lớn như; Đại Học Kiến Trúc, Bưu Chính Viễn Thông; Nhà ngay gần Bệnh Viện 103, Viện Bỏng, Học Viện Quân Y, Viện K Tân Triều, Siêu Thị BigC Hà Đông, Quận Uỷ Hà Đông, chợ Hà Đông, cũng như rất nhiều dịch vụ xung quanh đa dạng và phong phú các loại hình vui chơi giải trí khác. Giao thông thuận tiện, an sinh đỉnh, an ninh an toàn. + Nhà nằm trên khu phố sầm uất, buôn bán, kinh doanh, văn phòng và các loại hình dịch vụ rất đa dạng và phát triển.  + Nhà thiết kế 5 tầng:                                                                                                          - - - Tầng 1: Phòng Khách, Bếp, Wc  - Tầng 2,3,4,: Mỗi tầng 2 phòng ngủ và wc - Tầng 5 : Phòng thờ, sân chơi + Nhà xây dựng bê tông cốt thép rất chắc chắn, nhà mới đẹp chủ mới chỉ việc về ở.  Sổ đỏ chính chủ, cất két giao dịch phút mốt.   LH: E KHÁNH: 0984568179 ",13/09/2022,Tin thường,batdongsan_so_com_vn_1673802018.7873285, 5
45 tỷ VNĐ,Đường Trích Sài phường Thụy Khuê, 90m2, 8, 15, 2, 2,,13/09/2022,Tin thường,batdongsan_so_com_vn_1673802020.2424343, 2
"2,8 tỷ VNĐ",Đường Hồ Mễ Trì phường Mễ Trì, 30m2, 4,,,,"+ hố Mễ Tr + LH;Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7 ",13/09/2022,Tin thường,batdongsan_so_com_vn_1673802021.5263355,
"5,8 tỷ VNĐ","Đường Trương ĐỊnh, Phường Trương Định", 40m2, 4, 2, 5, 4,"NHÀ MỚI, RẤT ĐẸP, CHỦ XÂY CHẮC CHẮN, GẦN PHỐ.+Thiết kế 5 tầng thông sàn, kinh doanh tầng 1.+Tổng 4 ngủ, 1 phòng thờ, sân phơi. + Gần nhà thì đấu Hoàng Mai, chợ dân sinh.+ Gần các trường Đại học lớn, gần các bệnh viện lớn.+ Diện tích 40m+ Sổ đỏ chính chủ, sàn giao dịch.+ Liên hệ: 0825920555. Mr DƯƠNG.",11/09/2022,Tin thường,batdongsan_so_com_vn_1673802023.178915, 4
"6,2 tỷ VNĐ",Đường Lê Thanh Nghị phường Bách Khoa, 60m2, 5, 3, 4, 3,"
    BÁN GẤP nhà phố Lê Thanh Nghị, PHỐ HIẾM-NGÕ NÔNG, 60m2 x 4 tầng x MT 4.5m, Giá chỉ 6.2 tỷ (có thương lượng)
- Cam kết ảnh thật, thông tin và pháp lý chuẩn
- Liên hệ để được tư vấn và xem nhà miễn phí
Em Nam 0973.659.609 hoặc inb Zalo/FB
(Miễn trung gian, Môi giới)
",13/09/2022,Tin thường,batdongsan_so_com_vn_1673802024.7387414, 3
