price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Hướng,Số toilet
12 tỷ VNĐ,"Nguyễn Trãi, Thanh Xuân, Hà Nội.", 83m2, 4, 4, 5, 4," * Bán nhà mặt ngõ, ô tô đỗ cửa, đường Nguyễn Trãi quận Thanh Xuân, nhà đẹp, tự xây chắc, nội thất víp, có ô chờ thang máy, ở sướng, văn phòng đỉnh. DT 83m, 5T, mt 4.2m, giá 12 tỷ.  + Vị trí: thoáng đẹp, ngõ rộng, ô tô đỗ cửa, vài chục mét ra mặt đường Nguyễn Trãi, 500 mét Vinhomes Royal City, ngã Tư Sở...đi đâu cũng tiện.  + Sổ đỏ phân lô vuông đẹp, sẵn sàng giao dịch.  # nhanh tay LH: 0906113879 Tình nhà phố ( chuyên mua, bán, nhận ký gửi có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",01/07/2022,Tin thường,batdongsan_so_com_vn_1673816958.8174884,,
"5,8 tỷ VNĐ",Quận Thanh Xuân, 36m2, 5,, 4, 5,"- NHÀ 4 TẦNG QUẬN THANH XUÂN MẶT TIỀN 5,5M CÁCH MẶT PHỐ NGUYỄN TRÃI 20M - ĐƯỜNG Ô TÔ TRÁNH NHAU + Vị trí cách mặt phố Nguyễn Trãi 20m, đường ô tô tránh nhau, ngõ thẳng tắp. + Nhà 4 tầng, mặt tiền rộng 5,5m, thoáng Tầng 1: Khách, bếp, wc Tầng 2,3: Mỗi tầng 2 ngủ, wc ở giữa. Tầng 4: Phòng thờ, sân phơi. + Sổ siêu đẹp, sẵn sàng giao dịch. + Chủ hợp tác, thân thiện. Giá chỉ 5,x tỷ Liên hệ xem nhà: 0915885164",01/07/2022,Tin thường,batdongsan_so_com_vn_1673816960.2386854, Đông bắc, 4
"2,3 tỷ VNĐ","Đông Dư, Gia Lâm, Hà NỘi", 32m2, 3,, 3, 3,"Bán Nhanh Căn Nhà 3 Tầng Tại Đông Dư, Gia Lâm, Hà Nội  Vị trí nhà 3 tầng mặt ngõ cực đẹp, nhà rất mới long lanh, thoáng sáng vô cùng, ngõ rộng. Diện tích: 32m2 mặt tiền hậu 3m hướng ĐB, Đường thông rộng 4m Ô tô chạy thoải mái.  Nhà 3 tầng, thiết kế hiện đai: - Tầng 1: Bếp, phòng khách - Tầng 2: 2 ngủ, 1Wc - Tầng 3: 1 ngủ, thờ, 1wc, sân phơi.  Gần trường học, Uỷ Ban, chợ dân sinh. Gần ngay cầu Thanh Trì, đi lại thuận tiện.  Đi xem nhà liên hệ Mr Công: 0399 643 640  (0399643640)  #congbdsgialam #nhà #bán_nhà #dongdu #đông_dư",01/07/2022,Tin thường,batdongsan_so_com_vn_1673816961.3806725,, 3
,"La Nội, Hà Đông", 50m2, 3,, 4, 5,"Vị Trí: + Phố La Nội nằm bên cạnh khu đô thị Dương Nội đang phát triển. + Bên cạnh có AEON Mall Hà Đông. + Gần công viên Thiên Văn Học. + Kết nối với đường Nguyễn Thanh Bình, đường Lê Trọng Tấn, chỉ mất ít phút lên trung tâm phố. + Các tiện ích xung quanh đầy đủ.  Thiết kế: + Chủ tự xây được 3 năm theo phong cách hiện đại, rất tâm huyết, chủ làm ăn tốt cần bán để định cư ở nước ngoài. + Nhà 4 tầng, 5 phòng. + Tầng 1: Phòng khách, bếp, wc. + Tầng 2,3: mỗi tầng 2 phòng ngủ. + Tầng 4: 1 phòng, sân phơi. + Cầu thang ốp đá, NVS phụ kiện cao cấp. Sổ đỏ siêu đẹp, giao dịch tốc độ ánh sáng. Em Thanh chuyên Bất động sản thổ cư Hà Nội. Liên hệ em: 0866073986",29/06/2022,Tin thường,batdongsan_so_com_vn_1673816962.696153,, 2
,Đường Trần Phú, 35m2, 5,, 4, 4,"Vị trí: - Gần trung tâm mua sắm – giải trí Hồ gươm Plaza. - Gần bệnh viện Hà Đông, viện 103. - Gần các trường đại học. - Gần chợ Hà Đông.                 Thiết kế: +Tầng một là 35m2 nhưng từ tầng 2 là 38m2, nhà nở hậu. Mặt tiền là 4.4m hậu là 5.5m. +Nhà thiết kế 4 tầng khung cột rất chắc chắn thửa đất vuông vắn nở hậu. +Tầng một là phòng khách, phòng ăn, bếp, cầu thang và wc ở cuối bên trái. +Tầng 2, 3 mỗi tầng 2 phòng ngủ, wc. Tổng 4 phòng ngủ. +Tầng 4 là phòng thờ và sân phơi rất rộng. +Nhà nằm trong khu vực dân cư đông đúc, dân trí cao, an sinh xã hội cực tốt, cách phố Trần Phú khoảng 55m, ngõ cực thoáng sáng.  Sổ đỏ nở hậu, sổ đỏ chính chủ, sẵn sang giao dịch ngay lập tức Em Thanh chuyên Bất động sản thổ cư Hà Nội. Liên hệ em: 086.607.3986",01/07/2022,Tin thường,batdongsan_so_com_vn_1673816963.9408247,, 3
"7,2 tỷ VNĐ",Đường Đặng Văn Ngữ phường Trung Tự, 97m2, 9, 1, 1, 3,"CHÍNH CHỦ BÁN NHÀ TẦNG 1 SỐ 56 NGÕ 4, PHỐ ĐẶNG VĂN NGỮ, TRUNG TỰ, ĐỐNG ĐA, HÀ NỘI - Chính chủ bán nhà tầng 1 số 56 Ngõ 4, phố Đặng Văn Ngữ, Trung Tự, Đống Đa, Hà Nội- Lô góc 2 mặt đường nội bộ hướng Đông- Bắc rộng trên 4,5m; hướng Tây - Bắc rộng trên 3,5m- Diện tích sử dụng: 97 m2 gồm 3 phòng (đang cho 3 cửa hàng thuê).- Nhà gần trường Tiểu học Trung Tự, Mẫu giáo Việt Triều, khu trung tâm, giao thông thuận tiện, tiện sinh hoạt- -  - Sổ đỏ chính chủ  Giá bán : 7.2 tỷ (có thương lượng )Diện tích sử dụng: 97 m2Địa chỉ : số 56 Ngõ 4, phố Đặng Văn Ngữ, Trung Tự, Đống Đa, Hà NộiLiên hệ chính chủ: 0915528456 ( chị Tâm Phương )",01/07/2022,Tin thường,batdongsan_so_com_vn_1673816965.3251202,, 2
"4,3 tỷ VNĐ",Đường Lương Ngọc Quyến phường Thanh Xuân Nam, 41m2, 3, 3, 3, 3,"Bán nhà Lương Ngọc Quyến, Thanh Xuân 41m2, GIÁ 4,3 tỷ. Cạnh Tường Nhạc Họa TW. NHÀ 2 MẶT TIỀN- NGÕ RỘNG- TỰ XÂY. - Ở hoặc làm lớp phụ đạo cực hợp vì khu dân trí cao toàn Giáo Sư Tiến Sỹ, cực kỳ yên tĩnh.

Mô tả:

- Nhà vị trí đặc biệt 2 mặt ngõ, cách mặt Phố chừng 50m. Cực thoáng và sạch sẽ.
- Khu phân lô cán bộ, an ninh tuyệt đối. 

+ Tầng 1: Để xe, Phòng Khách, bếp. Cửa phía sau.
+Tầng 2: 2 Phòng ngủ.
- Nhà dân tự xây vô cùng kiên cố chắc chắn, sơn sửa nhẹ là ở được ngay.
- Sổ đỏ đẹp như hoa hậu.
- LH Mr Hoàn 0966201234 để xem nhà.
",01/07/2022,Tin thường,batdongsan_so_com_vn_1673816967.1324925,, 3
33 tỷ VNĐ,Nhà phố Xã Đàn, 60m2,,,,,"DT :60m2 x 5 tầng, MT 5.5m Vị trí gần Xã Đàn, Ô Chợ Dừa.. Đường trước mặt 4 làn  ôtô tráng, o tô đỗ cửa Nhà tại trục chính quận Đống Đa, Kinh doanh lõi, giá chỉ có tăng ko bao giờ giảm. Vỉa hè 5m, đá bóng. Dòng tiền đang cho Thuê 70tr/ tháng.         Giá 33 Tỷ - LH : Mr. Dũng 094.567.6597",01/07/2022,Tin thường,batdongsan_so_com_vn_1673816968.5197802,,
10 tỷ VNĐ,đường Nguyễn Văn Lộc, 50m2,,,,,"PHÂN LÔ ĐÔ THỊ VIP, TẦNG HẦM, GARA, SỞ HỮU VỈA HÈ ĐỐI DIỆN ĐỖ XE, CHO THUÊ KINH DOANH, VĂN PHÒNG, Ở SANG CHẢNHS = 50m2, 6 tầng, mặt tiền 5m, giá 10 tỷ + Khu vực được săn đón bậc nhất quận Hà Đông, giáp Làng Việt Kiều Châu Âu. + Tiện ích: Nhiều chung cư cao cấp, siêu thị, cửa hàng tiện lợi, phố ẩm thực, trường học các cấp (mẫu giáo, tiểu học, trung học, đại học Kiến Trúc, C500, đại học Quốc Gia,...). Giá đất tăng mạnh từng ngày. + Giao thông: Trần Phú, Vũ Trọng Khánh, Ao Sen, An Hòa,... + Thiết kế: - Tầng 1: Gara thông sàn cầu thang giữa,  để 2 ô tô và rất nhiều xe máy, khu vệ sinh riêng biệt rộng rãi.- Tầng 2: Phòng lễ tân và 1 phòng làm việc.- Tầng 3: Phòng khách, phòng bếp, vs.- Tầng 4,5: Mỗi tầng 2 ngủ rộng và vs.- Tầng 6: Phòng thờ, sân phơi, vườn cây. + Sổ đỏ cất két, giao dịch ngay. * Gọi luôn mới kịp, em Bình, tư vấn và xem nhà miễn phí, không tiếp môi giới.",01/07/2022,Tin thường,batdongsan_so_com_vn_1673816969.7017064,,
"3,6 tỷ VNĐ/m2","P.Phú Thượng, Q.Tây Hồ, Hà Nội", 81m2,,,, 2,"Bán gấp 2 căn hộ tại R2 Sunshine riverside, view cầu Nhật Tân và sông Hồng, có sổ, bao phí.1. Căn 68m, 2PN+1VS, sổ hồng, cửa Tây, ban công Đông thoáng mát, Full nội thất. Giá bán 3.5 tỷ.2. Căn 81.1m, 2PN+1VS, sổ hồng, cửa Tây, ban công đông thoáng mát, Full nội thất Giá bán 3.6 tỷ. LH: A Kiên 0932.326.626",01/07/2022,Tin thường,batdongsan_so_com_vn_1673816971.1109362, Nam, 2
