price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Lộ giới
"4,2 tỷ VNĐ",đường Trung Văn, 40m2, 4, 4, 5, 4,"Bán Nhà Đường Trung Văn – 3 Bước Phố Lớn 40m- 4.2 tỷ- O982.857.858 + Nhà Gần trường học liên cấp 0, 1,2,3 , ngân hàng , siêu thị không thiếu thứ gì… + Nhà xây 4 tầng, 40m2, , Nhà Siêu Thoáng + Tiện ích bốn bề đủ cả. + Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. + Cam kết: Không thu bất cứ loại phí gì kể cả giao dịch thành công. + Giá: 4,2 tỷ (có thương lượng với khách thiện chí). + Miễn tiếp trung gian và môi giới. + Liên hệ Mr. Đại nhiệt tình, tận tâm để đi xem nhà ngay ĐT/Zalo : O982.857.858",21/06/2022,Tin thường,batdongsan_so_com_vn_1673796749.1221232,
"9,9 tỷ VNĐ",KĐT Văn Quán, 50m2, 4, 5, 6,,"Hàng Hiếm Bán Nhà Phân Lô KĐT Văn Quán – Vị Trí Đắc Địa  - O982.857.858 + Bán Nhà Phân Lô KĐT Văn Quán, Hà Đông, Hà Nội. Mặt phố ô tô tránh, ô tô vào nhà, via hè thênh thang, nằm trong quần thể KDT Văn Quán cực sầm uất, ổn định, thông thương các ngả. Kinh doanh vô đối các loại ngành nghề như Spa, tiệm thuốc, VP Cty, Đại diện, du lịch....Phòng khám.. + Nhà 5 tầng mới xây, 50m2. Đường Lớn. +Thiết kế: Nhà đc thiết kế tỷ mỷ, sắc nét từng cm, đẹp vô đối nhìn là thích tới là mê. + Thoáng sáng, kinh doanh, mặt tiền rộng. Kết hợp vừa ở và kinh doanh tuyệt vời. Siêu dòng tiền. + Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. + Cam kết: Không thu bất cứ loại phí gì kể cả giao dịch thành công. + Giá: 9,9 tỷ (có thương lượng với khách thiện chí). + Miễn tiếp trung gian và môi giới. + Liên hệ Mr. Đại nhiệt tình, tận tâm để đi xem nhà ngay ĐT/Zalo : O982.857.858",14/06/2022,Tin thường,batdongsan_so_com_vn_1673796750.8705144,
"8,3 tỷ VNĐ",Phố Đại An, 54m2, 4, 5, 6,,"Bán Gấp Nhà Mặt Phố Đại An – Phố Lớn 2 Mặt Thoáng  - O982.857.858 + Bán Nhà Mặt Phố Đại An, Hà Đông, Hà Nội. Mặt phố ô tô tránh, ô tô vào nhà, tiện ích KĐT Văn Quán, tương lai thông sang khu Biệt thự, 100m ra mặt phố Trần Phú, giao thông đi lại thuận tiện. Gần các trường Đại học . Bệnh viện, ga tàu điện, trường học các cấp, công viên, nhiều trung tâm thương mại, ngân hàng , siêu thị không thiếu thứ gì. + Nhà 5 tầng mới xây, 54m2. Phố Lớn, 2 mặt thoáng đãng, dân trí tốt. + Tiện ích bốn bề đủ cả. + Thoáng sáng, kinh doanh, mặt tiền rộng. Kết hợp vừa ở và kinh doanh tuyệt vời. Siêu dòng tiền. + Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. + Cam kết: Không thu bất cứ loại phí gì kể cả giao dịch thành công. + Giá: 8,3 tỷ (có thương lượng với khách thiện chí). + Miễn tiếp trung gian và môi giới. + Liên hệ Mr. Đại nhiệt tình, tận tâm để đi xem nhà ngay ĐT/Zalo : O982.857.858",14/06/2022,Tin thường,batdongsan_so_com_vn_1673796752.4003406,
"3,25 tỷ VNĐ",Phố An Hoà, 27m2, 4, 5, 4,,"Bán Gấp Nhà Phố An Hoà - 3 Bước ra Phố - 3,2 Tỷ - O982.857.858 + Bán nhà ngõ Phố An Hoà, Hà Đông, Hà Nội. Nhà gần trường ĐH, bệnh viện, ga tàu điện, trường học các cấp, công viên, nhiều trung tâm thương mại, ngân hàng , siêu thị không thiếu thứ gì. + Nhà 5 tầng mới xây, 27m2. Ngõ thoáng, dân trí tốt.  3 bước ra Phố Ô TÔ Tránh. + Tiện ích bốn bề đủ cả. + Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. + Cam kết: Không thu bất cứ loại phí gì kể cả giao dịch thành công. + Giá: 3.25 tỷ (có thương lượng với khách thiện chí). + Miễn tiếp trung gian và môi giới. + Liên hệ Mr. Đại nhiệt tình, tận tâm để đi xem nhà ngay ĐT/Zalo : O982.857.858",14/06/2022,Tin thường,batdongsan_so_com_vn_1673796754.2081003,
"4,7 tỷ VNĐ",Văn Phú, 51m2, 4, 4, 6,,"Bán nhà Phố Văn Phú – Siêu Phẩm Lô Góc 3 Thoáng - O982.857.858 + Bán nhà ngõ Phố Văn Phú, Hà Đông, Hà Nội - Cách Siêu thị Co.op mart, Victoria, The K.Park, Lacasta của KĐT Văn Phú chỉ 100m. Cách Trường học MN, C1, Cấp 2 Phú La, Trường Ban Mai chỉ 100m, các con tự đi bộ tới trường. + Nhà 4 tầng, 51m2. Mặt tiền rông. nhà thoáng đãng, dân trí tốt. Ngõ đẹp sạch rộng 3 gác tránh. + Thiết kế Nhà: - Tầng 1: Khách, bếp, WC. - Tầng 2,3: Mỗi tầng 2 ngủ, WC. - Tầng 4: Ngủ nhỏ, Phòng thờ, Phơi. + Tiện ích bốn bề đủ cả. + Sổ đỏ chính chủ, pháp lý chuẩn, cất két sẵn sàng giao dịch. + Cam kết: Không thu bất cứ loại phí gì kể cả giao dịch thành công. + Giá: 4,7 tỷ (có thương lượng với khách thiện chí). + Miễn tiếp trung gian và môi giới. + Liên hệ Mr. Đại nhiệt tình, tận tâm để đi xem nhà ngay ĐT/Zalo : O982.857.858",14/06/2022,Tin thường,batdongsan_so_com_vn_1673796755.5340695,
"6,5 tỷ VNĐ",Vạn Phúc, 44m2, 4, 5, 6,,"Hàng Hiếm – Bán Nhà Vạn Phúc– Ô Tô Vào Nhà  - O982.857.858 + Bán nhà Vạn Phúc, Hà Đông, Hà Nội. Nhà gần Bưu Điện, trường học, công viên, nhiều trung tâm thương mại, ngân hàng , siêu thị không thiếu thứ gì. + Nhà 5 tầng, 44m2. Ngõ to ô tô vào trong nhà, thoáng đãng, dân trí tốt, ngõ thông + Thoáng sáng, kinh doanh, mặt tiền rộng. Kết hợp vừa ở và kinh doanh tuyệt vời. + Nhà thiết kế kiểu căn hộ cho thuê hoặc làm văn phòng đều được. + Sổ đỏ chính chủ, pháp lý chuẩn, cất két sẵn sàng giao dịch. + Cam kết: Không thu bất cứ loại phí gì kể cả giao dịch thành công. + Giá: 6.5 tỷ (có thương lượng với khách thiện chí). + Miễn tiếp trung gian và môi giới. + Liên hệ Mr. Đại nhiệt tình, tận tâm để đi xem nhà ngay ĐT/Zalo : O982.857.858",14/06/2022,Tin thường,batdongsan_so_com_vn_1673796757.369441,
"3,7 tỷ VNĐ",Trần Phú, 30m2, 4, 5, 4,,"Bán nhà Trần Phú -  NGÕ THÔNG ÔTÔ – 3,7 Tỷ- O982.857.858 + Bán nhà Trần Phú, Hà Đông, Hà Nội. Nhà gần bệnh viện, trường học, công viên, siêu thị không thiếu thứ gì. MÔ TẢ: Nhà 5 Tầng, 30M2 – Ô Tô đõ cách nhà 3 bước chân, Nhà Mới – Thoáng – Đẹp + Tầng 1: Khách + Bếp + WC + Tầng 2, 3, 4: mỗi tầng 01 phòng ngủ + WC + Tầng 5: Phòng thờ + Sân phơi + Hạ tầng xung quanh chuẩn chỉ, nhiều trung tâm thương mại, ngân hàng, tiện ích sống đã sẵn sàng, chỉ chờ khách ở. + Sổ đỏ chính chủ, pháp lý chuẩn chờ giao dịch. + Chủ nhà là dân công trình, xây tâm huyết. + Sổ đỏ chính chủ, pháp lý chuẩn, cất két sẵn sàng giao dịch. + Cam kết: Không thu bất cứ loại phí gì kể cả giao dịch thành công. + Giá:  3,7 Tỷ (khách thiện chí). + Miễn tiếp trung gian và môi giới. + Liên hệ Mr. Đại nhiệt tình, tận tâm để đi xem nhà ngay ĐT/Zalo : O982.857.858",14/06/2022,Tin thường,batdongsan_so_com_vn_1673796758.613932,
"5,3 tỷ VNĐ",Mỹ Đình, 56m2,,,,,"Bán nhà Mỹ Đình , Ngõ Ô TÔ đỗ Cửa, Lô Góc + Bán nhà ngõ Đường Mỹ Đình, NT Liêm, Hà Nội. Nhà gần Bến Xe, gần bệnh viện, trường học, công viên, siêu thị không thiếu thứ gì. + Nhà 4 tầng, 56m2. Ngõ to ô tô đỗ cửa, thoáng đãng, dân trí tốt. + Nhà lô góc, hai mặt ngõ, thoáng sáng, kinh doanh, mặt tiền siêu rộng. Kết hợp vừa ở và kinh doanh tuyệt vời. + Chủ nhà là dân công trình, xây tâm huyết, bán rất tiếc. + Sổ đỏ chính chủ, pháp lý chuẩn, cất két sẵn sàng giao dịch. + Cam kết: Không thu bất cứ loại phí gì kể cả giao dịch thành công. + Giá: 5.3 tỷ (có thương lượng với khách thiện chí). + Miễn tiếp trung gian và môi giới. + Liên hệ Mr. Đại nhiệt tình, tận tâm để đi xem nhà ngay ĐT/Zalo : 0982.857.858",23/05/2022,Tin thường,batdongsan_so_com_vn_1673796759.8103263,
"6,2 tỷ VNĐ",Mỹ Đình, 54m2,, 6,,," Bán nhà Mỹ Đình , Ô TÔ Vào Nhà - Hàng Hiếm + Bán nhà ngõ Đường Mỹ Đình, NT Liêm, Hà Nội. Nhà gần Bến Xe, gần bệnh viện, trường học, công viên, siêu thị không thiếu thứ gì. + Nhà 6 tầng thang máy, 54m2. Ngõ to ô tô vào trong nhà, thoáng đãng, dân trí tốt. + Thoáng sáng, kinh doanh, mặt tiền siêu rộng. Kết hợp vừa ở và kinh doanh tuyệt vời. + Nhà thiết kế kiểu căn hộ cho thuê hoặc làm văn phòng đều được. + Sổ đỏ chính chủ, pháp lý chuẩn, cất két sẵn sàng giao dịch. + Cam kết: Không thu bất cứ loại phí gì kể cả giao dịch thành công. + Giá: 6.2 tỷ (có thương lượng với khách thiện chí). + Miễn tiếp trung gian và môi giới. + Liên hệ Mr. Đại nhiệt tình, tận tâm để đi xem nhà ngay ĐT/Zalo : 0982.857.858",23/05/2022,Tin thường,batdongsan_so_com_vn_1673796761.0479112,
"6,1 tỷ VNĐ",Mỹ Đình, 67m2,, 5,,,"+ Bán nhà ngõ Đường Mỹ Đình, NT Liêm, Hà Nội. Nhà gần Bến Xe, gần bệnh viện, trường học, công viên, siêu thị không thiếu thứ gì. + Nhà 5 tầng thang máy, 67m2. Mặt tiền rông. nhà thoáng đãng, dân trí tốt. + Nhà thiết kế kiểu căn hộ cho thuê, thiết kế cầu thang ở giữa + Tiện ích bốn bề đủ cả. + Chủ nhà là cán bộ Viettel, xây tâm huyết, bán rất tiếc. + Sổ đỏ chính chủ, pháp lý chuẩn, cất két sẵn sàng giao dịch. + Cam kết: Không thu bất cứ loại phí gì kể cả giao dịch thành công. + Giá: 6.1 tỷ (có thương lượng với khách thiện chí). + Miễn tiếp trung gian và môi giới. + Liên hệ Mr. Đại nhiệt tình, tận tâm để đi xem nhà ngay ĐT/Zalo : 0982.857.858",23/05/2022,Tin thường,batdongsan_so_com_vn_1673796762.566738,
