price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
"18,5 triệu VNĐ/m2","Thôn Song Mai Đoài, Xã Mai Đình, Sóc Sơn, Hà Nội", 275m2,"Chính chủ bán đất tại Thôn Song Mai Đoài, Xã Mai Đình, Sóc Sơn, Hà NộiDiện tích: 275m2 - Đất vuông vắn- Đường Ô tô đỗ cửa, Gần trường, chợ, siêu thị- Cách sân bay Nội Bài 2km. Gần đường Võ Nguyên Giáp kéo dài- Rất phù hợp xây nhà để ở, đi làm tại Sân bay hay Khu công nghiệp Nội Bài, hoặc đầu tư đón Sóc Sơn lên thành phốGiá bán: 18,5 Triệu/ m2 - Sổ đỏ chính chủLiên hệ chính chủ: 0986551198   Nguồn:  http://nhadathanoi.net.vn/dat-tho-cu/can-ban-nha-dat-tai-soc-son-ha-noi-3542.html",09/03/2022,Tin thường,batdongsan_so_com_vn_1673830627.945584,,,,,,
"18,5 triệu VNĐ/m2","Thôn Thắng Lợi, Xã Phú Minh, Sóc Sơn, Hà Nội", 112m2,"CẦN BÁN NHÀ ĐẤT TẠI SÓC SƠN, HÀ NỘIChính chủ bán đất tại Thôn Thắng Lợi, Xã Phú Minh, Sóc Sơn, Hà NộiDiện tích: 112m2 Vuông vắn- Đường bê tông rộng ô tô đỗ cửa. Khu cán bộ nhà máy Z25- Cách đường đôi ô tô tránh nhau chỉ 20m.- Gần UBND xã Phú Minh- Cách đường Võ Nguyên Giáp 1km, cách sân bay Nội Bài 2km.- Chạy xe 20 phút là đến Hoàng Quốc Việt.- Rất phù hợp xây nhà để ở, đi làm tại Sân bay hay Khu công nghiệp Nội Bài, hoặc đầu tư đón Sóc Sơn lên thành phốGiá bán: 18,5 Triệu/ m2 - Sổ đỏ chính chủLiên hệ chính chủ: 0986551198  Nguồn:  http://nhadathanoi.net.vn/dat-tho-cu/can-ban-nha-dat-tai-soc-son-ha-noi-3542.html",09/03/2022,Tin thường,batdongsan_so_com_vn_1673830629.2610662,,,,,,
"10,8 tỷ VNĐ",Văn khê, 166m2,"Bán nhanh liền kề khu đô thị An Hưng, Hà Đông giá hấp dẫn.Diện tích sổ đỏ 82,5m2, xây nhà xây thô và hoàn thiện mặt ngoài, mt 5m, vị trí đẹp gần công viên. Giá đầu tư.Liên hệ Việt Hoài tell: 097.8080.326",09/03/2022,Tin thường,batdongsan_so_com_vn_1673830630.4119005,,,,,,
20 tỷ VNĐ,Văn khê, 177m2,"Bán biệt thự liền kề khu đô thị mới  Văn Khê, Hà Đông, Hà Nội. Tôi có mấy căn biệt thự Văn Khê cần bán:- Căn view trực tiếp hồ điều hoà diện tích sổ đỏ 203m2, mặt tiền 13m, đường rộng 20m, view trực tiếp hồ điều hoà. Nhà hoàn thiện cơ bản 3 tầng.- Căn view trực tiếp chung cư, kinh doanh sầm uất, xây thô, dt sổ đỏ 166m2- Căn Biệt thự lô góc 2 mặt đường diện tích 230m2, đã hoàn thiện cơ bản. - Căn liền kề hoàn thiện cơ bản, diện tích 82,5m2. Giá bán 10 tỷ Giá hợp lý cho nhà đầu tư thời điểm hiện tạiLiên hệ Việt Hoài tell: 097.8080.326",09/03/2022,Tin thường,batdongsan_so_com_vn_1673830631.4660773,,,,,,
"3,1 tỷ VNĐ","Quang Trung, Hà Đông, Hà Nội.", 38m2," # Hiếm có khó tìm nhà mặt ngõ đường Quang trung, Hà Đông, 10m ra đường ô tô tránh, 35m ra mặt đường Quang Trung, giá đầu tư, đảm bảo không có căn thứ 2. DT 38m giá chỉ 3.1 tỷ. + Vị trí đẹp, yên tĩnh, tiện ích, thuận tiện, rất gần mặt đường Quang Trung, di chuyển trong tíc tắc vô cùng thuận lợi. + Ngõ ba gác, sạch đẹp, khu dân trí, hạ tầng ổn định, an ninh tốt. + Hiên trạng nhà 2T xây mới, móng chắc chủ mới mua về lên thêm tầng vô tư. Rất phù hợp cho các nhà đầu tư, vợ chồng trẻ... + Chủ đang cần chuyển đổi mua nhà lớn hơn lên rất thiện trí, giá bán thời điểm này so khu vực không ở đâu bằng. + Giá 3.1 tỷ. + Sổ đỏ đẹp, chính chủ sẵn sàng giao dịch. + Để tham khảo thêm hàng 100 ngôi nhà mặt phố, vị trí kinh doanh, lô góc, đẹp độc lạ, những khu đất vượng khí đón tài lộc giá từ 3 đến 40 # LH SĐT: Tình nhà phố 0906113879 ( chuyên nhà đẹp, nhà phố, nhà tiềm năng, dòng tiền, có uy tín trong giới nhà đất quận Hà Đông, Hà Nội ).",09/03/2022,Tin thường,batdongsan_so_com_vn_1673830632.4883435, 4, 2, 2, 2,,
5 tỷ VNĐ,Phố Lâm Du phường Bồ Đề, 50m2,"NHÀ MỚI,Ô TÔ 7 CHỖ ĐỖ CỬA, NỘI THẤT XỊN. + Lâm Du nhỉnh 5 tỷ có nhà 5tầng với diện tích 50m², mặt tiền4.5m+ Ngõ thông, cách cầu Chương Dương 100m, cách Phố Cổ 5 phút ô tô. Đầy đủ tiện ích.+ Ô chờ thang máy, giếng chờ.Lh: Mai ĐA 0983724773.",09/03/2022,Tin thường,batdongsan_so_com_vn_1673830633.5505044,,,,,,
"1,7 tỷ VNĐ","Phan Đình Giót, Hà Đông, Hà Nội.", 31m2," # Cần bán gấp nhà trong ngõ Phan Đình Giót, Hà Đông, 10m ra đường ô tô, giá đầu tư, an ninh, an sinh đỉnh. DT 31m giá chỉ 1.7 tỷ. + Vị trí cưc đẹp, tiện ích, thuận tiện, rất gần mặt đường chính Phan Đình Giót, KĐT Ngô Thì Nhậm, di chuyển thuận lợi, tiện ích miễn bàn. + Ngõ xạch đẹp, 10m ra đường ô tô chạy qua thông mọi ngả, hiếm có khó tìm. + Hiên trạng nhà C4, chủ mới mua về phù hợp xây tòa nhà 5T mới hoặc đầu tư giữ tiền, hay cho thuê đều đỉnh. + Cách Đền Bia Bà 250m, vài bước chân sang KĐT Ngô Thì Nhậm, Chợ Bông Đỏ, Trường PTTH ở gần, vài phút chạy xe đến siêu thị MeTro, chợ Lớn Hà Đông, trung tâm Hành Chính Quận phố trung tâm tiện. + Giá 1.7 tỷ.( Vị trí rẻ nhất khu vực không có căn thứ 2 ). + Sổ đỏ đẹp, chính chủ sẵn sàng giao dịch. + Để tham khảo thêm hàng 100 ngôi nhà mặt phố, vị trí kinh doanh, lô góc, đẹp độc lạ, những khu đất vượng khí đón tài lộc giá từ 3 đến 40 # LH SĐT: Tình nhà phố 0906113879 ( chuyên nhà đẹp, nhà phố, nhà tiềm năng, dòng tiền, có uy tín trong giới nhà đất quận Hà Đông, Hà Nội ).",09/03/2022,Tin thường,batdongsan_so_com_vn_1673830634.456079,, 2, 1, 1,,
"3,1 tỷ VNĐ","Vĩnh Hưng, Hoàng Mai, Hà Nội", 35m2,"Siêu phẩm nhà Vĩnh Hưng ô tô đỗ cửa - bán kính 200m full tiện ích - DT35m2 - 5 tầng –mt 3,7m - 3,1 tỷMô tả:✓ Diện tích trên sổ 39.1m2, DT xây dựng 30m2 còn lại 9,1m2 là ngõ đi chung.✓ Vị trí đẹp, ngõ rộng, ô tô đỗ cửa, vào nhà thoải mái.✓ Khu phân lô, lô góc 2 mặt thoáng vĩnh viễn.✓ Gần chợ,gần công an Phường✓ An ninh tốt,hàng xóm thân thiện.Thiết kế: Tầng 1: Phòng Khách+ Bếp .Tầng 2,3,4 : Mỗi tầng 1 phòng ngủ +WC.Tầng 5 : phòng thờ , sân phơi.✓ Sổ đỏ chính chủ, vuông vắn .Lh M.rTiến 0965991583 chuyên nhà thổ cư Hà Nội.khách xem tư vấn nhiệt tình & miễn phí 24/24.",09/03/2022,Tin thường,batdongsan_so_com_vn_1673830635.5840611, 3, 7, 5, 4, 4,
"3,465 tỷ VNĐ","Trâu Quỳ , Gia Lâm , Hà Nội", 45m2,"Chính chủ bán đất Trâu Quỳ - Đường G chỉ 3ty465 có ra lộc .Lh : 0981752669.+ 45m mặt tiền 4m6 , hướng đông nam mát mẻ+ Khuôn đất vuông vắn ,đường to , mặt tiền đủ rộng để oto 7 chỗ cua vào trong nhà + Gần các tiện ích lớn : 200m đến trường tiểu học , trường trung học , khu đô thị 31ha , đại học nông nghiệp + Chỉ 77tr/m có ra lộc nhiều cho khách thiện chí mua , chủ nhà thân thiện .Liên hệ : 0981752669 em Vĩ - xem đất miễn phí , giá cả hợp lí ",09/03/2022,Tin thường,batdongsan_so_com_vn_1673830636.8636374, 4, 4,,,, Đông nam
"3,4 tỷ VNĐ","Bằng Liệt, Hoàng Mai, Hà Nội", 36m2,"Chính chủ bán nhà ngõ 123 Bằng Liệt, DT 36m, 4 tầng, giá 3.4 tỷ đồng + Kết nối giao thông thuận tiện, đi theo phố Bằng Liệt khoảng 05 phút ra Cầu Dậu, Kim Giang, Nguyễn Xiển 1 phút đi xe ra tơi đường Linh Đường khoảng, 10 phút đến bến xe Nước Ngầm, đường Giải Phóng, ngã ba Pháp Vân, 15 phút đến bến xe Giáp Bát.+ Tiện ích: Đầy đủ tiện ích trong KĐT Tây Nam Linh Đàm như trung tâm mua sắm, nhà hàng, rạp chiếu phim CGV, bể bơi, công viên hồ Linh Đàm. Rất gần trường tiểu học Chu Văn An; trường cấp 1,2,3 Hoàng Liệt...+ Tầng 1: Phòng khách, bếp và vệ sinh.+ Tầng 2, 3: Mỗi tầng 1 phòng ngủ.+ Tầng 4: Phòng thờ và sân phơi. - Liên hệ: A Thành 0912525146.",09/03/2022,Tin thường,batdongsan_so_com_vn_1673830637.8859026,,,,,,
