price,address,Diện tích,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"28,4 tỷ VNĐ",Xã Đàn, 71m2, Tây bắc, 4, 20, 1, 1, 1,"Bán nhà mặt phố Xã Đàn, Trung Phụng,phường Phương Liên, Đống Đa, Hà Nội. DT 71m giá 28.4 tỷ. vỉa hè rộng 6mDiện tích 71m đang có nhà cấp 4 kinh doanh sầm uất, đang cho thuê kinh doanh Nhà nằm trong khu phố đẳng cấp nhất quận Đống Đa DT rất phù hợp xây Tòa nhà Văn Phòng, Khách Sạn, Trung Tâm Thẩm mỹ, Bệnh Viện Vị trí trung tâm, ô tô chạy 2 chiều ngay ngã ba Xã Đàn- Phạm Ngọc Thạch,  Trung Phụng, gần công viên Thống Nhất, ĐH Bách Khoa, ĐH Y, ĐH Ngân Hàng... tiện ích an sinh đỉnh cao.* Sổ đỏ chính chủ. Giá 28.4 tỷ (có thương lượng), bao sang tên liên hệ chị Yến ĐT:0702138238",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820870.019174
"6,3 tỷ VNĐ",Đường Xuân Thủy phường Xuân Thủy, 79m2,, 5, 3, 6, 10, 10,""",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" text-align:="""" left;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-thickness:="""" initial;="""" text-decoration-style:="""" text-decoration-color:="""" initial'bán="""" tòa="""" ccmn="""" xuân="""" thủy-="""" 79m-="""" nhỉnh="""" 6="""" tỷ-="""" full="""" tiện="""" íchbr🔥="""" nhÀ="""" ĐẸp="""" –="""" gẦn="""" phỐ="""" -="""" dÒng="""" tiỀn="""" 50tr="""" thÁng="""" span="""" p="""" pspan="""" initial'-="""" 09="""" phÒng="""" cho="""" thuÊ="""" tiỆn="""" Ích="""" ngẬp="""" trÀn="""" initial'="""">- FULL ĐỦ ĐỒ, FULL PHÒNG THUÊ ",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820871.5371141
6 tỷ VNĐ,Phố Lê Trọng Tấn, 54m2,, 5,, 5, 8,,"+Trung tâm Quận Thanh Xuân, vài phút ra Ngã Tư Sở, tiện ích miễm bàn. +Vị trí đắc địa, ngõ rộng đường trước nhà rộng 4m, Ô TÔ vào nhà. +Thiết kế nhà hiện đại, nhà LÔ GÓC thoáng sáng nên phòng nào cũng có cửa sổ. +Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sằng dao dịch.  LH: Em Hoan, 0925088355, chuyên thổ cư Hà Nội, nhiệt tình, vui vẻ dẫn khách, miễn phí xem nhà 24/7",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820872.5464134
"4,8 tỷ VNĐ",Đường Phan Đình Giót phường La Khê, 45m2,, 7, 3, 4, 4, 4,+ Thông nhiều ngả trước nhà rộng rãi thông thoáng.+ Sổ đỏ nở hậu sẵn sàng giao dịch.MIỄN TRUNG GIAN.,09/06/2022,Tin thường,batdongsan_so_com_vn_1673820873.6873627
,Đường Vũ Thạnh phường Ô Chợ Dừa, 39m2,, 3, 3, 5, 4, 4,"BÁN NHÀ 5 TẦNG PHỐ VŨ THẠNH, ĐỐNG ĐA, HÀ NỘI+ Diện tích 39m2 x 5 tầng+ Mặt tiền 3,8m+ Sổ vuông đẹp, Pháp lý chuẩn sẵn sàng giao dịchNhà xây khung bê tông kiên cố. vị trí đắc địa, thoáng trước sau. Nằm gần trung tâm, tiện ích xung quanh đầy đủ, gần Học Viện Âm NhạcCam kết ảnh thật 100%Quý khách xem nhà liên hệ em Dung - 0967707876----------------------------------------------TƯ VẤN CHÂN THÀNH - CHU ĐÁOMua nhà cho khách như mua cho mình ",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820874.705637
"5,1 tỷ VNĐ",Đường Khương Đình phường Khương Đình, 51m2,, 4, 1, 4, 4, 4,"- Xung quanh tiện ích VIP, trường học các cấp vài bước chân, gửi ô tô cực tiện, 5 phút ra Ngã tư sở, Nguyễn Trãi rất gần Vũ Tông Phan, Khương Hạ, đường vành đai 2,5... Ngoài ra tôi còn có một số căn nhà trong khu vực với khoảng giá từ 4 đến 10 tỷ. Liên hệ: Mr Hiếu để được tư vấn và xem nhà MIỄN PHÍ.Chuyên Nhà Đẹp, Pháp lý Chuẩn - Giá Tốt! (Nhận ký gửi nhà Hà Nội).",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820875.786747
"45,5 tỷ VNĐ",Đường Yên Hoa phường Yên Phụ, 105m2,, 5, 15, 8, 12, 14,"+ NHÀ ĐẸP MẶT HỒ TÂY, THIẾT KẾ HIỆN ĐẠI 8 TẦNG THANG MÁY. + KINH DOANH KHỦNG VỪA SHOP VỪA HOMESTAY CỰC ĐỈNH. ----------------------------------------- + Vị trí: Mặt phố_Mặt Hồ Tây siêu thoáng, đắc địa kinh doanh các loại hình từ Cà phê ven hồ, Shop, khách sạn, Homestay cho người nước ngoài thuê…  + Nhà thiết kế xây dựng 8 tầng, thang máy nhập, thiết kế tinh tế, công năng phù hợp vừa cho thuê Văn phòng, Shop, Cà phê tầng 1. Từ tầng 2 mối tầng 02 căn hộ khép kín vừa ở vừa kinh doanh Homestay, T8: Skybar, không gian sinh hoạt chung, cafe, BBQ đều phù hợp.  + Pháp lý: Sổ đỏ đẹp chính chủ sẵn sàng giao dịch.  + Liên hệ: Mr Nhân Nhà Phố (Miễn phí 24/7; miễn Môi giới).",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820876.7820823
6 tỷ VNĐ,Đường Nguyễn Trãi, 52m2,, 4,, 5, 6,,"+Trung tâm Ngã Tư Sở, tiện ích vô vàn: gần các trường Đại Học, bện viện, TTTM, vài bước ra Royal City.+Trước nhà đường rộng, ô tô đỗ ngày đêm, trước nhà có 1 sân chơi rộng 60m2, cách đường Nguyễn Trãi gần 100m.+Nhà còn mới đẹp, tổng 6PN, nhà 3 mặt thoáng nên phòng nào cũng có cửa sổ.+Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng dao dịch. LH: Mr Hoan, 0925088355, chuyên thổ cư Hà Nội, miễn phí xem nhà 24/7.",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820877.9359949
"9,4 tỷ VNĐ","Chính chủ bán nhà mặt ngõ rộng P.Thuỵ Khuê, Tây Hồ, 9,4 tỷ, 0931093456", 42.4m2,,,,,,,"Chính chủ bán nhà mặt ngõ rộng P.Thuỵ Khuê, Tây Hồ, 9,4 tỷ, 0931093456 - Diện tích: 42.4 m2. Mặt tiền 3m.- Giá bán : 9.4 tỷ (thương lượng khách thiện chí)- Vị trí nhà đẹp, nhà cách Hồ Tây 10m bước chân ra Hồ, không gian thoáng mát.- An ninh tốt, hàng xóm thân thiện.- Gần trường học, chợ gần nhà.- Môi trường thoáng mát. - Miễn môi giới và Trung gian - Giá bán : 9.4 tỷ (thương lượng khách thiện chí)- Liên hệ 0931093456 Thanh Bình       http://www.sanbatdongsanviet.com.vn",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820878.9612534
11 tỷ VNĐ,Hà Nội, 72m2,,,,,,,"Diện tích 72m2, 5 tầng, mặt tiền 5.9 m, vỉa hè ô tô vào thoải mái, kinh doanh đỉnh.Khu VIP dân trí cao, thiết kế cổ điển quý phái, nội thất sang trọng.Sổ đỏ chính chủ.Giá chỉ 11 tỷ thương lượng mạnh.Liên hệ nhanh 24/7: 0366 555 258.",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820879.9944875
