price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
630 triệu VNĐ,trầm lộng, 75m2,"Vị trí: Trọng điểm giao thông khu phía nam gần trục Vân Đình - Cầu GiẽTăng giá cực tốt nhờ trục đường Cienco 5 giai đoạn 2 sắp thi công ngay gần khu đấtCách ngã 3 Ba La Hà Đông 30kmCách nút giao Cầu Giẽ 15p lái xeCách thị trấn Vân Đình và QL21 10p lái xeCách KCN Đồng Văn Hà Nam 5kmBán kính 200m là chợ, trạm y tế, UBND, trường học các cấpDiện tích đất: 60m2 - 80m2 full thổ cư.Sát ngay mặt đường tỉnh lộ 426 siêu rộng.Sổ đỏ cất két từng lô - sang tên ngay.Tiện ích xung quanh gần trung tâm hành chính, trường học, trung tâm y tế xã, khu buôn bán dân sinh...Hạ tầng đồng bộ mốc giới rõ ràng.Mua đầu tư hoặc ở đều có lợi.",13/12/2022,Tin thường,batdongsan_so_com_vn_1673783673.1666632,,,,,,
"1,7 tỷ VNĐ","Đường Nguyễn Công Trứ, Đồng Nhân, Hai Bà Trưng", 100m2,"Mô tả : + Vị trí đẹp, nhà đẹp ở ngay, chủ xây cực kỳ tâm huyết. khu vực quá hiếm nhà bán, đường trước nhà rộng rãi ôtô tránh nhau. Không khí trong lành, quanh năm thoáng mát. + View hồ quá đỉnh , kinh doanh, mở văn phòng cực ổn. + Thiết kế : - Tầng 1 : Phòng khách - Bếp - WC. - Tầng 2,3 : 2 phòng ngủ - WC. - Tầng 4,5 : Phòng - Sân phơi - Tiểu cảnh. + Pháp lý chuẩn, sổ đỏ phân lô (có thương lượng). + LH em Chiến chuyên Đất/Nhà thổ cư - Xem/Mua miễn phí 24/7.",13/12/2022,Tin thường,batdongsan_so_com_vn_1673783674.4213078, 5, 9, 7, 21, 10,
8 tỷ VNĐ,"Đường Quang Trung, Văn Quán, Hà Đông", 45m2,"TÔI CẦN BÁN NHÀ PHỐ HÀ ĐÔNG, HOA HẬU, 5M TIỀN, 45M2, PHÂN LÔ, OTO TRÁNH Nhà nội thất tiền tỉ, đẹp long lanh, chỉ việc xách vali về ởKhu dân trí cao nhiều cán bộ hưu trí, An ninh đỉnhKhu trung tâm HĐ nên tiếp giáp nhiều tiện ích, cơ quan trường họcỞ Sướng, kinh doanh đỉnhGía nhỉnh 8 tỉ ",13/12/2022,Tin thường,batdongsan_so_com_vn_1673783675.8774116, 5, 20, 4, 4, 4, Tây nam
"1,79 tỷ VNĐ","Bán nhà nhỏ trung tâm Hà Nội – căn tầng 2 nhà biệt thự phố Lý Nam Đế, Hoàn Kiếm; 1,79 tỷ; 0917837837", 40m2,"Bán nhà nhỏ trung tâm Hà Nội – căn tầng 2 nhà biệt thự phố Lý Nam Đế, Hoàn Kiếm; 1,79 tỷ; 0917837837  - Diện tích trong sổ 33m2, diện tích sử dụng 40m2. Nhà có 2 phòng rộng. - Tiện ích xung quanh đầy đủ. Khu dân cư quân đội an ninh, dân trí cao. Lối đi cầu thang riêng. - Khu vực trung tâm, thích hợp cho hộ gia đình ở lâu dài hoặc sửa sang để kinh doanh buôn bán nhỏ.  - Giá bán 1,79 tỷ, sổ đỏ giao dịch rõ ràng. - Thương lượng thiện chí liên hệ - 0917837837 (miễn tiếp QC)      http://www.sanbatdongsanviet.com.vn",13/12/2022,Tin thường,batdongsan_so_com_vn_1673783677.114105,,,,,,
"4,95 tỷ VNĐ","Đường Bát Khối, Long Biên, Long Biên", 53m2,"Cần bán gấp nhà mặt phố Bát Khối, quận Long Biên, Hà Nội - Diện tích đất 52.6m2, mặt tiền 3.5m hướng chính Nam - Trên đất là nhà 3.5 tầng xây năm 2015, tầng 2-3 thiết kế mỗi tầng 02 phòng ngủ - Vị trí nhà đất nằm mặt đường Bát Khối rộng 6m, ô tô đỗ cửa, buôn bán kinh doanh sầm uất - Gia đình thiện chí bán. Liên hệ Cảnh 0988818045",13/12/2022,Tin thường,batdongsan_so_com_vn_1673783678.3069136, 3, 6, 4, 4, 3, Nam
"5,6 tỷ VNĐ",PHƯỜNG PHÚ DIỄN, 40m2,"BÁN GẤP NHÀ MẶT PHỐ HOÀNG CÔNG CHẤT Ô TÔ TRÁNH KINH DOANH NHỈNH 5 TỶ 0962745289+ DT. 40m2*4 tầng. Giá nhỉnh 5 tỷ Bắc Từ Liêm.+ Vị trí đắc địa mặt phố kinh donh sầm uất, 2 mặt thoáng trước sau vĩnh viễn trung tâm Quận Bắc Từ Liêm. Tiện ích miễn bàn.+ Nhà dân xây cực kỳ chắc chắn tâm huyết, nhà đẹp ở ngay, đầy đủ công năng sử dụng,+ tuyến phố nối giữa Hồ Tùng Mậu thông Cổ Nhuế giữa các trường Đại học Thương Mại, Công Nghiệp Hà Nội, Tài Nguyên Môi Trường, học viện Cảnh Sát, Đại Học Mỏ Địa Chất….+ Sổ đỏ nở hậu chính chủ sẵn sàng giao dịch.+ Giá:Thỏa thuận.+ Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, thủ tục sang tên nhanh gọn. + Tư vấn 24/7.",13/12/2022,Tin thường,batdongsan_so_com_vn_1673783679.4378874,,,,,,
"9,3 tỷ VNĐ","Thanh Xuân, Hà Nội", 48m2,"SIÊU PHẨM ĂN TẾT CÙ CHÍNH LAN, THANH XUÂN, Ô TÔ, THANG MÁY, KINH DOANH, VĂN PHÒNG, 9.3 TỶ.  - Diện tích: 48 m2 X 6 tầng thang máy. - Mặt tiền: 5 m. - Sổ đỏ phân lô chính chủ. - Giá bán: 9.3 tỷ.   - Thiết kế: + Tầng 1: Thông phòng, WC. + Tầng 2, 3, 4: Tầng ngủ Master. + Tầng 5: Phòng khách, bếp ăn, WC. + Tầng 6: Phòng thờ, sân phơi, tiểu cảnh. - Vị trí: Nhà khu phân lô Quân đội, đường trước nhà ô tô tránh vài chục mét ra phố Cù Chính Lan, Trường Chinh...  - Khu vực giáp ranh ba quận: Thanh Xuân - Hoàng Mai - Đống Đa đi lại đễ dàng chỉ 20 phút đi sân bay Nội Bài hay Hồ Hoàn Kiếm. - Nhà phù hợp nhiều đối tượng khách hàng cùng phân khúc: Mua để ở hay kinh doanh văn phòng.   - Chủ làm ăn nhiều nhà, thiện chí bán giá chỉ 9,3 tỷ.  - Liên hệ: Mr Hải, 0946 921 974. Chuyên gia tư vấn, mua bán Bất động sản khu vực: Cù Chính Lan, Hà Kế Tấn, Hồ Rùa, Hoàng Văn Thái, Lê Trọng Tấn, Nguyễn Lân, Nguyễn Ngọc Nại, Nguyễn Trãi, Nguyễn Văn Trỗi, Nguyễn Viết Xuân, Phương Liệt, Tô Vĩnh Diện, Trần Điền,  Trịnh Đình Cửu, Trường Chinh,Đường Vành Đai 2, Đường Vành Đai 3, Vũ Tông Phan, Vương Thừa Vũ,... (Anh, chị, em Môi giới, QC xin không làm phiền).",13/12/2022,Tin thường,batdongsan_so_com_vn_1673783680.4052985,,,,,,
"11,6 tỷ VNĐ","Đường Thanh Liệt, Thanh Liệt, Thanh Trì", 83m2,"Bán nhà mặt phố Thanh Liệt Thanh Trì 83m x 4Tx 5mt, 11.6 tỷ  + Vị trí mặt phố Thanh Liệt, vỉa hè đá bóng, kinh doanh sầm uất.  + Nhà 4 tầng kiên cố chắc chắn vừa ở vừa kinh doanh hoặc cho thuê đều được  + Tiện ích ngập tràn, gần trường, gần chợ, công viên Chu Văn An.  + Hưởng trọn tiện tích KĐT The Manor, KĐT Linh đàm, KĐT Kim Văn Kim Lũ + Thông thương khắp ngả Linh Đàm, Nguyễn Xiển, Thanh Xuân…  ",13/12/2022,Tin thường,batdongsan_so_com_vn_1673783681.4385717, 5, 7, 4, 5, 5,
14 tỷ VNĐ,"Đường Trần Duy Hưng, Trung Hòa, Cầu Giấy", 65m2," -Nhà xây mới hiện đại, căn góc 2 thoáng vĩnh viễn, oto đỗ cửa, 7 tầng thang máy vừa ở vừa làm văn phòng tốt -Vị trí giao thông thuận tiện, cách mặt phố vài bước chân, nằm trung tâm Quận Cầu Giấy, di chuyển thuận tiện qua Quận Đống Đa, Láng Hạ, Nguyễn Chí Thanh, Trung Hòa Nhân Chính, Trung Kính… -Sổ đỏ chính chủ, vuông đẹp, pháp lý rõ ràng sẵn sàng giao dịch -Giá bán: 14 tỷ 500tr (có Thương Lượng cho khách thiện trí mua) -Liên hệ: 0945996567 (Thành)",13/12/2022,Tin thường,batdongsan_so_com_vn_1673783682.6198862, 4, 4, 7, 6, 6,
"5,5 tỷ VNĐ","Đường Âu Cơ, Tứ Liên, Tây Hồ", 55m2," NHÀ NGÕ RỘNG NHƯ PHỐ, Ô TÔ VÀO NHÀ, NGÕ THÔNG TỨ PHÍA. KHU VỰC ĐA TIỆN ÍCH CÁCH HỒ TÂY, KHÁCH SẠN THẮNG LỢI 500M, KHÁCH SẠN SHERATON 700M.  THIẾT KẾ 4 TẦNG KHUNG CỘT CHẮC CHẮN CÓ GARA OTO, CHỦ MUA VỀ SETUP LẠI NỘI THẤT, LÊN THÊM TẦNG TÙY Ý.  LIÊN HỆ: 0973879707",13/12/2022,Tin thường,batdongsan_so_com_vn_1673783683.7578416, 4, 6, 4, 4, 4,
