price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
19 tỷ VNĐ,Đường Lạc Long Quân phường Thụy Khuê, 84m2, 6, 5, 7, 23, 7,Bán nhà Lạc Long Quân - Ngõ thông ô tô tránh -Dòng tiền 100 triệu/tháng - 84m2 - 7 tầng thang máy - 23 phòng - 19 tỷ (thương lượng mạnh) - Sổ đỏ chính chủ ,11/06/2022,Tin thường,batdongsan_so_com_vn_1673820434.8462367,
"2,15 triệu VNĐ","Trần Khát Chân, Hai Bà Trưng", 28m2, 4, 2, 3, 2,,"Mô tả: + Nhà 3 tầng, Mặt tiền 4.15m cách ô tô vài bước chân. + Nhà gần chợ trời, vincom, bệnh viện, bờ hồ, phố cổ. + Khu trung tâm nên ngập tràn tiện ích. + 2 phút lên bờ hồ, Phố cổ + Giao thông rất thuận tiện, gần các trường đại học Bách Khoa, KT Quốc Dân, Xây Dựng… + Giá chào 2.15 tỷ,  Có thương lượng. + Diện tích 28m2. + Sổ đỏ sắn giao dịch. + Liên hệ : Nguyễn Dương  0825920555",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820436.1377807,
"3,9 tỷ VNĐ",Yên Phúc - Phúc La - Hà Đông - Hà Nội, 30m2, 3, 2, 5, 3, 4,"Cần bán nhà Văn Quán-Hà Đông, ô tô đỗ sát nhà, duy nhất 1 căn, Dt 30m2x5T, giá chỉ 3,9 tỷ. Lh 0984672007 Mô tả: + Mặt tiền: 3,5m + Hướng: Tây + Diện tích: 30m2 Nằm khu vực dân cư đông đúc, thân thiện, tiện ích vô cùng, cách 1 nhà ra đường ô tô ra và thỏa mái, cách 100m có bãi gửi xe ngay nhà văn hóa. Nằm sát KĐT Văn Quán có nhiều tiện ích mạng lại, gần trường học cấp 1, 2 Văn Yên, Nguyễn Du... Có nhiều trung tâm thương mại quanh khu vực như Winmart, BigC, Metro... Nhà xây 5 tầng công năng tuyệt vời: + Tầng 1: phòng khách, bếp, wc + Tầng 2, 3, 4: mỗi tầng 1 phòng ngủ rộng, wc + Tầng 5: Phòng thờ, sân phơi. Nhà đã hoàn thiện xong, bàn giao ngay cho khách mua. Sổ đỏ chính chủ, rất thiện chí bán. Giá chỉ: 3,9 tỷ có thương lượng. Liên hệ ngay: Mr Hưng 0984672007 xem nhà và tư vấn miễn phí.",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820441.1491592, Tây
"8,75 tỷ VNĐ",Đường Văn Khê phường La Khê, 50m2, 5, 9, 5, 4, 5,"NHÀ ĐẸP PHÂN LÔ Ô TÔ TRÁNH VỈA HÈ KINH DOANH KHU ĐÔ THỊ VĂN KHÊ. S: 50m2, 5 tầng, mt 5m, giá: 8.75 tỷ. Nhà đẹp khu đô thị văn Khê, vị trí đẹp đường rộng ô tô tránh thoải mái, vỉa hè rộng kinh doanh tốt, an sinh tuyệt vời. - Thiết kế:+ Tầng 1: thông sàn cầu thang cuối thuận tiện làm văn phòng, kinh doanh.+ Tầng 2: Bếp và Phòng khách.+ Tầng 3,4: mỗi tầng 2 phòng ngủ.+ Tầng 5: Phòng thờ và sân phơi.- Sổ đỏ vuông đẹp, phong thủy chuẩn, giao dịch luôn.Liên hệ: Tôi Công thổ cư Hà Đông 0931706698Miễn trung gian.",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820442.1674747,
"2,95 tỷ VNĐ",Yên Xá - Thanh Trì - Hà Nội, 32m2, 3, 2, 4, 3, 2,"Bán nhà cuối đường Nguyễn Khuyến, dtxd 32m2x4T, sát KĐT Văn Quán, dân cư đông, giá 2,95 tỷ. Lh 0984672007 - Mặt tiền: 3.8m - Hướng: Tây Nam  + Mô tả thiết kế: - Tầng 1: phòng khách, bếp - Tầng 2: 1 phòng ngủ, 1 wc - Tầng 3: 2 phòng ngủ, 1 wc - Tầng 4: phòng thờ, sân phơi + Nằm gần siêu thị VIN MART, cách hồ Văn Quán 500m, cách Big Hà Đông 800m,  Vườn Hoa sân chơi của KĐT Văn Quán 500m , - Cách đại học Hà Nội, HV An Ninh, Kiến Trúc, Đại Học Hà Nội chưa đầy 1km.- Xung quanh các trường Tiểu học, trung học, mầm non bán kính 500m. Gần chợ dân sinh, khu vực kinh doanh sầm uất. An ninh tốt. - Đường phố rộng và nhiều cây xanh nên môi trường sống rất tuyệt vời.- Sổ đỏ chính chủ sẵn sàng giao dịch.+ Giá 2,95 tỷ có thương lượng Liên hệ ngay Mr Hưng 0984672007 để xem nhà và tư vấn miễn phí. ",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820443.2206178, Tây nam
"9,2 tỷ VNĐ","Quang Trung, Hà Đông, Hà Nội.", 35m2,, 30, 5, 4,," * Bán nhà * mặt tiền đường Quang Trung, Hà Đông. vỉa hè đá bóng, đường ô tô đua, kinh doanh hối hả. DT 35m, 5T giá chỉ xíu 9 tỷ. + Vị Trí: kim cương, đẹp nhất, đắc địa nhất, mặt phố, trục chính đường huyết mạch Quang Trung quận Hà Đông. + Gần Nhà thi đấu, Bưu Điện, KĐT Văn Phú, Siêu thị Melinh Plaza, KĐT Ngô Thì Nhậm, Bệnh viện Đa Khoa Hà Đông. + Nhà chủ tự xây 5T khung cột chắc, thiết kế T1 thông sàn để kinh doanh, từ T2 lên trên mỗi tầng 2 phòng rộng + WC, đầy đủ công năng. + Giá chỉ 9.2 tỷ ( Thương Lượng ). + Sổ đỏ chính chủ, sẵn sàng giao dịch. * HotLine: 0983858722 Tình nhà phố ( chuyên mua bán, nhận ký gửi Nhà Đất, có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820444.432377,
"21,5 tỷ VNĐ",Đường Hoàng Quốc Việt phường Nghĩa Đô, 85m2, 6, 3, 9, 20, 1,"Nhà 2 mặt ngõ thông, Ô TÔ 7 chỗ vào nhà. Kinh doanh dòng tiền, Căn Hộ cho thuê. Thang máy chạy vù vù. vị trí khá đắc địa, giao thông vo cùng thuận lợi. thông khắp mọi nơi, tiếp giáp các trục đường Nguyễn Văn Huyên, Nguyễn Phong Sắc,  Nghĩa Đô , Nghĩa Tân , Trần Cung..v..v.....Đi đâu cũng đều thuận tiện. Khu vực tập trung nhiều trường học các cấp, Cao Đẳng , ĐH gần đó. Dân cư đông đúc, dân trí cao. Xung quanh tiện ích ngập tràn, Kinh doanh sầm uất. Nhà xây khung cột chắc chắn, Thiết kế hiện đại, Thang máy.  DT 85m2 x 8T + 1 lửng , MT 6m. Tầng 1 Để xe + gara ô tô ( 3 xe ô tô + 60 chục xe máy). Tầng Lửng vừa ở vừa làm VP vận hành phòng cho thuê. Tầng 2,3,4,5,6,7,8 Tổng 20 Phòng Khép kín ( 12 Phòng đơn + 8 Phòng đôi ). Pháp lý chuẩn , sổ sẵn sàng giao dịch ngay. Giá 21.5 Tỷ ( thương lượng). Liên hệ ngay để được tư vấn, hướng dẫn xem nhà hoàn toàn miễn phí.",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820445.7069657,
"3,85 tỷ VNĐ","Phú Lãm, Hà Đông, Hà Nội", 40m2, 5, 3, 4, 4, 4,"+ Vị trí nhà siêu đẹp, Phân lô VIP, lô góc 3 mặt thoáng vĩnh viễn, dân trí cao, an ninh tốt, sau nhà là quy hoạch vườn hoa, công viên, gần trường học các cấp, chợ, siêu thị, bệnh viện, đường ngõ thông thoáng dễ đi lại. + Nhà 4 tầng, chủ mới xây tâm huyết cực kì chắc chắn đẹp long lanh trên diện tích 40m2, mặt tiền 5m: - T1 Gara+PK+bếp +WC; - T2,3: là 2 PN rộng +WC; - Tầng trên là Phòng thờ + sân. + Sổ đỏ, nở hậu đẹp, sẵn sàng giao dịch. + Giá cực tốt 3,85 tỷ + Chủ nhà là cán bộ muốn bán nhanh để hùn vốn chuyển chỗ khác thuận tiện hơn. + ACE thiện chí LH: 0392117396 để được xem nhà.",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820446.8977828, Đông nam
"5,15 tỷ VNĐ",Đường Mỗ Lao phường Mộ Lao, 47m2, 3, 5, 5, 6, 4,"- Ngõ rộng ô tô qua nhà thoải mái, có thể kd làm văn phòng onlie.  Thiết kế 5 tầng xây dựng KCBT đầy đủ:  - Tầng 5: PT + sân phơi",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820448.0417204,
"5,85 tỷ VNĐ",Đường Lĩnh Nam phường Lĩnh Nam, 58m2, 3, 4, 4, 4, 4,"Nhà năm trong khu vự dân cư đông đúc  , khu vực đang phát triển từng ngày  - Gần chợ , trương học cấp 1,2,3...  ,các trung tâm thương mại -   Ngõ rộng ô tô đổ trươc cửa, kinh doanh -Diện tích ;58m ,  4 tầng,  mt3,7m ,  già chào 5,85 tỷ Tầng 1 ; phòng khách, bếp ,vệ sinh. Tầng 2,3; phòng ngủ,vế sinh khép kín. - Sổ đỏ chính chủ, vuông vắng, giao dịch ngay Liên hệ ngay để được tư vấn và xem khách miễn phí: 0879551236 ",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820449.1547432,
