price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"6,8 tỷ VNĐ","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội", 43m2,"Cần Bán Nhà Ngọc Thụy, Long Biên 43m2, 7T giá 6,8 tỷ (có thang máy, ô tô vào nhà) Thiết kế:- Tầng 1: Gara oto..- Tầng 2: Thiết kế Phòng khách, bếp, wc.- Tầng 3,4,5,6: Mỗi tầng 1 phòng, wc.- Tầng 7: Phòng thờ + Sân phơi. • Xung quanh là trường học, các tổ hợp dịch vụ, bán kính xung quanh khu Đô Thị Khai Sơn, Chợ Ngọc Thụy, Trường Quốc Tế Việt Pháp, Học Viện Hậu Cần..tiện sang Cầu Long Biên, Ngọc Lâm…• Nhà thiết kế toàn nội thất hàng loại xịn xò, thang máy nhập khẩu loại hàng chuẩn.• LH ngay cho Mr Tùng : 0965 722 358",27/11/2022,Tin thường,batdongsan_so_com_vn_1673785731.607629,,,,,
"2,35 tỷ VNĐ","Đường Đại lộ Thăng Long, Đông La, Hoài Đức", 45m2,"
    Anh tôi Cần Bán Nhà Đông La, Hoài Đức 45m 4 tầng, mặt 4m Ô tô, Rất muốn Bán trước Tết  nhỉnh 2 tỷ
+Nhà đẹp mới, Nhà mới kết cấu vững chắc. Thiết kế 4 tầng, tối đa công năng sử dụng.
+Vị trí, tiện ích.
- Căn nhà vị trí đẹp và được hưởng trọn hết các tiện ích xung quanh. Rất thuận tiện cho việc đi lại, gần ngay chợ, rất thuận tiện cho việc nội trợ. Gần Trường học cấp 1, 2, 3 thuận tiện cho việc học của các cháu.
- Sổ CC, sang tên nhanh gọn, Giá thương lượng, chủ thiện chí.
+ Xem nhà gọi Mr Đức Nhà Đẹp. Rất nhiều nhà đẹp phù hơp mọi nhu cầu Anh Chị Em.
",27/11/2022,Tin thường,batdongsan_so_com_vn_1673785732.7804945, 4, 3, 4, 4, 3
"1,8 tỷ VNĐ","Ấp Tó, Uy Nỗ, Đông Anh, Hà Nội", 47m2,"+ Hơn 1tỷ có ngay 47m2 Ấp Tó, Uy Nỗ, Đông Anh. + Mặt tiền 3,96m, nở hậu 4,2m hút tài lộc cho gia chủ đường rộng ô tô đỗ cửa. + Xung quanh đầy đủ tiện ích, ăn uống giải trí. Cách chợ 200m. + Cách Bệnh viện Đa khoa Đông Anh, Trung tâm hành chính Huyện 1,5km. +Cách Bệnh viện Bắc Thăng Long 1,5km + 15 phút sang tới nội thành Hà Nội. + Thông thương thuận tiện, dân cư phát triển + Phù hợp cho anh chị xây nhà kinh doanh và đầu tư. + Sổ đỏ chính chủ, pháp lý chuẩn sẵn sàng giao dịch. + Liên hệ: 0886923362 (Mr. Dũng) để được hỗ trợ và nhận giá siêu mềm.",27/11/2022,Tin thường,batdongsan_so_com_vn_1673785733.9015284, 3,,,,
"3,15 tỷ VNĐ","Đường Nam Dư, Lĩnh Nam, Hoàng Mai", 40m2,"Mô tả: Nhà ở Nam Dư, diện tích 40m2, 6 tầng, giá 3 tỷ, Ngõ rộng 4m  - Thiết kế: Nhà xây 5 tầng + 1 tum. Mỗi tầng 1 phòng ngủ +1 wc. Tổng 3 ngủ 4 wc.  - Vị trí đỉnh của chóp ngõ thoáng rộng 4m ô tô đỗ cửa.  - Nhà thiết kế theo phong cách hiện đại, trẻ trung - Tặng toàn bộ nội thất, Khách chỉ xách valy về ở - Nhà ngõ ô tô cách mặt phố 100m, nhà đẹp như khách sạn không có căn thứ 2 - Sổ đỏ vuông vắn như tờ A4 
 
Liên Hệ E Nam để xem nhà
Sđt: 0966 530 485
",27/11/2022,Tin thường,batdongsan_so_com_vn_1673785735.1204064, 4, 20, 6, 6, 6
"4,444444 tỷ VNĐ","Đường Thịnh Liệt, Thịnh Liệt, Hoàng Mai", 30m2,"Mô tả :  Nhà ở Thịnh Liệt, diện tích 30m2, 6 tầng, MT 5,4m, giá 4.4 tỷ + Tầng 1 : Phòng khách- Kinh doanh, vs. + Tầng 2 : Bếp, vs. + Tầng 3,4,5 : Mỗi tầng 1 phòng khép kín.  + Tầng 6 : Phòng thờ, sân phơi.  Sổ đỏ chính chủ sẵn sàng giao dịch ngay. + Dân trí cao. Đón dự án mở đường từ Quận uỷ Hoàng Mai sang khu Đô thị Đền Lừ.  - Gần công viên, gần trường học các cấp, cách Quận uỷ Hoàng Mai 1 km. Trạm Y Tế . Thích hợp kinh doanh nhiều loại hình dịch vụ :  Thiết kế: Nhà chủ tự xây thiết kế đẹp hiện đại, nội thất toàn đồ sịn, chủ tặng lại cho khách
 
Liên Hệ E Nam để xem nhà
Sđt: 0966 530 485
  ",27/11/2022,Tin thường,batdongsan_so_com_vn_1673785736.1347373, 5, 20, 6, 4, 5
"15,56 tỷ VNĐ","Đường Cầu Giấy, Quan Hoa, Cầu Giấy", 125m2,"
    Cực Hiếm Duy nhất có 1 0 2 Cần Bán CCMN Phùng Khoang 125m 7T, Ô tô cạnh nhà, nhỉnh 15 tỷ
+ Cần bán Căn hộ cao cấp - Dòng tiền, Đang cho thuê kín phòng đẩy đủ tiện nghi.
+ Vị trí Siêu đẹp: Rất đông Sinh viên, nhu cầu thuê rất cao.
+Địa điểm Hot : Phát triển cực mạnh, Sầm uất,Tiện ích ngập tràn, Các trường đại học lớn xung quanh.
+ Gần trường Các Đại Học Báo chí Tuyên truyền, ĐH Sư phạm, ĐH Hà Nội... Học viện Cảnh Sát Nhân dân, Đại Học Kiến trúc. gần chợ, gần đường lớn Quang Trung, Nguyễn Trãi, Khuất Duy Tiến, Phùng Khoang.
+ Sổ CC sang tên nhanh gọn.
+ Giá: ( Có thương lượng ).
Liên hệ: Đức Nhà Đẹp . Rất nhiều nhà đẹp phù hợp mọi nhu cầu anh chị em nhé.
(Liên hệ để được tư vấn, xem nhà hoàn toàn miễn phí).
",27/11/2022,Tin thường,batdongsan_so_com_vn_1673785737.214848, 8, 3, 7, 26, 26
"5,5 tỷ VNĐ","Đường Hào Nam, Ô Chợ Dừa, Đống Đa", 33m2,"Bán nhà 86 Hào Nam, nhà đẹp mới tinh, sân riêng rộng thoáng  Diện tích 33m2, 6 tầng, mặt tiền 3.6m Giá bán 5.5 tỷ  + Vị trí đẹp, đầu Hào Nam dễ dàng di chuyển thuận lợi đi Hoàng Cầu, Đê La Thành, Ô Chợ Dừa, Vũ Thạnh.  + Nhà đẹp mới keng, phố VIP nhiều khách.  Thiết kế: 5 tầng 1 tum. Tầng 1 phòng 1 vệ sinh rộng, tổng 4 phòng ngủ. Nội thất cao cấp. + Nhà xây chất lượng, hiện đại, thẩm mỹ.  + Sân để xe rộng rãi, riêng biệt, để được nhiều xe.  Sổ đỏ chính chủ sẵn sàng giao dịch. ",27/11/2022,Tin thường,batdongsan_so_com_vn_1673785738.3491242,, 10, 6, 6, 6
"4,85 tỷ VNĐ","Đường Thanh Nhàn, Thanh Nhàn, Hai Bà Trưng", 47m2,"bán nhà thanh nhàn , hai bà trưng , hà nội , DT 47m2 , 5 tầng , giá hơn 4 tỷ , 10 giá trị và tiện ích ngôi nhà khách hàng nhận được như sau  1) giá trị thứ nhất của ngôi nhà ; thiết kế kiến trúc ngôi nhà hiện đại theo thời đại mới ,nhà trang trí trong ngoài đẹp long lanh như hoa hậu  chân dài  2) giá trị thứ 2 của ngôi nhà ; thiết kế kết cấu móng dầm cột khung bê tông cốt thép rất chắc chắn hiện đại ,  3) giá trị thứ 3 của ngôi nhà ; trước nhà có sân rộng để được nhiều xe máy , có nhiều không gian thoáng mát  4) giá trị thứ 4 của ngôi nhà ; sổ đỏ chính chủ nở hậu đẹp phong thủy , sẵn sàng giao dịch trong phút mốt  5) giá trị thứ 5 của ngôi nhà khách hàng nhận được ; dân trí sung quanh thân thiện , an ninh tốt  6) giá trị thứ 6 của ngôi nhà khách hàng nhận được ; đường thông ngõ thoáng giao thông thuận tiện  7) giá trị thứ 7 của ngôi nhà khách hàng nhận được ; gần chợ , gần trường học 1.2.3.  8) giá trị thứ 8 của ngôi nhà khách hàng nhận được ; vài phút đến trường đại học bách khoa , đại học kiến trúc , đại học xây dựng , đại học y , học viện ngân hàng , và rất nhiều trường đại học khác  9) giá trị thứ 9 của ngôi nhà khách hàng nhận được ; vài phút chạy xe đến bệnh viện thanh nhàn , bệnh viện quân đội 108 , bệnh viện bạch mai  10) giá trị thứ 10 của ngôi nhà khách hàng nhận được ; vài phút đến công viên lê nin  hồ 7 mẫu , hồ hoàn kiếm , phố đi bộ , rất nhiều giá trị và tiện ích khác , khách hàng thiện trí xem nhà liên hệ xuân hùng 1975, không tiếp môi giới ;   ",27/11/2022,Tin thường,batdongsan_so_com_vn_1673785739.4192622,, 3, 5, 3, 4
4 tỷ VNĐ,"Đường Tân Mai, Hoàng Văn Thụ, Hoàng Mai", 40m2,"
Chính chủ gửi bán căn nhà rất đẹp đường Giáp Nhị. Trước nhà ngõ rộng ô tô đỗ cửa.  
Chủ nhà là giảng viên Đại Học, thiện chí bán 
Kết cấu: Nhà chủ tự xây thuê thiết kế, Diện tích 40m, mặt tiền 4m, 4 tầng 4 ngủ đủ công năng. Nhà đẹp chắc chắn ở ngay, an sinh đỉnh. 
Giá chỉ 4 tỷ (còn thương lượng) 
Sổ đỏ nở hậu sẵn sàng giao dịch. 
Gọi ngay: Hoàng Anh Homes 0936060682 (thông tin chuẩn, xem nhà miễn phí)",27/11/2022,Tin thường,batdongsan_so_com_vn_1673785740.4874036, 4, 3, 4, 4, 4
4 tỷ VNĐ,"Đường Xuân La, Xuân La, Tây Hồ", 30m2,"bán nhà 5 tầng số 7 ngõ 38/37 xuân la,tây hồ dt 30 đến 40m sđcc thiết kế tân cổ điển nội thất sàn gỗ tủ bếp,trần thạch cao,vị trí cách đường oto 70m cách hồ tây 500m gần trường học gần chợ dân chí cao giá từ 4 tỷ đến 4.tỷ bao sang tên  đt 0906060703 - 0975590055",27/11/2022,Tin thường,batdongsan_so_com_vn_1673785741.5157094, 3, 2, 5, 4, 4
