price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"2,49 tỷ VNĐ","Đường Đản Dị, Uy Nỗ, Đông Anh", 60m2, 4,"Gia đình vỡ nợ cần bán gấp mảnh đất tại 382, xã Uy Nỗ, huyện Đông Anh.  - Diện tích: 60m2  - Mặt tiền: 4.1m  - Mặt hậu: 5.3m  - Chiều dài: 13m Đường trước mặt 4m, Đường nhựa ngõ thông.  + Vị trí đât gần trung tâm huyện Đông Anh, gần uỷ ban huyện Đông Anh,đầy đủ trường học, cửa hàng, quán ăn, trạm xăng, cây ATM,... Đất rất đẹp để mua ở hoặc đầu tư lâu dài.  Gọi cho em nếu anh chị quan tâm hoặc muốn đi xem đất.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790672.915862,,,,
9 tỷ VNĐ,Phạm Văn Đồng, 42m2, 4," GẦN TRƯỜNG ĐẠI HỌC NGOẠI NGỮ - ĐẠI HỌC QUỐC GIA – ĐẠI HỌC SƯ PHẠM + Vị trí đẹp, gần công viên, trung tâm thương mại lớn, kinh doanh mọi loại hình. + S=42m, 5 tầng, mặt tiền 4m, giá 9 tỷ + Xung quanh là các trường đại học lớn: Đại học Ngoại ngữ, đại học Quốc gia, Đại học Sư phạm, Báo chí Tuyên truyền,... + Giao thông gần các trục đường lớn: Trần Quốc Hoàn,Hồ Tùng Mậu, Phạm Văn Đồng, Xuân Thủy, Cầu Giấy, Hoàng Quốc Viêt,... + Thiết kế: 6 phòng ngủ, phòng thờ, sân phơi.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790674.313121, 4, 5, 6,
"5,7 tỷ VNĐ","Đường Phạm Văn Đồng, Mai Dịch, Cầu Giấy", 45m2, 4,"+ Chính chủ cần bán nhà Phố Phạm Văn Đồng diện tích 45m2 x 5 tầng mặt tiến rộng giá 5,7 tỷ. + Vị trí đắc địa nhà lô góc, phân lô rất thoáng và rất đẹp, ở ngay. + Cách 20m ra đường Phạm Văn Đồng. Ngay ngã 3 Phạm Văn Đồng và Hoàng Quốc Việt. + Trước nhà có sân chung, cổng riêng. + Nhà tầng 1 thiết kế phòng khách và bếp. Tầng 2,3,4 mỗi tầng 2 phòng. Tầng 5 là phòng thờ và sân phơi. + Nhà khung trụ có thể lên thêm tầng thoải mái. + Sổ đỏ chính chủ, sẵn sàng giao dịch. + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790675.4430995, 3, 5, 5,
"12,5 tỷ VNĐ","Đường Nguyễn Huy Tưởng, Thanh Xuân Bắc, Thanh Xuân", 205m2,,"IMPERIA GARDEN - CĂN HỘ CAO CẤP Nguyễn Huy Tưởng - Thanh Xuân. Giá bán :12.5 tỷ . SIÊU PHẨM BIỆT THỰ TRÊN CAO ĐỘC NHẤT ĐÃ LÊN TRANG NHẤT NHÀ ĐẸP  ĐƯỢC CÁC NHÀ LÀM PHIM VTV 3 LỰA CHỌN CHO CÁC CẢNH QUAY TRONG BỘ PHIM NỔI TIẾNG HỒ SƠ CÁ SẤU. Khu nhà VIP có 5 lối vào nên KHÔNG bao giờ lo tắc đường: 1. 203 Nguyễn Huy Tưởng  2. 147 Nguyễn Tuân  3. Ngõ 20 Nguỵ Như Kon Tum  4. Ngõ 102 Khuất Duy Tiến  5. Ngõ 110 Khuất Duy Tiến  -Căn hộ nằm tại toà C của tổ hợp Chung cư cao cấp ImperiaNguyễn Huy Tưởng - Thanh Xuân. -Diện tích 205m2  -Sống tại đây không chỉ đảm bảo cho cư dân tại chung cư có tương lai một cuộc sống đầy đủ, là một thành phố nhỏ giữa thành phố lớn mà còn tạo nên những giá trị sống hiện đại và sang trọng. -Thiết kế gồm 3 phòng ngủ , 2wc, có phòng xông khô, xông ướt, bồn ngâm, đàn Piano, phòng tập thể dục, sân golf, có chỗ để xe oto, bếp, phòng khách, phòng ăn riêng biệt . -Tặng lại tất cả nội thất sang xịn làm bằng gỗ Óc chó,mịn,cực kì đẳng cấp . Liên hệ: Mr Hoà 0904 46 96 33 để được tư vấn miễn phí.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790676.764563, 3,, 3, 2
"3,55 tỷ VNĐ","Đường Trần Thủ Độ, Hoàng Liệt, Hoàng Mai", 32m2, 3,"Bán Đất Tặng Nhà Khu Đô Thị Pháp Vân , Hoàng Liệt , Hoàng Mai, Phân Lô Vỉa Hè, Ô Tô Tránh, Kinh Doanh Ác Liệt LH : Mr Tiến  - Diện tích 32m2 nhà C4 ; MT 3.1m - Vị Trí siêu đẹp, nằm trong quần thể KĐT Pháp Vân Tứ Hiệp , Hoàng Liệt, Hoàng Mai. Phân lô ô tô dừng đỗ ngày đêm, dân trí cao vun vút, tiện ích KĐT ngập tràn và bạt ngàn, Kinh doanh ác liệt ngày đêm tấp lập. - Khu vực trung tâm giao thương cửa ngõ phí nam thành phố, đân trí cao hàng xóm văn minh lịch sự toàn biệt thự sang chảnh, kết nối giao thông đồng bộ cùng đường Trần Thủ Độ, Vành Đai 3, Đường Ngọc Hồi, Giải Phóng, Hồ Linh Đàm...vv - Sổ đỏ chính chủ giao ngay phút mốt.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790679.1524274, 25, 1, 1, 1
,"Đường 1, Bồ Đề, Long Biên", 120m2, 11,"ĐÓN ÁNH DƯƠNG- TỎA THỊNH VƯỢNG, BIỆT THỰ NHÀ VƯỜN CÓ 1 KHÔNG 2 TẠI VIỆT HƯNG. -Diện tích siêu rộng 210m, 3 tầng. -Nhiều phòng ngủ rộng, thoáng. -Nội thất VIP, đẳng cấp thượng lưu. -Tiện ích ngập tràn, không thiếu thứ gì. -Đường thông các ngả, giao thông thuận tiện. -An sinh đỉnh cao, an ninh tuyệt đối. -Giá 36 tỷ có thương lượng, bao toàn bộ thuế phí. -Liên hệ: 08-490-22222 (Thắng Nhà Phố).",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790680.7770824, 40, 3, 4, 4
"9,2 tỷ VNĐ","Đường Văn Cao, Liễu Giai, Ba Đình", 40m2, 4,"Chủ nhà bán nhà chia tài sản cho con cháu cần bán nhà mặt ngõ số lẻ thông rộng đẹp nhất phố Văn Cao, Ba Đình. - Vị trí trung tâm cực kì đắc địa, gần trụ sở UBND quận Ba Đình an ninh siêu tốt. Vài phút ra Hồ Tây, Lotte Center, TTTM Vincom Metropolis Liễu Giai.  - Đường ô tô tránh, 2 mặt thoáng vĩnh viễn, mặt tiền rộng, phù hợpkinh doanh văn phòng, quán ăn, căn hộ dịch vụ. - Nhà xây 5 tầng, khung cột bê tông chắc chắn, có thể chuyển về ở luôn hoặc xây sửa có thể lên thêm tầng thoải mái. - Sổ đỏ cất két, pháp lý đảm bảo, không tranh chấp khiếu kiện, sẵn sàng giao dịch. +++Liên hệ Mr Hiếu 0382.603.113 để được tư vấn xem nhà và hỗ trợ miễn phí.+++--------- Mr Hiếu – Tinh hoa Nhà đất (Tâm – Tầm – Tín)Tư vấn Đầu tư, Mua bán, Định giá BĐS chuyên nghiệp tại Hà Nội.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790682.602197, 6, 5, 3, 3
"7,6 tỷ VNĐ","Kiến Hưng, Hà Đông", 60m2, 4,"+ BÁN nhà đẹp Cầu Bươu - Hà Đông, 2 ô tô tránh, Vỉa hè siêu rộng, Kinh Doanh, Văn Phòng. + Vị trí đẹp nhất khu Liền kề  Xa La, ô tô đỗ cửa, gần khu vui chơi, trường học trong KĐT Xa La… + Di chuyển thuận tiện ra đại lộ Chu Văn An, Phùng Hưng, Vành đai 3…. + Sổ vuông, mặt tiền 4,6 M, 5 tầng, 60 M2. + Tầng 1: Khách + bếp + để xe. + Tầng 2,3,4: Mỗi tầng 2 phòng. + Tầng 5: Phòng thờ + sân phơi. + Giá chào 7 tỷ X ( Có thương lượng ). + Sổ đỏ sẵn sàng giao dịch, pháp lý chuẩn. Chủ nhà rất thân thiết với mình. --------------------------------------------------- Ngôi nhà mới của bạn là HẠNH PHÚC của tôi. Thuận ( Nhà Đẹp ) - Tư vấn BDS miễn phí, tận tâm. Số Hotline/Zalo : 0986.581.285. + Miễn phí 100% dịch vụ , Khách chủ tự đàm phán giá, hô trợ tư vấn pháp lý, phong thuỷ, quy hoạch… + Khách quan tâm vui lòng gọi hoặc inbox trực tiếp, miễn trung gian môi giới + Hỗ trợ vay vốn ngân hàng 75% giá trị tài sản.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790684.02938,, 5, 6, 7
"5,25 tỷ VNĐ","Đường Đại lộ Thăng Long, Mễ Trì, Nam Từ Liêm", 83m2,,"+ Vinhomes Green Bay được ví như một viên ngọc xanh với điểm nhấn là hồ điều hòa rộng 8ha cùng công viên sinh thái 2,6ha đặt tại phía Tây Thủ đô Hà Nội, cửa ngõ khu vực Mễ Trì nới tiếp giáp với Đại Lộ Thăng Long, Trung tâm Hội Nghị Quốc gia cùng nhiều cơ quan hành chính sự nghiệp trọng yếu. +Từ Vinhomes Green Bay, cư dân tương lai chỉ bước một bước là tới muôn nơi. Nhịp sống năng động ở ngay thềm nhà. + Tọa lạc tại số 7 Đại Lộ Thăng Long, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội. + Chỉ 3 PHÚT tới Trung tâm Hội Nghị Quốc Gia, 5 PHÚT tới Trường THPT Hà Nội Amsterdam, Siêu Thị Big C Thăng Long, 7 PHÚT tới Bảo tàng Hà Nội, Bến xe Mỹ Đình, Vincom Nguyễn Chí Thanh, Keangnam, 20 PHÚT tới sân bay Quốc tế Nội Bài+ Hàng xóm của D’Capitale, Charmvit Tower, Mandarin Garden, Keangnam Landmark Tower, Vinhomes West Point, Vinhomes Smart City, Vinhomes Sky Lake,… + Căn hộ diện tích 83m2, bao gồm 3 phòng ngủ, 1PK, bếp, 2 WC. + Vị trí lô góc, view hồ tuyệt đẹp giúp gia chủ thư giãn sau giờ làm việc căng thẳng. + Giá chỉ 5.25 tỷ, có thương lượng. + Liên hệ xem nhà trực tiếp: 0987784248 - 0865678248 Cảm ơn đã đọc tin!",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790685.6291003, 20, 15, 3, 2
"2,45 tỷ VNĐ","Đường Hoàng Hoa Thám, Đội Cấn, Ba Đình", 32m2, 3,"Mô tả chi tiết NHÀ ĐẸP Ở LUÔN – NGAY CỔNG NHÀ MÁY BIA - NGÕ XÓM ĐOÀN KẾT – AN NINH TỐT.  + Nhà rất gần phố, ngay cổng nhà máy bia Hà Nội, chiều đi làm về ra uống bia tươi sướng đời.  + Ngõ thông sang ngõ 285 Đội Cấn, ra Lăng Bác, Bách Thảo chỉ 5 phút.  + Vẫn còn mới, khung cột chắc chắn, ở luôn, thiết kế xây dựng cơ bản gồm:  - Tầng 1: Phòng khách + bếp + để xe + WC.  - Tầng 2: có 1 ngủ rộng + WC.  - Tầng 3: có 2 ngủ nhỏ + WC.  - Tầng 4: có 1 ngủ rộng + sân phơi.  + Pháp lý: Làm công chứng vi bằng tại Thừa Phát Lại, hồ sơ kỹ thuật thửa đất, biên lai đóng thuế đất...  + Gia đình nhiều người ở cũng phù hợp, tài chính vừa PHẢI. + LIÊN HỆ MR YÊN ĐỂ BIẾT THÊM THÔNG TIN. ",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790687.1759615, 1, 4, 4, 3
"4,3 tỷ VNĐ",Văn Tiến Dũng Bắc Từ Liêm Hà Nội, 51m2,,"BÁN ĐẤT TẶNG NHÀ C4 Ô TÔ NGÕ THÔNG LÔ GÓC phố Văn Tiến Dũng Nam Từ Liêm 51m2 chỉ 4.3 tỷ Hiện tại đang là nhà cấp 4, có gác xép có thể ở ngay, ngõ thông , lô góc, oto có thể vào nhà thoải mái.+ Mặt ngõ chính 3.5m, ngõ bên cạnh 2.5m. Đất vuông vắn rất đẹp cách đường Văn Tiến Dũng chỉ 150m, cách ngã ba giao QL32 300m.+ Khu vực Văn Tiến Dũng đang rất phát triển, gần nhiều trường đại học, vì vậy đất đầu tư hay xây dựng tòa cao tầng hoặc Chung cư mini thì tuyệt vời.+ Sổ phân lô vuông tờ A4, sẵn sàng giao dịch. Liên hệ: Mrs Phượng 0974352054 - Tư vấn tận tâm, miễn phí 24/24h (zalo, Fb) , hỗ trợ tư vấn Pháp lý, vay vốn.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790688.823554,,,,
"3,8 tỷ VNĐ","Đường Bằng Liệt, Ngũ Hiệp, Thanh Trì", 94m2, 105,"Bán nhà phố Ngũ Hiệp DT;94m2; MT: 10,5m; GB:3,8 tỷ.Đất ỏ vị trí trung tâm, giao thông đi lại thuận tiện. Ô tô 7 chỗ vào tận nhà.ĐT:0985340332",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790690.190896,,,,
"10,5 tỷ VNĐ","Đường Xa La, Phúc La, Hà Đông", 50m2, 4,"PHÂN LÔ, VÀI Ô TÔ TRÁNH - TRỤC CHÍNH KĐT - KINH DOANH ĐỈNH - VIEW SÂN TENIS - NGAY CHỢ XA LA - NHÀ ĐẸP KHÔNG TỲ VẾT - VỈA HÈ 5M + Chính chủ bán nhà tại KĐT Xa La, Hà Đông. + Diện tích: 50m, Nhà 5 tầng, Mặt tiền 4.2m. + Giá chào để bán: 10.5 tỷ + Nhà vị trí cực đẹp nằm trên trục đường to chạy thẳng từ khu dịch vụ sang khu đô thị Xa La, đường trước nhà 3 ô tô tránh, dừng đỗ ngày đêm trước nhà, vỉa hè rộng mênh mông. Nhà để ở, làm văn phòng công hoặc kinh doanh thì tuyệt vời ngay chợ Xa La. + Khu vực trung tâm Hà Đông tiện ích bạt ngàn gần bệnh viện 103, viện K, HV Quân Y, trường học các cấp, TTTM, chợ, giao thông cực thuận các ngả. + Nhà 5 tầng còn mới nguyên khách mua chỉ việc về sử dụng, thiết kế hiện đại, khách xem là ưng. - Tầng 1: Thông sàn kinh doanh, hoặc gara 2 ô tô, wc. - Tầng 2: Phòng khách, bếp, wc. - Tầng 3, 4: Mỗi tầng 2 phòng, wc. - Tầng 5: Phòng thờ, sân phơi. + Sổ đỏ chính chủ, vuông đẹp. + Liên hệ xem nhà: 0902.083.139  Miễn phí xem nhà – Nguồn nhà phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24 ",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790691.790617, 16, 5, 4, 4
