price,address,Diện tích,Số tầng,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số phòng ngủ,Số toilet
"12,3 tỷ VNĐ",La Khê- Hà Đông, 57m2, 5,"Bán nhà mặt phố La Khê, Hà Đông kinh doanh 57mx5T hơn 12 tỷ Cần bán nhà mặt phố La Khê, Hà Đông diện tích rộng 57m, thiết kế 5 tầng hiện đại, có ô chờ thanh máy, vỉa hè rộng, đường 3 ô tô tránh, nhà đẹp nhất khu. Phù hợp kinh doanh các loại hình: Phòng khám, spa, tóc, thời trang, siêu thị, café, quán ăn,… Giao thông đi muôn nơi trục chính sang Quang Trung gần Dương Nội ra Văn Phú xuống Ngô Thì Nhậm gần La Khê đối diện Hoàng Đôn Hoà. Sổ vuông đẹp sẵn sàng giao dịch. Giá: 12.3 tỷ ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) - Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn. ",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803825.2620726,,,,
"12,3 tỷ VNĐ",Quang Trung- Hà Đông, 57m2, 5,"Mặt phố Quang Trung, Hà Đông, 57mx 5T vỉa hè kinh doanh hơn 12 tỷ Bán nhà mặt phố Vip nhất Quang Trung, Hà Đông, diện tích 57m, thiết kế kinh doanh ô chờ thang máy, vỉa hè rộng đá bóng, đường 3 ô tô tránh. Mặt phố nhà đẹp lừng lững nhất khu vị trí đắc địa gần các toà chung cư, khu đô thị Park City, trường học, công viên, dân cư đông đúc. phù hợp tất cả loại hình kinh doanh: Spa, siêu thị, phòng khám, quán ăn, thời trang, café,… Giao thông thuận lợi trục chính đi các phố Ngô Thì Nhậm sang Văn Phú lên Hoàng Đôn Hoà qua Vạn Phúc đến Văn Quán. Sổ vuông đẹp sẵn sàng giao dịch. Giá: 12.3 tỷ ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) - Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803827.0642507,,,,
4 tỷ VNĐ,Hoang Đạo Thành, 38m2, 5,"+ Vị trí đắc địa, gần trường học Cấp 1,2,3 Kim Giang, chợ, bãi xe ô tô 20m.+ Vị trí nhà cách đường lớn 60m, ngõ rộng thoáng thông tứ tung.+ Nhà dân xây 5 tầng mới, 2 mặt thoáng trước sau, nội thất cao cấp, chủ tặng lại hết nội thất cho khách.+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch.   LH: Em Hoan, 0925088355, chuyên Thổ cư Thanh Xuân, Đống Đa, miễn phí xem nhà 24/7.",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803829.2843142,,,,
"5,45 tỷ VNĐ",Đường Khương Đình phường Khương Đình, 40m2, 4,"
    
- Nhà nằm trên vị trí đắc địa quận Thanh xuân, chỉ bước chân ra mặt đường ô tô tránh, khi vực dân trí cao, yên tĩnh, an sinh quá tuyệt vời.
- Trẻ con đi học quá gần, ngay cạnh trường cấp 1, 2 Hạ Đình, tiện ích xung quanh bạt ngàn…..

Thiết kế: 
- Tầng 1: Phòng khách, bếp, để xe, wc.
- Tầng 2,3: mỗi tầng 2 phòng ngủ rộng, wc.
- Tầng 4: Phòng ngủ, phòng thờ, sân phơi.
DT : 40m
+ Sổ đỏ chính chủ
 
",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803830.651656, 4, 3, 5, 4
10 tỷ VNĐ,Đường Hoa Lâm phường Việt Hưng, 81m2, 1,"- Chính chủ bán nhà Vị trí cực đẹp, nằm trung tâm phố Hoa Lâm, Việt Hưng, diện tích 81m nhỉnh 10 tỷ.  - Giao thông vô cùng thuận tiện thông các ngả: Ngô Gia Tự, Việt Hưng, Vũ Đức Thận, Đoàn Khuê, Trường Lâm... - Cực kỳ gần Bigc Long Biên, Vinhomes Riverside... -Tiện ích vô cùng đa dạng,  - xung quanh bán kính 500m có đầy đủ trường học các cấp, bệnh viện, siêu thị...   -Nhà mặt tiền rộng gần 5m. Đường oto tránh nhau cực rộng, chủ xác định bán đất.  - Khách mua về ở luôn hoặc đập đi xây lại nhà 5 tầng có thang máy ở hoặc kinh doanh, làm văn phòng đều rất hợp lý.  - Giá cực rẻ so với vị trí. Chủ sẵn sàng thượng lượng ngay với khách hàng có thiện chí. -Sổ đỏ chính chủ sẵn sàng giao dịch . - Anh chị có nhu cầu LH: Lê Ngọc 0963804373 để được hỗ trợ xem nhà hoàn toàn miễn phí .",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803831.824517, 5, 15, 3, 3
"34,9 tỷ VNĐ",Đường Âu Cơ Tây Hồ Hà Nội, 227m2,," - Diện tích 227m2 Mt 10.5m  Giá bán 34.9 tỷ ( có thương lượng ) ✅ Vị trí nhà đẹp nằm ở trung tâm phố Tây Hồ, cách mặt phố đúng 1 nhà. ✅ Kết nối các tuyến đường lớn Yên Phụ, Nghi Tàm, Thanh Niên, An Dương, Hồng Hà, Xuân Diệu, Âu Cơ, Lạc Long Quân, Tô Ngọc Vân, Đặng Thai Mai, Tây Hồ, An Dương Vương, Quảng Bá, Quảng An, Quảng Khánh, Yên Hoa.... ✅ Thiết kế 2 tầng cũ, chủ xác định bán đất ✅ Khách mua về xây Building hoặc cho thuê cực kỳ sầm uất! ✅ Sổ đỏ chính chủ, nở hậu, sẵn sàng giao dịch ACE có nhu cầu liên hệ với em để được tư vấn. 0385 94 1802  Miễn ( TG Quảng Cáo ) ",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803833.2417245, 10,,,
"3,4 tỷ VNĐ",Đường Định Công Hạ phường Định Công, 36m2, 4,"CHỈ 3,4 TỶ ĐÃ CÓ NGAY 1 CĂN NHÀ 4 TẦNG 4 NGỦ - PHÂN LÔ - Ô TÔ ĐỖ GẦN - TIỆN ÍCH NGẬP TRÀN - GIÁ ĐẦU TƯ BẤT CHẤP. + Diện tích: 36m, MT 5m. + Giá chào: 3,4 tỷ có TL. + Nhà nằm trong ngõ 99 Định Công Hạ ngõ to hơn phố ô tô tránh thoải mái, gần đường vành đai 2,5 sau khi hoàn thành thì giá trị khu vực tăng cao. + Giao thông thuận tiện gần đường Trần Điền, Lê TRọng Tấn, Bùi Xương Trạch, Vũ Tông Phan,... tiện đi muôn nơi. + Nhà cách trường học, bệnh viện, chỉ vài bước + Thiết kế hiện đại trẻ trung - Tầng 1: phòng khách + bếp. - Tầng 2,3: mỗi tầng 2 phòng. - Tầng 4: Phòng thờ + sân phơi + Sổ đỏ vuông như tờ A4 giao dịch phút mốt. ==> Liên hệ Ms Hương - NHÀ ĐẸP 0928077333 chuyên BĐS thổ cư uy tín, tận tâm xem nhà 24/7",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803835.1745987, 5, 2, 4, 4
"9,85 tỷ VNĐ",Đường Ngọc Lâm phường Ngọc Lâm, 64m2, 5,"
    
NHÀ DÂN XÂY - Ô TÔ ĐỖ CỬA - TẶNG TOÀN BỘ NỘI THẤT CHẤT LƯỢNG
Chủ nhà cần bán gấp chia tài sản cho các con 
Diện tích: 64m2 x 5 Tầng
Mặt tiền: 4.4m2 
 

Thiết kế 5 tầng hợp lý: 
- Tầng 1: chỗ để xe, phòng ăn, bếp, wc
- Tầng 2: Phòng khách, 1 phòng ngủ, wc
- Tầng 3: 2 Phòng ngủ, wc
- Tầng 4: 2 Phòng ngủ, wc
- Tầng 5: 1 Phòng ngủ, phòng thờ, sân phơi
 

Chủ nhà tặng toàn bộ nội thất chất lượng cho khách 
 

Vị trí đẹp, giao thông thuận tiện. Gần cầu Chương Dương, trường học, bệnh viện...

Sổ đỏ vuông, đẹp từng cen ti mét.
",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803836.6796074, 4, 1, 6, 6
"7,8 tỷ VNĐ",Đường Ngọc Thụy phường Ngọc Thụy, 34m2, 7,"+ Nhà thuộc khu tái định cư Ngọc Thuỵ, khu vực phát triển từng ngày, hàng xóm bắt đầu xây dựng toàn toàn nhà cao tầng, Gần trường cấp 1,2 Ngọc Thuỵ, bến xe Gia Lâm 1km…+ Nhà tự xây cực tâm huyết, tỉ mỉ, hoa văn cực kì chi tiết và bắt mắt, nội thất cao cấp.+ Sổ đỏ chính chủ, giá chào 7,8 tỷ.+ Liên hệ: 0979057536 Trung Kiên để được tư vấn và xem nhà miễn phí.+ CAM KẾT THÔNG TIN NHÀ và ẢNH THẬT 100%",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803838.645349, 3, 6, 6, 6
"18,5 tỷ VNĐ",Đường Nguyễn Lương Bằng phường Ô Chợ Dừa, 54m2, 4,"+ Chính chủ cần bán nhà Mặt Phố Nguyễn Lương Bằng, Vỉa Hè Rộng 5 m Đường Trước Nhà Rộng 30m diện tính nhà 54 m2 x4 tầng giá 18,5 tỷ  + Phố Nguyễn Lương Bằng cùng Tây Sơn, Tôn Đức Thắng nằm trên trục xuyên tâm nổi tiếng của Thủ Đô nối liền cửa ngõ Hà Đông với trung tâm chính trị Ba Đình, Hồ Tây thắng cảnh, thông thương cực kỳ thuận tiện.+ Nhà vị trí đẹp nhất phố, quy hoạch ổn định, vỉa hè rộng, mới xây được vài năm còn rất mới, thiết kế 4 tầng bán thông sàn, mỗi tầng gồm sàn lớn kinh doanh và 1 phòng nhỏ rất thuận tiện vừa ở vừa làm văn phòng hay kinh doanh đỉnh.+ Sổ đỏ đẹp, chính chủ, sẵn sàng giao dịch.+ LH:Hoàng Bắc chuyên nhà đất Hà Nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7",06/09/2022,Tin thường,batdongsan_so_com_vn_1673803840.169855, 5, 30, 6,
