price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"7,7 tỷ VNĐ",Phố Thái Thịnh, 52m2, 4, 2, 5, 4, 4,"+ Nhà Siêu đẹp, với thiết kế hiện đại, thông sàn rộng thoáng.+ Đầy đủ công năng cho cuộc sống đẳng cấp. + Diện tích: 52m, 5 tầng, Mặt tiền 4.6m.+ Giá chào 7.7 tỷ, Thương lượng với khách thực sự quan tâm.+ Vị trí trung tâm ĐỐNG ĐA, vô vàn tiện ích, gần nhiều chợ dân sinh, Trung tâm TM.+ Gần nhiều trường ĐẠI HỌC như ĐH Thủy Lợi, Công Đoàn, HV Ngân Hàng, ĐH Y.+ Gần Bệnh viện Đại Học Y...+ Liên Hệ: 0825920555 - Mr Dương.",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804868.0000467
"2,4 tỷ VNĐ","Đản Mỗ, Uy Nỗ", 86m2, 3,,,,,"- Vị trí đẹp, gần nhà Văn hoá, khu vực dân cư đông đúc, hàng xóm toàn nhà to, có thể kinh doanh nhỏ, vài bước ra quốc lộ 3, đường trước nhà rộng, ô tô tránh nhau thoải mái. - Đất nên không có nhiều mô tả thêm. - Sổ đỏ cất két, sẵn sàng giao dịch. - Lh em Trác: 0965492571 (xem nhà và tư vấn miễn phí)",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804870.4903703
866 triệu VNĐ,cầu giấy hà nội, 80m2, 5, 6,,,,"🚀🚀 Chuẩn bị mở bán đất dự án giá rẻ khu dân cư mới tự xây Tân Phúc ven nằm khu công nghiệp Hà Nội _Hưng Yên . 👉 Sát nút giao cao tốc 5b ,giá chỉ từ 866 triệu/ lô 🌏 👉Diện tích giao động từ 70-80 m2 🗺 Đường nội bộ vào đất đổ afphan nhựa từ 5_7m 💎 Vị trí giao thông thuận tiện , nằm cạnh nút giao cao tốc Hà Nội - Hải Phòng 🌐 Là trung tâm cầu nối giao thông ,vận chuyển hàng hóa của cao tốc 5b từ Hà Nội _Hưng Yên_Hải Dương _Hải Phòng và Quảng Ninh .. 💎 Là vị trí giao thoa quốc lộ 38 với cao tốc 5b , kết nối từ Ân Thi tiếp giáp với thị trấn Kẻ Sặt _ đi Hải Dương_Bắc Ninh. 💎 Nằm sát đường tỉnh Tân Phúc _Võng Phan,giao với tỉnh lộ 387 nối liền các khu công nghiệp từ Ân Thi, Hưng Yên _đi Thái Bình /-flag Cách chợ mua sắp , ủy ban nhân dân xã chỉ 1km 💜 Cách trường học cấp 1 cấp 2 chỉ 1,5 km 💎 Nằm trong vùng quy hoạch khu công nghiệp Bắc Sơn - Bãi Sậy , Tân Phúc- Hoàng Hoa Thám, Quang Vinh. 🎯 Nằm giáp tuyến đường lưu thông hàng hóa qua các khu công nghiệp Tân Phúc -Quang Vinh _ Hoàng Hoa Thám - Văn Nhuệ 🌏 Vị trí nằm ở trung tâm khu công nghiệp huyện Ân Thi , với quy mô hơn 10000 công nhân. 🏗 Vị trí Ân Thi giáp ranh 6 huyện quy hoạch tương lai sẽ thành nơi giao thương sầm uất tấp nập .. 💎 Mốc giới dõ ràng , hạ tầng đồng bộ , sổ hồng trao tay.. 💎 Cơ hội cho các nhà đầu tư kiếm 💸💸💸. 💓 Đảm bảo sinh lời , với giá trị nhân 2,nhân 3 cho khách hàng.",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804871.9395218
"3,5 tỷ VNĐ","Nguyễn Văn Linh, Long Biên HN", 50m2,,,,,,"+ Khu đất vàng, giá tăng chóng mặt, giao thông các ngả,thông sang Cổ Limh.Aeon, QL5 + Đầu tư sinh lời cao hay Xây ở theo ý thích, tiện ích vô vàn. Trường học các cấp, +Sổ đỏ sẵn sàng giao dịch ",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804873.03559
"4,85 tỷ VNĐ",Đường Bùi Xương Trạch phường Khương Đình, 43m2, 6, 3, 6, 5, 5,"
    Nhà Đẹp mê ly, vuông vắn sáng thoáng các phòng, do KTS có tiếng thiết kế, kết cấu cực kỳ chắc chắn. 6 tầng mê mẩn hoa hậu với đầy đủ công năng khách, bếp, 5 phòng ngủ, 5 wc. Vật liệu hoàn thiện nhập khẩu. 3 bước ra Lê trọng Tấn, Nguyễn ngọc nại, Hoàng Văn Thái. Vị trí đắc địa xung quanh tiện ích ngập tràn như trường học, bệnh viện bưu điện, chợ, TTTM, ngân hàng. An ninh tuyệt đối, hàng xóm trí thức. Sổ đỏ chính chủ.
",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804874.271326
8 tỷ VNĐ,Đường Ngọc Lâm phường Ngọc Lâm, 94m2, 6, 1, 3, 3, 3,""",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'chủ="""" nhờ="""" bán="""" gấp="""" nhà="""" tại="""" long="""" biên="""" span="""" p="""" pspan="""" initial'="""" Đầu="""" tư="""" cực="""" tốt.="""" 94m,="""" mt="""" 6.3m.="""" chỉ="""" hơn="""" 8="""" tỷ.="""" khu="""" vực="""" này="""" đang="""" từ="""" 110tr="""" m.="""" nhưng="""" căn="""" 95tr="""" m="""" rẻ="""" thị="""" trường="""" 15tr="""" .="""" cọc="""" đã="""" thấy="""" lời.="""">Vị trí đẹp Ôtô thông vào nhà Mặt tiền rộng Kinh doanh đỉnh.  "",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'+="""" nhà="""" hiện="""" trạng="""" 3="""" tầng="""" vẫn="""" ở="""" tốt.="""" chủ="""" mới="""" mua="""" về="""" tốt="""" hoặc="""" xây="""" 6="""" thang="""" máy="""" cực="""" đỉnh.="""" span="""" p="""" pspan="""" khu="""" vực="""" toàn="""" người="""" phố="""" cổ="""" sang="""" ở.="""" an="""" sinh="""" hàng="""" xóm="""" thân="""" thiện.="""" vị="""" trí="""" trung="""" tâm="""" tiện="""" tích="""" không="""" thiếu="""" gì.="""" initial'="""">+ Sổ đỏ cất két sẵn sàng giao dịch. Quý khách vui lòng liên hệ Em Thu 0916488589
",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804875.3824027
"3,3 tỷ VNĐ","Nguyễn Văn Linh, Long Biên HN", 42m2,,,,,,"- Ngõ rộng thông thoáng thẳng, Ô tô đỗ cổng,  Ngõ thông ra Trung tâm Đăng kiểm Thạch Bàn. + Tầng 1:  Phòng khách + wc. + Tầng 2 , Bếp + Phòng ăn + WC + Tầng 3,4,5 Mỗi Tầng 1 Phòng ngủ master thoáng + Tầng 6 Phòng thờ + Sân Phơi. - Sổ đỏ chính chủ sẵn sàng sang tên.",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804876.5014074
"3,39 tỷ VNĐ","Nguyễn Văn Linh, Long Biên HN", 40m2,,,,,,"+ Nhà xây 3 tầng bê tông, móng chắc chắn đã tính xây thêm hai tầng nữa.  mái tôn chống nóng  3 phòng ngủ, phòng khách, bếp và sân phơi rộng rãi. + Vị trí cách đường ô tô to 3 tránh 20 mét. Là trung tâm Thạch Bàn, gần trường, chợ, trạm y tế. +  Kiến trúc hiện đại, mua về chỉ việc xách va ly đến ở. Cần bán tặng lại toàn bộ nội thất 200 triệu cho khách. + Sổ đỏ vuông đẹp. Pháp lý chuẩn.",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804878.458805
,gia lâm hà nội, 90m2,,,,,,"🌸 Chào bán dự án đất nền khu dân cư mới tự xây cực đẹp sát ngay khu đô thị mới Tân Phúc và liền kề cụm khu công nghiệp Hưng Yên ❣ Vị trí đắc địa liền kề Khu quy hoạch khu công nghiệp hàng nghìn hecta được ưu tiên đầu tư xây dựng với hàng loạt khu dân cư ♦️ Khu đất được phân lô bài bản, hạ tầng hoàn thiện, bám sát nút giao cao tốc, đường tỉnh lộ 38, nằm tại thủ phủ khu công nghiệp với quy mô hơn 10.000 công nhân ♦️ Diện tích từ 70-90 mét vuông ,Đường nhựa rộng từ 5-7 mét đủ hướng cho khách hàng đầu tư lựa chọn 👉 Pháp lý rõ ràng-sổ đỏ đất ở lâu dài 💫 Khu dân cư mới tự xây Tân Phúc-Nút son nơi khởi nguồn thịnh vượng❤️💫 🔥 🔥 Giá chỉ từ 866 triệu /lô ☎ Liên hệ : 0866 478 590",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804880.8601952
"5,3 tỷ VNĐ","hoàng mai , hà nội", 57m2,,,,,,"5Bán nhà Hoàng Mai, Phố Kim Đồng, 57m, 3 tầng, mt 4,1m, 5,3 tỷ.+ Gần Bến Xe Giáp Bát, Giáp Tân Mai, Trương Định, Giải Phóng, đi bộ ra hồ Đền Lừ, trường Đại Học Kinh Tế Quốc Dân Xây Dựng, Bách khoa...,Bệnh viện Bạch Mai, hưởng trọn tiện ích của các chung cư lân cận.+ Nhà thiết kế hiện đại, 3 ngủ + 3wc, chủ làm ăn có lộc mua nhà mới nên tặng toàn bộ nội thất trị giá 200-300tr, ngõ 3 gác, 100m ra đường ô tô tránh.+ Sổ đỏ chính chủ sẵn sàng giao dịch.Lh: 0346363362 : Phú Gia chuyên nhà phố Hà Nội.",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804883.1323469
