price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
40 triệu VNĐ/m2,92 Mai Động, 73m2,"☄️☄️☄️ Chào Hè với  SIÊU PHẨM #ZEN_TOWER phong cách 5🌟 ĐỈNH CAO THỜI THƯỢNG❗️💎 Toà tháp căn hộ “Hàng hiệu“, #Đẳng_Cấp - #Sang_Trọng bậc nhất dự án Feliz Homes❗️--------------🔹------------—🎁𝐔̛𝐔 Đ𝐀̃𝐈 Đ𝐀̣̆𝐂 𝐁𝐈𝐄̣̂𝐓 𝐂𝐇𝐈́𝐍𝐇 𝐒𝐀́𝐂𝐇 Đ𝐎̛̣𝐓 Đ𝐀̂̀𝐔:💥Chiết khấu ngay 2% KPBT + 1 năm phí dịch vụ💥Chỉ cần thanh toán trước 10%.💥Hỗ trợ vay tới 75% GTCH, lãi suất 0% trong 18 tháng, ân hạn gốc💥Bốc thăm trúng thưởng Mẹc C200 và nhiều quà tặng giá trị--------------🔹------------—✨Vị trí đắc địa: ĐẤT VÀNG ""QUẬN HOÀNG MAI"":🔻Sát kề đường Minh Khai sầm uất - Kết nối tuyến đường vành đai 2,5 Tân Mai, Kim Đồng, Tam Trinh 🔻Kế cận vành đai 2 - Bắt nhịp nhanh chóng với xu thế dịch chuyển tương lai.🔻Phong cách Resort giữa lòng Hà Nội                       --------------🔹------------—✨✨✨𝐃𝐢̣𝐜𝐡 𝐯𝐮̣ 𝐭𝐢𝐞̣̂𝐧 𝐢́𝐜𝐡 đ𝐚̣̆𝐜 𝐪𝐮𝐲𝐞̂̀𝐧 đ𝐚̆̉𝐧𝐠 𝐜𝐚̂́𝐩!🔰Thiết kế căn hộ cảm hứng 5 sao sang trọng.🔰Sảnh lễ tân kiến trúc khách sạn.🔰Bể bơi, hồ cảnh quan ngay chân tòa nhà🔰Phòng tập Gym ngoài trời🔰Lối dạo bộ, vườn cây🔰Nhà đỗ xe cơ khí 6 tầng🔰Khu vui chơi trẻ em, TTTM 5000m2--------------🔹------------—✅ 𝐃𝐢𝐞̣̂𝐧 𝐭𝐢́𝐜𝐡 𝐜𝐚̆𝐧 𝐡𝐨̣̂ đ𝐚 𝐝𝐚̣𝐧𝐠:🏡 Căn Hộ 1PN: 45m2.🏡 Căn Hộ 2PN: 64-73-78m2.🏡 Căn Hộ 3PN: 90-114m2.--------------🔹------------—ĐẾN VỚI FELIZ HOMES LÀ ĐẾN VỚI SỰ HOÀN HẢO 🌳 XANH MÁT NGHỈ DƯỠNG – TRỌN VẸN TIỆN NGHI🌳☎️ 𝐇𝐨𝐭𝐥𝐢𝐧𝐞 𝐏𝐊𝐃 𝐂Đ𝐓: 0983223911🏡 Địa chỉ: VPBH Feliz Homes, Ngõ 92 Mai Động, Quận Hoàng Mai, Hà Nội",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825511.6034038,,,,,,
,Hà Nội, 88m2,"Bán nhà Phạm Huy Thông - Phân lô VIP - Ô tô tải tránh vỉa hè - Kinh doanh tốt - Ở sướng.Mô tả: + Nhà nằm trên khu phân lô ô tô tải tránh vỉa hè đẹp nhất quận Ba Đình. + Diện tích 88m2, thiết kế 7 tầng thang máy tiện làm văn phòng công ty, cho thuê, kinh doanh... + Khu an ninh tốt, dân trí cao, trước nhà ô tô dừng đỗ ngày đêm. + Sổ đỏ chuẩn giao dịch nhanh.Giá chào chỉ 16 tỷ thương lượng nhiều.Quý khách có nhu cầu liên hệ ngay Ms Thanh - 0366 555 258.",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825512.915892,,,,,,
,"Chính chủ bán căn hộ nhà C2, Tô Hiệu, P.Nghĩa Tân, Cầu Giấy, 0977834676", 60m2,"Chính chủ bán căn hộ nhà C2, Tô Hiệu, P.Nghĩa Tân, Cầu Giấy, 0977834676  - Căn hộ tầng 1, Hướng chính Đông Nam.- Diện tích sử dụng:  60m2, gồm 2 phòng ngủ, 1 vệ sinh- Khu đông dân cư tiện cho việc kinh doanh, xe ô tô đỗ cửa, Giá bán : Thỏa thuậnLiên hệ : 0977834676       http://www.sanbatdongsanviet.com.vn",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825514.212423,,,,,,
"5,9 tỷ VNĐ",Chùa láng, 52m2,"Chung cư Mini CHÙA LÁNG 52M2* 5 TẦNG, 10  PHÒNG KHÉP KÍN ,Ô TÔ 20M Mô tả: Diện tích: 52m, 5 tầng, 10 phòng kép kín, đã cho thuê full phòng, Giá: 5.9 tỷ ( có TL) + Vị trí vàng khu vực đắt nhất quận, ngã ba Cầu Giấy Ba Đình Đống Đa: Ngõ thông giao cắt Chùa Láng, Nguyễn Chí Thanh, La Thành, Láng.. - nơi tập trung nhiều văn phòng đẳng cấp, các trường đại học top 1 Việt Nam: Ngoại Giao, Ngoại Thương, Y Tế Công Cộng, Lao Động Xã Hội.. + 10 phòng khép kín full đồ cao cấp, dòng tiền 50 triệu/ tháng Dòng tiền hơn 10 năm là gấp đôi tài sản, chưa kể giá đất khu vực tăng ầm ầm, kênh đầu tư an toàn, thu nhập đều đặn. + Vị trí hiếm, ô tô 20 mét + Sổ đỏ chính chủ phân lô, sẵn sàng giao dịch. LH THU XINH: 0886981095 _ xem nhà và tư vấn miễn phí. ( Có rất nhiều căn nhà đẹp, đầu tư hợp lý) ",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825515.4152062, 4, 2, 5, 10, 10,
"5,3 tỷ VNĐ",Cầu giấy, 53m2,"HIẾM CC MINI CẦU GIẤY 52M2 x 6 TẦNG ,11 PHÒNG, dòng tiền 55tr/tháng, giá 5.3 tỷ Mô tả: + Diện tích thực tế 52m2 lý tưởng cho căn chung cư mini 5 tầng 1 tum - tầng chia 2 phòng vệ sinh giữa, hiện tại 11  phòng có thể cho thuê được ~ 55 triệu/ tháng + Vị trí nhà nằm giữa Cầu Giấy, mỏ vàng trong làng cho thuê chung cư mini cao cấp. Giao cắt Nguyễn Khang, Láng, Kim Mã, La Thành, Quan Hoa, Nguyễn Khánh Toàn Đào Tấn, Hoàng Sâm, Nghĩa Đô, Lạc Long Quân.. + Sổ đỏ chính chủ vuông vắn, sẵn sàng giao dịch. + Nhà đẹp tầm giá này cứ lên là bay trong ngày, khách đến xem ngay thì kịp + Vị trí hiếm, ô tô 50 mét + Chủ hỗ trợ lấp kín phòng cho khách, vận hàng trơn tru, hướng dẫn tỉ mỉ cách khai thác tối ưu “tấm sổ hưu”, hỗ trợ cả đội thợ sửa thành 11 phòng khép kín + Sổ đỏ chính chủ phân lô, sẵn sàng giao dịch. LH THU XINH: 0886981095 để gặp chính chủ_ xem nhà và tư vấn miễn phí,  ( Có rất nhiều căn nhà đẹp, đầu tư hợp lý) ",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825516.4833484, 4, 2, 6, 10, 8,
"1,2 triệu VNĐ","Thôn Miễu,Tiến Xuân,Thạch Thất", 80m2,"- DT 80M ; MT 6M , sổ đỏ ven đô HÀ NỘI - Đường rộng, thông tứ tung- Nằm bám mặt đường đại lộ thăng long - Gần ngay cổng làng đại học quốc gia hòa lạc- Sát khu ký túc xá ĐHQG- Cách 100m tới xanh Villas- Di chuyển 5 phút tới trung tâm mua sắm cấp vùng , trạm cuối của tuyến metro số 5- Vị trí cực tiềm năng - Giá chưa đến 2 tỷ=>> Cơ hội X2 tài sản khi đại học quốc gia đang đón sinh viên về trườngLH mr.Hung:0387507522",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825517.7100673, 6, 8, 1, 1, 1, Đông nam
3 tỷ VNĐ,Phố Hạ Đình - Phường Hạ Đình, 40m2,"+Gia chủ đã mua nhà mới nên bán gấp nhà siêu phẩm tại phố Hạ Đình - Thanh Xuân.+Vị trí đắc địa, thông thương sang nhiều tuyến đường lớn: Nguyễn Xiển, Khương Đình, Nguyễn Trãi.+Vị trí đỉnh, gần Royal City, gần các trường Đại học lớn và Trường học các cấp, bệnh viện, bãi xe ô tô cách gần 100m và rất gần chợ Kim Giang.+Nhà mới toanh, ngõ cực rộng, ba gác đua, dân trí cao, an ninh tốt, rất đáng sống.+Căn nhà với thiết kế hiện đại, nội thất cao cấp, nhà chủ xây để ở rất tâm huyết, kiên cố, chắc chắn.+Pháp lý chuẩn, sổ đỏ vuông đẹp, sang tên nhanh, sẵn sàng dao dịch.+Giá thỏa thuận.+LH: Mr. Hoan – chuyên thổ cư Hà Nội, 0925088355, hỗ trợ tư vấn pháp lý, phong thủy, vay vốn ngân hàng, miễn phí xem nhà 24/7.",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825518.7981555, 4,, 5, 4,,
"16,3 tỷ VNĐ",Hà Nội, 78m2,"Bán nhà Phạm Huy Thông, Ba Đình kinh doanh đỉnh - LH: 0856 968 656.Căn nhà đẹp vô cùng hiếm trên thị trường, đường ô tô tải, vị trí đắc địa. - Nhà chủ tâm huyết tự xây dựng cực kỳ đẳng cấp, thuê thiết kế đẹp. - Khu an ninh dân trí cao, tiện để ở, cho thuê, kinh doanh đa ngành, đa dịch vụ… - Diện tích 78m2, 6 tầng thang máy, trang bị toàn bộ nội thất cao cấp. - Sổ đỏ chính chủ (1 sổ, 1 chủ).Giá chào chỉ 16.3 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn.Liên hệ ngay - SĐT: 0856 968 656.",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825519.8503404,,,,,,
"14,4 tỷ VNĐ",Đường Tố Hữu phường La Khê, 90m2,"
    + Nhà nằm trong Khu đô thị VĂN KHÊ, có vị trí cực đẹp, nằm trên mặt đường đôi rộng 24m, trục đường chính chạy thông từ Văn Khê - Vạn Phúc, vỉa hè 2 bên rộng, kinh doanh buôn bán sầm uất, cho thuê rất hiệu quả.+ Giao thông thuận tiện thông thương đường Tố Hữu, Vạn Phúc, Nguyễn Thanh Bình, Ngô Quyền, Lê Trọng Tấn, Ngô Thì Nhậm. Tiếp giáp KĐT An Hưng, KĐT mới Dương Nội, Him Lam Vạn Phúc. Gần nhiều công viên, trường học, chợ, bệnh viện…+ Nhà hai mặt thoáng trước sau, xây 5 tầng chắc chắn, thiết kế hiện đại, đầy đủ công năng.+ Giá: 14.4 tỷ ( có thương lượng )Liên hệ 0926891993 ( Liệu ) để được xem nhà miễn phí, làm việc trực tiếp chính chủ, miễn trung gian.",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825521.0345569, 5, 25, 5, 6, 4,
"16,5 tỷ VNĐ",Hà Nội, 78m2,"Bán nhà Giảng Võ, quận Ba Đình kinh doanh tốt - LH: 0856 968 656.Mặt ngõ ô tô tải, vị trí trung tâm siêu đẹp, gần hồ, công viên,  kinh doanh tốt tất cả các loại hình...Kết nối phố Núi Trúc, Trần Huy Liệu, Ngọc Khánh, Kim Mã, Láng Hạ, Đê La Thành, Nguyễn Công Hoan, Nguyễn Chí Thanh... Diện tích 78 m2, xây 6 tầng thang máy, nội thất toàn đồ nhập khẩu.Sổ đỏ chính chủ.Giá chào chỉ 16.5 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn.Liên hệ miễn phí nhanh 24/7 -  0856 968 656.",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825522.3271003,,,,,,
