price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
"3,85 tỷ VNĐ",xã Ngọc Hồi, 40m2,"+ Bán nhà Ngọc Hồi, Thanh Trì, Hà Nội+ Vị trí kết nối vùng Vĩnh Quỳnh, Ngọc Hồi, Tam Hiệp, Tựu Liệt, Tứ Hiệp cực kỳ thuận tiện di chuyển. Ngõ thẳng tắp, ô tô dừng đỗ chừng 20m.+ Nhà lô góc, mở cửa cả 2 ngõ, nhìn rất hút mắt, bề thế. Nhà chủ mới mua ở, nay có nhu cầu chuyển đổi nên bán, khách mua chỉ việc mang quần áo về là ở ngay. Không gian sống yên tĩnh, sạch sẽ, dân trí cao, an ninh cực tốt. Miễn TG",08/08/2022,Tin thường,batdongsan_so_com_vn_1673809986.5845973,,,,,,
"8,1 tỷ VNĐ",hoang văn thái, 75m2,"Mô tả Chủ nhà chuyển sang ở Biệt thự nên cần bán nhà ở Lê Trọng Tấn, Thanh Xuân, gần khu vực Lê Trọng Tấn, Nguyễn Ngọc Nại, Cù Chính Lan, Vương Thừa Vũ, Tô Vĩnh Diện, Tôn Thất Tùng, Nguyễn Viết Xuân, Hoàng Văn Thái,… Diện tích nhà 70m2. + Vị trí nhà Cực đẹp, ngõ thông tứ phía, gần chợ, vài bước chân ra phố Lê Trọng Tấn. Thuộc khu phân lô dân trí vip, toàn cán bộ nghành Quân đội ở. Không gian sống yên tĩnh, sạch sẽ, an ninh rất tốt. + Xung quanh nhà rất nhiều tiện tích, đi vài bước ra chợ dân sinh, Gần các trường Đại học Y Hà Nội, Đại học Thuỷ Lợi, Học Viện Ngân Hàng, Đại học Công Đoàn, Đại học Khoa học Tự Nhiên, Đại học Khoa Học Xã Hội và Nhân văn,…. Gần các trung tâm Thương Mại lớn: Royal City, Lotte,… + Nhà chủ tự xây rất chắc chắn, khách mua về ở ngay hoặc đập đi xây lại 6,7 tầng thang máy, vừa ở vừa làm Văn phòng Cty quá đẹp. Nhà mặt tiền rộng 6m, bề thế, thoáng trước sau. Ô tô nhỏ vào tận cửa khi cần, chỉ 25m ra ngõ ô tô tránh. + Sổ đỏ chính chủ, vuông vắn đẹp. + Giá bán: 8.1 tỷ (có thương lượng) Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7",08/08/2022,Tin thường,batdongsan_so_com_vn_1673809988.3728125,,,,,,
"4,5 tỷ /tháng",Ngô Quyền, 50m2,"  * Siêu phẩm Ngô Quyền quận Hà Đông, ô tô đỗ gần, khu dân trí cao. thông Vạn Phúc, Tố Hữu, Ngô Thì Nhậm, Quang Trung. + Phù hợp ở, đầu tư giữ tiền cho thuê đỉnh. + Nhà xây chắc, thiết kế tuyệt đẹp, full đầy đủ nội thất, gồm PK, Bếp, tổng 4 ngủ đủ công năng về ở ngay. + Gần Học viện Chính Trị, cạnh KĐT Văn Khê, chợ Bông Đỏ, Viện Đa Khoa Hà Đông... trung tâm phố tiện ích. + Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. * nhanh tay LH: 0983858722 Tình nhà phố ( chuyên bán, nhận ký gửi nhà đất Thổ cư, có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",08/08/2022,Tin thường,batdongsan_so_com_vn_1673809989.6992645, 4, 3, 4, 4,,
9 tỷ VNĐ,bán đất tặng Nhà, 70m2,"+ Bán Nhà Phố hoàng Cầu, trung tâm Quận Đống Đa, kết nối với phố xã đàn, nguyễn lương bằng,…, Khu vực dân trí cao, an ninh an toàn. + Thuận Tiên Giao thông, Sinh Hoạt thường ngày của gia đình, Trường Học Các Cấp, Chợ, Siêu Thị, Bệnh viện,  Khu vui chơi giải trí..., + Vị trí nhà rất đẹp, thoáng , cách Hồ Hoàng cầu chỉ vài bước chân, Nhà 3 tầng cũ bán đất tặng nhà + LH: Vượng - 0912949598. Bất Động Sản Đống đa, + Sổ Đỏ Chính Chủ Sẵn sàng giao dịch. + Hỗ trợ tư vấn Pháp lý, Đàm Phán, 70% ngân ",08/08/2022,Tin thường,batdongsan_so_com_vn_1673809990.9030457,,,,,,
8 tỷ VNĐ,hoang văn thái, 70m2,"Mô tả Chủ nhà chuyển sang ở Biệt thự nên cần bán nhà ở Nguyễn Ngọc Nại, Thanh Xuân, gần khu vực Lê Trọng Tấn, Nguyễn Ngọc Nại, Cù Chính Lan, Vương Thừa Vũ, Tô Vĩnh Diện, Tôn Thất Tùng, Nguyễn Viết Xuân, Hoàng Văn Thái,… Diện tích nhà 70m2. + Nhà chủ tự xây rất chắc chắn, khách mua về ở ngay hoặc đập đi xây lại 6,7 tầng thang máy, vừa ở vừa làm Văn phòng Cty quá đẹp. Nhà mặt tiền rộng 6m, bề thế, thoáng trước sau. Ô tô nhỏ vào tận cửa khi cần, chỉ 25m ra ngõ ô tô tránh. + Vị trí nhà Cực đẹp, ngõ thông tứ phía, gần chợ, vài bước chân ra phố Nguyễn Ngọc Nại. Thuộc khu phân lô dân trí vip, toàn cán bộ nghành Quân đội ở. Không gian sống yên tĩnh, sạch sẽ, an ninh rất tốt. + Xung quanh nhà rất nhiều tiện tích, đi vài bước ra chợ dân sinh, Gần các trường Đại học Y Hà Nội, Đại học Thuỷ Lợi, Học Viện Ngân Hàng, Đại học Công Đoàn, Đại học Khoa học Tự Nhiên, Đại học Khoa Học Xã Hội và Nhân văn,…. Gần các trung tâm Thương Mại lớn: Royal City, Lotte,… + Sổ đỏ chính chủ, vuông vắn đẹp. + Giá bán: 8 tỷ (có thương lượng) Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7",08/08/2022,Tin thường,batdongsan_so_com_vn_1673809992.2594225,,,,,,
"7,9 tỷ VNĐ",hoang văn thái, 65m2,"Mô tả Chủ nhà chuyên sang ở Biệt thự nên cần bán nhà ở Hoàng Văn Thái, Thanh Xuân, gần khu vực Lê Trọng Tấn, Nguyễn Ngọc Nại, Cù Chính Lan, Vương Thừa Vũ, Tô Vĩnh Diện, Tôn Thất Tùng, Nguyễn Viết Xuân,… Diện tích nhà 65m2. + Nhà mặt tiền rộng 6m, bề thế, thoáng trước sau. Ô tô nhỏ vào tận cửa khi cần, chỉ 25m ra ngõ ô tô tránh. + Vị trí nhà Cực đẹp, ngõ thông tứ phía, gần chợ, vài bước chân ra phố Hoàng Văn Thái. Thuộc khu phân lô dân trí vip, toàn cán bộ nghành Quân đội ở. Không gian sống yên tĩnh, sạch sẽ, an ninh rất tốt. + Xung quanh nhà rất nhiều tiện tích, đi vài bước ra chợ dân sinh, Gần các trường Đại học Y Hà Nội, Đại học Thuỷ Lợi, Học Viện Ngân Hàng, Đại học Công Đoàn, Đại học Khoa học Tự Nhiên, Đại học Khoa Học Xã Hội và Nhân văn,…. Gần các trung tâm Thương Mại lớn: Royal City, Lotte,… + Sổ đỏ chính chủ, vuông vắn đẹp. + Giá bán: 7.9 tỷ (có thương lượng) Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7",08/08/2022,Tin thường,batdongsan_so_com_vn_1673809997.104377,,,,,,
11 tỷ VNĐ,Đường Hồng Tiến phường Bồ Đề, 130m2,"



110M MẶT PHỐ HỒNG TIẾN.GIÁ 11,8 TỶ,3 TẦNG,KINH DOANH,CHO THUÊ VP MẶT PHỐ TRUNG TÂM QUẬN LONG BIÊN KHU PHỐ KINH DOANH SẦM UẤT-GẦN NGÃ TƯ HỒNG TIẾN- NGUYỄN VĂN CỪ- THÔNG SANG NGỌC LÂM -KHU VỰC KD ĐỈNH. + Nhà nằm khu vực đắc địa của quận Long Biên, khu vực hiếm nhà bán. + Nhà 1 mặt phố + ngõ hông cạnh nhà . +Nhà nở hậu... +Sổ đỏ: 108m2 thực tế là 130m Hiện chủ nhà đang cho thuê. Lh xem nhà 0868851388(miễn môi giới,tg)

    ",08/08/2022,Tin thường,batdongsan_so_com_vn_1673809998.5026624, 5, 5, 3, 4, 3,
"13,8 tỷ VNĐ",Khu Đô Thị Mới Văn Khê, 83m2,"Bán Nhà Văn Khê, La Khê Kinh Doanh, Vỉa Hè, Phân Lô, Ô Tô DT 83m2 x 4T, Chỉ 13,8 Tỷ. Vị Trí: Nhà khu liền kề đô thị văn khê, La Khê, Hà Đông, đường trước nhà 14m, vỉa hè rộng 5m kinh doanh hay làm văn phòng đều tuyệt vời, nhà vẫn cho thuê 18 triệu/tháng nằm ngay gần trường Tiểu học, Mầm non Chu Văn An, gần chợ xung quanh buôn bán tấp nập, tiện ích vô vàn, Thiết kế: Tầng 1 thông sàn, kinh doanh, bếp + WC. + Tầng 2,3,4 mỗi tầng 2  phòng ngủ + Wc khép kín. Pháp lý: Sổ đỏ phân lô sẵn sàng giao dịch Giá bán: 13.8 tỷ ( có thương lượng) Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.                                                                                                                                                          - Mr Luyện thổ cư: 0911779569 - Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến trên 100 tỷ.  “TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",08/08/2022,Tin thường,batdongsan_so_com_vn_1673810000.1116765, 5, 14, 4, 6, 10, Tây bắc
"47,9 tỷ VNĐ","Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội", 85m2,"Bán nhà mặt phố Hoàng Cầu - Trần Quang Diệu - Võ Văn Dũng, phường Ô Chợ Dừa, quận Đống Đa, Hà Nội:+ Vị trí mặt phố sầm uất, khu vực dân trí cao, nhiều tòa nhà văn phòng, hưởng trọn không khí trong lành của Hồ Hoàng Cầu, vỉa hè trước nhà rộng 3m. Thiết kế thông sàn chuẩn văn phòng kết hợp an sinh, kinh doanh cho thuê ra dòng tiền 150tr/1 tháng.+ Thiết kế các tầng như sau:- Tầng 1,2,3,4,5 thông sàn.- Tầng 6 chia 2 phòng.- Tầng 7 Bếp và phòng khách thông sàn.- Tầng 8 Phòng thờ và sân. ( Nhịp thang máy lên đến tầng 8 ).+ Diện tích: 85m2 x 8 tầng. Mặt tiền 6m. Sổ đỏ chính chủ, sẵn sàng giao dịch.+ Giá: 47 tỷ 9 có thương lượng.+ Liên hệ: 094.566.8585 - Quang ( Tư vấn Môi giới Bất động sản Hà Nội ).",08/08/2022,Tin thường,batdongsan_so_com_vn_1673810001.573766, 6, 15, 8, 8, 8,
"9,5 tỷ VNĐ","Bồ Đề, Long Biên", 47m2,"+ Vị trí nhà mình tuyệt đẹp, hết từ để tả, phân lô VIP, ô tô tránh nhau trước nhà thoải mái, thông tứ tung ra Nguyễn Sơn - Hoàng Như Tiếp, Lâm Hạ... ô tô dừng đỗ trước cửa nhà ngày đêm thoải mái không ảnh hưởng đến ai. + Khu phố VIP nhà mình bán thuộc nhất nhì quận Long Biên, cơ sở hạ tầng phát triển đồng bộ, là nơi tập trung sinh sống phần đông cán bộ nghành hàng không, dân trí cao, ở sướng. + Xung quanh được bao bọc bởi các khu biệt thự liền kề, các tòa nhà văn phòng, trường học các cấp... tiện ích đủ đường. Không thiếu thứ gì. + Nhà 5 tầng đẹp long lanh. Sau nhà có khe thoáng mở cửa sổ. Rất thoáng đãng. Không khí lưu thông. - Tầng 1: Gara 2 ô tô hoặc làm Văn phòng. - Tầng 2: Khách, bếp. - Tầng 3+4: Mỗi tầng 2 ngủ, vệ sinh giữa. - Tầng 5: Phòng thờ, sân phơi, sân chơi. + Nhà thông các ngả, ra mặt phố Hoàng Như Tiếp chỉ 100m, cách mặt phố Lâm Hạ chỉ 50m, cách mặt phố Hồng Tiến chỉ 100m. Trường quốc tế, Đa khoa Tâm Anh... bán kính 500m. + Sổ đỏ phân lô đẹp hết ý. Pháp lý chuẩn chỉ, Nở hậu mấy cm lộc lá. - Lh em Trác: 0965492571 (xem nhà và tư vấn miễn phí)",08/08/2022,Tin thường,batdongsan_so_com_vn_1673810003.1975873, 3,, 5, 4,,
