price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Số tầng,Mặt tiền,Lộ giới,Số phòng ngủ,Số toilet,Hướng
"5,6 tỷ VNĐ","phường văn quán, quận hà đông, thành phố hà nội", 40m2,"Mô tả : Là nhà 4 tầng thu cột bê tông chắc chắn, mặt tiền 4m rộng rãi thoáng mát, ô tô đi lại thoải mái, nhà được thiết kế theo kiểu hiện đại. Diện tích: 40m. Sổ đỏ vuông đẹp, nét, sẵn sàng giao dịch. Giá 5,6 tỷ có thương lượng. Liên hệ: Tôi Quang 0936590234 để được xem nhà miễn phí.",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830017.1395082,,,,,,
"11,5 tỷ VNĐ","Phường Quảng An, Tây Hồ, Hà Nội", 125m2,"Chính chủ bán đất có nhà cấp 4 Diện tích : 125M - Lô Góc 2 mặt tiền. Giá : 11,5tỷ.  CĐT mua xây 7 tầng chắc chắn có view Hồ Tây.  • Oto đỗ cách nhà 10M , trước nhà 3 gác đỗ cửa. Tập trung cực nhiều CCMN/ Aparment cho Tây thuê , văn minh , sạch sẽ. Cách 1 dãy nhà là Hồ Tây. • Sổ đỏ vuông vắn , pháp lý rõ ràng , sẵn sàng giao dịch. • Liên hệ : 0839197777 - 0963383656",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830018.4759307,,,,,,
"3,75 tỷ VNĐ",Hà Trì- Hà Đông, 52m2,"Bán nhà Hà Trì, Hà Đông, 52m, 4 tầng, nhỉnh 3 tỷ, ngõ thông, gần ô tô Chính chủ cần bán nhà đẹp gần ô tô, gần phố, ngõ rộng thông vòng quanh, khu vực trung tâm xung quanh nhiều tiện ích: trường học các cấp, chợ, bệnh viện, siêu thị, ngân hàng, hạ tầng phát triển đồng bộ, khu hiếm nhà bán. Nhà dân tự xây rất đẹp khung cột chắc chắn, đầy đủ công năng sử dụng, nhà thoáng lô góc, vị trí đẹp tầm tiền không có căn thứ 2 để so sánh. Giao thông di chuyển các phố: Đa Sỹ, Tô Hiệu, Bà Triệu, Lê Hồng Phong, Văn Quán, Phùng Hưng,.... Hàng xóm thân thiện, khu văn minh đáng sống, chủ nhà thành đạt, nhà rất có lộc. Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 3.75 tỷ ( có thương lượng). Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830019.785473, 4,,,,,
"3,8 tỷ VNĐ",Cầu Đơ- Hà Đông, 52m2,"Nhỉnh 3 tỷ, Cầu Đơ, Hà Đông, 52m, 4 tầng, lô góc, gần ô tô, ngõ thông Cần bán nhanh nhà trong tháng để chuyển sang ở nhà mới rộng hơn, vị trí nhà bán đẹp lô góc vô cùng thoáng sáng, gần phố, ngõ thông tứ tung, di chuyển thuận lợi. Nhà được xây dựng theo phong cách hiện đại, dân tự mua đất xây rất đẹp, các phòng rộng thoáng đầy đủ công năng sử dụng, thoáng 3 mặt, hướng mát, khu vực đáng sống , dân cư văn minh. Xung quanh là chợ lớn Hà Đông, siêu thị Metro, các trung tâm hành chính quan trọng của quận Hà Đông, tiện ích vô vàn. Giao thông di chuyển thuận lợi: Quang Trung, Hoàng Hoa Thám, Lê Hồng Phong, Lê Lợi, Tô Hiệu, Bà Triệu,... Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 3.8 tỷ ( có thương lượng). Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830021.0600572, 4,,,,,
"3,8 tỷ VNĐ",Cầu Đơ- Hà Đông, 52m2,"Nhỉnh 3 tỷ, Cầu Đơ, Hà Đông, 52m, 4 tầng, lô góc, gần ô tô, ngõ thông Cần bán nhanh nhà trong tháng để chuyển sang ở nhà mới rộng hơn, vị trí nhà bán đẹp lô góc vô cùng thoáng sáng, gần phố, ngõ thông tứ tung, di chuyển thuận lợi. Nhà được xây dựng theo phong cách hiện đại, dân tự mua đất xây rất đẹp, các phòng rộng thoáng đầy đủ công năng sử dụng, thoáng 3 mặt, hướng mát, khu vực đáng sống , dân cư văn minh. Xung quanh là chợ lớn Hà Đông, siêu thị Metro, các trung tâm hành chính quan trọng của quận Hà Đông, tiện ích vô vàn. Giao thông di chuyển thuận lợi: Quang Trung, Hoàng Hoa Thám, Lê Hồng Phong, Lê Lợi, Tô Hiệu, Bà Triệu,... Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 3.8 tỷ ( có thương lượng). Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830022.1710448, 4,,,,,
"3,75 tỷ VNĐ",Hà Trì- Hà Đông, 52m2," Bán nhà Hà Trì, Hà Đông, 52m, 4 tầng, nhỉnh 3 tỷ, ngõ thông, gần ô tô Chính chủ cần bán nhà đẹp gần ô tô, gần phố, ngõ rộng thông vòng quanh, khu vực trung tâm xung quanh nhiều tiện ích: trường học các cấp, chợ, bệnh viện, siêu thị, ngân hàng, hạ tầng phát triển đồng bộ, khu hiếm nhà bán. Nhà dân tự xây rất đẹp khung cột chắc chắn, đầy đủ công năng sử dụng, nhà thoáng lô góc, vị trí đẹp tầm tiền không có căn thứ 2 để so sánh. Giao thông di chuyển các phố: Đa Sỹ, Tô Hiệu, Bà Triệu, Lê Hồng Phong, Văn Quán, Phùng Hưng,.... Hàng xóm thân thiện, khu văn minh đáng sống, chủ nhà thành đạt, nhà rất có lộc. Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 3.75 tỷ ( có thương lượng). Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830023.455609, 4,,,,,
15 tỷ VNĐ,"Thái Hà, Đống Đa, Hà Nội", 50m2,"Bán nhà phân lô phố Thái Hà, Đống Đa, lô góc 50m2, 6 tầng, mặt tiền 6.5m, giá chào 15 tỷ có thương lượng.SIÊU PHẨM LÔ GÓC - THÁI HÀ 6 TẦNG THANG MÁY - Ô TÔ TRÁNH - KINH DOANH ĐỈNH CAO - MỚI ĐÉT ĐÈN ĐẸT - CHUYỂN VỀ Ở LUÔN.+ Vị trí đắc địa, lô góc hai mặt tiền thoáng, xây 6 tầng mới đẹp, thiết kế hiện đại, công năng ưu việt.+ Mặt ngõ ô tô tránh kinh doanh đỉnh cao.+ Tầng 1: Gara+ Tầng 2: Khách + Bếp+ Tầng 3,4,5: mỗi tầng 1 ngủ + 1 WC+ Tầng 6: Phòng thờ + Sân phơi.+ Sổ đỏ vuông đẹp pháp lý chuẩn.+ Liên hệ: Mr. Hoan 0877.855.777 Zalo, Viber, Fb ( Hoan Biệt thự, Liền Kề, Mặt Phố, Khách Sạn). Miễn phí xem nhà đến tư vấn pháp lý.+ Fanpage: https://www.facebook.com/Estatebds.vn",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830024.8628855, 6, 7, 6, 5, 5,
"5,798 tỷ VNĐ","Đường Võ Chí Công, phường Phú Thượng, quận Tây Hồ, Hà Nội", 168m2,"Bán Chung cư UDIC WESTLAKE - Tây Hồ Cam kết giá tốt nhất khu vực Diện Tích: 148m2 Giá: 5 tỷ 798 Tặng 5 chỉ vàng+ miễn 2Năm Phí Dịch Vụ. View sông Hồng, view Hồ Tây ☎️LH Xem Nhà: 0977568223 (ZALO)",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830025.9788573,,,, 4, 2, Đông bắc
"5,29 tỷ VNĐ","Đường Võ Chí Công, phường Phú Thượng, quận Tây Hồ, Hà Nội", 148m2,🎯Bán Chung cư UDIC WESTLAKE - Đối diện Lotte Mall.🏠Diện Tích: 148m2💸Giá: 5 tỷ 290 🎁 Tặng 5 chỉ vàng+ miễn 2Năm Phí Dịch Vụ.🍎Đầy Đủ Mọi Tiện Ích.☎️LH Xem Nhà: 0977568223 (ZALO),16/03/2022,Tin thường,batdongsan_so_com_vn_1673830027.1115637, 1,,, 4, 2, Đông bắc
"6,5 tỷ VNĐ","Sơn Đồng, Hoài Đức, Hà Nội", 92m2,"☑️Do vấn đề tài chính tôi cần chuyển nhượng lại 2 lô đất tại dự án đất đấu giá Làng nghề Sơn Đồng tại Sơn Đồng Hoài Đức Hà Nội.Vị trí:1. Lô ĐG 4. 07 DT 62,64m2 - Hướng TN TB. Giá bán 80tr.2. Lô ĐG 10. 13 DT 80m2 Hướng ĐN TN.  Giá bán trên chưa bao gồm giá xây dựng.Do gia đình đang gặp khó khăn về vấn đề tài chính nên bán với giá thấp hơn giá thị trường giao dịch. Quý khách hàng có nhu cầu xin liên hệ trực tiếp để trao đổi về phương thức mua bán.✔️Liên hệ thêm thông tin : 0779.27.37.87",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830028.1996531,,,,,,
