price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
,Bán nhà 874 Minh Khai 70m x 5 tầng giá 7.8 tỷ có TL, 70m2,"Bán nhà 874 Minh Khai 70m x 5 tầng giá 7.8 tỷ có TL  + Vị trí Trung tâm quận Hai Bà Trưng, ngay sát TIME CITY, đi lại cực kỳ thuận tiện lên cầu Vĩnh Tuy sang AEON MALL Long Biên, vài bước chân lên Bờ Hồ, Phố Cổ, chạy đường Tam Trinh ra Pháp Vân rất nhanh. Trước cửa nhà là trường học View thoáng vĩnh viễn, không khí trong lành. + Ngôi nhà phù hợp nhóm người mua sau : Vừa ở trên vừa làm văn phòng Vừa ở vừa kinh doanh spa hay các lớp đào tạo nghề có chỗ ở lưu trú cho học viên (xe cộ để thoải mái) Gia đình nhiều thế hệ Đặc biệt phù hợp cho thuê căn hộ với tổng 9 căn hộ khép kín Sổ đỏ chính chủ, liên hệ ngay, xem luôn, mua luôn, không để lỡ cơ hội  Kim Hạnh 0946553655 !",05/08/2022,Tin thường,batdongsan_so_com_vn_1673810513.2398858,,,,,,
2 tỷ VNĐ,Đường Bắc Cầu phường Ngọc Thụy, 53m2," trí: Thđấp, n'ở="""" hậu,="""" ngõ="""" ô="""" tô,="""" spanspanarial"",""sans-serif"";="""" 115%'10m="""" ra="""" tô="""" tránh="""" spanspansegoe="""" ui="""" historic"",""sans-serif"";="""" 115%'="""">, gđểt rệy ư:+ Sổ đỏ chính chủ, vuông đẹp, nở hậu, cất két, sẵn sàng giao dịch. + Chủ nhà cần bán gấp, thương lượng mạnh với khách thiện chí + Liên hệ xem nhà:0913896966 ( E Hà)",05/08/2022,Tin thường,batdongsan_so_com_vn_1673810514.611218, 3,,,,,
,iec thanh trì, 35m2,"Bán kiot chân đế chung cư IEC RESIDENCES Tứ hiệp thanh trì giá chỉ từ 2ty1 Vị trí: Nằm tại trục đường lớn Vũ Lăng (đường Trần Thủ Độ kéo dài), nối hai tuyến đường huyết mạch giữa Ngọc Hồi và Khu đấu giá Tứ Hiệp thuộc trung tâm huyện Thanh trì Khu vực dân cư đông đúc với 3 tòa chung cư và hơn 5000 cư dân hiện hữu. Nhu cầu mua bán cao,phục vụ cho cả cư dân trong khu vực và dân sinh vùng lân cận Đường nội khu thông thoáng kiot hướng view các phía Bàn giao hoàn thiện 2 tầng Nhận nhà kinh doanh ngay CƠ HỘI ĐẦU TƯ SINH LỜI TRONG TẦM TAY Chiết khấu lên đến 5% Sổ hồng 50 năm Đầy đủ đa dạng diện tích từ 34.8m2-93.08m2 Giá từ 2ty196tr-3ty330tr Thiết kế 2 tầng cao 6.3m vừa ở vừa kinh doanh Các hạng mục hoàn thiện : Trần thạch cao,sơn tường lát gạch,thiết bị vệ sinh, thiết bị chiếu sáng điện nước đầy đủ. Liên hệ: 0965.948.983 or 037.4547.000 Hướng Dương ngược nắng–Phòng KD của Chủ đầu tư IEC.",05/08/2022,Tin thường,batdongsan_so_com_vn_1673810515.9237065,,,,,,
"3,3 tỷ VNĐ",Đường Tứ Hiệp phường Tứ Hiệp, 144m2,"CĂN HỘ DIỆN TÍCH LỚN CHO GIA ĐÌNH ĐA THẾ HỆ? Theo BC của Bộ Xây dựng, 6 tháng đầu năm 2022, Hà Nội chỉ có 2 DỰ ÁN NHÀ Ở VỚI 331 CĂN đủ điều kiện đưa vào kinh doanh. Việc siết chặt cấp phép các dự án mới và sự tăng giá cac yếu tố đầu vào, lạm phát khiến cho nguồn cung mới về nhà ở giá tốt càng trở nên khan hiếm. Tecco Garden với giỏ căn hộ 3 - 4 phòng ngủ với mức giá chỉ tương đương căn hộ 2 phòng ngủ tại nhiều khu vực đang khiến khách hàng “đứng ngồi không yên”.TECCO GARDEN - KHÔNG GIAN XANH SỐNG AN LÀNHVị trí dự án: Khu đô thị Tứ Hiệp, Huyện Thanh Trì, Hà Nội. Chủ đầu tư: Tổng công ty Tecco Hà Nội - Tecco Group Điện thoại : 0949.337.678   ",05/08/2022,Tin thường,batdongsan_so_com_vn_1673810517.2401848, 12, 5, 25, 3, 2,
"8,5 tỷ VNĐ","Đại Từ, Đại Kim, Hoàng Mai, HN", 103m2,"BÁN NHÀ ĐẠI TỪ – Ô TÔ ĐỖ CỬA – Ở SƯỚNG – 8,5 TỶ Bán nhà Đại Từ, Đại Kim, Hoàng Mai. Gần Linh Đàm, tiện ích không thiếu thứ gì. Giao thông rất thuận tiện ra bến xe Giáp Bát, Bến xe Nước Ngầm, Giải Phóng, Linh Đàm, Định Công,… - Chủ nhà ngày trước xây dựng là Đại tá quân đội xây dựng siêu chắc chắn, trước sau nhà đều có ban công, giếng trời rất thoáng. - Tầng 1: Phòng khách, bếp, wc, sân rộng - Tầng 2.3: 2 phòng ngủ, 1wc. - Tầng 4: phòng thờ sân phơi. - Sổ đỏ đẹp nở hậu, sang tên ngay. - Liên hệ: 0362368485; 0916286256 Kết nối zalo nhận nhà miễn phí. Hỗ trợ tư vấn pháp lý.",05/08/2022,Tin thường,batdongsan_so_com_vn_1673810518.5337257,,,,,,
"4,5 tỷ VNĐ","Khương Đình, Thanh Xuân", 38m2,"+ Bán nhà phố Khương Đình, giáp các tuyến phố Nguyễn Trãi, Kim Giang, Thượng Đình, Hạ Đình, diện tích 38m, 4 tầng, mặt tiền 4m, gần ô tô, ngõ nông vài bước chân ra mặt phố.+ Vị trí đắc địa, đường thông, hè thoáng, giao thông vô cùng thuận tiện, xe ba gác phóng vèo vèo. Xung quanh tiện ích bạt ngàn, dân trí cao, an sinh tuyệt vời.+ Nhà chủ tự xây vô cùng tâm huyết và chắc chắn. Thiết kế hiện đại, đầy đủ công năng.+ Sổ đỏ đẹp, sẵn sang giao dịch.* Liên hệ: Phùng Trang 0975124 520.",05/08/2022,Tin thường,batdongsan_so_com_vn_1673810519.9629006,,,,,,
"1,384 tỷ VNĐ","Chính chủ bán căn hộ tầng 2 ngõ 79 Nguyễn Chí Thanh (Đối diện Vincom); 1,384 tỷ; 0911046188", 34m2,"Chính chủ bán căn hộ tầng 2 ngõ 79 Nguyễn Chí Thanh (Đối diện Vincom); 1,384 tỷ; 0911046188 + Địa chỉ : P.208, nhà A1-5, 79 Nguyễn Chí Thanh, P.Láng Hạ, Đống Đa, Hà nội– Diện tích: 34m2Tiện nghi : Tủ, giường, điều hoà, nóng lạnh, tủ bếp… ô tô đỗ chân cầu thangHướng: Đông Bắc - Khu an ninh tốt, giao thông thuận tiện, dân trí cao - Gần trường, chợ, gần các tiện ích xung quanh – Giá bán : 1 Tỷ 384 (Miễn trung gian)Điện thoại liên hệ : Anh Thắng 0916948566Hoặc chị Vân Anh : 0911046188       http://www.sanbatdongsanviet.com.vn",05/08/2022,Tin thường,batdongsan_so_com_vn_1673810521.2931774,,,,,,
"2,7 tỷ VNĐ",Đường Tứ Hiệp phường Vạn Phúc, 126m2,"Căn hộ giá rẻ ngay tại vị trí trung tâm huyện Thanh Trì. 4PN, diện tích lớn từ: 126,6m2 đến 140,6m2 phù hợp với gia đình đa thế hệ. * Thanh toán luôn nhận chiết khấu 4,5% (gồm VAT) * Dùng đòn bẩy tài chính, khách hàng chỉ cần số vốn 1 tỷ. Ngân hàng cho vay 60% không lãi suất trong 12 tháng. - Thiết kế 4 ngủ 3vs, tất cả các phòng ngủ đều được thiết kế đón gió ánh sáng tự nhiên. Khu bếp thiết kế riêng biệt, không sợ ảnh hưởng đến không gian chung. Hai logia cực kỳ thoáng mát.  Nhận nhà ở ngay, đã có sổ. ký trực tiếp với chủ đầu tư. Cộng đồng cư dân đã về ở, khu thương mại đã đi vào hoạt động kinh doanh ầm uất, Cạnh công viên, hồ điều hòa rộng 12ha, không gian xanh, thoáng mát, khu vui chơi trẻ em, vườn dạo bộ, bể bơi... Tất cả đã đi vào hoạt động.  Gần các tuyến đường huyết mạch: Đường Trần Thủ Độ kéo dài, Quốc lộ 1A, Đường Ngọc Hồi, đường Giải phóng, bến xe Nước Ngầm, bệnh viện, trường học mầm non, cấp 1,2,3...",05/08/2022,Tin thường,batdongsan_so_com_vn_1673810522.5109193, 10, 1, 10, 4, 3,
"3,5 triệu VNĐ/m2","Nam Sơn, Sóc Sơn, Hà Nội", 1000m2,"Em bán miếng đất có tổng diện tích 1000m2.Mặt tiền hơn 30m, hướng ĐN lạnh buốt vào mùa hè, ấm áp vào mùa đông.Vị trí tại xã Nam Sơn, huyện Sóc Sơn. Lưng tựa đồi thông mặt hướng đường bê tông rộng 5m.Không gian sống bình yên, xanh mát, trong lành. Hành lang xanh trong quy hoạch chung Hà Nội, xu hướng dịch chuyển về vùng ven với không gian mới mẻ.Giao thông thuận tiện, Cách DT35_500m, Nội Bài 10km, cách cầu Nhật Tân + cầu Thăng Long chỉ 20km. Khoảng 40p di chuyển vào trung tâm Hà Nội.Sổ đỏ cất két. Giá bán tình thương mến thương chỉ 3.5tr/m.* Chính sách khách hàng:Miễn phí tư vấn, định hướng đầu tư, đi xem trực tiếp.Miễn phí thủ tục chuyển nhượng, sang tên cho khách hàng, sổ đỏ trao tay.Giá cả thương lượng, gia lộc cho khách hàng khi sử dụng dịch vụ của Hiluxury.Tiến độ thanh toán linh hoạt.Hỗ trợ thi công thiết kế xây dựng công trình.Chiết khấu trực tiếp khi khách hàng giới thiệu người quen sử dụng dịch vụ của HILUXURY.* Mọi thông tin thắc mắc liên hệ ngay hotline 0983.527.302 hoặc truy cập: Thanhhaxanh.com để tìm hiểu thêm thông tin.",05/08/2022,Tin thường,batdongsan_so_com_vn_1673810524.1460018, 35, 5,,,, Đông nam
"1,92 tỷ VNĐ",Đường Đài Bi phường Uy Nỗ, 53m2,"Bán rẻ 53.4m2 đất Đài Bi - Uy Nỗ gần trung tâm Huyện Đông Anh đường ô tô đỗ cửa giá chưa đến 2 tỷ.- Mặt tiền 4m vuông vắn, chiều dài 13.2m.- Đường trước đất rộng 3m ô tô đỗ cửa- Vị trí gần bệnh viện Đa Khoa Đông Anh, trung tâm hành chính Huyện, chợ lớn Ấp Tó, trường quay Cổ Loa...- Kết nối Giao thông đồng bộ vô cùng thuận tiện- Dân cư đông đúc, sầm uất, dân trí cao.- Pháp lý rõ ràng, ko tranh chấp. Sổ đỏ sẵn sang tên ngayAnh Chị quan tâm vui lòng liên hệ hotline để xem và chốt trong ngày",05/08/2022,Tin thường,batdongsan_so_com_vn_1673810525.4604452, 4,,,,,
