price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"3,2 tỷ VNĐ",Hoài Đức, 80m2,"
    HIẾM ! BÁN ĐẤT LAI XÁ QUỐC LỘ 32, 80M Ô TÔ HƠN 3 TỶ CHÚT XÍU
+ Đầu tư rất tốt , Giá thương lượng.
+ Sát sườn KDT Kim Chung Di Trạch, Lideco, Green Symphony, KCN..
+ Đường Quốc lộ 32 , Gần Đại Học Thành Đô, ĐH Công nghiệp HN, Đường Xuân Phương..
+ Tiện ích đầy đủ, Ô tô đỗ..
+ Sang tên nhanh gọn
+ Có nhu cầu thực sự gọi Em Đức Hoài Đức 0898839292.
",11/08/2022,Tin thường,batdongsan_so_com_vn_1673809417.6407058,,,,,
"6,5 tỷ VNĐ",Đường Quốc lộ 23 phường Thanh Lâm, 200m2,"HUD MÊ LINH CENTRAL - BẢNG GIÁ & CHÍNH SÁCH CĐT BẲNG HÀNG TỐT NHẤT HUD MÊ LINH CENTRAL - Để nói về Hud Mê Linh thì cực kỳ phù hợp cho cả người ở thực làm first - seconde home, và nhà đầu tư.  Cách Hồ Tây 20p, cầu Mai Dịch 15p và cách sân bay Nội Bài 10p lái xe tại trung tâm Mê Linh. Hud Mê Linh – Biệt thự nhà vườn có mức giá hợp lý nhất thời điểm hiện tại. 🎯 🎯 TỪ 6 TỶ CHO MỘT BIỆT THỰ NHÀ VƯỜN CẢ XÂY & VAT Ở HÀ NỘI – TÌM ĐÂU RA? 📌 📌 Để nói về Hud Mê Linh thì cực kỳ phù hợp cho cả người ở thực làm first - seconde home, và nhà đầu tư. KHẢ NĂNG KẾT NỐI ĐÁNG NỂ- Tính đến thời điểm hiện tại, nếu lấy Hồ Tây làm mốc, các KĐT xung quanh đã thiết lập mức giá không tưởng, rẻ từ 150tr/m2, cao thì chạm ngưỡng 300tr như Nam Cường, Hinode Hoài Đức, Symphony hay The Manor. - Thế mà chỉ từ 60tr, kết nối trực tiếp vành đai 4, hệ thống cầu lớn Thủ đô, khách hàng sở hữu ngay biệt thự nhà vườn pháp lý chuẩn từng ly trong KĐT Hud Mê Linh. - Chưa kể, từ đây đi tới Cầu Mai Dịch, sân bay Nội Bài, trục đường Thăng Long thời gian cũng rút ngắn từ 15-10-5p. Như vậy, từ Hud Mê Linh đi đâu cũng tiện: Hồ Tây và kết nối 4 quận: Nam – Bắc Từ Liêm, Cầu Giấy và Hà Đông, nhích thêm một chút là Thanh Xuân và Đống Đa cũng không thành vấn đề. PHÁP LÝ CHUẨN CHỈ VÀ DƯ ĐỊA TĂNG GIÁ CAO- Thật hiếm có sản phẩm biệt thự nào xây dựng hoàn chỉnh, trong khuôn viên KĐT thành hình đẹp như Hud Mê Linh Central bây giờ. Mua bây giờ là sở hữu biệt thự kèm sổ lâu vàdư địa tăng trưởng tốt, kê cao gối ngủ. - Theo đúng kịch bản, khi Mê Linh lên thành phố, quy hoạch TP 2 bên sông, giá BĐS khu vực nghiễm nhiên phi mã. Chưa kể, nhiều BĐS thuộc vành đai 4 gần Hud Mê Linh Central đã thiết lập một mức giá khá cao, gấp đôi, thậm chi gấp 3 so với Hud Mê Linh. Vậy, có lý do gì để Hud Mê Linh không nằm ngoài quy luật này? ☎️ LH CĐT: 033.223.6923",11/08/2022,Tin thường,batdongsan_so_com_vn_1673809419.4972043, 15, 25, 3, 3, 3
"4,3 tỷ VNĐ",Đường Quang Trung phường La Khê, 45m2,"
    Vị trí vài bước chân ra mặt phố Quang , gần Siêu thị, tòa FLC, ngay ngã tư Lê Trọng Tấn Quang Trung , Văn Phú.
- Gia chủ xây kiên cố chắc chắn thiết kế chuẩn công năng sử dụng. 
+ Tầng 1: Phòng khách rộng , bếp, wc
+ Tầng 2,3 : Tổng 3 Phòng ngủ, Phòng thờ
+ Tầng 4: Sân phơi, tiểu cảnh( khách có nhu cầu nhiều phòng có thể thiết kế 2 phòng ngủ tầng 4)
Nhà chủ thiết kế khách có nhu cầu lên tầng thoải mái.
Nhà chủ xây tâm huyết cẩn thận chắc chắn, hàng xomsthaan thiện, an ninh cực tốt
- vị trí giao thông thuận tiện .
",11/08/2022,Tin thường,batdongsan_so_com_vn_1673809421.3260574, 4, 2, 4, 4, 32
"8,5 tỷ VNĐ","Bán nhà phố Trần Đại Nghĩa, 54m2 x 5 tầng, - Vị Trí Đắc Địa, Gara Oto – 094 567 6597", 54m2,"Nhà trong ngõ trên phố Trần Đại Nghĩa, khu phân lô siêu đẹp và hiếm bán. Gần các tuyến phố : Đại La, Minh Khai, Tân Mai.. 54m2 x 5 tầng, MT 4,8m GARA Ô TÔ , Ngõ ô tô tránh, 20m ra phố Trần Đại Nghĩa. Nhà mới, thiết kế hiện đại, nội thất sang trọng. Sổ đỏ đẹp, vuông vắn, sổ đỏ chính chủ, sãn sàng giao dịch. Giá: Nhỉnh 8 Tỷ Lh: Mr. Dũng chính chủ  094.567.6597",11/08/2022,Tin thường,batdongsan_so_com_vn_1673809423.7369494,,,,,
"8,65 tỷ VNĐ",Đường Trung Kính phường Trung Hòa, 50m2,"- Bán nhà ngõ ô tô tránh nhau tại Trung Kính - Cầu Giấy - Diện tích 50m2 , Thiết kế 6 tầng có THANG MÁY - Nhà xây mới , hiện đại .Phù hợp để ở hoặc kinh doanh VP - Khu dân trí cao , xung quanh hàng xóm rất nhiều nhà to và đẹp - Chỗ đỗ ô tô cách nhà 5m . Tiện ích xung quanh nhà ngập tràn , sân chơi trẻ em , Siêu thị , Trường học bán kính 2km đầy đủ - Liên hệ trực tiếp để hẹn xem nhà ",11/08/2022,Tin thường,batdongsan_so_com_vn_1673809426.011233, 5, 2, 6, 5, 6
"2,2 tỷ VNĐ",Đường Võ Nguyên Giáp phường Nguyên Khê, 67m2," Chính chủ gửi bán lô góc Thôn Đại Bằng, Nguyên Khê, Đông Anh, Hà Nội. + Vị trí  -         Đi trung tâm Hà Nội và sân bay Nội Bài chỉ 10p. + Tiện ích & Giá Trị -         Giá lại vô cùng mềm so với khu vực chỉ có 33tr/1m2 không có lô thứ 2 tại khu vực, rất đáng để đầu tư. + Thông số đất. -         Sổ đỏ chính chủ pháp lý sạch, chủ lại vô cùng thiện chí bán, ra lộc nhiều cho khách thiện chí. Anh chị em quan tâm tới lô đất vui lòng liên hệ theo số 0982476091 gặp Trình để trực tiếp xem đất.",11/08/2022,Tin thường,batdongsan_so_com_vn_1673809430.5753152, 4,,,,
6 tỷ VNĐ,"Bùi Xương Trạch, Thanh Xuân, Hà Nội.", 55m2,"+ Sổ đỏ đẹp, sẵn sàng giao dịch.+ Ô tô vào tận trong nhà. + Khu vực hạ tầng đã đồng bộ, ổn định.+ Hai mặt thoáng trước sau, có ban công,4 phòng ngủ, vệ sinh, sân phơi....+ Gần hồ, chợ, TTTM, Trường học các cấp.+ Đường thông Nguyễn Trãi, Giải Phóng, Trường Chinh.+ Rất gần ĐH Quốc Gia, Bách Khoa, Kiến Trúc.... 🤝 LH: Mr Quý: 0986560636 ( Zalo)🏠 Xem nhà miễn phí 24/7. 🏦 Hỗ trợ thủ tục pháp lý, ngân hàng.",11/08/2022,Tin thường,batdongsan_so_com_vn_1673809434.183727,,, 4, 4, 4
"4,6 tỷ VNĐ",Đường Ngô Quyền phường Vạn Phúc, 48m2,"+ Nhà thuộc khu phân lô, giao thông đi lại thuận tiện - T2: 2 ngủ lớn, WC. + Sổ đỏ chính chủ, sẵn sàng giao dịch. ",11/08/2022,Tin thường,batdongsan_so_com_vn_1673809435.6009798, 4, 3, 4, 4, 3
"1,2 tỷ VNĐ",Đường Bắc Hồng phường Bắc Hồng, 34m2,"Nhỏ nhỏ xinh xinh lại có võ, lô góc 2 mặt thoáng, giáp bìa làng Bến Trung Bắc Hồng, ngõ thông, đường ô tô 7 chỗ, tiện ích bạt ngàn, vừa tầm tiền với ae ae mới cưới vợ, liên hệ ngay với e Quảng 0966 26 26 96 chỉ 1,2 tỷ Thông Tin Lô Đất - Diện tích: 35m2 - Mặt tiền = hậu: 4m - Đường trước đất 3m thông vòng quoanh, ô tô 7 chỗ ra vào thoải mái, cư dân đông đúc, dân trí cao, an ninh tuyệt đối an toàn - Bán kính 1km Chợ Lớn Bắc Hồng, Trường Học các cấp, UBND, Sân Vận Động, shopping, cafe, khu vui chơi - Sẵn sổ cất két, sang tên trong ngày - Lh: em Quảng 09 66 26 26 96 xem đất, tư vấn MIỄN PHÍ",11/08/2022,Tin thường,batdongsan_so_com_vn_1673809437.6841838, 4,,,,
"4,2 tỷ VNĐ",Đường Thụy Khuê phường Bưởi, 40m2,"BÁN NHÀ THỤY KHUÊ DT40M2X4T Ở NGAY -  50M RA PHỐ - TRUNG TÂM TÂY HỒ 4TỶ2 0976106636 Vị trí nằm trên đường Thụy Khuê, ngõ thông Trích Sài, gần chợ Bưởi, 1 phút ra Hồ Tây. Ngõ trước nhà xe 3 gác tránh xe máy thoải mái, khu vực giao thông thuận tiện, hàng xóm dân trí cao, ở sướng. Nhà thiết kế 4 tầng khung cột chắc chắn 34m2 còn lại để làm sân, chủ tự xây, khách về sơn lại 1 nước là đẹp, ở được ngay. Tầng 1: Khách + Wc Tầng 2,3 Mỗi tầng 1 phòng + Wc Tầng 4: Sân phơi. Pháp lý: Sổ đỏ chính chủ, giao dịch ngay. Giá chào: 4 tỷ 2 (có thỏa thuận) Liên hệ: Mr Vượng thổ cư Tây Hồ để được xem nhà miễn phí, làm việc trực tiếp với chủ nhà. 0976106636",11/08/2022,Tin thường,batdongsan_so_com_vn_1673809439.559924,, 2, 4, 2, 3
