price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
5 tỷ VNĐ,Đường Lê Hữu Tựu phường Mai Lâm, 75m2, 9,,10/09/2022,Tin thường,batdongsan_so_com_vn_1673802988.2979407,,,,,
"4,7 tỷ VNĐ",Yên Nghĩa - Hà Đông - Hà Nội, 50m2, 4,"Lô đất rất đẹp, giá cực mềm,  thiết kế thoáng, rất vượng khí. Diện tích 50m2, thông tứ tung. Ô tô tránh. Đầu tư có lãi ngay .Tiện ích: Đất ở vị trí giao thông thuận lợi, Kết nối với phố bến xe Yên Nghĩa .Khu đô thị Đô Nghĩa xung quanh dân cư đông đúc tấp nập, dân trí cao, khu vực đáng sống nhất nhì quận Hà Đông, nằm gần trường học Cấp 1,2,3, gần TTTM, sát chung cư cao cấp, tiện ích ngập tràn.Đất phân lô đường 3 ô tô tránh, vỉa hè 3m, lòng đường 8m khu đô thị Đô Nghĩa.Giá: Nhỉnh 4 Tỷ.ALo em Tấn số điện thoại 0985.162.706 chuyên BĐS Hà Đông - Hà Nội để biết thêm thông tin, tư vấn và xem nhà đất miễn phí ạ . Zalo: 0985.162.706.Viber: 0985.162.706  Uy tín - trách nhiệm !. Xin chân thành cảm ơn !",09/09/2022,Tin thường,batdongsan_so_com_vn_1673802989.7829678,,,,,
"8,9 tỷ VNĐ",Đường Phạm Tuấn Tài phường Nghĩa Đô, 52m2, 5,"Bán nhà Phân Lô VIP Phạm Tuấn Tài Cầu Giấy - 8T thang máy- Cực gần phố TT PHÂN Lô Phạm Tuấn Tài- 20M RA PHỐ  8 TẦNG THANG MÁY - 2 THOÁNG TRƯỚC SAU - KINH DOANH - AN SINH ĐỈNH !!   Mô tả  T1: Thông sàn.T2: Thông sàn làm Phòng khách cực rộng, thoángT3.4.5: Mỗi tầng 1 phòng + wc khép kínT6: Thông sàn làm Bếp và phòng ăn cực rộng.T7: Phòng thờ và sân phơi.T8: Sân vườn, tiểu cảnh, bàn cafe. View toàn thành phố.   Thang máy lên tận tầng 8. - Nhà 2 thoáng trước sau vĩnh viễn:  Liên hệ 0366699510",10/09/2022,Tin thường,batdongsan_so_com_vn_1673802991.0436246, 4, 8, 4, 4,
"6,6 tỷ VNĐ",Đường Nguyễn Khánh Toàn phường Quan Hoa, 66m2, 7,"Bán tòa CCMN Nguyễn Khánh Toàn- nhỉnh 6 tỷ - Dòng tiền 60tr- Cực gần ô tô NHÀ ĐẸP - CÁCH OTO 70M -  DÒNG TIỀN TRÊN 60TR/ THÁNG   - 09 PHÒNG CHO THUÊ - TIỆN ÍCH NGẬP TRÀN - FULL ĐỦ ĐỒ, FULL PHÒNG THUÊMô tả: + Vị trí siêu đẹp, đầu tư dòng tiền cực tốt.  Ngõ rộng gần ô tô. + Các phòng đều có điều hoà, tủ lạnh, giường, tủ quần áo, bếp, tủ bếp, vệ sinh khép kín, khoá vân tay. Khách mua chỉ việc thu tiền. + Thiết kế: Tổng 09 phòng cho thuê rộng rãi, giá thuê và các dịch vụ chủ thu đều đặn trên 60tr/ tháng. + Khu vực cực nhiều khách thuê, đuổi đi không hếtLH 0366699510 xem nhà miễn phí",10/09/2022,Tin thường,batdongsan_so_com_vn_1673802992.3969986, 3, 5, 9, 9,
2 tỷ VNĐ,Đường Phú Đô phường Phú Đô, 35m2, 5,"+ Pháp lý: Sổ đỏ vuông đẹp, sẵn sàng giao dịch. + dẫn kháchxem nhà  ",10/09/2022,Tin thường,batdongsan_so_com_vn_1673802993.6068044, 3, 1, 2,,
"4,7 tỷ VNĐ","Quang Trung, Hà Đông", 44m2, 4,"Bán Nhà Quang Trung – Hà Đông, Mới Đẹp, Ở Luôn, Ô Tô, DT 44m2 x4T, Chỉ 4,7 Tỷ.Vị trí: Vị Trí trung tâm Quận Hà Đông cách mặt phố Quang Trung khoảng 20m, ngõ rộng thoáng ô tô 4 chỗ vào tận cửa, xung quanh tiện ích không thiếu gì.- gần FLC, Ngã tư Quang Trung Lê Trọng Tấn, gần chợ Văn La, Trường Chuyên Nguyễn Huệ.Thiết Kế: Nhà xây 4 tầng mới đẹp+ T1 phòng khách, bếp wc cầu thang giữa.+ T2,3 mỗi tầng 2 phòng ngủ, wc cầu thang giữa.+ T4 phòng thờ sân phơi.Pháp Lý: Sổ đỏ chính chủ sẵn sàng giao dịch. Giá bán: 4.7 Tỷ ( Có thương lượng ).Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.    - Mr Luyện 0911779569 – Thổ cư Hà Đông. - Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến 100 tỷ.“TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",10/09/2022,Tin thường,batdongsan_so_com_vn_1673802994.912311, 3, 4, 4, 3,
866 triệu VNĐ,long biên hà nội, 80m2, 5,"⛱Bán đất khu dân cư mới tự xây tân phúc ,nút son khởi nguồn thịnh vượng .Nằm kẹp giữa các cụm công nghiệp và các khu công nghiệp lớn. Diện tích 70-80m2 phù hợp với thiết kế nhà hiện đại 🪅🪅Đường rộng 6m trải nhựa đủ hướng cho các nhà đầu tư 🎉cơ sở pháp lý rõ ràng sổ riêng từng nền đất ở lâu dài.🎉🎊Vị trí đầy tiềm năng gần ql38, cao tốc hà nội -hưng yên - hải dương -hải phòng .🎉Nằm trên trục đường huyết mạch tâ phúc - võng phan .chạy qua các khu công nghiệp Ân Thi - Phù Cừ - Tiên Lữ  - Bình Giang và các khu công nghiệp lân cận thu hút các nhà đầu tư trong và ngoài nước tạo cho hàng nghìn lao động  địa phương và các tỉnh lân cận đổ về . 🎉Nằm trong khu dân cư đông đúc đầy đủ các tiện ích như trường trạm cửa hàng tiện ích bán kính không quá 1 km.🎉Cơ hội cho các nhà đầu tư , ưu đãi giảm ngay 3% khi khách hàng mua từ lô thứ 2 . ",10/09/2022,Tin thường,batdongsan_so_com_vn_1673802997.9642825, 6,,,,
"4,7 tỷ VNĐ","Quang trung, Hà Đông", 44m2, 4,"Bán Nhà Quang Trung – Hà Đông, Mới Đẹp, Ở Luôn, Ô Tô, DT 44m2 x4T, Chỉ 4,7 Tỷ. Vị trí: Vị Trí trung tâm Quận Hà Đông cách mặt phố Quang Trung khoảng 20m, ngõ rộng thoáng ô tô 4 chỗ vào tận cửa, xung quanh tiện ích không thiếu gì. - gần FLC, Ngã tư Quang Trung Lê Trọng Tấn, gần chợ Văn La, Trường Chuyên Nguyễn Huệ. Thiết Kế: Nhà xây 4 tầng mới đẹp + T1 phòng khách, bếp wc cầu thang giữa. + T2,3 mỗi tầng 2 phòng ngủ, wc cầu thang giữa. + T4 phòng thờ sân phơi. Pháp Lý: Sổ đỏ chính chủ sẵn sàng giao dịch.  Giá bán: 4.7 Tỷ ( Có thương lượng ). Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.                                                                                                                                                          - Mr Luyện 0911779569 – Thổ cư Hà Đông. - Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến 100 tỷ. “TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",10/09/2022,Tin thường,batdongsan_so_com_vn_1673803000.3966775, 3, 4, 4, 3, Đông nam
"8,6 tỷ VNĐ",phú la, 50m2, 4,"Bán Nhà, Văn La. Hà Đông. Ô Tô Kinh Doanh 50m2 x 5 tầng. Mặt Tiền 4m Giá 8.6 Tỷ.   MẶT PHỐ - KINH DOANH TUYỆT ĐỈNH – Ô TÔ ĐỖ NGÀY ĐÊM  + Nhà mặt phố Văn La cách đường Quang Trung vài chục mét, giao với các đường Trần Phú, Nguyễn Trãi, Ngã Tư Sở, Văn Khê, Ngả đi các hướng nội thành và các tỉnh lân cận rất thuận tiện. + Nhà gần trường học các cấp Phú La; Nhà gần Trung Tâm Thương mại AON, Thiên Đường Bảo Sơn, Bệnh Viện Đa Khoa Hà Đông, Siêu Thị MeTro Hà Đông, Huyện Uỷ Hà Đông, Nhà Thi Đấu Hà Đông, Bến Xe Yên Nghĩa, Tuyến Xe Buýt Nhanh, Ga Tàu Điện Trên Cao, cũng như rất nhiều dịch vụ xung quanh đa dạng và phong phú các loại hình vui chơi giải trí khác. Giao thông thuận tiện, an sinh đỉnh, an ninh an toàn. + Nhà nằm trên khu phố sầm uất và rất tấp lập của Hà Đông, buôn bán, kinh doanh, hàng ăn, spa, văn phòng và các loại hình dịch vụ rất đa dạng và phát triển.  + Nhà thiết kế 5 tầng:                                                                                                          - - - Tầng 1: Phòng khách, Bếp, wc  - Tầng 2,3,4: Mỗi tầng 2 phòng ngủ và wc - Tầng 5 : Phòng thờ, sân phơi. + Nhà xây dựng bê tông cốt thép rất chắc chắn, mới đẹp, chủ mới chỉ việc xách va ly về ở .  Sổ đỏ chính chủ, cất két sẵn sàng giao dịch.   LH: E KHÁNH: 0984568179 ",10/09/2022,Tin thường,batdongsan_so_com_vn_1673803001.7940361,, 5, 6, 4,
"7,921471701 tỷ VNĐ","16 Láng Hạ, phường Thành Công, quận Ba Đình", 82m2,,"1 căn duy nhất tầng 4 diện tích 82m2 , với thiết kế trần cao 3.6m giúp cho căn hộ cực kì thoáng sáng, phòng  đón ánh sáng tự nhiên. Cửa hướng Tây Nam, ban công hướng Đông Bắc. Ban công, phòng khách rộng rất thoải mái, phòng bếp thông thoáng tránh mùi thức ăn trong nhà, khu giặt và phơi đồ kín đáo, riêng tư, chỗ đặt cục nóng điều hòa riêng không làm mất diện tích của ban công phòng khách. Nội thất bàn giao cao cấp liền tường gồm: Bếp, Tủ bếp, Bàn bếp, Trần, sàn hoàn thiện, Điều hòa âm trần, Tủ quần áo âm tường, Thiết bị vệ sinh đầy đủ. An ninh tuyệt đối, dân trí cao. Mật độ dân cư thấp với tất cả 128 căn hộ, nhưng có đến 282 chỗ để ô tô và 2147 chỗ để xe máy. Chủ đầu tư và nhà thầu uy tín: Tập đoàn BRG, Posco E & C Việt Nam – Vinaconex (Thi công; P & T Consultants PTE Singapore (Thiết kế) Tiện ích: Gym, thương mại, sinh hoạt cộng đồng, phòng chơi bi - a, family lounge, văn phòng, cafe ngoài trời, bể tắm sục, xông hơi... Sát hồ Thành Công, cạnh công viên, trường học, bệnh viện, trung tâm giải chí. Dự kiến bàn giao nhà quý 4/2022. CSBH cực kỳ hấp dẫn. + Ngân hàng Seabank hỗ trợ lãi suất 0% trong 12 tháng. + Tặng gói phí dịch vụ quản lý và Valet parking trong 1 năm. Giá 7.921.471.701 (96tr733077/1m)",10/09/2022,Tin thường,batdongsan_so_com_vn_1673803003.3015034,, 4, 2, 2, Đông bắc
,"Bán nhà số 40 Thanh Nhàn, Hai Bà Trưng, 0858999999", 129m2,,"Bán nhà số 40 Thanh Nhàn, Hai Bà Trưng, 0858999999  - Diện tích: 129m2; Mặt tiền 5.8m, nở hậu

- Nhà xây thiết kế 7 tầng +1 hầm +3 mặt thoáng vĩnh viễn.  - Vị trí trung tâm Quận Hai Bà, đường 2 chiều, vỉa hè rộng 2 bên, ô tô dừng đỗ thoải mái, kinh doanh các loại hình tấp lập ngày đêm, giao thông thuận tiện, gần rất nhiều Bệnh viện như Thanh Nhàn, Bạch Mai...  - Trường học các cấp - Chợ, Công Viên Tuổi Trẻ. - Khu an ninh tốt, giao thông thuận tiện, dân trí cao   Giá bán: 3x tỷ  Liên hệ chính chủ: 0858 999999    ",10/09/2022,Tin thường,batdongsan_so_com_vn_1673803005.0363789,,,,,
