price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
"11,9 tỷ VNĐ","Đường Đàm Quang Trung, Long Biên, Long Biên", 80m2, 6, 1, 5, 5, 4,"NHÀ MẶT PHỐ CHÍNH CHỦ - ĐÀM QUANG TRUNG – MÓNG 7 TẦNG – CHỜ THANG MÁY – KINH DOANH ĐỈNH.  Vị trí: - Mặt phố Đàm Quang Trung, đường lớn, ô tô tránh, vỉa hè 5m. - Kinh doanh bất chấp, dòng tiền ổn định. - Phù hợp cho thuê văn phòng, nhà hàng, karaoke… - TTTM Aeon, bệnh viện, chân cầu Vĩnh Tuy, 3 phút đến Time City. - Hàng xóm Vins, thừa hưởng mọi tiện ích.  Thiết kế: * 80m2 5 tầng, cửa cuốn, ô chờ thang máy, dàn cây leo bên ngoài nhà. - Tầng 1: gara + kinh doanh. - Tầng 2+3+4: Tổng 5 ngủ + bếp + wc. - Tầng 5: Phòng thờ + sân phơi.  Pháp lý: - Sổ đỏ chính chủ, sổ đẹp, vuông vắn, sẵn sàng giao dịch ☎️ Liên hệ ngay để được tư vấn xem sổ và nhà (không giới hạn số lượng).",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787720.1612523,
"2,3 tỷ VNĐ","Đường Đại lộ Thăng Long, Vân Côn, Hoài Đức", 40m2, 5, 2, 3, 3, 2,"VÂN CÔN, HOÀI ĐỨC - NHÀ 3 TẦNG XÂY MỚI.+ Cách Đại Lộ Thăng Long 200m. Giao thông thuận tiện di chuyển đến các khu trung tâm như Thiên đường bảo sơn, KĐT Nam An Khánh, KĐT Geleximco, KCN Phùng Xá + Cạnh nhà có Trường mầm non Vân Côn, Tiểu học Vân Côn, Trường THPT Phan Huy Chú. + Đi bộ chục bước ra chợ dân sinh. + Bàn giao nhà mới hoàn thiện sạch sẽ chỉ việc đến ở.",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787721.4408286, Đông bắc
"8,2 tỷ VNĐ","Đường Thái Hà, Trung Liệt, Đống Đa", 45m2,, 4, 2, 2, 2,"
    [CỰC HIẾM ]  BÁN NHÀ KHU PHỐ THÁI HÀ – ĐỐNG ĐA. Ô TÔ VÀO NHÀ. GIÁ CỰC TỐT= Diện tích: 45m2 = Giá bán: 8,2 tỷ (Có thương lượng)+ Nhà nằm ở khu phân lô, ngõ thông muôn ngả, ô tô chạy quanh nhà, vào nhà thoải mái+ Nằm trong khu phố VIP nhất quận Đống Đa, tiện ích vô vàn, giao thông thuận lợio0o THUẬN LỢI MUA ĐẦU TƯ HOẶC KINH DOANH ĐA NGÀNH*** Tiềm năng TĂNG GIÁ rất mạnh                                                                     == Giao dịch nhanh chóng, phù hợp cả đầu tư ngắn hạn và dài hạn.=== Pháp lý: sổ hoàn riêng tươi rói, mua bán sang tên nhanh chóng.                                                                                                                                                                                                                                                                       Liên hệ: : 0904577169 (Mr. Sơn) -  mở cửa xem nhà  và trực tiếp thỏa thuận.
",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787722.6904857,
116 tỷ VNĐ,"Đường Hàm Nghi, Cầu Diễn, Nam Từ Liêm", 286m2, 21, 30, 3, 7,,"+Chính chủ cần bán, Vinhomes Gardennia Hàm Nghi (Tôn Thất Thuyết) Phường Cầu Diễn, Quận Nam Từ Liêm, mặt phố chính, đường rộng 30m. + Khu quần thể Biệt thự đẳng cấp cao mặt phố Tôn Thất Thuyết thông phố Mai Dịch, lô góc, diện tích đất 285.6m, mặt tiền 21.4m, diện tích xây dựng từ mặt đất 146.2m, tổng diện tích sàn 436m, giá 116 tỷ. + Biệt thự ba mặt thoáng, mặt trước và cạnh nhà trồng nhiều cây ăn quả, hoa mộc, ghế xích đu, bàn trà sạch sẽ đẹp như công viên, có cửa mở rộng, sau nhà giữa hai nhà đều để lối đi và khoảng không gian xanh. + Biệt thự xây đẹp như truyện cổ tích, chủ đạo tông màu trắng tinh khôi.... + Sổ đỏ chính chủ công chứng ngay. + LH,Hoàng Bắc,ĐT: 0377 610 275, 091 331 9643.",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787724.0458603,
"9,5 tỷ VNĐ","Đường Khương Trung, Khương Đình, Thanh Xuân", 50m2, 4, 5, 5,,,"Khu phân lô dân trí cao, ngõ đẹp văn minh, tiện ích đầy đủ + Tầng 1: Phòng Khách, Bếp + WC. + Tầng lửng: phòng sinh hoạt chung, đa chức năng. + Tầng 3, 4: Mỗi tầng 02 phòng ngủ + WC + Tầng 5: Phòng thờ + Sân phơi Sổ đỏ chính chủ0896.470.254( Mr.Hoàng )để xem nhà",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787725.2506363,
170 triệu VNĐ,"Đường Nguyễn Khang, Trung Hòa, Cầu Giấy", 150m2, 6,,,,,"
    Đất nền Thanh Hoá - Chỉ từ 170tr/lôĐất nền Phú Thọ - Chỉ từ 300tr/lô
Đã có sổ theo từng lô - Full thổ cư
Hạ tầng hoàn thiện sẵn sàng ra hợp đồng và sang tên
https://batdongsanhungvuong.vnhttps://datnenthanhhoagiare.blogspot.com/HÙNG VƯƠNG GROUP hungvuonggroupLiên hệ ngay: 0377221293
",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787726.842378,
"2,9 tỷ VNĐ",Trương Định, 35m2,,,,,,"Bán nhà TRƯƠNG ĐỊNH, NHÀ MẶT NGÕ - THÔNG - KINH DOANH. Liên hệ: 0986.270.765 (Mr Vượng)Nhà mặt ngõ rộng, 35m2, MT 4m, ngõ thông Nguyễn An Ninh, đi lại thuận tiện, tiện kinh doanh nhỏ.Vị trí giao của nhiều tuyến phố lớn: Bạch Mai, Minh Khai, Tân Mai, Kim Đồng…Chỉ vài phút là ra đường Giải Phóng, rất gần bến xe Giáp Bát, Bến xe Nước Ngầm.Vị trí NGÕ THÔNG tiện KINH DOANH online, tạp hóa...Sổ đỏ vuông vắn, sẵn sàng giao dịchLiên hệ: 0986.270.765 (Mr Vượng)",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787728.4480822,
170 triệu VNĐ,"Đường Nguyễn Khang, Trung Hòa, Cầu Giấy", 150m2, 6,,,,,"
    Đất nền Thanh Hoá - Chỉ từ 170tr/lôĐất nền Phú Thọ - Chỉ từ 300tr/lô
Đã có sổ theo từng lô - Full thổ cư
Hạ tầng hoàn thiện sẵn sàng ra hợp đồng và sang tên
https://batdongsanhungvuong.vnhttps://datnenthanhhoagiare.blogspot.com/HÙNG VƯƠNG GROUP hungvuonggroupLiên hệ ngay: 0377221293
",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787729.8104389,
165 tỷ VNĐ,"Đường Đội Cung, Lê Đại Hành, Hai Bà Trưng", 550m2, 13,,,,,"
    Mảnh đất rộng 550m, mặt tiền 13m, phố Đội Cung thuộc trung tâm quận Hai Bà Trưng thông Bà Triệu, cạnh Thái Phiên, TTTM Vincom Bà Triệu 100m, cạnh Bộ Xây Dựng, Triển Lãm Vân Hồ, vị trí tập trung nhiều building office lớn, ô tô đỗ ngày đêm. Sổ đỏ chính chủ, LH Em Huy. ( Không tiếp MG, trung gian).
",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787731.0471292,
,iec thanh trì, 35m2,,,,,,"chủ đầu tư cần bán cắt lỗ hai lô kiot chân đế shophouse thanh trì  giá chỉ từ 2ty1 diện tích 70m hai tầng, kinh doanh sầm uất  lh: e dương 0965948983",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787732.2638755,
