price,address,Diện tích,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Hướng
"2,85 tỷ VNĐ","Xuân Đỉnh, Bắc Từ Liêm, Hà Nội", 35m2, 5, 3, 3,"
    


  Bán nhà riêng phố Lộc, Đường  Xuân Đỉnh, Quận Bắc Từ Liêm, Thành Phố Hà Nội- Diện tích 35m2  , Ô tô đậu cổng, nhà nằm trong khu vực giao thông cực kỳ thuận tiện, khu dân trí cao,gần  khu đô thị Ngoại Giao Đoàn, Gần Công Viên Hòa Bình - Nhà xây để ở nên được xây khung cột bê tông chắc chắn. - Thiết kế theo phong cách hiện đại, sang trọng, thiết kế nhà bao gồm: + Tầng 1:  Phòng khách, bếp và vệ sinh phụ+ Tầng 2, 3, 4 : Mỗi tầng 1 phòng ngủ  và vệ sinh rộng+ Tầng 5 :  Phòng thờ và sân phơi- Nội thất: Nhà được đầu tư rất kỹ về nội thất, tủ bếp bằng gỗ cao cấp. Tay vịn cầu thang, bậc cầu thang, khuôn cửa và cửa thông phòng bằng gỗ Lim. Sàn nhà các tầng đều được lát gỗ nhập khẩu. Thiết bị vệ sinh inax, cửa sổ kính cách âm, bình nóng lạnh, điều hòa đầy đủ. - Vị trí: Nhà nằm trong khu dân trí cao, an ninh tốt. Giao thông thuận lợi , Công Viên Hòa Bình, đường lớn Xuân Đỉnh , khu Ngoại Giao đoàn,  đường Nguyễn Văn Huyên kéo dài , gần chợ Xuân Đỉnh , các trường cấp 1, 2, 3 Xuân Đỉnh...- Sổ đỏ chính chủ, pháp lý rõ ràng, mua bán nhanh gọn. - Giá bán 2.85 Tỷ (có thương lượng, bao sang tên sổ đỏ)+Liên hệ xem nhà miễn phí : Em Thực : 0979875522



",17/08/2020,Tin thường,batdongsan_so_com_vn_1673811415.52465,,,
"2,25 tỷ VNĐ","Thụy Phương, Bắc Từ Liêm, Hà Nội", 39m2, 5, 3, 4,"
    


  Bán nhà riêng  Phường Thụy Phương , Bắc Từ Liêm, Hà Nội.- Diện tích 39m2 xây  5 tầng - Nhà nằm trong khu dân trí cao, an ninh tốt, giao thông cực kỳ thuận tiện, gần trường cấp 1 Đông Ngạc, Cầu Thăng Long, Khu Đô Thị ECOHOM,  Phạm Văn Đồng, cầu Nhật Tân đi sân bay, Lạc Long Quân, Tây Hồ... Gần trung tâm thương mại tiện mua sắm, sinh hoạt.- Nội thất trang trí sang trọng phong cách, sàn gỗ nhập khẩu, cầu thang ốp đá tay vịn gỗ Lim, cửa gỗ lim, tủ bếp sồi Nga, dây điện trần phú, hệ thống nước sạch ông chịu nhiệt, trần thạch cao, điều hòa nóng lạnh đầy đủ chỉ cần xách đồ đến ở ngay.- Nhà khung cột bê tông chắc chắn. Thiết kế các tầng như sau:+ Tầng 1 :Phòng khách, bếp, phòng ăn và vệ sinh phụ. + Tầng 2,3,4: Mỗi tầng 1 phòng ngủ rộng và vệ sinh rộng + Tầng 5 : Phòng thờ và sân phơi.- Sổ đỏ chính chủ, giá bán 2.25 tỷ, có thương lượng và bao sang tên.+Liên hệ xem nhà miễn phí : Em Thực : 0979875522



",17/08/2020,Tin thường,batdongsan_so_com_vn_1673811417.1951802,,,
,"Đường Xuân Đỉnh, Quận Bắc Từ Liêm, Thành Phố Hà Nội", 40m2, 5, 3, 4,"
    


  Bán nhà riêng phố Xuân Đỉnh,  Bắc Từ Liêm, Hà Nội- Diện tích 40m2 , Ô tô đậu cổng, nhà nằm trong khu vực giao thông cực kỳ thuận tiện, khu dân trí cao,gần Phạm Văn Đồng , Gần Công Viên Hòa Bình - Nhà xây để ở nên được xây khung cột bê tông chắc chắn. - Thiết kế theo phong cách hiện đại, sang trọng, thiết kế nhà bao gồm: + Tầng 1:  Phòng khách, phòng ăn, bếp và vệ sinh phụ+ Tầng 2, 3, 4 : Mỗi tầng 2 phòng ngủ  và vệ sinh rộng+ Tầng 5 :  Phòng thờ và sân phơi- Nội thất: Nhà được đầu tư rất kỹ về nội thất, tủ bếp bằng gỗ cao cấp. Tay vịn cầu thang, bậc cầu thang, khuôn cửa và cửa thông phòng bằng gỗ Lim. Sàn nhà các tầng đều được lát gỗ nhập khẩu. Thiết bị vệ sinh inax, cửa sổ kính cách âm, bình nóng lạnh, điều hòa đầy đủ. - Vị trí: Nhà nằm trong khu dân trí cao, an ninh tốt. Giao thông thuận lợi , Gần Công Viên Hòa Bình, đường lớn Xuân Đỉnh , khu Ngoại Giao đoàn,  đường Nguyễn Văn Huyên kéo dài , gần chợ Xuân Đỉnh , các trường cấp 1, 2, 3 Xuân Đỉnh...- Sổ đỏ chính chủ, pháp lý rõ ràng, mua bán nhanh gọn. - Giá bán 2.6 Tỷ (có thương lượng, bao sang tên sổ đỏ)+Liên hệ xem nhà miễn phí : Em Thực : 0979875522



",08/09/2020,Tin thường,batdongsan_so_com_vn_1673811421.0903096,,,
"2,25 tỷ VNĐ","Phố Phú Thượng, Tây Hồ, Hà Nội", 35m2, 5, 3, 4,"
    


   Bán nhà Phố Phú Thượng, Quận Tây Hồ, Thành Phố Hà Nội,   + Diện tích 35m2 xây 5 tầng mới tinh thửa đất vuông nét hình bao diêm. Vị trí cực đẹp, cách ô tô đúng 5m.+ Nhà được thiết kế các tầng như sau- Tầng 1: Phòng khách + bếp, vệ sinh.- Tầng 2, 3, 4: Mỗi tầng 1 phòng ngủ rộng và vệ sinh khép kín.- Tầng 5: Phòng thờ + sân phơi cực thoáng.* Nội thất hoàn thiện cơ bản gồm: Nóng lạnh, tủ bếp, hút mùi, các phòng lát sàn gỗ cao cấp, cầu thang gỗ, cửa kính cường lực...* Không gian yên tĩnh, gần trường cấp I,II,III Phú Thượng, Ngõ thông An Dương Vương, cách chân cầu Nhật Tân hơn 300m, gần Phú Gia, Phú Xá, đúng 5 phút chạy xe ra Hồ Tây lộng gió, 2 phút ra Ciputra. Không khí trong lành, đón gió sông Hồng mát mẻ.* Sổ đỏ chính chủ. Giá bán: 2.25 tỷ (có thương lượng và bao sang tên)+ Liên hệ xem nhà miễn phí : Em Thực : 0979875522



",08/09/2020,Tin thường,batdongsan_so_com_vn_1673811423.9491765,,,
"2,5 tỷ VNĐ","Đông Ngạc, Bắc Từ Liêm, Hà Nội", 35m2, 5, 3, 4,"
    


  Bán nhà riêng phường Đông Ngạc, Quận Bắc Từ Liêm, Thành Phố Hà Nội.- Diện tích 35m2 xây mới 5 tầng, vị trí nhà gần chợ Kẻ Vẽ- Nhà nằm trong khu dân trí cao, an ninh tốt, giao thông cực kỳ thuận tiện, gần trường cấp 1 Đông Ngạc, Cầu Thăng Long, khu đô thị Ecohome, Phạm Văn Đồng, cầu Nhật Tân đi sân bay, Lạc Long Quân, Tây Hồ, Cv Hòa Bình... Gần trung tâm thương mại tiện mua sắm, sinh hoạt.- Nội thất trang trí sang trọng phong cách, sàn gỗ nhập khẩu, cầu thang ốp đá tay vịn gỗ Lim, cửa gỗ lim, tủ bếp sồi Nga, dây điện trần phú, hệ thống nước sạch ông chịu nhiệt, trần thạch cao, điều hòa nóng lạnh đầy đủ chỉ cần xách đồ đến ở ngay.- Nhà khung cột bê tông chắc chắn. Thiết kế các tầng như sau:+ Tầng 1: Phòng khách, bếp, phòng ăn và vệ sinh phụ.+ Tầng 2,3,4: Mỗi tầng 1 phòng ngủ rộng và vệ sinh rộng.+ Tầng 5: Phòng thờ và sân phơi.- Sổ đỏ chính chủ, giá bán 2.5 tỷ, có thương lượng và bao sang tên.



",08/09/2020,Tin thường,batdongsan_so_com_vn_1673811425.1777813,,,
"2,85 tỷ VNĐ","Phố Xuân Đỉnh, Bắc Từ Liêm, Thành Phố Hà Nội", 35m2, 5, 3, 4,"
    


  Bán nhà riêng phố Lộc, Đường  Xuân Đỉnh, Quận Bắc Từ Liêm, Thành Phố Hà Nội- Diện tích 35m2  , Ô tô đậu cổng, nhà nằm trong khu vực giao thông cực kỳ thuận tiện, khu dân trí cao,gần  khu đô thị Ngoại Giao Đoàn, Gần Công Viên Hòa Bình - Nhà xây để ở nên được xây khung cột bê tông chắc chắn. - Thiết kế theo phong cách hiện đại, sang trọng, thiết kế nhà bao gồm: + Tầng 1:  Phòng khách, bếp và vệ sinh phụ+ Tầng 2, 3, 4 : Mỗi tầng 1 phòng ngủ  và vệ sinh rộng+ Tầng 5 :  Phòng thờ và sân phơi- Nội thất: Nhà được đầu tư rất kỹ về nội thất, tủ bếp bằng gỗ cao cấp. Tay vịn cầu thang, bậc cầu thang, khuôn cửa và cửa thông phòng bằng gỗ Lim. Sàn nhà các tầng đều được lát gỗ nhập khẩu. Thiết bị vệ sinh inax, cửa sổ kính cách âm, bình nóng lạnh, điều hòa đầy đủ. - Vị trí: Nhà nằm trong khu dân trí cao, an ninh tốt. Giao thông thuận lợi , Gần Công Viên Hòa Bình, đường lớn Xuân Đỉnh , khu Ngoại Giao đoàn,  đường Nguyễn Văn Huyên kéo dài , gần chợ Xuân Đỉnh , các trường cấp 1, 2, 3 Xuân Đỉnh...- Sổ đỏ chính chủ, pháp lý rõ ràng, mua bán nhanh gọn. - Giá bán 2.85 Tỷ (có thương lượng, bao sang tên sổ đỏ)+Liên hệ xem nhà miễn phí : Em Thực : 0979875522



",08/09/2020,Tin thường,batdongsan_so_com_vn_1673811426.4234505,,,
"4,35 tỷ VNĐ","Phố Xuân Đỉnh, Quận Bắc Từ Liêm, Thành Phố Hà Nội", 60m2,,,,"
    


Bán đất mặt ngõ Phố Xuân Đỉnh, Quận Bắc Từ Liêm, Thành Phố  Hà NộiĐất vuông vắn diện tích 60m2,ngõ trước nhà ô tô tránh nhau,  Ô tô 7 chỗ vào nhà vào, vị trí kinh doanhĐất nằm ở vị trí trung tâm gần trường cấp I,II,III Xuân Đỉnh,ngõ thông Công Viên Hòa Bình, Ngoại Giao Đoàn ........... giao thông thuận tiện, gần chợ đầu mối, siêu thị...tiện ích xung quanh đầy đủ phù hợp với hộ gia đình sinh sống lâu dài. Sổ đỏ chính chủ, giá bán 4.35 Tỷ (có thương lượng và bao sang tên)-Liên hệ xem đất miễn phí : Em Thực : 0979875522



",08/09/2020,Tin thường,batdongsan_so_com_vn_1673811427.6501791,,,
"4,6 tỷ VNĐ","Phố Xuân La, Tây Hồ, Hà Nội", 67m2, 1,,,"
    


  Bán đất tặng nhà cấp 4 mặt ngõ  Phố  Xuân La, Tây Hồ, Hà Nội- Diện tích 66.5m2, đường trước nhà rộng rãi, ô tô đậu ngày đêm, ô tô vào nhà, ngõ thông Võ Chí Công, Nguyễn Hoàng Tôn.......- Nhà nằm trong vị trí trung tâm của Xuân La, gần nhiều trường đại học lớn như: Đại Học  Nội Vụ , gần các trường Cấp 1, 2, 3 Xuân La…gần nhiều bệnh viện lớn như: Bệnh Viện Tim, Nam Thăng Long.....Thuận tiện ra Võ Chí Công, khu Ngoại Giao Đoàn, Xuân Đỉnh,Hồ Tây, Nguyễn Hoàng Tôn, Lạc Long QuânSổ đỏ chính chủ, Giá 4.6 Tỷ (có thương lượng) Liên hệ xem nhà miễn phí : Em Thực: 0979875522



",08/09/2020,Tin thường,batdongsan_so_com_vn_1673811428.8499596,,,
"2,35 tỷ VNĐ","Đông Ngạc, Bắc Từ Liêm, Hà Nội", 35m2, 5, 4, 4,"
    


  Chính chủ bán nhà phố Đông Ngạc , Bắc Từ Liêm , Thành Phố Hà Nội- Dt 35m2, Xây 5 tầng, Vị trí nhà ô tô đậu cổng, nhà được thiết kế khung bê tông cốt thép kiên cố, kiến trúc hiện đại cực đẹp. Nhà vuông vắn, phong thủy tốt, công năng hợp lý:+ Tầng 1: Phòng khách, bếp ăn.+ Tầng 2,3,4: phòng ngủ rộng, vệ sinh khép kín.+ Tầng 5: Phòng thờ và sân phơi rộng* Nội thất được đầu tư kỹ lưỡng, toàn bộ là đồ xịn như: Cửa gỗ lim nam phi, Cầu thang ốp đá,  thiết bị vệ sinh cao cấp nhập ngoại, sàn gỗ, tủ bếp gỗ thịt cao cấp. Nóng lạnh 30 lit Picenza, nhôm kính Xingfa, dây điện Trần Phú, mành rèm đầy đủ.* Vị trí đắc địa - Ngõ thông thoáng,  Gần chợ Kẻ Vẽ, gần Cầu Thăng Long, An Dương Vương, Phạm Văn Đồng,...+ Sổ đỏ chính chủ, Giá bán : 2.35 Tỷ- Liên hệ xem nhà miễn phí  : Em Thực : 0979875522









",14/12/2020,Tin thường,batdongsan_so_com_vn_1673811430.212313,,,
"1,9 tỷ VNĐ",Đường Tứ Hiệp phường Tứ Hiệp, 70m2, 19, 2, 2,"Chỉ 1.9 Tỷ, sở hữu ngay căn hộ cao cấp 2PN 2WC 2 ban công, diện tích 70,4 m2 '-="""" spanspan="""" ui="""" emoji"",sans-serif;="""" vi;="""" mso-bidi-font-family:="""" ""segoe="""" emoji""'💎="""" vi'="""">Cách bến xe Nước Ngầm 5p di chuyển. '-="""" spanspan="""" ui="""" emoji"",sans-serif;="""" vi;="""" mso-bidi-font-family:="""" ""segoe="""" emoji""'💎="""" vi'="""">Pháp lý rõ ràng, sổ hồng lâu dài. '-="""" spanspan="""" ui="""" emoji"",sans-serif;="""" vi;="""" mso-bidi-font-family:="""" ""segoe="""" emoji""'💎="""" vi'="""">Quà tặng nội thất 75tr, chiết khấu lên tới 4%. '-="""" spanspan="""" ui="""" emoji"",sans-serif;="""" vi;="""" mso-bidi-font-family:="""" ""segoe="""" emoji""'💎="""" vi'="""">Chung cư mới 100%, NHẬN NHÀ Ở NGAY '-="""" spanspan="""" ui="""" emoji"",sans-serif;="""" vi;="""" mso-bidi-font-family:="""" ""segoe="""" emoji""'💎="""" vi'="""">Liền kề trường mầm non, C1 , C2 đạt chuẩn Quốc Gia. '-="""" spanspan="""" ui="""" emoji"",sans-serif;="""" vi;="""" mso-bidi-font-family:="""" ""segoe="""" emoji""'💎="""" vi'="""">Đối diện là công viên và hồ điều hoà. (đã quy hoạch). '-="""" spanspan="""" ui="""" emoji"",sans-serif;="""" vi;="""" mso-bidi-font-family:="""" ""segoe="""" emoji""'💎="""" vi'="""">35 tiện ích: bể bơi vô cực, phòng SH cộng đồng, vườn ánh sáng, coworking space,... và nhiều tiện ích khác.",01/08/2022,Tin thường,batdongsan_so_com_vn_1673811431.9396918, 7, 30,
