price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
19 tỷ VNĐ,Đường Tôn Đức Thắng phường Hàng Bột, 80m2, 5, 30, 2, 3, 2,"Mặt phố Tôn Đức Thắng, 80m2, mt5m, phù hợp tòa nhà 7 tầng thang máy, 19 tỷ  + Sổ đỏ chính chủ. Giá bán 19 tỷ. Cam kết thông tin chuẩn.",18/08/2022,Tin thường,batdongsan_so_com_vn_1673807926.858607
"9,5 tỷ VNĐ",Đường Nguyễn Trãi phường Thượng Đình, 60m2, 5, 1, 5, 5, 4,"
    


BÁN NHÀ NGAY NGÃ TƯ SỞ- TIỆN ÍCH ĐẦY ĐỦ- NHÀ MẶT PHỐ GIÁ ƯU TIÊN

Nhà chính chủ vừa mua sửa lại cho đúng gia đình ở nhưng dính covid bán gấp giá ưu đãi phù hợp vừa ở vừa kinh doanh văn phòng 

Nhà nằm trên đường Nguyễn Trãi cách mặt phố Nguyễn Trãi chưa đến 100m qua đường là chợ đầu mối Ngã Tư Sở sần uốt . Xung quanh 500m là các trường c1, c2 , c3, đại học Thuỷ Lợi, Học viện Ngân Hàng và đạo học Công Đoàn, cùng các chợ Vĩnh Hồ các trung tâm mua sắm thương mai sầm uất như Royal City, toà Lotte, và các công viên vườn hoa quanh nhà,.... Cách 1km là bệnh viện Đống Đa và đại học Y .

Nhà thuộc khu vực dân trí cao, an ninh tốt , hàng xóm thân thiên xung quanh toàn công chức nhà nước và dân kinh doanh cán bộ về hưu. Cạnh nhà có nhà trẻ và sân chơi cho bé và cách 100m các quán xá nhà hàng tiện ích đầy xung quanh.

Nhà phân lô 2 thoáng vĩnh viễn cửa sổ và cửa ra vào trước sau nằm trên 2 ngõ to rộng . Ngõ trước nhà ô tô đỗ cửa ngày đêm thỏi mái, ngõ thông cửa sau 3gác đỗ cửa ,.... Mặt tiền 4m vuông vắn trước sau nở hậu.
",18/08/2022,Tin thường,batdongsan_so_com_vn_1673807928.6827242
"5,48 tỷ VNĐ",Đường Quan Nhân phường Nhân Chính, 30m2, 4, 3, 6, 3, 4,"Ô tô đỗ cạnh nhà, trước nhà rộng 3m, sát hồ,nhà mới 99%, sang xin mịn, 3 nghủ đủ công năng. Ở sướng thoáng mát yên tĩnh.sung quanh đầy đủ tiện ích,hàng quán tấp lập ngày đêm, hàng Xóm thân thiện.Thiết kế 6 tầng Tầng: 1để xe ,bếp Tầng: lửng phòng khách Tầng: 3,4,5,mỗi tầng một phòng rộng.thoáng, sáng tự nhiên Tầng: 6 phòng thờ , sân phơi. Sổ vuông đẹp sang tên ngay. Khách hàng quan tâm inbox-0912251775-0975670536 cho Tôi ngay nhé  Tư vấn hỗ trợ miễn phí % .",18/08/2022,Tin thường,batdongsan_so_com_vn_1673807929.8805199
"5,65 tỷ VNĐ",Đường Thụy Phương phường Thụy Phương, 55m2, 5, 5, 2, 2, 2,"+ Nhà cực đẹp, phong cách hiện đại. Nhà  rộng dãi 55 m2, ô tô 7 chỗ vào nhà, đường ô tô tránh, kinh doanh nhỏ ok. view hồ thoáng mát lồng lộng + Thiết kế 2 tầng, hài hòa rộng dãi, công năng:  - Tầng 1: Phòng khách, bếp sân sau, Wc. - Tầng 2: 2 phòng ngủ, WC, phòng giặt, phòng trà sân phơi. + Vị trí thuận tiện đi lại, đường thông các phố Thụy Phương. Nhà gần Chợ Kẻ Vẽ, công an phường, UBND, Trường Tiểu học Thụy Phương... khu dân cư văn minh lịch sự, dân trí cao, an ninh đảm bảo. + Di chuyển 1km ra đường Phạm Văn Đồng, đường Đông Ngạc, An Dương Vương, phố Tân Xuân, Xuân Đỉnh, Hoàng Tăng Bí, Bệnh viện nam Thăng Long. Bán kính 3 km gồm các trường đh: Đại học Y tế công cộng, Đại học Tài nguyên và Môi trường, Đại học Mỏ, Học viện Tài chính.... + Sổ đỏ đẹp cất két, sẵn sàng giao dịch. ",18/08/2022,Tin thường,batdongsan_so_com_vn_1673807931.0444062
"3,1 tỷ VNĐ",Đường Ỷ La phường Dương Nội, 38m2, 4, 3, 5, 3, 4,"Nhà mới đẹp lung linh , an ninh tốt , hàng xóm thân thiện , ngõ nông  i10 vào đỗ cửa , khu vực sầm uất , tiện ích đủ đường ,  bán kính 150m các trường mầm non , cấp 1, 2 . chợ dân sinh ngay đầu ngõ . gần siêu thi AeOn Mail Hà Đông , cách đường Lê Trọng Tấn khoảng 350m   Nhà mới với thiết kế 5 tầng đầy đủ công năng   Tầng 1 : Khách , Bếp , vs Tầng 2 + 3 + 4 tổng 3 ngủ +  3 vệ sinh   Tầng 5 phòng thờ + sân phơi rộng  hiện tại nhà đang trong quá trình hoàn thiện , khoảng 20 ngày chủ mới có thể xách vali về ở luôn  Sổ đỏ chính chủ sẵn sàng giao dịch  Liên lạc e Ngọc không ba năm hai không bẩy chín bốn một bốn để đi xem nhà miễn phí ",18/08/2022,Tin thường,batdongsan_so_com_vn_1673807932.7654445
9 tỷ VNĐ,Đường Nghĩa Tân phường Nghĩa Tân, 60m2, 4, 4, 7, 4, 5,"Bán nhà Phố Nghĩa Tân- 60m- 7 tầng thang máy- 9 tỷGARA - KINH DOANH - THANG MÁY Mô tả:+ Thiết kế hiện đại, thang máy, Gara ô tô, Spa, văn phòng các kiểu đều OK. + Nhà thuộc khu phân lô quân đội, dân trí cao, hàng xóm thân thiện, xung quanh tiện ích, trường chợ ngập tràn.+ Khu vực đang phát triển cực mạnh. Giá đất tăng từng ngàyThiết kế 6 tầng, thang máy, hiện đại, cực đẹp, kiên cố, chắc chắn:- Tầng 1: thông sàn gồm gara, thang máy, thang bộ cuối nhà, WC- Tầng 2, 3, 4, 5: thông sàn gồm 1 phòng rộng + WC-Tầng 6 Bếp- Tầng 7: phòng thờ, sân phơiLH 0975477668",18/08/2022,Tin thường,batdongsan_so_com_vn_1673807936.7125256
"3,2 tỷ VNĐ",khu đô thị mới tây nam linh đàm, 68m2,,, 10, 2, 2,"*SIÊU PHẨM - CHUNG CƯ HƯNG THỊNH TẠI LINH ĐÀM CHUẨN BỊ MỞ BÁN ️ Hanoi Melody Residences - Hưng Thịnh Tây Linh Đàm *Vị Trí Đắc Địa: tại trung tâm bán đảo Linh Đàm, dễ dàng kết nối nhiều trục đường huyết mạch *50 Suất trực tiếp từ CĐT - Giá gốc *1OO% căn hộ có 2 Logia đón nắng gió và ánh sáng tự nhiên. *Gồm 29 tầng nổi, 3 tầng hầm để xe. Tầng 1&2 là shophouse. Căn hộ ở từ tầng 3-29. Mỗi block 8 đến 12 căn hộ với 15 thang máy, có thang vận chuyển rác riêng *Mật độ ""Siêu Thoáng"". *Hỗ trợ vay đến 70% giá trị căn hộ *Pháp lý: minh bạch, sở hữu lâu dài. —-------------------------     *VỊ TRÍ VÀNG - 4 MẶT TIỀN TRUNG TÂM T.P HÀ NỘI: Chung cư hiếm hoi sở hữu vị trí trung tâm - Kết nối hoàn hảo các điểm tiện ích đắt giá nội thành Hà nội: *Cách bệnh viện Bạch Mai chỉ 20 phút đi xe. *Cách bến xe Giáp Bát chỉ 15 phút đi xe. *Cách bến xe Nước Ngầm chỉ 10 phút đi xe. *Cách trường Tiểu học Chu Văn An chỉ 2 phút đi bộ. *Cách chợ Đại Thanh, chợ Linh Đàm - 500m *TỔNG QUAN VỀ DỰ ÁN: - Chủ đầu tư uy tín: Hưng Thịnh - Phát triển dự án: Hưng Thịnh Corporation - Diện tích: 3.28 ha ( gồm 4 block căn hộ) - Quy mô: 29 tầng - Giao nhà: Dự kiến Quý 1/2024 *THIẾT KẾ THÔNG MINH - HƯỞNG TRỌN TIỆN ÍCH HIỆN ĐẠI Không gian linh hoạt: 68m2; 76m2; 82m2; 98m2; 121m²; 147m² (2-3 𝐏𝐍) Với thiết kế hình chữ L giúp tất cả các căn hộ đều có mặt thoáng tự nhiên. Không gian mát mẻ quanh năm, địa thế tự nhiên, không khí trong lành, mảng xanh tự nhiên, hồ điều hòa,... Hơn 200 Tiện ích nổi bật: Siêu thị, trung tâm thương mại, Gym, spa, nhà hàng, nhà trẻ, khu thể thao phức hợp, bể bơi vô cực, … Mọi thông liên hệ trực tiếp: 0987808686 ",18/08/2022,Tin thường,batdongsan_so_com_vn_1673807940.0259295
"1,9 tỷ VNĐ",phường tây mỗ đại mỗ, 43m2,,, 10, 1, 1,"Hiện nay chúng tôi đang phân phối quỹ căn hộ Imperia Smart City với đa dạng các loại diện tích: Studio - 1PN - 2PN - 3PN và tầng, hướng, view công viên hồ trung tâm đẹp nhất dự án (đặc biệt có căn vip giá độc quyền đã bán hết trên bảng hàng chúng tôi đều có) với chính sách ưu đãi khủng: - Thanh toán 10% ký ngay hợp đồng mua bán. - Tặng tiền mặt lên đến 65 triệu/căn hộ. - Bốc thăm trúng 1,5 cây vàng SJC - có ngay 100 triệu. - Chiết khấu 19% khi thanh toán sớm. - Chiết khấu 10% khi thanh toán theo tiến độ thường. - Hỗ trợ vay lên đến 70 - 80% giá trị căn hộ. - Vay vốn lãi suất 0% trong 24 tháng. - Miễn phí dịch vụ trong 5 năm. Hotline: 0987808686. Thông tin dự án Imperia Smart City: - Chủ đầu tư: Công ty cổ phần HBI. - Chiều cao: 38 - 39 tầng. - Diện tích: Từ 28.3m2 đến 75.6m2. - Dự kiến bàn giao: T9.2023 - T5.2024. Tiện ích dự án: - Một bước chân tới ngay công viên hồ trung tâm 10.2 ha. - Gần sát nhà để xe 10 tầng đáp ứng nhu cầu của cư dân mà các phân khu khác chưa làm được. - Cạnh trường học VinSchool đã đi vào hoạt động. - Gần các tuyến ga metro số 5,6,7 dễ dàng di chuyển các khu vực trong và ngoài thành phố. - Gần trung tâm thương mại Vincom Mega Mall. - Tham quan vườn nhật lớn nhất Đông Nam Á hàng ngày mà không mất bất kỳ khoản phí nào. - Bể bơi hơn 1000m2 ngay chân tòa nhà. - Tổ hợp 15 công viên thể thao ngay trước mặt dự án. - Cư dân Imperia được hưởng tất cả quyền lợi của cư dân Vinhomes và được hưởng thêm quyền lợi riêng của CĐT. Liên hệ tư vấn, nhận bảng giá và chính sách mới nhất:0987808686",18/08/2022,Tin thường,batdongsan_so_com_vn_1673807941.5483997
"19,5 tỷ VNĐ",Đường Tây Sơn phường Trung Liệt, 55m2, 4, 10, 4, 4, 3,"Nhà phố Tây Sơn, Đống Đa, 55m2, mt4.5m, siêu kinh doanh cực đỉnh Nhà phố Tây Sơn quận Đống Đa hiếm nhà bán, kết nối Thái Hà, Tây Sơn sang Yên Lãng, Hoàng Cầu. Phố kinh doanh đủ loại hình ẩm thực, nhà hàng, thời trang kinh doanh sầm uất ngày đêm. Thông số đẹp, vỉa hè ô tô. Phù hợp xây tòa nhà 7 tầng thang máy cực đẹp. Sổ đỏ vuông nét. Giá bán 19.5 tỷ. Liên hệ Mr. Hưng: 0974139313 (24/24), miễn trung gian. Chuyên thổ cư Hà Nội tài chính dưới 100 tỷ. Cam kết thông tin chuẩn.",18/08/2022,Tin thường,batdongsan_so_com_vn_1673807943.1401887
"2,2 tỷ VNĐ",Đường Đức Giang phường Đức Giang, 50m2, 4, 2, 1, 3, 2,"+Nhà phố Đức Giang ,diện tích 50m chỉ 2.2 tỷ  + Vị trí nhà đẹp yên tĩnh , hàng xóm thân thiện .khu vực tiện ích đầy đủ không thiếu gì  gần trường chợ , trung tâm Quận ,Bệnh viện ,,,vv.. + Sổ đỏ chính chủ sẵn sàng giao dịch +Hỗ trợ tư vấn xem nhà miễn phí ( miễn trung gian )",18/08/2022,Tin thường,batdongsan_so_com_vn_1673807944.568461
