price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet,Hướng
"5,9 tỷ VNĐ",đường Cầu Diễn, 40m2, 7, 20, 4, 3,"Mặt phố giá rẻ, kinh doanh đỉnh cao, vỉa hè 10m, đang cho thuê 30tr/ tháng. ĐC: Đường Cầu Diễn, Bắc Từ Liêm. Vị trí cực đẹp, 2 mặt đường, 3 mặt thoáng, khu vực tập trung đông đúc, gần nhiều trường đại học lớn, kinh doanh sầm uất ngày đêm. Giao thông các tuyến: Nguyên Xá, Nhổn, Ngọa Long, Đức Diễn, Cầu Diễn, Xuân Phương, Đại học Công nghiệp, Đại học Thành đô,… * Sổ đỏ 23m2, thực tế xây dựng 30m2, từ tầng 2 đua ra 2 mặt tổng là 40m2. * Liên hệ em Bình để xem nhà, không tiếp môi giới.",11/10/2022,Tin thường,batdongsan_so_com_vn_1673795542.270562,,
"6,2 tỷ VNĐ","Bán gấp đất dịch vụ vị trí đắc địa cổng Đồng La Khê, Hà Đông; 6,2 tỷ; 0974014015", 50m2,,,,,"Bán gấp đất dịch vụ vị trí đắc địa cổng Đồng La Khê, Hà Đông; 6,2 tỷ; 0974014015 - Do gia đình cần tiền cho con đi học nên bán gấp mảnh đất dịch vụ cực đẹp cho anh/chị nào ở và đầu tư, hiện tại sát mảnh đất đang có dự án xây trường học và chung cư cao cấp nên giá trị miếng đất sẽ tăng trong thời gian sắp tới. Thông tin mảnh đất như sau:* Diện tích 50m2, dài 12m, mặt tiền 4,2m, ô tô tránh thoải mái.* Đường Phân Lô 13m, vỉa hè 2 bên rộng 3m.* Hướng: Tây Nam.* Pháp lý: Sổ đỏ chính chủ, sẵn sàng giao dịch. * Quý anh/chị quan tâm vui lòng liên hệ: Hồ Đức - SĐT 0974014015 (zalo).* Miễn môi giới. Xin cảm ơn!       http://www.sanbatdongsanviet.com.vn",11/10/2022,Tin thường,batdongsan_so_com_vn_1673795543.495285,,
"3,8 tỷ VNĐ",Đại từ hoàng mai hà nội., 32m2, 3,, 5, 6,"Mô tả. + Bán Nhà Phố Đại Từ, Hoàng Mai, Ngõ Thông Rộng, 32m 5Tầng Chỉ Hơn 3Tỷ. +Nhà mới đẹp, ánh sáng ngập tràn, nội thất đầy đủ, khách mua về ở luôn. Khu vực an ninh tốt, hàng xóm thân thiện. + Giao thông đi lại thuận tiện. Chạy ra Giải Phóng, Đại Kim, Kim Giang, Vũ Tông Phan…   + Khu vực dân cư đông đúc kinh doanh sầm uất. Di chuyển 5 phút Hồ Linh Đàm, đi bộ hưởng thụ không khí trong lành. 10 phút đến Royal City, có nhiều khu vui chơi giải trí cho gia đình trong các ngày cuối tuần. + Giá 3.8Tỷ ( có thương lượng) + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Liên hệ; Mr Quân-0911303899. Tư vấn, xem nhà, miễn phí. Hỗ trợ cùng khách mua nhà với giá tốt nhất.",11/10/2022,Tin thường,batdongsan_so_com_vn_1673795544.625278, 4,
"3,96 tỷ VNĐ",Đường Nguyễn An Ninh phường Tương Mai, 34m2, 4, 2,,,"Cần bán nhà đường Hoàng Mai, ngõ rộng SH tránh nhau vèo vèo, thông các ngả.  10m ra đường lớn xe ô tô đỗ, tránh nhau. Đi bộ 3 bước đến chợ dân sinh, trường mầm non,  Gần các trường đại học, bệnh viện lớn, gần hồ Đền Lừ, Tiện ích xung quanh không thiếu thứ gì,  Hàng xóm thân thiện, tri thức.  Diện tích 34m, 4 tầng, nhà xây vuông vắn, chắc chắn. giá 3,96 tỷ.  LH: 0343 378 ***Miễn Trung gian, môi giới)",11/10/2022,Tin thường,batdongsan_so_com_vn_1673795545.7243388,,
"2,8 tỷ VNĐ",Đường Ngọc Hồi phường Hoàng Liệt, 70m2,, 50, 19, 2," - Chiết khấu lên đến 7% GTCH- Tặng quà tặng trị giá tới 20 triệu cuối năm  - Ký hợp đồng chỉ với 30% GTCH- BIDV hỗ trợ vay vốn 65% GTCH, lãi suất 0% trong 12 tháng- Bàn giao #Full_nội_thất cơ bản: sàn gỗ, trần thạch cao, thiết bị vệ sinh, tủ bếp...- CĐT Xuân Mai cực uy tín - Nhận nhà mới bàn giao quý 3/2023 - Làm sổ hồng luôn   [Toà DV01]- Diện tích tối ưu công năng + 2 Phòng ngủ + 2 VS: Diện tích ~ #70m2 – #79m2 - 2 tỷ 9xx+ 3 Phòng ngủ + 2 VS: Diện tích ~ #89m2 - #104m2 3 tỷ 5xx _ Chung cư Rose Town Sổ hồng lâu dài _Tên chính thức :Chung cư Rose TownTên thương mại: Khu đô thị Rose Town - 79 Ngọc HồiChủ đầu tư̛: Công ty TNHH Đầu tư BĐS DLC.Công ty CP sản xuất Bao bì và Hàng xuất khẩu (Bộ Công thương) và Xuân Mai Corp.Quy mô dự án : 5 toà chung cư, 1 toà văn phòng, 5 căn biệt thự và 43 lô nhà vườn, trường học.Tiêu chuẩn : 27 tầng nổi 3 tầng hầm _____ Nhận nhà trung tâm _____- 300m: di chuyển đến bến xe Nước Ngầm- 2,5 km: Bến xe Giáp Bát- 4km: để tới BV Bạch Mai, Việt Pháp- 600m : Bệnh viện Nội Tiết Trung Ương- 1km: Để tới KĐT Linh Đàm- 1km : Công viên Yên Sở- 4km: Trường Đại học Kinh Tế, Xây Dựng, Bách Khoa.  Liên hệ đặt lịch căn hộ mẫu  Hotline:  035 823 7575",11/10/2022,Tin thường,batdongsan_so_com_vn_1673795547.0138955, 2,
"2,9 tỷ VNĐ",Đường Ngọc Hồi phường Hoàng Liệt, 71m2, 7, 2, 10, 2,"Em bán căn hộ sở hữu lâu dài - quý khách hàng có nhu cầu căn hộ 50 năm liên hệ em ạ.Căn 2PN diện tích 70 - 78m2.- Căn 2PN + 1 diện tích 89m2.- Căn 3PN diện tích 104m2.- Tất cả các căn đều có 2WC 2 ban công rộng thoáng, thuận tiện cho sinh hoạt.- Giá bán dự kiến 36tr/m2 (mức giá rẻ nhất phân khúc chung cư cao cấp quận Hoàng Mai).- Cam kết lấy được tầng đẹp cho khách cọc giữ chỗ.- Hotline CĐT: 0964 - 125 - 174. Chính sách bán hàng dự kiến siêu hấp dẫn:- Hỗ trợ vay lãi suất 0% trong thời gian 12 tháng.- Chiết khấu cao lên đến 7%.- Quà tặng tri ân khách hàng 50 - 70 triệu/ căn hộ. Tiện ích đẳng cấp bậc nhất của DV01:- Là toà duy nhất của toàn dự án có bể bơi thông minh 4 mùa.- Là toà có nhiều tầng dịch vụ tiện ích nhất dự án, với 5 tầng thương mại, shophouse, nhà hàng, siêu thị, gym, spa...- 3 tầng hầm rộng cam kết đáp ứng đủ nhu cầu để ô tô của quý cư dân.- Là toà duy nhất có căn hộ khách sạn - phân khúc căn hộ cao cấp nâng tầm cả toà nhà - giá kỳ vọng trong tương lại sẽ tăng cao. * Đây là thời điểm vàng để nhanh tay sở hữu căn hộ cao cấp giá cực tốt tại Rose Town. Tiềm năng tăng giá trong tương lai cực tốt.PKD CĐT đang nhận đặt chỗ toà DV01 chắc chắn lấy được căn tầng đẹp.Liên hệ ngay hotline để được gửi thiết kế đính kèm bảng giá chi tiết:",11/10/2022,Tin thường,batdongsan_so_com_vn_1673795548.453044, 2,
12 tỷ VNĐ,Đường Tố Hữu phường La Khê, 80m2, 5, 40, 5, 4,"Bán Nhà Mặt Phố Tố Hữu 80m2 5 Tầng_MT 5.5m Vỉa Hè  Kd Tấp Lập Giá 12 Tỷ Cần tiền nên gia đình bán gấp nhà mặt phố đường đôi kinh doanh tấp nập vỉa hè đá bóng. + Diện tích 80m2, nhà 5 tầng mặt tiền 5.5m, vỉa hè 8m.+ Giá bán: 12 tỷ.+ Vị trí đắc địa mặt phố Tố Hữu kéo dài, Nguyễn Thanh Bình, Lê Trọng Tấn, Lê Văn Lương, Vạn Phúc, Ngô Thì Nhậm đường phố lớn, vỉa hè mênh mông, xung quanh rất nhiều các KĐT lớn như The Terra An Hưng, Văn Khê, Dương Nội, Shophouse Himlam, Galaxy Vạn Phúc. Với vị trí trung tâm của nhiều khu đô thị lớn nhất quận Hà Đông thì đây chính là luồng lưu thông , giao thoa của nhiều tuyến giao thông đông đúc nhất khu vực Nam Hà Nội.+ Nhà mặt phố lớn phù hợp kinh doanh mọi loại hình như showroom, cửa hàng giới thiệu sản phẩm, nhà hàng, siêu thị, công ty, văn phòng...+ Nhà 5 tầng mới rất đẹp vừa xây được vài năm, khung cột chắc chắn, lên thêm tầng thoải mái.+ Sổ đỏ chính chủ, sẵn sàng giao dịch, thương lượng mạnhLh e Giỏi 0986727121 để được hỗ trợ và tham khảo nhiều vị trí bất động sản đẹp khác trong khu vực.",11/10/2022,Tin thường,batdongsan_so_com_vn_1673795549.629981, 4,
"5,3 tỷ VNĐ",Đường Vũ Tông Phan phường Khương Đình, 50m2, 43, 2, 3, 3," Bán gấp nhà phố Vũ Tông Phan 50m2 * mt 4.3m, ngõ ba gác, sát bãi gửi xe, an ninh đỉnh, đi bộ 2p ra phố. +Vị trí trung tâm quận Thanh Xuân cực đẹp, giáp ranh quận Đống Đa. Tiếp giáp phố lớn: Thượng Đình, Khương Hạ, Bùi Xương Trạch, Khương Trung,…gần trường, trạm, bãi gửi ô tô, xung quanh tiện ích k thiếu thứ gì. + Thiết kế nhà đầy dủ công năng ,sơn sửa lại là đẹp long lanh, k lỗi phong thủy. + Sổ đỏ cất két, pháp lý sạch, sẵn sàng giao dịch.",11/10/2022,Tin thường,batdongsan_so_com_vn_1673795551.2905366, 4,
"4,4 tỷ VNĐ",Đường Trần Thái Tông phường Dịch Vọng Hậu, 45m2, 3, 3, 5, 4,"Bán nhà Trần Thái Tông-Cầu Giấy-40m2-hơn 4 tỷ- ô tô cách nhà 30m -ngõ thoáng-yên tĩnh TRUNG TÂM CẦU GIẤY- LÔ GÓC THOÁNG SÁNG - NỘI THẤT SANG TRỌNG -DÂN TRÍ CAO *Mô tả:+Chủ nhà thiện trí bán , hàng xóm thân thiện cởi mở dân trí an ninh tuyệt đối+ Vị trí trung tâm, nhiều tiện ích , bán kính 500m là các Trường CĐ - ĐH danh tiếng , khu vực tập chung dân cư đông đúc , dân trí cao , an ninh+Giao thông đi lại rất thuận tiện các tuyến Đường lớn nút giao Hồ Tùng Mậu Hoàng Quốc Việt ,Xuân Thủy, Phạm Hùng ,,,+ Tiện ích: Gần chợ Cầu Giấy , TTTM , Ngân Hàng , Rạp Chiếu Phim , Ga Tàu Điện , Hồ Điều Hoà ... *Thiết kế 4 tầng mới, hiện đại.-T1: Phòng khách, bếp, vệ sinh.-T2, 3 : Mỗi tầng 2 phòng rộng + vệ sinh.-T4: Phòng thờ, sân phơi tiểu cảnh. SỔ ĐỎ CHÍNH CHỦ CẤT KÉT SẴN SÀNG GIAO DỊCH NGAYLiên hệ E.Luân:0386.39.2021(zalo)Xem nhà miễn phí",11/10/2022,Tin thường,batdongsan_so_com_vn_1673795552.6090112, 4,
840 triệu VNĐ,cầu giấy hà nội, 80m2, 5, 6,,,"🎉🎉 Chỉ từ 148tr bạn đã sở hữu cho mình lô đất nằm kẹp giữa Khu Đô Thị và Các KCN lớn ở Hưng Yên , đường 6m trải asphanlt. 🎊 Ưu đãi lớn dành cho khách hàng lên đến 6% khi mua từ sản phẩm thứ 2 tiền vào theo tiến độ linh hoạt trả góp 0% lãi xuất .🎊 Diện tích từ 70-80m2 phù hợp với thiết kế nhà hiện đại .✨ Đường nội bộ 6m trải asphanlt , đủ hướng cho các nhà đầu tư.🌿 Nằm trên trục đường huyết mạch Tân Phúc Võng Phan chạy qua các KCN như Ân Thi- Phù Cừ - Tiên Lữ - Bình Giang - và các KCN lân cận .🌿 Xung quanh là các KCN lớn ở Hưng Yên quy mô rộng gần 400 ha, đối diện là khu quy hoạch Khu Dân Cư Mới Tân Phúc 300 ha. 🌿 Nằm trong khu dân cư đông đúc đầy đủ tiện ích bán kính ko quá 1km 🌿Hạ tần đồng bộ , mốc giới rõ ràng , hệ thống cấp thoát nc đầy đủ 🍃Mua bán chính chủ không qua trung gian .",11/10/2022,Tin thường,batdongsan_so_com_vn_1673795553.705077,,
