price,address,Diện tích,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"2,65 tỷ VNĐ",Ngõ 164 ỷ la dương nội, 33m2, Tây bắc, 4, 7, 4, 3, 2,"- Nhà nằm trong khu dân trí cao, cực kỳ yên tĩnh, an ninh vô cùng tốt, gần trường chợ, ủy ban, y tế, nhà văn hóa... tiện ích đầy đủ không thiếu gì.- Ngõ trước nhà xe ba gác tránh xe máy, ô tô cách nhà 100m, cách 200m ra mặt đường Ỷ La, trường Đại học Kiểm Sát...- Nhà được thiết kế 4 tầng với đầy đủ công năng sử dụng.+ Tẩng 1: Khách, bếp, vệ sinh.+ Tầng 2,3: Tổng 2 ngủ, 2 vệ sinh.+ Tầng 4: Phòng thờ, sân phơi siêu rộng.- Sổ đỏ vuông đẹp pháp lý chuẩn.- Liên hệ trực tiếp cho Nguyên Anh:0819508701 để được biết thêm chi tiết tiết kiệm thời gian.",01/06/2022,Tin thường,batdongsan_so_com_vn_1673822252.2000906
,Mỹ Đình Nam Từ liêm, 34m2,,,,,,,"Nhà mơi cạnh bến xe Mỹ Đình, 5 tầng, oto, kinh doanh, nhỉnh 4tỷ 0845681666.Vị trí đẹp giao thông thuận tiện, thông với nhiều tuyến phố, Trần Bình, Nguyễn Hoàng, Lê Đức Thọ.Tiện ích xung quanh không thiếu gì, trường học các cấp rất gần và thuận tiện.Nhà mới xây 5 tầng chắc chắn,hiện đại.Sổ đỏ sẵn sàng giao dịch.LH: xem nhà 0845681666.",01/06/2022,Tin thường,batdongsan_so_com_vn_1673822253.5036044
18 tỷ VNĐ,Hà Nội, 70m2,,,,,,,"Bán nhà phố Trung Kính gần trường học cấp 1, kinh doanh đỉnh.Diện tích 70m2, mặt tiền 5.1m, xây 7 tầng nội thất cao cấp. - Ngõ đẹp nhất phố, khu vực văn minh, dân trí cao phù hợp để ở kết hợp văn phòng. - Đường trước nhà ô tô tải tránh, có vỉa hè rộng. - Sổ vuông vắn.Giá bán chỉ 18 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn.Liên hệ 24/7 gấp: 0856 968 656.",01/06/2022,Tin thường,batdongsan_so_com_vn_1673822254.4829812
"4,75 tỷ VNĐ",Đường Tô Hiệu phường Hà Cầu, 53m2,, 4, 3, 4, 4, 4,"- Vị trí: Nhà thuộc phố Bà Triệu, trung tâm quận Hà Đông.  - Thiết kế: 5 tầng mới tinh.+ Tầng 3,4: Tổng 4 ngủ lớn, 2wc + Tầng 5: Phòng thờ, 1 phòng ngủ và sân phơi.- Sổ đỏ chính chủ, giao dịch ngay.
",31/05/2022,Tin thường,batdongsan_so_com_vn_1673822255.5451405
"3,9 tỷ VNĐ","Tô Hiệu, Nguyễn Trãi, Hà Đông, Hà Nội.", 36m2,,, 3, 3, 3,," # Bán nhà đường Tô Hiệu phường Nguyễn Trãi quận Hà Đông. ô tô đỗ cổng, dân trí cao, an ninh an sinh đỉnh. DT 36/40, 3T giá chỉ dưới 4 tỷ.  + Vị trí gần Chợ Lớn Hà Đông, Hyundai Hillsmal, Melinh Plaza Hà Đông trung tâm phố tiện ích.  + Đường trước nhà rộng ô tô tới cửa, ngõ sạch đẹp, khu văn minh, hàng xóm thân thiện.  + Giao thông: di chuyển Tô Hiệu, Lê Lai, Lê Hồng Phong, Lê Lợi, Chưng Nhị, Bà Triệu, Quang Trung, Phùng Hưng, Trần Phú thuận lợi.  + Hiện trạng mới 3T thiết kế hợp lý mỗi tầng 2 phòng rộng đầy đủ công năng.  + Giá chỉ 3.9 tỷ ( Có Thương Lượng )  + Sổ vuông đỏ đẹp chính chủ, pháp lý chuẩn, sẵn sàng giao dịch.  # HotLine: 0983858722 Tình nhà phố ( chuyên mua bán nhận ký gửi nhà Thổ cư có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",31/05/2022,Tin thường,batdongsan_so_com_vn_1673822261.265646
"7,2 tỷ VNĐ",phố bạch mai . quận hai bà trưng hà nội, 46m2,,,,,,,"Bán Nhà Riêng. phố Bạch Mai. Quận Hai Bà Trưng. Diện tích 42.6m2 mặt tiền 4.2m.Giá chào 7.2 tỷ  Chung cư mini hiện có 10 PHÒNG -đang cho thuê 38TR/1 THÁNG 100M RA PHỐ  CHUNG CƯ MINI 7 TẦNG - Chủ nhà xây thiết kế theo kiểu căn hộ cho thuê, trung tâm HBT gần các trường Đại Học như Kinh Tế và Bách khoa…rất đông sinh viên và người đi làm. Full nội thất - ngõ cách ô tô 100m, dân trí cao, an ninh tốt. + Ngõ trc nhà xe máy tránh, xung quanh nhà là các trường ĐH, nên 10 phòng lúc nào cũng full kín.  + GỌI NGAY CHO TÔI , 24/24, 0968753443. NGHE MỌI LÚC MỌI NƠI ,  Sổ đỏ đẹp chính chủ. Sẵn sàng giao dịch",31/05/2022,Tin thường,batdongsan_so_com_vn_1673822262.3508916
80 triệu VNĐ/m2,ngõ 382 Hồ Tùng Mậu Phú Diễn Bắc Từ Liêm Hà Nội, 54.2m2,, 5, 2,,,,"Bán đất phố Hồ Tùng Mậu, ngay sát ga tầu điện trên cao Nhổn - ga Hà Nội. Tại ngõ 382 cách mặt đường 60m giao thông thuận tiện, xung quanh tràn ngập tiện ích. Gần cac trường quốc tế như Newton, Đoàn Thị Điểm, Việt Úc, Lê Quý Đôn. Bán kính 1km Trường Thương Mại, Sân Khấu Điện Ảnh, đại học Sư Phạm và Đại học Quốc Gia. - Diện tích : 54,2m - Mặt tiền  : 5,15m - Giá       : 80tr/m2 có thương lượng - Sổ đỏ chính chủ cất ket - Liên hệ   : Mr Dũng 0825237636 zalo 0996839398 ",31/05/2022,Tin thường,batdongsan_so_com_vn_1673822263.35321
"3,8 tỷ VNĐ",Đường Nguyễn Văn Cừ phường Bồ Đề, 40m2,, 4, 3, 5, 3, 4,"* * * Sổ đỏ chính chủ, pháp lý rõ ràng Miễn phí mọi dịch vụ từ xem nhà cho tới khi mua được nhà.",31/05/2022,Tin thường,batdongsan_so_com_vn_1673822264.4193566
5 tỷ VNĐ,Vũ Tông phan Thanh Xuân, 40m2,,,,,,,"Mô tả: + Nhà thiết kế vô cùng đẹp, sổ đỏ lung linh. Thiết kế hiện đại chủ tự xây chắc chắn, nội thất gỗ lim. + Ô tô gần, cách 1 nhà ra phố, tương lai ra mặt phố rạng ngời. + Nhà 5 tầng, tổng 6 phòng, có thể lên 8 phòng kinh doanh cho thuê dòng tiền cực tốt.  + Thiết kế nhà: Tầng 1: pk rộng, 1 bếp, 1 vs Tầng 2,3: Mỗi tầng 1 phòng, 1 vệ sinh Tầng 4: 2 phòng, 1 vs + tắm. Tầng 5: 2 phòng, sân phơi, giặt. Giá: 5tỷ (Có thương lượng). + LH: 0912918139 – Trần Anh (Để được tư vấn và xem nhà miễn phí).",31/05/2022,Tin thường,batdongsan_so_com_vn_1673822265.2811124
5 tỷ VNĐ,Chính Kinh - Thanh Xuân, 50m2,,,,,,,"+ Vị trí: Ngõ trước nhà xe ba gác tránh xe máy thoải mái, vị trí đẹp, thửa đất vuông vắn.  + Thiết kế: Nhà xây 4 tầng kiên cố còn rất đẹp, thiết kế lệch tầng tổng 5 phòng ngủ, 4 wc, 1 phòng khách, 1 phòng bếp, 1 phòng thờ, 1 sân phơi, 1 sân nhỏ để xe. Khách mua về ở luôn, chuẩn công năng cho gia đình đông người. + Sổ đỏ chính chủ, sẵn sàng giao dịch. + Giá: 5tỷ ( Có thương lượng). +LH: 0912918139 – Trần Anh (Để được tư vấn và xem nhà miễn phí). ",31/05/2022,Tin thường,batdongsan_so_com_vn_1673822266.367146
"8,8 tỷ VNĐ",Đường Nguyễn Lương Bằng phường Nam Đồng, 92m2,, 4, 3, 4, 6, 4,"- Vị trí, nhà mặt ngõ to, ô tô đỗ,thông tứ phía,gần phố Hồ Đắc Di, trung tâm Đống Đa, kinh doanh sầm uất. - Giao thông thuận tiện: phố Nguyễn Lương Bằng giao thương các phố như Tây Sơn, Xã Đàn, Tôn Đức Thắng …/.- Tầng 1: phòng khách + bếp  ",31/05/2022,Tin thường,batdongsan_so_com_vn_1673822267.4911394
"4,55 tỷ VNĐ",Quang Trung- Hà Nội, 44m2,,,, 5,,,"Siêu phẩm Phố Quang Trung, Hà Đông, 5 tầng mới, nội thất Châu Âu, ô tô đỗ cửa Bán nhà đẹp trục chính Quang Trung, Hà Đông dân tự xây vô cùng độc đáo tâm huyết với 5 tầng rộng hiện đại đầy đủ công năng sử dụng, các phòng mang phong cách hiện đại sang trọng, nội thất đầy đủ xịn xò, chỉ việc đến ở, ngõ thoáng gần phố. Giao thông trục chính đi muôn nơi, giao cắt với Lê Trọng Tấn, giáp Hoàng Đôn Hoà, thông sang Trần Đăng Ninh, xuôi xuống Văn La, lên Thanh Xuân qua Nam Từ Liêm,……Hàng xóm toàn cán bộ Phường, nơi ở tĩnh, an ninh tuyệt đối. Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 4.55 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",31/05/2022,Tin thường,batdongsan_so_com_vn_1673822268.563272
