price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
600 triệu VNĐ,Cổ Đông Sơn Tây Hà Nội, 60m2,"Gần khu công nghệ cao Hòa Lạc. Đường sá thuận tiện. Sổ đỏ có sẵn Mặt tiền 5m Xung quanh là trường ĐH FPT, Đại học Quốc Gia Hà Nội, Khu công nghệ cao SX linh kiện điện tử, phụ tùng máy bay. Khu hành chính của ban cơ yếu chính phủ và nhiều tiện ích khác.",25/11/2022,Tin thường,batdongsan_so_com_vn_1673786062.9764235,,,,,
"5,1 tỷ VNĐ","Láng Hạ, Ba Đình, Hà Nội", 38m2,"Bán nhà ngõ Láng Hạ. Xây 5 tầng mới tinh. Giá siêu rẻ 5,1 tỷ.+ Diện tích 38m, mặt tiền 6,3m.+ Nhà ngõ nông, thông khắp ngả.+ Xây đẹp mới cứng 05 tầng.+ Dân trí cao, an toàn tuyệt đối.+ Thiết kế 03 phòng ngủ, phòng khách, bếp, phòng thờ, sân phơi đầy đủ.* Sổ đỏ cất két vuông vắn, sẵn sàng trao tay.Liên hệ em Linh - Nhà Phố Hà Nội 0978 652 524 để được hưởng giá ưu đãi nhất.Em xin chân thành cảm ơn! ",25/11/2022,Tin thường,batdongsan_so_com_vn_1673786064.4973543, 6, 2, 5, 3, 3
"2,65 tỷ VNĐ","Đường Việt Hưng, Việt Hưng, Long Biên", 34m2,"Cần bán nhà Việt Hưng diện tích 30m² xây 4 tầng 1 tum giá 2,65 tỷ .Nhà ở gần UBND phường Việt Hưng, gần chợ Ô Cách, chợ Kim Quan, Gần trường mầm non, cấp 1,2,3 đầy đủ. Bên cạnh là Trạm y tế phường cách 200m ra bệnh viện Đức Giang.Hàng xóm của các khu đô thị Việt Hưng và Vinhome Revsai.Khu vực dân cư dân trí cao an ninh tốt, hàng xóm hài hoà.Thiết kế hiện đại đầy đủ công năng.Sổ đỏ pháp lý sạch sẵn sàng giao dịchLh 0397-357-490, 0365-75-72-73 Tư vấn xem nhà miễn phí",25/11/2022,Tin thường,batdongsan_so_com_vn_1673786065.4926472, 4, 3, 5, 4, 4
"1,8 tỷ VNĐ","Đường Nghiêm Xuân Yêm, Hoàng Liệt, Hoàng Mai", 74m2,"BÁN KĐT KIM VĂN – KIM LŨ - HIẾM - 57M2 – 2 NGỦ - 2VS – 1 BẾP – 1 KHÁCH – SỔ ĐỎ SẴN SÀNG SANG TÊN. Vị trí: nằm trục đường Nguyễn Xiển, thuận tiện cho việc đi lại. Nhà nhỏ tiền, hiếm nhà bán, phí dịch vụ cực thấp. Chỉ từ 3.000đ/1 mét vuông.  Sổ đỏ lâu dài, sang tên luôn. Liên hệ: 0865089699 - 0844899222 để được giao dịch chính chủ. ",25/11/2022,Tin thường,batdongsan_so_com_vn_1673786066.4740212, 10, 10, 20, 3, 2
"5,9 tỷ VNĐ","Kim Mã, Ba Đình, Hà Nội", 37m2,"Kim Mã  Ba Đình một trong những phố VIP nhất Hà Nội, dân trí cao, văn phòng, đầy đủ tiện ích hàng đầu: LOTTE Liễu Giai, Công Viên Thủ Lệ, trung tâm đầu não về hành chính,an ninh tuyệt đối.01 căn ngõ Kim Mã siêu đẹp.- Nhà mới 0 4 tầng hiện đại đẹp.- Diện tích 37m, mặt tiền 3,05m.- 04 phòng ngủ, WC, phòng khách, phòng thờ, sân phơi đầy đủ.- Sổ đỏ chính chủ, sẵn sàng giao dịch, chìa khoá trao tay.* Liên hệ em Linh - nhà phố Hà Nội 0978 652 524 để được hưởng ưu đãi nhất.Em xin cảm ơn!",25/11/2022,Tin thường,batdongsan_so_com_vn_1673786067.550141, 3, 2, 4, 4, 3
"7,5 tỷ VNĐ","Đường Bồ Đề, Bồ Đề, Long Biên", 55m2,"Siêu phẩm phố bồ đề long biên gần hồ, oto đỗ cửa, an sinh đỉnh cao+ Vị trí tuyệt hảo , 3 phút lên cầu chương dương kết nối các trục đường lớn Nguyễn Văn cừ ,Hồng Tiến , Ái Mộ+ Ngõ thông , oto đỗ cửa vào nhà , gần hồ sinh thái không bụi, thoáng mát, an ninh tốt, dân trí cao+ Nhà gần chợ , gần các trường học lớn , giao thông thuận tiện thông tứ ngả , trường quốc tế , UBND phường , chợ dân sinh , BV Tâm Anh tiện ích đầy đủ không thiếu gì+ Nhà thiết kế 5 tầng ,DT 55m2 ,Gara oto ,Đầy đủ công năng chỉ việc xách valy vào ở ngay+ Sổ đỏ vuông vắn. sẵn sàng giao dịch",25/11/2022,Tin thường,batdongsan_so_com_vn_1673786068.7828436, 4, 4, 5, 4,
22 tỷ VNĐ,"Đường , Dịch Vọng Hậu, Cầu Giấy", -1m2,"
    


MẶT PHỐ KINH DOANH NGÀY ĐÊM - MẶT TIỀN UY TÍN - 7 TẦNG THANG MÁY- MỘT MẶT PHỐ 1 MẶT NGÕ THÔNG- TÒA NHÀ VĂN PHÒNG SIÊU ĐỈNH CAO.

Mô tả : 
- Tọa lạc trung tâm quận Cầu Giấy, Phố Trần Quốc Vượng nằm vị trí Đắc Địa , trung tâm của các trường đại học lớn trên địa bàn như ĐH Sư Phạm Hà Nội ĐH Quốc Gia, HV Báo Chí , CĐ Du Lịch, ĐH Thương Mại,... người đi kẻ đến vô cùng nhộn nhịp và sôi động.
- Phố Trần Quốc Vượng mới quy hoạch điểm đầu từ chân cầu Mai Dịch chạy thẳng ra Xuân Thủy, cách bến xe Mỹ Đình vài phút đi xe, sát ngay phố Duy Tân Nơi tập chung quá nhiều văn phòng, công ty, nên buôn bán vô cùng nhộn nhịp,hiếm thấy nhà bán.
Thiết Kế
+ T1: Để xe , Thang máy, vs
+T2+3 Thông sàn văn phòng, nvs 
+T4 : 2 phòng ngủ full đồ , nvs
+T5: phòng ngủ master 
+T6: phòng bếp
+T7: sân chơi, BBQ 
+ Sổ đỏ vuông đẹp chính chủ  + Gía bán: 22.5 tỷ ( có thương lượng )  + Liên Hệ: Em Tuấn 0913095822 ( gọi hoặc inbox 24/24g )  Miễn phí xem nhà – nguồn hàng phong phú – nhiệt tình tận tâm – hỗ trợ 24/24",25/11/2022,Tin thường,batdongsan_so_com_vn_1673786069.7492595,, 11, 7, 7,
"3,8 tỷ VNĐ","Đường Chu Huy Mân, Phường Phúc Đồng, Quận Long Biên, Hà Nội", 42m2," Bán Nhà Đẹp Chu Huy Mân, Phúc Đồng, Long Biên 4T, 42m2 chỉ 3,8 tỷ (nhà mới đẹp) Tầng 1. Phòng khách + bếp Tầng 2,3. Mỗi tầng 2 phòng ngủ Tầng 4. Phòng thờ + sân phơi. Nhà đẹp xây dựng chắc chắn, ngõ vào thuận lợi, xung quanh chợ, trường mầm non Phúc Đông, thuận tiện ra đường Chu Huy Mân, Nguyễn Lam, Tân Thụy, Mai Phúc, Nguyễn Văn Linh, Hồ Sài Đồng, bán kính không xa là Cầu Vĩnh Tuy, TTTM Aoen Maill Long Biên… Nhà đẹp xây mới chắc chắn, sổ vuông vắn pháp lý rõ ràng, Lh Mr Tùng 0965 722 358",25/11/2022,Tin thường,batdongsan_so_com_vn_1673786070.8533058,,, 4, 4,
9 triệu VNĐ/m2,Trầm Lộng, 80m2,"📌 📌 📌 Đất SỔ ĐỎ CHÍNH CHỦ tại Cửa ngõ phía Nam Hà Nội chỉ từ 9tr/m2 👍 Diện tích các lô đất giao động từ 60m2 -80m2 rất phù hợp với phân khúc đại chúng. 👍 Đường thông ngõ thoáng, mặt rộng từ 4 - 5m - Vị trí đắc địa: Cạnh UBND xã Trầm Lộng- Ứng Hoà - Hà Nội Gần tỉnh lộ 426, UBND, Trạm y tế, Trường học các cấp. Xung quanh là dân cư hiện hữu, hiền hoà. Môi trường sống trong lành, vô cùng thoáng mát và hiện đại. 🍀 Diện tích đa dạng : 60m - 80m2 nở hậu. 🧱 Hạ tầng sạch đẹp, mốc giới rõ ràng , điện nước đầy đủ , pháp lí minh bạch 🏆 Cơ hội vàng cho các nhà đầu tư , tiềm năng về sinh lời cao 🌈 Đón đầu về quy hoạch 📕 Sổ đỏ cất két - 100% đất ở lâu dài 🍃 Cách thị trấn Vân Đình QL 21 khoảng 7km. 🍃 Cách thị trấn Tế Tiêu 6km 🍃 Bán kính 500m đầy đủ tiện ích gồm trường học các cấp, chợ, trạm y tế, UBND xã... 🍃 Cách KCN Đồng Văn Hà Nam 5km 🍃 Cách nút giao Pháp Vân - Cầu Giẽ 15 Phút đi xe. 🍃 Cách ngã ba Ba La Hà Đông khoảng 30km. 🍀 Phù hợp với các cặp vợ chồng trẻ mới cưới ra an cư lập nghiệp 🍀 Phù hợp với các nhà đầu tư hướng đến phân khúc đại chúng, bỏ tiền ra ít biên độ lợi nhuận cao, sản phẩm an toàn. ⚡️Nhanh tay đừng bỏ lỡ ☎️ Liên hệ chính chủ : 0989809368 ",25/11/2022,Tin thường,batdongsan_so_com_vn_1673786071.761874,,,,,
"9,2 tỷ VNĐ","Đường Đỗ Đức Dục, Mễ Trì, Nam Từ Liêm", 45m2,"+ Chính chủ cần bán nhà diện tích 45m2 x 6 tầng MT Rộng giá 9.2 tỷ.  + Nhà mới 6 tầng thông sàn, móng 10 tầng, ô chờ thang máy. Khách mua về bỏ thêm 200 - 300 triệu lắp thang máy thì quá đẹp. + Ngõ thông, ô tô tránh, sầm uất, kinh doanh bất chấp. + Khu vực đang phát triển mạnh, gần khách sạn Marriot, gần trường, gần chợ. + Sổ đỏ chính chủ, sẵn sàng giao dịch. + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất,thổ địa hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7",25/11/2022,Tin thường,batdongsan_so_com_vn_1673786072.7931156, 5, 10, 6, 6,
3 tỷ VNĐ,"Xóm Thượng, Uy Nỗ, Đông Anh, Hà Nội", 62.8m2,"+ Nhỉnh 3 tỷ có ngay nhà 3 tầng 62,8m2 Xóm Thượng, Uy Nỗ, Đông Anh. + Cung đường sầm uất trung tâm của Huyện Đông Anh + Bán kính 500m đầy đủ tiện ích Chợ Tó, Trường học cấp 1,2,3, Siêu thị, Quán xá, Giải trí, Ăn uống, Vui chơi, + Đường 2,5m thông thoáng, ra tới trục chính chỉ 20m. + Cách dự án 319 Bộ Quốc Phòng 150m. + Cách Bệnh viện đa khoa Đông Anh 500m. + Cách Nhà văn hoá Huyện 600m. + 15 phút sang tới nội thành Hà Nội. + Thông thương thuận tiện, dân cư phát triển + Phù hợp cho anh chị xây nhà kinh doanh và đầu tư. + Sổ đỏ chính chủ, pháp lý chuẩn sẵn sàng giao dịch. + Liên hệ: 0828212662 (Mr. Đức Anh) hỗ trợ 24/7.",25/11/2022,Tin thường,batdongsan_so_com_vn_1673786074.1794071, 5,, 3,,
"3,6 tỷ VNĐ","Đường Minh Khai, Minh Khai, Hai Bà Trưng", 39m2," + Nhà năm trên phố Minh Khai , Giao thông thuân lợi huyết mạch quận Hai Bà Trưng.... + Gần các tuyến phố : Kim Ngưu, Đại La, Bạch Mai,Vĩnh Tuy + Nhiều tiện ích : Time City, Cầu Vĩnh Tuy, Bệnh Viên Vinmec, trường từ mẫu giáo đến cấp 3 quanh nhà. + Gần nhiều đại học : Đại Học Bách Khoa, Kinh Tế Quốc Dân,ĐH Xây Dựng. + Nhà trong khu phân lô, dân trí cao, an ninh tuyệt đối. + Ngõ thông,90m ra phố Minh Khai + Diện tích  35m2 + Nhà mới xây, thiết kế hiện đại, Chủ xây cực kỳ tâm huyết. + Chủ TẶNG TOÀN BỘ NỘI THẤT. + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Giá 3 Tỷ 700 –TẶNG CHI PHÍ SANG TÊN.  Liên hệ: em Dũng - 0945676597 ",25/11/2022,Tin thường,batdongsan_so_com_vn_1673786075.2754753, 3, 4, 5, 4, 4
7 tỷ VNĐ,"Đường Láng, quận Đống Đa, Hà Nội", 40m2,"Thông tin chi tiết: + Nhà một mặt phố + một mặt ngõ SH quay đầu + vỉa hè siêu rộng. + Là mặt phố nổi tiếng Hà Thành kinh doanh sầm uất ngày đêm mọi loại hình. + Sổ đỏ chính chủ, phân lô vuông vắn nở hậu, đảm bảo pháp lý giao dịch ngay. Chủ nhà kinh doanh rất phát lộc. Miễn phí 100% với khách mua, dẫn khách đi xem nhà và kể cả giao dịch không thành công, bên mua không mất phí, được tư vấn hỗ trợ 24/24h. Liên hệ: Đức Kiệt 0386826403 chuyên tư vấn đất thổ cư tại các quận Hoàng Mai, Hoàn Kiếm, Hai Bà Trưng.",25/11/2022,Tin thường,batdongsan_so_com_vn_1673786076.3625665,,,,,
