price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
7 tỷ VNĐ,Nguyễn Trãi, 54m2, 6,"Ô TÔ qua, Phố Nguyễn - Thanh Xuân, 54m2, MT 6m, Ở, KINH DOANH, Nhỉnh 7 Tỷ.+ Trung tâm Phố Nguyễn Trãi, vài phút ra Ngã Tư Sở.+ Vị trí nhà cách phố vài bước chân, Ô TÔ qua nhà, Ở hay KINH DOANH đều được.+ Thiết kế nhà hiện đại, nội thất cao cấp, chủ tặng laị hết cho khách.+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sang tên nhanh.LH: Mr Hoan, 0925088355, chuyên thổ cư Hà Nội với nguồn nhà hơn 13 000 căn nhà tại Hà Nội, miễn phí xem nhà 24/7.",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818148.1365914,,,,,
6 tỷ VNĐ,Đường Vũ Tông Phan phường Khương Trung, 48m2, 4,"NGÕ THÔNG Ô TÔ – KD ĐỈNH – DÂN XÂY – VŨ TÔNG PHAN – 48M2 – 4 TẦNG – 6 TỶ -         Ngõ thông ô tô chạy qua, ngõ kinh doanh đỉnh, nhà chỉ cách phố tô 40m -         Tầng 2,3: mỗi tầng 2 PN + WC ",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818149.7173643, 5, 4, 4, 4,
15 tỷ VNĐ,Đường Pháo Đài Láng phường Láng Thượng, 47m2, 4,"- Nhà mới đẹp, thiết kế phong cách Châu Âu kinh điển, rộng rãi, thoáng sáng - Nhà 7 tầng, 45m2 với 5 phòng thông sàn 5 tầng, wc, ở cực sướng - Có sãn ô chờ thang máy, khách thích loại xịn xò tự lắp - Khu vực kinh doanh sầm uất hàng đầu của quận Đống Đa - Sổ đỏ phân lô vuông vắn, đang để ở nhà Liên hệ để mua nhà: 0922344567",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818151.286166, 10, 7, 6, 5,
"3,76 tỷ VNĐ",192 Kim Giang, 35m2, 4,"BÁN NHÀ NGÕ 192 KIM GIANG, PHÂN LÔ Ô TÔ, 35M2 – 3.76 TỶ Bán nhà ngõ ô tô 192 Kim Giang, 5 tầng 35m2 mặt tiền 4m đầy đủ công năng. Nhà đẹp về ở luôn, ngõ thẳng tắp 90m ra phố. Khu vực hạ tầng tiện ích đầy đủ. Sổ đỏ chính chủ, chủ nhà thiện chí Liên hệ: K.S Phương – 0918120568 để xem nhà và làm việc trực tiếp với chủ nhà.",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818152.5318348,, 5, 4, 4,
"3,9 tỷ VNĐ",Hồ Tùng Mậu - Mai Dịch - Cầu Giấy - Hà Nội, 35m2,,"NGÕ 3 GÁC RỘNG THÊNH THANG - VÀI BƯỚC CHÂN RA TỚI Ô TÔ - MẶT TIỀN THOÁNG NHẤT KHU- Vị trí cực hiếm, gần chợ đêm sinh viên, gần trung tâm thương mại, gần nhiều trường đại học như Quốc Gia, Thương Mại, Ngoại Ngữ, Sư Phạm,..Giao thông kết nối Xuân Thủy, Cầu Giấy, Hồ Tùng Mậu,...đi đâu cũng tiện.- Chủ tự xây để ở nên rất chắc chắn, chủ ở giữ gìn nên nhà còn mới tinh.* Thiết kế 5 tầng rất đẹp mắt :- Tầng 1 : Phòng khách, bếp, WC.- Tầng 2 : 1 Phòng ngủ Master, WC.- Tầng 3 : 1 Phòng ngủ Master, WC.- Tầng 4 : 1 Phòng ngủ Master, WC.- Tầng 5 : 1 Phòng ngủ + giặt phơi.* Liên hệ : - Nguyễn Tiến Hoàng - 0976817296 - Chuyên nhà đất thổ cư Hà Nội - tư vấn nhiệt tình vui vẻ 24/24.",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818153.836346,,,,,
"3,25 tỷ VNĐ",Đường 19 phường Đông Anh, 58m2, 4,không sử dụng cần bán lại lô đất 58m2  địa chỉ : xóm đường nguyên khê đông anh hà nội  diện tích thực tế 58m2 . lô góc 2 mặt tiền đường trước đất rộng 5m đất lưu không 6-8m mặt tiền 4m84 mặt hậu 4m84 chiều dài 12m  đất nằm khu vực đông dân cư . cách trường học cấp 1-2 nguyên khê chỉ 500m cách ủy ban xã chỉ 700m cách chợ lắp ghép 500m cách ql 3 chỉ 500m cách sân bay nội bài 4km cách cầu nhật tân chỏ 8km  ace quan tâm liên hệ em nhé !,24/06/2022,Tin thường,batdongsan_so_com_vn_1673818155.0820658,,,,,
6 tỷ VNĐ,"ĐỊNH CÔNG, HOÀNG MAI", 35m2,,"SIÊU PHẨM: NHÀ TRUNG TÂM THƯƠNG MẠI ĐỊNH CÔNG, DT 35M2, MT 4,5M, 5 TẦNG, KINH DOANH, Ô TÔ, TRUNG TÂM THƯƠNG MẠI ĐỊNH CÔNG, SẦM UẤT. + Vị trí Chợ xanh sinh vên,  kinh doanh, mặt tiền rộng, phân lô bàn cờ, ô tô vòng quanh nhà, gần nhiều tiện ích, phố Víp Víp của Hoàng Mai. + Sổ đỏ phân lô, vuông đẹp. + Liên hệ em Thái để được xem chi nhà.",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818156.2554631,,,,,
"7,55 tỷ VNĐ",Đường Thanh Am phường Thượng Thanh, 45m2,,"Chủ nhà cần bán gấp căn nhà cực đẹp : Ô tô, kinh doanh, diện tích 45 m2, 5 tầng,giá chỉ 7,55 tỷ (có thương lượng). + Vị trí tuyệt đẹp, Trung tâm Quận Long Biên, giao thông kết nối với Ngô Gia Tự, Nam Đuống, Đức Giang…  + Khu vực sống văn minh, dân trí cao, thừa hưởng mọi tiện ích như Chợ Việt Hưng, Trường C1,2 Việt Hưng, Big C, Bệnh viện Đức Giang. + Đường khu phân lô ô bàn cờ, vỉa hè 2 bên, ô tô chạy vòng quanh, dừng đỗ thoải mái.  + Nhà đẹp thoáng mát được xây dựng vô cùng chắc chắn, thiết kế vô cùng hiện đại, thoáng trước sau:  - Tầng 1: Thông sàn để gara 2 ô tô.  - Tầng 2: Phòng bếp với phòng khách.  - Tầng 3,4: Mỗi tầng 2 ngủ và phòng tắm chung.  - Tầng 5: Phòng thờ và sân phơi trước sau.  + Sổ đỏ vuông đẹp, cất két, sẵn sàng giao dịch.  + Gọi ngay để tư vấn & xem nhà miễn phí: Đức Ánh 0968.669.038 (làm việc chính chủ).",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818160.9137003, 6, 5, 4, 1,
90 triệu VNĐ/m2,Phường xuân Đỉnh, 160m2,,"Cực Hiếm.Nhà mặt phố Nguyễn Hoàng Tôn. 160m2, MT 5m. Kinh doanh, ô tô vào nhà. Nhỉnh 14 tỷ.+ Vị trí đắc địa trung tâm Quận Bắc Từ Liêm mặt tiền, ô tô tránh. Kinh doảnh đỉnh cao, tiện ích miễn bàn.+ Đường tuyến chính quốc lộ đi thông ra Phạm Văn Đồng, Võ Chí Công và đi các Phường, Quận, Huyện nội và ngoại thành .+ Gần ngay khu Đô thị cao cấp  CIPUTRA, công viên nước Hồ Tây… + Sổ đỏ chính chủ vuông vắn sẵn sàng giao dịch.+ Giá:Thỏa thuận.Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, thủ tục sang tên nhanh gọn. + Tư vấn 24/7.",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818162.1044528,,,,,
"2,6 tỷ VNĐ","Vân Canh ,Hoài Đức.", 40m2, 4,"Chính chủ cần bán nhà vân canh ngõ rộng khu vực đông dân, kinh doanh tốt.-Giao thông đi lại thuận tiện,gần phương canh,xuân phương,gần trường FPT....-Đầy đủ tiện ích, trong vòng bán kính 500m có nhiều trường học, chợ, Vinmart, ...+ Thiết kế 5 tầng, mỗi tầng 1 phòng. + Vị trí gần ô tô, gần khu ĐT Tassco, xung quanh nhiều tiện ích vv +Chỉ 10ph về đến Bến xe,Sân vận động Mỹ Đình .Lh:Thành Tâm 0586434444,0983717822 chuyên thổ cư Hà Nội,Hoài ĐỨC từ 2 tỷ đến 100 tỷ.",24/06/2022,Tin thường,batdongsan_so_com_vn_1673818163.177678,, 5, 5,,
