price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
"2,1 tỷ VNĐ",Đường Nguyễn Văn Linh phường Thạch Bàn, 34m2, 5,"Bán đất Nguyễn Văn Linh, Dt 34m, Mt 5.1m, Giá 2.1tỷ. NHỎ XINH – 5M RA Ô TÔ – HÀNG XÓM AEON – DỄ CHỐT + Vị trí đắc địa, hàng xóm Aeon và Hanoi Garden City, đi xe vài phút là tới Chợ Đồng Dinh, Trường C3 Thạch Bàn, tiện ích không thiếu thứ gì.  + Đường vào nhà rộng thoáng, ô tô vào tới tận sát cửa nhà. + Mảnh đất với mặt tiện rộng, hình thửa tỉ lệ cân đối. Khách mua về xây căn 5 tầng thì quá đẹp. + Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch ngay. LH: 
",06/10/2022,Tin thường,batdongsan_so_com_vn_1673796698.4683597,,,,,
"7,95 tỷ VNĐ",Đường Cầu Giấy phường Quan Hoa, 60m2, 4,"Bán tòa CCMN Cầu Giấy-60m2-nhỉnh 7 tỷ-lô góc-11 phòng khép kín-tiện ích đầy đủ-full đồ CHUNG CƯ MINI CẦU GIẤY, XÂY MỚI TINH, LÔ GÓC, TRUNG TÂM, 11PHÒNG CHO THUÊ, DOANH THU GẦN 50TR/ THÁNG.  + Chung cư mini ngõ vip nhất Cầu Giấy, ngõ 79 Cầu Giấy thông 445 Nguyễn Khang chỉ 4 hôm nữa là hoàn thiện, setup full đồ. Khách chỉ việc vận hành. + Tổng 11 phòng khép kín, doanh thu 50tr/tháng.+ Nhà lô góc nên phòng nào cũng có cửa sổ và ban công thoáng vô cùng.+ Khu vực trung tâm, gần chợ nên nhu cầu thuê của sinh viên, hộ gia đình rất lớn, luôn full kín phòng.+ Sổ đỏ  chính chủ sẵn sàng giao dịch Liên hệ E.Luân:O386_39_2021(zalo)Xem nhà miễn phí",06/10/2022,Tin thường,batdongsan_so_com_vn_1673796699.695687, 3, 6, 11, 11,
"4,5 tỷ VNĐ",135 Trần Phú, 98m2, 10,"Bán căn hộ nghỉ dưỡng tầng 16 view hồ Văn Quán, Hà Đông giá 4tỷ5 Khuôn viên hiện đại, cảnh quan thiên nhiên thơ mộng.Một mặt là Hồ Văn Quán, Hà Đông rộng 2000m2Một mặt là khu phố sầm uất, nhộn nhịpMột khuôn viên kết hợp đô thị và thiên nhiên nghỉ dưỡngTạo ra 1 căn hộ nghỉ dưỡng thuận lợi cả đi làm, đi học và nghỉ dưỡngThông tin mô tả - Vị trí đắc địa tại ngã 3 Trần Phú và Nguyễn Khuyến.- 3 phút đến Ga Văn Quán (Đường sắt Cát Linh - Hà Đông).- 15 phút đến Trung tâm thành phố Hà Nội.- Nằm cạnh 2 hồ Văn Quán – Than ThởVị trí:- Cách Ga tàu điện Văn Quán 500m- Đối diện Siêu thị Top Market, gần Chợ Hà Đông,…- Cạnh trường Đại học Kiến trúc, Học viện An Ninh, Học viện Bưu chính viễn thông- Gần trường tiểu học Nguyễn Du, THCS Văn Quán, THPT Lê Quý Đôn,…- Gần bệnh viện Đa khoa Hà Đông, bệnh viện 103, … Tiện ích nội khu:- Trung tâm thương mại- Trường mầm non- Bể bơi, Gym, Hiệu thuốc,….-Sky Bar trên tầng 45- Hầm để xe oto-xe máy",06/10/2022,Tin thường,batdongsan_so_com_vn_1673796701.0330486, 10, 1, 2, 2, Tây bắc
"4,95 tỷ VNĐ",Đường Xuân Thủy phường Dịch Vọng Hậu, 35m2, 4,"Bán nhà Xuân Thủy-35m2-nhỉnh 4 tỷ -6T-Thang máy-lô góc-ba gác đỗ cửa-gần ô tô CỰC HIẾM NHÀ-6 TẦNG THANG MÁY -TRUNG TÂM CẦU GIẤY-NHÀ ĐẸP - LÔ GÓC -TIỆN ÍCH ĐẦY ĐỦ *Mô tả: Ngõ nông , gần Phố , trước nhà xe ba gác phi ầm ầm . Ngõ thông, 44 Trần Thái Tông , Duy Tân.  Vị trí Trung Tâm Quận , xung quanh tập chung nhiều các trường Đại Học - Cao Đẳng danh tiếng . Khu vực nhiều sinh viên tìm thuê trọ. Dân trí tốt - an ninh đảm bảo *Thiết kế: Thông sàn , -T1: Khách , vs-T2-3-4-5: Tổng 4 phòng , vs-T6: Bếp , vs , sân phơi Pháp lý: Sổ vuông cất két sẵn giao dịch Chủ nhà giám đốc Doanh Nghiệp nhiều nhà nên bán bớt , rất thiện trí, hiểu chuyện  Liên hệ E.Luân:O386_39_2021(zalo)Xem nhà miễn phí",06/10/2022,Tin thường,batdongsan_so_com_vn_1673796702.3600502, 3, 6, 4, 5,
"2,35 tỷ VNĐ",Đường Văn Nội phường Phú La, 32m2, 3,"+ Vị trí căn nằm tiếp giáp KĐT Văn Phú, gần ủy ban nhân dân phường Phú La, cách ngã 4 Lê Trọng Tấn 300m+ Tiện ích trường chợ, bãi đậu xe, ngân hàng ngay gần nhà+ Sổ đỏ chính chủ+ Tầm tiền hơn 2 tỷ bây giờ chỉ có căn này độc nhất vô nhị, thực sự rất hiếmLiên hệ :  Em Thảo Thảo : 0965145894, để đi xem nhà ngay, và được tư vấn tận tâm nhất",06/10/2022,Tin thường,batdongsan_so_com_vn_1673796703.907094, 2, 5, 3, 2,
"5,6 tỷ VNĐ",Đường Kim Quan Thượng phường Việt Hưng, 35m2,,"Chủ nhà cần bán căn nhà Mặt phố Kim Quan Thượng cực đẹp, diện tích 35 m2, 2 tầng, giá chỉ 5,6 tỷ. + Vị trí nhà rất đẹp, trước nhà là công viên, đường rộng 15 m, đối diện Trường tiểu học Đoàn Khuê, gần trường mầm non Hoa Hướng Dương, Gần Công an Quận Long Biên, Bệnh viện Đức Giang. + Nhỉnh 5 tỷ nhà mặt phố, đang kinh doanh quán ăn. Tầng 1 thông tin sàn, tầng 2 có 2 phòng ngủ rộng thoáng. + Khu dân cư sống văn minh, an ninh chất lượng, giao thông vô cùng thuận tiện. + Sổ đỏ pháp lý rõ ràng, sẵn sàng giao dịch. Chủ nhà cần bán gấp nên rất thiện chí, giá chỉ 5,6 tỷ. Khách mua nhà thiện chí có thể thương lượng và gia lộc thông tin nhà hoàn toàn đầy đủ và chính xác.Anh/chị có nhu cầu mua nhà đất liên hệ ngay cho em Phúc chuyên nhà đất thổ cư tại quận Long Biên để được tư vấn và xem nhà hoàn toàn miễn phí.Gọi ngay khi nhà còn chưa bán: Mr. Hoàng Phúc (Chuyên thổ cư).",06/10/2022,Tin thường,batdongsan_so_com_vn_1673796705.3662238, 15, 2, 2, 2,
"1,8 tỷ VNĐ",Đường Láng phường Ngã Tư Sở, 31m2, 5,"
    - Tổng hợp diện tích căn hộ The Nosta 90 Láng, Đống Đa.+ Căn 3 phòng ngủ: 92m2. Chỉ từ 4.2 tỷ.* Liên hệ ngay để được tư vấn trực tiếp PKD: 0968660008* Chính sách mở bán hấp dẫn:- Quà tặng tân gia 2 chỉ vàng.- Bể bơi 4 mùa trẻ em & người lớn.- Phòng tập gym hiện đại.- Khu vui chơi trẻ em ngoài trời.- Khu vực làm việc Co - working space.
",06/10/2022,Tin thường,batdongsan_so_com_vn_1673796706.8976867, 50, 4, 1, 1,
"7,5 tỷ VNĐ",Đường Thanh Am phường Thượng Thanh, 77m2, 6,"Chủ nhà cần bán gấp lô đất cực đẹp ở khu TĐC Thượng Thanh, vỉa hè, ô tô tránh, diện tích 77 m2, mặt tiền 6,2 m, giá chỉ 7,5 tỷ. + Vị trí lô đất rất đẹp, thuộc khu phân lô tái định cư Thượng thanh, phố Thanh Am, hạ tầng đồng bộ, vỉahè ô tô tránh đổ ngày đêm.  + Đường rộng thoáng ô tô 7 chổ vào nhà thoải mái. Giao thông kết nối phố Đặng Vũ Hỷ, Ngô Gia Tự …, gần trường học các cấp, tiện ích đầy đủ không thiếu thứ gì. + Khu dân cư sống văn minh, an ninh chất lượng, rất yên tỉnh và thoáng mát, an sinh rất tuyệt vời. Khách mua đầu tư giử tiền hoặc xây toà nhà 6 tầng thang máy để ở thi quá tuyệt vời. + Sổ đỏ pháp lý rõ ràng, sẵn sàng giao dịch. Chủ nhà cần bán gấp nên rất thiện chí, giá chỉ 7,5 tỷ. Khách mua nhà thiện chí có thể thương lượng và gia lộc thông tin nhà hoàn toàn đầy đủ và chính xác.Anh/chị có nhu cầu mua nhà đất liên hệ ngay cho em Phúc chuyên nhà đất thổ cư tại quận Long Biên để được tư vấn và xem nhà hoàn toàn miễn phí.Gọi ngay khi đất còn chưa bán: Mr. Hoàng Phúc (Chuyên thổ cư).",06/10/2022,Tin thường,batdongsan_so_com_vn_1673796708.0206456,,,,,
"5,9 tỷ VNĐ",Đường Yên Hòa phường Yên Hòa, 42m2, 7,"YÊN HÒA-42m-LÔ GÓC-CỰC GẦN PHỐ-NHỈNH 5 TỶ Chủ chuyển công tác vào nam cần bán căn Yên Hòa 36/42m-4 tầng-mặt tiền 7.4m GIÁ CHỈ 5TỶ9 NHÀ MỚI ĐẸP Ở CỰC LỘC, THOÁNG MÁT, YÊN TĨNH AN SINH ĐỈNH , FULL NỘI THẤT -CÁCH PHỐ 50M + Nhà vẫn còn mới long lanh, về ở luôn.+ Ngõ xe ba gác, khá gần phố.+ Xây 4 tầng, hiện đại:- Tầng 1: Khách, bếp.- Tầng 2:  1 ngủ, 1 vệ sinh,- Tầng 3: 2 phòng ngủ +wc- Tầng 4: Phòng thờ, sân phơi, trồng rau...+ Khu vực yên tĩnh, hàng xóm văn minh, an sinh tuyệt vời.+ Sổ đỏ vuông vắn,chính chủ, sẵn sàng giao dịch. * Liên hệ: Em Nam 0339703466Miễn phí xem nhà Nhiệt tình tận tâm - Hỗ trợ 24/24.#QuậnCầuGiấy",06/10/2022,Tin thường,batdongsan_so_com_vn_1673796709.4062696, 2, 4, 4,,
"16,3 tỷ VNĐ",Đường Cầu Giấy phường Quan Hoa, 60m2, 5,"Bán Nhà khu phân lô Cầu Giấy, 60m ra mặt phố Cầu Giấy lớn. - Diện tích: 60m2, Tầng 2 đua ra 70m- Mặt tiền 5m- Hướng: Đông- Đường trước nhà rộng 6m, 2 bên đường vỉa hè rộng 2m- Giá chào: 16.3 tỷ (có giảm) - VỊ TRÍ: + Căn nhà nằm ở ngõ to Cầu Giấy, ngõ thông sang mặt Phố Nguyễn Văn Huyên đang giải  phóng mặt bằng sau này là tuyến đường Cầu Giấy kéo dài ra Dương Đình Nghệ tòa nhà Keangnam. + Đường trước nhà Ô tô tránh, thoáng sau 1m, có ô chờ thang máy, vỉa hè 4m.  - HÌNH THỬA: + Thuộc khu phân lô do vậy hình thửa căn nhà vuông vắn phân lô rất đẹp. - KIẾN TRÚC: 5 tầng gồm:+ Tầng 1 : để xe + 1 phòng khách + Bếp, chỗ để xe.+ Tầng 2,3,4: mỗi tầng 2 phòng Wc ở giữa.+ Tầng 5: Phòng thờ + sân phơi + Wc. - Chủ nhà tự tay thiết kế ngôi nhà để ở, cực kỳ chắc chắn, nhà còn rất mới, toàn bộ cửa, cầu thang đều bằng gỗ lim, khách mua về ở ngay, ô tô có thể để trước nhà thoải mái 2 3 chiếc. - PHONG THỦY: Nhà thuộc khu phân lô, không lỗi phong thủy. - PHÁP LÝ: Chính chủ sẵn sàng giao dịch, không thế chấp, không tranh chấp với bất kỳ tổ chức hay cá nhân nào cả.",06/10/2022,Tin thường,batdongsan_so_com_vn_1673796710.9335923, 6,,,,
