price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"1,6 tỷ VNĐ",Đường Tỉnh Lộ 131 phường Quang Tiến, 83m2, 4,"
    + Cần tiền bán gấp lô đất siêu đẹp ĐỐI DIỆN KHU CÔNG NGHIỆP NỘI BÀI
- Diện tích : 83.7m2
- Mặt tiền: 4.0m
- Mặt hậu 4.23m nở hậu siêu đẹp
+ TẠI : XUÂN BÁCH - QUANG TIẾN - SÓC SƠN - HÀ NỘI .
+ Vị trí mảnh đất đẹp ,thuận tiện giao thông.
- Mặt bìa làng đường rộng 5m ô tô tránh nhau, view ra cánh đồng rất thoáng mát
- Cách chợ xuân bách 100m, gần trường học các cấp.
- Cách cổng khu công nghiệp 200m.
- Khu vực tiện ích đầy đủ, giao thông thuận tiện, là lô đất tiềm năng đầu tư, ở lâu dài.
- Sổ sách pháp lý rõ ràng ,đất nở hậu
+ Giá : 1.6 tỷ bao sổ chi phí sang tên đổi chủ
+ Liên hệ chính chủ : 0368898638
",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807429.2842848,,,,
"4,9 tỷ VNĐ",Đường Đình Thôn phường Mỹ Đình 1, 40m2, 4,"
    + Bán gấp nhà phố Đình Thôn 40m*5T, kinh doanh, ô tô giá 4.9 tỷ.+ Vị trí nhà đẹp trung tâm phố Đình Thôn, kinh doanh sầm uất, tiện ích bạt ngàn, gần FIVESTAR, tòa tháp đôi The Rmanor, trung tâm mua sắm, thông đường Mễ Trì, Phạm Hùng, Đại lộ Thăng Long, Lê Quang Đạo, phố Trần Văn Lai, phố Thiên Hiền…+ Nhà thiết kế kiến trúc hiện đại, khung cột bê tông chắc chắn, các phòng sáng thoáng, nội thất cao cấp, công năng đầy đủ.+ Sổ đỏ chính chủ, pháp lý chuẩn, giao dịch nhanh.+ Liên hệ tôi Mr Sơn: 0982789984 để xem nhà.
",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807430.9109309, 3, 5, 5, 4
"22,5 tỷ VNĐ",Quận Cầu Giấy, 42m2,,"MẶT PHỐ TRUNG KÍNH, VỈA HÈ , KINH DOANH BẤT CHẤP. GIÁ.22.5 TỶ 0962745289+Vị trí ĐẸP nhất phố, DT. 42M2, 5 tầng TRUNG KÍNH to 2 làn đường, vỉa hè, mặt phố hiếm nhà bán.Trung tâm Quận Cầu Giấy. Tiện ích nhất khu vực.+ Phố thông nhiều tuyến phố chính nội đô. Cầu Giấy- Dương Đình Nghệ- Phạm Hàm- Trung Yên….+Nhà xây tầng thông sàn KINH DOANH, 5 phòng ngủ, đầy đủ công năng sử dụng, dân trí cao, an ninh tốt, tiện ích vây quanh, quy hoạch ổn định, gần nhiều trường học các cấp..v..v..+ Sổ đỏ vuông vức chính chủ sẵn sàng giao dịch.+ Giá:Thỏa thuận. + Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, sang tên thủ tục nhanh gọn.+ Tư vấn 24/7. ",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807432.1785464,,,,
,"Cổ Nhuế, Bắc Từ Liêm, Hà Nội", 60m2,,"Bán nhà cổ nhuế 60m, 4t, mt 5.5m, ngõ rộng 3m, 5 tỷ Chủ nhà mới cải tạo, kết cầu nhà chắc chắn, thiét kế hiện đại sang trọng. Nhà đầy đủ công năng, chỉ việc dọn vào ở  Tầng 1: Phòng khách rộng, đồ nội thất vừa mới sắm Tầng 2,3: mỗi tầng 2 phòng ngủ và 1 vệ sinh Tầng 4: Phòng thờ và sân chơi  Nhà gần trường mần non và tiểu học Cổ nhuế 2 thuận tiện đưa đón con trẻ. Nhà cách đường lớn Phố Cổ Nhuế 50m, Cách đường Phạm Văn Đồng 100m. Chợ đầu ngõ thuận tiện mua sắm mua thực phẩm hàng ngày. Khu vực nhiều dân lao động và sinh viên, dễ dàng cho thuê trọ để tạo dòng tiền => Liên hệ em Tuấn thổ cư số 1 Từ Liêm: 0389001010",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807433.3544004,,,,
"1,8 tỷ VNĐ",Đường Đại Lộ Thăng Long phường Đại Mỗ, 51m2, 5,"SA3 - The Sakura- Vinhomes Smart City: Là phân khu duy nhất sở hữu bể bơi bốn mùa trong nhà, cùng hệ thống bể sục Jacuzzi. Trải nghiệm không gian sống đẳng cấp với công viên Vườn Nhật nội khu sắc sảo và tinh tế đến từng Centimet.  Đặc biệt với căn hộ 1PN+1 diện tích từ 46.4 - 51.3m2 công năng như 2PN tiết kiệm chi phí, dòng căn hộ cho thuê đạt tối ưu nhất rất phù hợp với gia đình mới cưới,có con nhỏ, Người có tuổi thích không gian yên tĩnh không ồn ào, xô bồ.  THÔNG TIN CĂN HỘ: -                    Giá: từ 1,8 tỷ -
",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807434.9930172, 50, 4, 1, 1
5 tỷ VNĐ,Bùi Xương Trạch, 42m2,,"View Hồ! Phố Bùi Xương Trạch, Thanh Xuân 42m2x5T, Ô TÔ qua, KINH DOANH, Nhỉnh 5 Tỷ. + Vị trí nhà cách mặt Phố 60m, đường rộng thông thoáng, ô tô ra vào thoải mái, khu vực kinh doanh sầm uất ngày đêm. + Nhà dân xây chắc chắn, nội thất cao cấp, đầy đủ công năng sử dụng. + Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch. LH: Em Hoan, 0925088355, chuyên Thổ cư Thanh Xuân, Đống Đa, miễn phí xem nhà 24/7.",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807436.444135,, 5,,
"2,35 tỷ VNĐ",Tổ 5 Yên Nghĩa, 30m2,,"- Nhà mua cho ông bà nhưng hiện nay không có ai ở nên tôi cần bán gấp - DT : 30m2                              - Hướng : ĐN - MT : 4,4m - Vị trí: ngay cạnh chợ tổ 5 đường Nghĩa Lộ - Yên Nghĩa – Hà Đông – Hà Nội -  Tiện ích xung quanh đầy đủ cả. Trường học, bệnh viện, chợ, TTTM, BX Yên Nghĩa… chỉ trong bán kính 2km - Nhà xây mới sổ vuông đét được thiết kế 4 tầng gồm: + Tầng 1: Phòng khách, bếp, chỗ để xe và WC + Tầng 2, 3: Mỗi tầng 1 phòng ngủ, WC + Tầng 4: Phòng thờ, sân phơi và 1 PN - Pháp lý: SĐCC - Giá: 2,35 tỷ ( có thương lượng, bao phí sang tên ) - Liên Hệ: 0989677971 ( MR Mạnh )",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807438.3208005,,,,
"16,5 tỷ VNĐ",Đường Nguyễn Chí Thanh phường Ngọc Khánh, 55m2, 5,"Mô tả :  - Vị trí thật Tuyệt vời, nhà Lô Góc 2 mặt ngõ thông đều rộng 5m, Kinh Doanh vô đối vì gần Hồ Ngọc Khánh và rất nhiều Văn Phòng công chức nhà nước ở đây, hơn 100m ra khách sạn Daewoo và tòa nhà Lotte, 500m ra công viên Bách thú và Cầu Giấy...  - Thiết kế :  + Diện tích 55m x 5 tầng 4 Phòng ngủ. 2 Mặt tiền 5.5m và 10m tha hồ buôn bán.  + Tầng 1 : Thông sàn Kinh Doanh + Wc.  + Tầng 2 : 1 Khách + 1 Ngủ khép kín.  + Tầng 3 : 2 Ngủ + Wc.  + Tầng 4 : 1 Ngủ passter  + Tầng 5 : Phòng thờ và sân phơi. - Giao thông cực kì thuận lợi thông ra các Phố như Nguyễn Công Hoan, Kim Mã, La Thành, Liễu Giai và 900m ra đến Hồ Tây lộng gió...  - Sổ đỏ đẹp, dân trí cao...Bao sang tên. - Giá chỉ có 16.5 tỷ thôi ạ.  - Liên hệ : Tuấn Tĩnh Tâm 0815 161 555  * 24/7 ạ !!! ĐƯỢC PHỤC VỤ QUÝ KHÁCH LÀ NIỀM VINH HẠNH CỦA TÔI Ạ !",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807439.5715344, 5, 5, 4, 4
,Đường Lương Thế Vinh phường Thanh Xuân Nam, 53m2, 5,"
    - Nhà cách mặt phố 10m, ô tô đỗ cổng nhà. Trước nhà có sân rộng để được rất nhiều xe. Tầm nhìn từ mặt phố vào rất thoáng, phù hợp để kinh doanh online, dịch vụ hoặc văn phòng công ty.- Giàu tiềm năng tăng trưởng, quy hoạch đồng bộ, nằm ngay cạnh Khu đô thị Bắc Hà, Khu nhà ở Quốc Hội, Khu đô thị Trung Văn. Trong tương lai khi quy hoạch mở rộng đường Vũ Hữu, Nguyễn Quý Đức, Lương Thế Vinh được triển khai thì giá trị sẽ tăng rất cao.
",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807440.862153, 1, 4, 4, 3
"2,9 tỷ VNĐ",55/x6/8, 30m2, 3,"Bán Nhà Ngọc Thụy - Long Biên* Mô tả :+ Vị trí nhà đẹp, giao thông đi lại thuận tiện, dân cư đông đúc, khu an ninh tốt, xung quanh có đầy đủ tiện ích như: chợ, trường học...+ Nhà chủ tự xây gồm 2 ngủ, 1 phòng khách, 1 phòng thờ.+ Sổ đỏ đẹp, sẵn sàng giao dịch. Gia đình thiện chí bán có thương lượng và gia lộc, thông tin nhà hoàn toàn đầy đủ và chính xác.+ Anh/Chị có nhu cầu mua nhà liên hệ em Quyết chuyên nhà đất thổ cư để được tư vấn và xem nhà hoàn toàn “MIỄN PHÍ”+ Vui lòng Liên hệ: Mr. Quyết (Quyết Thổ Cư Long Biên), điện thoại/ Zalo: 0374148382 (không tiếp trung gian, quảng cáo).",20/08/2022,Tin thường,batdongsan_so_com_vn_1673807442.2065566,, 4, 3, 2
