price,address,Diện tích,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"2,4 tỷ VNĐ","Đường bồ đề, Bồ Đề, Long Biên", 31m2, Đông nam, 3, 2, 4, 3, 4," Vì World cup nên phải bán nhà... đau quá  Cần bán gấp nhà Ngọc Lâm. Diện tích 31m², nhà 4 tầng, MT: 3.5m, giá: 2.4 tỷ.   Giao thông vô cùng thuận tiện - Chỉ 5 phút qua trung tâm Hà Nội.   Nhà đẹp còn rất mới có thể về ở luôn không phải sửa chữa gì.   Căn nhà nằm đoạn giữa phố, với đủ mọi tiện ích chỉ trong vài bước chân.   Nhà gần Trường học cấp 1,2 Ái Mộ, cấp 3 Nguyễn Gia Thiều trẻ em đi bộ tới trường.   Cách chợ lớn Gia lâm 300m, chỉ vài bước chân ra phố xá cực kỳ sầm uất buôn bán kinh doanh không thiếu mặt hàng gì.   Hiện trạng đang là 2 nhà 3 tầng xây dựng chắc chắn, Ở một nhà, 1 nhà cho thuê cũng 4 triệu / tháng.  Liên hệ: Mr Khanh.  Điện thoại: 0936 018 488 - 0977 811 387.  Để được tư vấn và xem chi tiết căn nhà.",27/12/2022,Tin thường,batdongsan_so_com_vn_1673782002.8703632
"2,47 tỷ VNĐ",Minh Khai - Hà Nội, 70m2,,,,,,,"Vị trí đắc địa nhất nhì khu vực Hai Bà Trưng , gần ngã  tư  Mai Động  ba bước sang Time City, vài phút ra bờ hồ , thuận tiện di chuyển  ra các bệnh  viện lớn như  Thanh Nhàn , Ung  bướu  , Bạch Mai ,… cũng  như các trường  đại học  lớn như  Bách Khoa , Xây Dựng , Kinh Tế  Quốc  Dân…. Đường  Minh Khai hiện nay đã quy hoạch ổn định, thêm cầu Vĩnh Tuy 2 đang được xây dựng thần tốc kết nối nội ngoại thành giá đất trong khu vực chỉ có lên chứ không có xuống ,..ngõ nhà thông , xung quanh điện đường , trường , trạm đủ cả vừa ở vừa kinh doanh là hết ý . Nhà ở rất lộc chủ nhà làm ăn cực kỳ phát đạt đã cọc tiền mua nhà phố  để làm ăn nên cần bán gấp cực kỳ thiện trí gia lộc cho khách hữu duyên giá chào  2.47  tỷ. Chi tiết LH: em Nhật 0977194820 (Chuyên Nhà đất Thổ cư).Lưu ý:- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý ",26/12/2022,Tin thường,batdongsan_so_com_vn_1673782003.9908724
27 tỷ VNĐ,"Đường Hàng Da, Cửa Đông, Hoàn Kiếm", 33m2,, 4, 30, 3, 4, 3,"
    💥 Bán Nhà Mặt phố cổ Hàng Da, Hoàn Kiếm, 33m2 3T MT 3.5m, KD Đỉnh cao, Chỉ 27 Tỷ 💥⭕️ LH NGAY 0982833366 ---------------------------- BÁN NHÀ MẶT PHỐ VIP HÀNG DA - CỬA ĐÔNG - HOÀN KIẾM - KD ĐỈNH CAOMẶT PHỐ CỔ - XÔ ĐỔ MỌI GIỚI HẠN - VỊ TRÍ ĐẸP VỈA HÈ - GẦN HỒ  GƯƠM+ Trung tâm Hoàn Kiếm vỉa hè, đường 2 chiều. + Kinh doanh tấp nập, phố sang trọng, ít nhà bán. + Nhà hiện tại 3 tầng, đang cho thuê kinh doanh+ Sổ đẹp để két, chủ thiện chí, giá thương lượng.---------------------------- 🚀 GIÁ CHỈ: 27 TỶ (ẢNH THẬT-THÔNG TIN THẬT-NHÀ THẬT-GIÁ THẬT)---------------------------- ☎️ LH: PHƯƠNG_NHÀ_PHỐ    0982833366    ZALO 0902223785 (Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...
",26/12/2022,Tin thường,batdongsan_so_com_vn_1673782005.197157
"2,8 tỷ VNĐ","Đường Đội cấn, Cống Vị, Ba Đình", 30m2,, 35, 3, 3, 2, 2,"Nhà mặt ngõ đội cấn : 30m x 3 tầng MT 3,5 m giá chào 2,8 tỉ Mô tả: + Trung tâm quận Ba Đình, ngập tràn tiện ích, nhà cách ô tô tránh 68m, cực gần mặt phố, cách hồ Tây 1km, trường học, chợ ngay bên cạnh. + Nhà 3 tầng chắc chắn, chủ tự xây tâm huyết.  Thiết kế:Tầng 1: Để xe, khách, vệ sinh, tầng lửng (có thể ngủ được)Tầng 2: Phòng ngủ, vệ sinh.Tầng 3: Sân phơi, bếp. + Sổ đỏ đẹp sẵn sàng giao dịch. mọi chi tiết xin liên hệ : 0853541669",26/12/2022,Tin thường,batdongsan_so_com_vn_1673782006.795042
36 tỷ VNĐ,"Đường Ngọc Khánh, Giảng Võ, Ba Đình", 100m2,, 5, 1, 5, 5, 5,"Bán nhà 5 tầng mặt phố Ngọc Khánh Mặt tiền 5 m, giá 36 tỷ.  + Đường rộng, vỉa hè 2 bên.  + Đối diện Vinhome Gallery.  + Đường ô tô chạy 2 chiều, đường rộng 30 m.  Thiết kế:  + Tầng 1 thiết kế thông sàn kinh doanh.  + Tầng 2,3,4: mỗi tầng 2 phòng, vệ sinh giữa.  + Tầng 5: phòng thờ, sân phơi.  Sổ chính chủ sẵn sàng giao dịch.  Diện tích 100 m2.  Mặt tiền 5 m.  Giá 36 tỷ. Liên hệ: 0943.313.686",26/12/2022,Tin thường,batdongsan_so_com_vn_1673782007.8476996
3 tỷ VNĐ,"Đường Phúc Lợi, Phúc Lợi, Long Biên", 40m2,, 4, 5, 4, 3, 3,"Bán nhà Phúc Lợi, ô tô, dt 40m, nhà 4 tầng, giá hơn 3 tỷ. NHÀ ĐẸP DÂN XÂY - NGÕ THÔNG - Ô TÔ ĐỖ CỬA - TIỆN ÍCH NGẬP TRÀN - AN SINH ĐỈNH. 🏫 Vị trí nhà gần Vinhomes riverside, chợ, trường học các cấp gần ngay nhà. Tiện ích ngập tràn. 🏘️ Ngõ thông, ô tô đỗ cửa  🏘️ Nhà dân xây 4 tầng đẹp, khung cột bê tông chắc chắn, 3 ngủ. - Tầng 1 : Sân cổng để xe + Phòng khách + Bếp+ wc  - Tầng 2 + 3 : Mỗi tầng 2 phòng ngủ+ wc  - Tầng 4 :phòng thờ + sân phơi. LH: Giang Bất động sản: Chuyên thổ cư , Đất nền, Chung cư, Tư vấn phong thủy, Hỗ trợ ngân hàng. Hỗ trợ thiết kế nhà.  Tuyển dụng đào tạo Bất Động Sản chuyên nghiệp. Nhận mua bán, ký gửi nhà.2275/26197/1241 #Phucloi ",26/12/2022,Tin thường,batdongsan_so_com_vn_1673782008.9033716
"4,8 tỷ VNĐ","Lai Xá, Kim Chung, Hoài Đức, Hà Nội.", 68m2,, 5,,,,,"Chủ cần bán mảnh đất dịch vụ tại Lai Xá, Kim Chung, Hoài Đức, Hà Nội. + Vị trí đẹp tuyệt vời, nằm sát cổng khu đô thị Hinode Royal Park + Diện tích: 68m2, mặt tiền: 5m , giá 4.8 tỷ + Sát QL32, đường rộng thênh thang, ô tô tránh thoải mái, kinh doanh làm văn phòng công ty đỉnh của chóp, tiện ích bao quanh không thiếu gì. + sổ đỏ phân lô đẹp, sẵn sàng giao dịch Quý khách có nhu cầu vui lòng liên hệ Mrs. Bích Phượng: 0915568218 / 0834081167",26/12/2022,Tin thường,batdongsan_so_com_vn_1673782010.106965
3 tỷ VNĐ,"Đường Yên Hòa Đại Mỗ, Đại Mỗ, Nam Từ Liêm", 32m2,, 4, 4, 5, 4,,"+ Chính chủ cần bán căn nhà xây tâm huyết để ở, nay do chuyển công tác, lên chuyển về mua gần chỗ làm việc, để tiện sinh hoạt lên rất cần bán. + Vị trí đắc địa,rất hiếm nhà bán, điện tích 32 m2 x 5 tầng giá nhỉnh 3 tỷ có thương lượng với ai thiện trí mua sớm.  + Nhà thiết kế, tầng 1: bếp + phòng khách + wc + Tầng 2 và 3: 4 phòng ngủ và wc. + Tầng 5 phòng thờ, sân phơi. + Sổ đỏ phân lô trước sau như 1, giao dịch ngay. + LH;Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7",26/12/2022,Tin thường,batdongsan_so_com_vn_1673782011.1383657
3 tỷ VNĐ,"Đường Ngọc Trục, Đại Mỗ, Nam Từ Liêm", 35m2,, 4, 3, 5, 4,,"+ Vị trí đắc địa, hiếm nhà bán, diện tích    35 m2 x 5 tầng giá nhỉnh 3 tỷ.  + Khu dân trí cực cao xung quanh toàn toà nhà và CC cao cấp, giáp đường Lê Văn Lương, Hà Đông, Thanh Xuân. + Nhà lô góc thoáng sáng thiết kế công năng sử dụng rất hợp lý  + Sổ đỏ phân lô trước sau như 1, giao dịch ngay. + LH;Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7  ",26/12/2022,Tin thường,batdongsan_so_com_vn_1673782012.7909515
"3,9 tỷ VNĐ","Đường Lê Trọng Tấn, Khương Mai, Thanh Xuân", 36m2,, 4, 2, 4, 4, 3,"CHÍNH CHỦ CẦN BÁN GẤP NHÀ PHỐ LÊ TRỌNG TẤN. Diện tích 36m2, nhà tự xây 4 tầng kiên cố, thiết kế hiện đại, thoáng mát, nội thất đầy đủ, xung quanh tiện ích đầy đủ, chỉ cần xách va li về ở ngay.  Nhà nằm trong khu phân lô cao cấp Quân Đội dân trí cao an ninh tuyệt đỉnh. Thông ra các tuyến phố Nguyễn Viết Xuân, Nguyễn Ngọc Nại, Vương Thừa Vũ, Cù Chính Lan, Tô Vĩnh Diện…  Sổ đỏ nở hậu, sẵn sàng giao dịch. Giá nhỉnh 3.9 tỷ (có thương lượng).  Xem nhà trực tiếp liên hệ: Phạm Thu - 0393149812. ",26/12/2022,Tin thường,batdongsan_so_com_vn_1673782013.7712245
