price,address,Diện tích,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
"3,5 tỷ VNĐ/m2",Đường Đại Mỗ- Nam Từ Liêm, 36m2, Đông, 3, 2, 4, 3, 3,"Bán nhà ĐạiMỗ - Nam Từ Liêm,lô góc các phòng đều đón ánh sáng tự nhiên 36m2 x 4T giá chỉ 3.5 tỷ. Vị trí: Nhà trong ngõ gần ngã tư Đại Mỗ - Vạn Phúc, gần trường Quốc Tế Nhật Bản, gần chợ, trung tâm siêu thị, xung quanh tiện ích ngập tràn, hang xóm than thiện + Nhà Đẹp, chủ tâm huyết thuê kỹ sư Thiết kế phong cách hiện đại, đầy đủ công năng, tổng 4 PN, Phòng Khach, Bếp, Phòng thờ, sân phơi... + Nội thất Đẹp, thiết bị hiện đại... + Nhà thuộc khu an ninh tốt, dân trí cao. + Pháp Lý: Sổ đỏ chính chủ, sẵn sàng giao dịch. + Giá bán: 3.5 tỷ ( Có thương lượng ). Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.                                                                                                                                                          - Ms Luyện 0911779569 – Thổ cư. - Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến trên 100 tỷ.  “CHỈ CẦN QUÝ KHÁCH CÓ NHU CẦU _ VIỆC CÒN LẠI HÃY ĐỂ CHÚNG TÔI”",16/05/2022,Tin thường,batdongsan_so_com_vn_1673824618.987237
250 triệu VNĐ,"Thôn 6, Ba Trại, Ba Vì, Hà Nội", 1745m2, Đông nam, 12, 25,,,,"
    
- Chính chủ mở bán lô đất 45.6m mặt đường Tỉnh Lộ 91.- Đc: Thôn 6, xã Ba Trại, Ba Vì, Hà Nội.- Dt: 1745m2, có 200m2 đất ở (đã trừ hành lang giao thông 25m).- Cách hồ Suối Hai 200m, giao thông thuận tiện, khu dân cư đông đúc, xung quanh có nhiều hàng quán kinh doanh.- Đất giáp hội trường thôn 6, cách cây xăng và Tỉnh Lộ 86: 100m, cách chợ Ba Trại, trường cấp 1,2,3, ủy ban xã, trạm y tế: 700m.- View đẹp thoáng, phù hợp kinh doanh xây dựng nhà xưởng.Giá: 250 triệu/ mét mặt tiền.Liên hệ chính chủ: 0975349726.

 
",16/05/2022,Tin thường,batdongsan_so_com_vn_1673824620.0344367
5 tỷ VNĐ,Chính Kinh-Nhân Chính-Thanh Xuân, 55m2,, 5,, 5,,,"+Trung tâm quận Thanh Xuân, thông sang nhiều đường và Trường Đại học lớn.+Vị trí đắc địa, 5 phút ra Royal City, gần bện viện, chợ, công viên.+Nhà chủ xây tâm huyết để ở, nội thất cao cấp, khách mua về ở ngay.+Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sằng dao dịch.LH: Em Hoan, 0925088355, chuyên thổ cư Hà Nội, nhiệt tình, vui vẻ dẫn khách, miễn phí xem nhà 24/7.",16/05/2022,Tin thường,batdongsan_so_com_vn_1673824620.9928718
"4,4 tỷ VNĐ","Khương Hạ, Thanh Xuân, Hà Nội", 38m2,, 3,, 5, 3, 4,"NHÀ ĐẸP – VIP, KHƯƠNG HẠ – THANH XUÂN, NGÕ THÔNG Ô TÔ, 4.4 TỶ Ngõ phố Khương Hạ – Thanh Xuân, nhà mới, đẹp về ở luôn. Ngõ thông, khu vực văn minh, gần trường Tiểu học và THCS Khương Hạ, hồ Khương Hạ, thong Khương Trung, Bùi Xương Trạch, Lê Trọng Tấn … Khu vực hạ tầng tiện ích đầy đủ, dân trí cao. Phù hợp gia đình về ở luôn Sổ đỏ chính chủ, giao dịch ngay. Thương lượng trực tiếp. Liên hệ: 0918120568",16/05/2022,Tin thường,batdongsan_so_com_vn_1673824622.2445302
"1,68 tỷ VNĐ","Lĩnh Nam, Hoàng Mai, Hà Nội", 15m2,, 3,, 5, 2, 3,"Lĩnh Nam. Hoàng Mai. Nhà nhỏ có võ. Ô tô đỗ cửa. Mua nhà tặng nội thất Mô tả: Cách phố vài chục mét, trước nhà ngõ rộng 4m thoáng vĩnh viễn. Nhà thiết kế cầu thang cuối, tầng 1 phòng khách bếp, vệ sinh. Tầng 2,3 mỗi tầng 1 phòng ngủ. Tầng 4 phòng thờ, sân phơi. Tầng 5 tum. Sổ đỏ chính chủ, sẵn sàng giao dịch.   Hồng Anh: 0902224699 , chuyên thổ cư HOÀNG MAI & HAI BÀ TRƯNG Nếu anh chị quan tâm và thiện chí đi xem căn nhà em đang bán. Xin vui lòng liên hệ số điện thoại : 0902.224.699/ 0777.24.3979 . Trân trọng!",16/05/2022,Tin thường,batdongsan_so_com_vn_1673824623.8802433
34 tỷ VNĐ,Đường Trần Khánh Dư phường Bạch Đằng, 136m2,, 7, 30, 2, 2, 3,"Chính Chủ Bán Nhà Mặt Phố Trần Khánh Dư, Bạch Đằng, 136m2, 2 Tầng, Mặt Tiền 7,5m, Giá Đầu Tư, *&* Em ""Hoa Hậu"" đẹp như em ""Lan"" đột biến !!! 🔥 Mặt phố Trần Khánh Dư, Hà Nội. DT 136 m2, mặt tiền 7.35m, nhà 2 tầng, nở hậu vuông rất đẹp. Hiện đang cho siêu thị thuê giá cao, hợp đồng dài hạn. Giá bán 3x tỷ. (Rất rẻ chỉ hơn 200 triệu/m2 thôi ạ!)LH: Mr.Hưng: 0936.355.355",16/05/2022,Tin thường,batdongsan_so_com_vn_1673824625.1329918
"3,3 tỷ VNĐ",NGỌC THỤY LONG BIEN HN, 31m2,,,,,,,"Em Trai nhờ bán gấp, nhà 5 Tầng MT 6.5m, giá nhỉnh 3 tỷ. + Vị trí tuyệt đẹp, cách mặt phố Ngọc Thụy vài bước chân, đường ô tô vào tới tận nhà. + Khu dân trí cao, an ninh tốt, đường phân lô, ô tô chạy vòng quanh, thừa hưởng mọi tiện ích như Mipec, Bệnh viện Tâm Anh, Chợ Ngọc Thụy, Trường C1,2 Ngọc Thụy, C3 Nguyễn Gia Thiều. + Trước nhà thoáng, không có nhà che chắn. + Nhà xây hiện đại, khung cột bê tông kiên cố. LH: Giang 0876357888 để được giá tốt.",16/05/2022,Tin thường,batdongsan_so_com_vn_1673824626.2859511
"13,5 tỷ VNĐ",Đường Khúc Thừa Dụ phường Dịch Vọng, 58m2,, 8, 3, 7, 12, 12,"Nhà nằm trong khu vực Dân cư đông đúc, Dân cư dân trí cao. Gần các trường ĐH như Bưu chính viễn thông , ĐH Thủ Đô Hà Nội. Công Viên Cầu Giấy , Công Viên Nghĩa Đô....,giao thông vô cùng thuận tiện , tiếp giáp các trục đường như :  Trần Thái Tông , Thành Thái, Chùa Hà, Khúc Thừa Dụ , Cầu Giấy , Bưởi ,Láng, Phạm Hùng.Trường học các cấp, TTTM.v..v. Tiện ích ngập tràn. An Ninh , An sinh cực tốt. Nhà xây dựng chắc chắn, thiết kế theo phong cách hiện đại.  2 mặt thoáng ,Kinh Doanh dòng tiền. Căn hộ chung cư Mi Ni , Tổng 12 Phòng khép kín. Thang máy nhập khẩu. DT 58/65T2 x 7T ,MT 8m Tầng 1 Thông sàn , để xe. Tầng 2 - 7 mỗi tàng 2 Phòng khép kín ( FULL Nội Thất ). Pháp lý rõ ràng, Sổ Đỏ sẵn sàng giao dịch ngay. Giá 13.5 tỷ ( Thương lượng ) Liên hệ ngay để được tư vấn, hướng dẫn xem nhà hoàn toàn miễn phí.   ",16/05/2022,Tin thường,batdongsan_so_com_vn_1673824627.2527006
"5,24 tỷ VNĐ","Đường Võ Chí Công, quận Tây Hồ, Hà Nội", 148m2, Đông nam,,,, 4, 2,"Chỉ 5,24 tỷ sở hữu ngay căn hộ 3 ngủ+ 148m, thanh toán trước 1,57 tỷ (30%) ký hợp đồng mua bán. Chính sách chiết khấu 3%, miễn 2 năm phí dịch vụ, sổ đỏ vĩnh viễn.📍Địa chỉ: Khu đô thị Ciputra, đường Võ Chí Công, quận Tây Hồ, Hà Nội☎Văn phòng bán hàng - Hotline Em Vân Anh: 0977 568 223 📚Chính sách ưu đãi- Thanh toán 30%GTCH được ký hợp đồng mua bán- Hỗ trợ vay 50%GTCH lãi suất 0% 12 tháng- Chiết khấu 3%GTCH- Miễn 2 năm phí dịch vụ- Sổ đỏ lâu dài 🌷Đặc điểm căn hộ- Thiết kế đa dạng- Phòng ngủ rộng rãi- Nội thất cơ bản liền tường- View nội khu yên tĩnh, không khí trong lành 🌱Loại hình căn hộ- 2 ngủ: 84,3m và 85,67m- 3 ngủ: 126m và 168,1m- 4 ngủ: 147,91m- Duplex: 250m, 255m và 295m",16/05/2022,Tin thường,batdongsan_so_com_vn_1673824628.4485023
16 tỷ VNĐ,MP Tân Mai, 60m2, Đông nam, 4, 8, 6, 6, 5,"Bán nhà phố Tân Mai.Hoàng Mai DT 60m2 x 6T thang máy lô góc giá 16 tỷ.Nhà xây mới 6T thiết kế theo phong cách Tân Cổ Điển hiện đại, bao gồm.Tầng 1: Sân để xe, tầng 1 thông sàn có thể làm siêu thị, hoặc showroom.Tầng 2,3 thiết kế 2 phòng ngủ lớn, vệ sinh khép kín. Tầng 4 thiết kế 2 phòng ngủ, vệ sinh giữ, các phòng tràn ngập ánh sáng. Tầng 5 là Bếp, phòng khách, phòng ăn. Tầng 6: Phòng thờ và sân phơi. Nhà xây mới, lô góc, mặt đường lớn, có thang máy. Kinh doanh tấp nập. Vị trí gần Hồ Đến Lừ, phố Tân Mai, KĐT Luis. Gần nhiều trường ĐH lớn. SĐCC, Giá bán 16 tỷ. có thương lượng liên hệ chị Yến ĐT:0702138238",16/05/2022,Tin thường,batdongsan_so_com_vn_1673824629.3740258
