price,address,Diện tích,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id
,ngõ 486 cổ nhuế bắc từ liêm hà nội, 40m2, Đông bắc, 5, 8, 5, 4, 4,"Cực sốc, oto vào nhà tại Cổ Nhuế 1p ra Phạm Văn Đồng 35m2x5T.Vị trí siêu hiếm hoi - khu phân lô - ô tô 9 chỗ chạy vòng quanh - đi bộ ra trường Đoàn Thị Điểm.Khu trung tâm phố tiện lợi: Mua sắm, chợ, vinmart, siêu thị, nhà hàng ăn uống.Di chuyển 1p ra Phạm Văn Đồng, vài km ra trung tâm phố lớn: Hoàng Quốc Việt, Trần Cung, Hồ Tùng Mậu, cầu Thăng Long, CV Hòa bình...Xung quanh có 5 trường Đh lớn: Hv Tài chính, đh MỎ, HV cảnh sát, trường đào tạo cán bộ, học viện Nông nghiệp, Y tế Cộng đồng.. - Diện tích: Sổ đỏ 35m2. Đua ra được 38m2.- Giá bán: 4.35 tỷ.- Tầng 1: Phòng khách + bếp + wc. (gara ô tô).- Tầng 2,3,4: 1 phòng ngủ rộng + có ban công.- Tầng 5: Phòng thờ + sân phơi.* Sổ đỏ pháp lý đầy đủ - sẵn sàng giao dịch.trời ơi! cực hiếm luôn đó khách hàng liên hệ ngay cho em sơn 0346703890",16/06/2022,Tin thường,batdongsan_so_com_vn_1673818752.1079788
"2,95 tỷ VNĐ","PHỐ THUỴ PHƯƠNG , BẮC TƯ LIÊM, HÀ NỘI", 35m2, Đông nam, 5, 35, 5, 4, 4,"  Bán nhà riêng mặt ngõ Phố Thụy Phương, Quận Bắc Từ Liêm, Thành Phố Hà Nội.- DT nhà 35m2 x5 tầng, ngõ thông các hướng, tiện ích xung quanh  đầy đủ  Nhà được thiết kế như sau:+Tầng 1: phòng khách, bếp, vệ sinh phụ+Tầng 2,3,4: Mỗi tầng 1 phòng ngủ rộng, vệ sinh rộng+Tầng 5: Phòng thờ, sân phơi rộng- Nhà nằm ở vị trí trung tâm phường Thụy Phương, Gần UBND Phường Thụy Phương, Gần Chợ Kẻ Vẽ, Vị trí nhà cách cầu Thăng Long 200m, Ngõ thông các hướng đi như Cổ Nhuế, Phạm Văn Đồng, cầu Nhật Tân, Đại Học Mỏ Địa Chất, Học Viện Tài Chính, Đại Học Tài Nguyên Môi Trường, Đại Học tài Chính Ngân Hàng..........giao thông thuận tiện, gần kề là hệ thống trường, chợ, siêu thị... Tiện ích đầy đủ quá phù hợp với hộ gia đình sinh sống lâu dài.- Nội thất: Đầy đủ nội thất, điều hòa các phòng, tủ âm tường các phòng, bếp , tủ bếp, thiết bị vệ sinh inax, bình nóng lạnh các tầng đầy đủ, cửa thông phòng và sàn gỗ gia đình về chỉ sẵn ở luôn.- Giá 2.5 Tỷ, (Có thương lượng và bao sang tên sổ đỏ)+ Liên hệ xem nhà miễn phí:Em SƠN 0346703890",16/06/2022,Tin thường,batdongsan_so_com_vn_1673818753.6228025
"8,08 tỷ VNĐ",Sơn Đồng, 150m2,,,,,,," BÁN NHÀ NGÃ TƯ SƠN ĐỒNG HOÀI ĐỨC 150M MẶT 12m 2 THOÁNG Ô TÔ 8 TỶ Khu vực đang phát triển nhanh như giá Xăng. Không sử dụng đến Gia đình cần bán nhà 150m  hai mặt thoáng Ô tô đỗ ngày đêm. Gần các trường Đại Học, trung học , tiểu học , mầm non, Khu đô thị, Y  tế.. Sổ đẹp cất tủ, sang tên nhanh gọn Thiện trí xem nhà gọi cho tôi Anh Đức 0898839292",21/06/2022,Tin thường,batdongsan_so_com_vn_1673818754.5094314
"6,6 tỷ VNĐ",Nguyễn Lân, 47m2,, 6,, 4, 4,,"- Vị trí đẹp, gần các tuyến đường lớn Trường Chinh, Giải Phóng, Lê Trọng Tấn… gần chợ, trường học các cấp: ĐH Quốc gia, ĐH Xã hội Nhân văn… gần bệnh viện, trung tâm thương mại Vincom plaza, Royal City, Times City…- Nhà phân lô quân đội, ngõ thông 2 đầu, ô tô đỗ cách nhà vài bước chân, nhà cách mặt phố Nguyễn Lân khoảng 80m. Ô tô vào, kinh doanh đỉnh: văn phòng, spa,…- Thiết kế đẹp, hiện đại, chắc chắn, đầy đủ công năng: phòng khách, phòng thờ, phòng ngủ, bếp, sân phơi…- Sỏ đỏ chính chủ, sẵn sàng giao dịch.- Giá: 6.6 tỷ (có thương lượng với chủ nhà)Liên hệ: Em Chinh - 094 955 9693 (zalo/sms) để được tư vấn và hỗ trợ miễn phí.",21/06/2022,Tin thường,batdongsan_so_com_vn_1673818755.6832917
"1,9 tỷ VNĐ",Đường Xuân Nộn phường Xuân Nộn, 55m2,, 4,,,,,"
    Đường trước đất ô tô phi ầm ầm, giá đầu tư.Thông tin thửa đất:- Đường vào: 6m.- Bán kính 3km sân vận động, khu vui chơi, chợ, bệnh viện, trường các cấp và trường công nghệ cao hàn việt và nhiều tiện ích.- Lh Em: Quảng 0966262696 xem và tư vấn miễn phí 24/7.
",21/06/2022,Tin thường,batdongsan_so_com_vn_1673818756.84319
"6,4 tỷ VNĐ",Vũ Trọng Phụng - Thanh Xuân, 37m2,, 3,, 5, 4, 4,"MẶT PHỐ TRUNG TÂM QUẬN THANH XUÂN, 5 TẦNG 37 M2 – 6.4 TỶ Bán nhà mặt phố khu vực Nguyễn Trãi – Thanh Xuân – Quan Nhân. Nhà 5 tầng 37m2 kinh doanh vô địch. Khu vực dân cư đông đúc, cuộc sống nhộn nhịp, kinh doanh tấp nập ngày đêm Sổ đỏ chính chủ sẵn sang giao dịch. Chủ thiện chí thương lượng Liên hệ: K.S Phương – 0918120568 để được xem nhà và tư vấn",21/06/2022,Tin thường,batdongsan_so_com_vn_1673818758.3761353
535 triệu VNĐ,Đường Ngọc Khánh phường Ngọc Khánh, 35m2,, 6, 1, 5, 4, 1,"+Diện tích 35m2 x 5 tầng, mặt tiền 3,5m. +Sổ đỏ chính chủ, pháp lý chuẩn. +Giá 5.35 tỷ. -Hoàn thiện full nội thất, khách mua chỉ việc xách vali về ở ngay. -Nhà mới tự xây, thiết kế hiện đại và sang trọng, tối ưu công năng sử dụng. -Vị trí đắc địa, không lỗi phong thủy, nhà vượng khí tài lộc. -Nhà thiết kế không gian rộng, thoáng, tổng 4 phòng ngủ rộng rãi, thoáng mát, phòng nào cũng có cửa sổ đón ánh sáng tự nhiên. -Ngõ to, rộng, thẳng tắp cách mặt phố Ngọc Khánh chỉ 30m, có thể kinh doanh online cực đỉnh. -Giao thông thuận tiện thông thương: Kim Mã, Giảng Võ, Liễu Giai, Nguyễn Chí Thanh, Nguyễn Công Hoan, Láng Hạ,….giao thông thuận tiện. -Khu vực dân trí cao, an ninh tốt, hàng xóm thân thiện. -Xung quanh nhà là trường học các cấp, TTTM, siêu thị, công viên, bệnh viện, các công ty văn phòng đại diện, khách sạn, trung tâm chăm sóc sức khỏe,…. -Khu vực trung tâm Ba Đình, quy hoạch ổn định, cơ sở hạ tầng đầy đủ và đồng bộ, tiện ích ngập tràn. Liên hệ Trang để được tư vấn và xem nhà miễn phí: 0968588737.",21/06/2022,Tin thường,batdongsan_so_com_vn_1673818759.6073542
"2,1 tỷ VNĐ",Đường Đại Lộ Thăng Long phường Mễ Trì, 62m2,, 6, 1, 1, 2, 1,"
    Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
Do nhu cầu chuyển đổi công tác tôi muốn bán căn hộ 2PN-1VS G3 Vinhomes Green Bay:Nội thất cơ bản làm đẹp ở lâu dài.
",21/06/2022,Tin thường,batdongsan_so_com_vn_1673818760.6715071
2 tỷ VNĐ,Đường Giáp Nhất phường Quan Nhân, 120m2,,, 1, 1, 1, 1,"+ Vị trí nằm Phố Giáp Nhất, Thanh xuân, xung quanh nhiều tiện ích, sân chơi, trường học, bệnh viện, siêu thị,Thể dục thể thao, giải trí... + Quý Khách Quan Tâm, Để được tư vấn, xem nhà hoàn toàn miễn phí Liên hệ: Anh Vượng:  0912949598. Bất Động Sản Đống đa Sổ Đỏ Chính Chủ Sẵn sàng giao dịch, Hỗ trợ tư vấn Pháp  lý, Đàm Phán.",21/06/2022,Tin thường,batdongsan_so_com_vn_1673818761.9201658
"4,347 tỷ VNĐ",Đường Nguyên Khê phường Nguyên Khê, 92m2,, 5,,,,," Bán đất đấu giá Cán Khê Nguyên Khê Đông Anh:
Diện tích: 92.6m2.
Mặt tiền: 5m.
Đường rộng 5,5m + Vỉa hè.
Bên cạnh là đường bìa làng 17m, vỉa hè 5m mở thông sang Khu đô thị Nguyên Khê.
Phía sau là đường Quy hoạch 40m sắp triển khai.
Gần khu tổ hợp công viên cây xanh, bãi thể thao, bãi đỗ xe đang thi công.
Bên cạnh là dự án Khu đô thị ALS City.
Cách Khu Đô Thị Nguyên Khê 300m.
Cách UBND xã 500m.
Các dự án mở đường sát khu đều sắp triển khai.
Giá thì vẫn thấp so với các khu khác, tiềm năng đầu tư rất lớn.
Đất đấu giá pháp lý đảm bảo, quy hoạch đồng bộ,
 Em Linh 
Tư vấn nhà đất Đông Anh miễn phí
Kiểm tra quy hoạch mới nhất giá rẻ
",21/06/2022,Tin thường,batdongsan_so_com_vn_1673818763.0690925
