price,address,Diện tích,Mặt tiền,Lộ giới,Details,Ngày đăng,Loại tin,id,Số tầng,Số phòng ngủ,Số toilet
"3,65 tỷ VNĐ","Đường Hoàng Mai, Tân Mai, Hoàng Mai", 95m2, 10, 1,"Bán Chung Cư Housinco Premium 288 Nguyễn Xiển 95m2 giá 3.65 tỷ Thanh Xuân .CHUNG CƯ VIP - NHIỀU TIỆN ÍCH - CĂN GÓC - 3 PHÒNG ĐỀU CÓ CỬA SỔ THOÁNG MÁT. + Vị trí nằm toạ lạc trên đường trục chính vành đai 3. Căn nhà mình bán nằm mặt đường vành đai 3 cực thoáng. + Căn hộ thiết kế 3 pn 2 vs. Gồm 1 phòng ngủ khép kín và 2 phòng đơn. + Đặc điểm căn nhà là lô góc 2 mặt thoáng. 3 phòng ngủ đều có cửa sổ quay ra mặt đường. Phòng khách ban công nhìn sang chung cư Eco Green+ Tiện ích xung quanh ko thiếu thứ gì. Bước chân sang Chung cư Eco Green đầy đủ tiện nghi. + Toà nhà vừa bàn giao đầu năm .+ Chủ nhà để lại toàn bộ nội thất, khách mua chỉ việc xách vali về ở+ Toà nhà đã có sổ. Liên hệ Ms Ngọc 0329399233.",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792072.1608653,,,
"8,8 tỷ VNĐ","Đường Láng, Láng Thượng, Đống Đa", 34m2, 6, 10,"
    💥 CHỈ 8.8 TỶ - NHÀ ĐƯỜNG LÁNG 34M2 6T MT 6M THANG MÁY  LÔ GÓC Ô TÔ TRÁNH GARA 💥 ⭕️ LH NGAY 0982833366 (SIÊU PHẨM ĐỐNG ĐA)---------------------------- SIÊU PHẨM ĐỐNG ĐA, LÔ GÓC, THANG MÁY, Ô TÔ TRÁNHNhà cách Đường Láng vài chục mét, ô tô tránh. Ô tô quay đầu cách nhà 5m. Nhà mới kính koong.- Diện tích tầng 1 là 34.m, từ tầng 2 rộng 44m2.- Thiết kế sang trọng hiện đại+ Tầng 1: Gara + wc + Tầng 2: Phòng khách + vs + Tầng 3,4,5: Mỗi tầng 1 PN + Vs+ Tầng 6: Bếp + Sân phơi.- Sổ đỏ chính chủ, cất két. ----------------------------🚀 GIÁ BÁN CHỈ: 8.8 TỶ (NHÀ THẬT + THÔNG TIN THẬT + ẢNH THẬT + GIÁ THẬT)---------------------------- ☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785(Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...
",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792073.2659073, 6, 4, 6
"4,15 tỷ VNĐ","Đường Cầu Giấy, Dịch Vọng, Cầu Giấy", 36m2, 4, 3,"
    NHÀ ĐẸP Ở NGAY - NGÕ RỘNG THOÁNG - TRUNG TÂM CẦU GIẤY - AN SINH TUYỆT VỜI
+Vị trí trung tâm Cầu Giấy, ngõ thoáng rộng, sạch sẽ, khu dân trí cao, an sinh tốt, xung quanh tiện ích vô vàn
+ Nhà thiết kế 4 tầng, chắc chắn, hiện đại,
- Tầng 1: Phòng khách, bếp, vs
- Tầng 2,3: Mỗi tầng 2 phòng, vs
- Tầng 4: phòng thờ, sân phơi
+ Sổ đẹp sẵn sàng giao dịch
",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792074.3829746, 4, 4, 3
"7,2 tỷ VNĐ","Đường Đào Tấn, Ngọc Khánh, Ba Đình", 40m2, 4, 1,"
    
NHÀ ĐẸP Ở NGAY - TẶNG FULL NỘI THẤT - VỊ TRÍ TRUNG TÂM THUẬN TIỆN ĐI LẠI
-Nhà dân xây kiên cố chắc chắn , ngõ xe 3 gác. 

-Trung tâm ba đình giao thông thuận tiện đi lại các quận đống đa, cầu giấy , tây hồ, thanh xuân. 
- Giao thương với các phố lớn như : Nguyễn Khánh Toàn, Cầu Giấy , Bưởi , Phan Kế Bính, Kim mã 
- Thiết kế 5 tầng 
Tầng 1 : khách + bếp + Wc. 
Tầng 2 : 1 phòng ngủ + Wc. 
Tầng 3 : 1 phòng ngủ + Wc. 
Tầng 4 : 1 phòng ngủ + Wc. 
Tầng 5 : 1 phòng thờ + Sân phơi. 
Sổ đỏ chính chủ . 
",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792075.4690692, 5, 3, 4
"15,56 tỷ VNĐ","Đường Cầu Giấy, Dịch Vọng Hậu, Cầu Giấy", 85m2, 8, 3,"
    CẦN BÁN CCMN CẦU GIẤY 85M 8T THANG MÁY Ô TÔ NHỈNH 15 TỶ
+ Trung tâm Cầu giấy nhiều trường Đại học lớn như: Đại học Quốc Gia, Sư Phạm, Thương Mại, Báo chí Tuyên truyền..
+ Đường chính lớn Cầu giấy, Láng, Trần Thái Tông, Khúc Thừa Dụ, Nguyễn Văn Huyên...
+ Rất đông sinh viên, người đi làm, Công ty, Văn phòng..
+ Giá thương lượng
+ Sổ đẹp sẵn sang tên, pháp lý sạch, Sang tên nhanh gọn.
+ Gọi Em Đức để chốt giá tốt 0898839292 0812212525.
",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792076.4853497, 8, 22, 4
"3,9 tỷ VNĐ",Cầu am, 30m2, 4,,"CẦU AM HÀ ĐÔNG – Bán nhà 30m x 5 tầng xây mới giá 3.9 tỷ.  ✅ Trung tâm lõi Hà Đông, gần Bưu điện, Chợ Hà Đông, giao thông thuận lợi, tiện ích đủ đầy. ✅ Căn nhà với Diện tích 30m2 x 5 tầng xây mới tinh được thiết kế chắc chắn và hiện đại. Nội thất sịn sò, khách mua nhà chỉ việc xách vali về để ở. ✅ Sổ đỏ chính chủ cất két, giao dịch ngay.Chủ cực thiện chí bán.  ☎️ LH NGỌC SƠN 0812316789 ( Thổ Cư HÀ ĐÔNG ).  + Miễn phí xem nhà, hỗ trợ vay vốn ngân hàng, hỗ trợ pháp lý 24/7, thủ tục nhanh gọn… Xin cám ơn quý khách đã xem bài đăng!",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792077.5326297, 5, 4, 4
"2,3 tỷ VNĐ","Đường Nguyễn Chính, Tân Mai, Hoàng Mai", 22m2, 3, 1,"CC cần bán nhà phố Nguyễn Chính, Hoàng Mai. - Diện tích 22m2, nhà 4 tầng xây dựng chắc chắn. + Tầng 1: Phòng khách, wc + Tầng 2,3: Mỗi tầng 1 ngủ, wc + Tầng 4: Phòng thờ, sân phơi. - Ngõ rộng thông thoáng, lô góc, các phòng ánh sáng tran hòa. - Giao thông thuận tiện gần các phố lớn: Tân Mai, Trương Định, Giáp Nhị,... - Giá 2.3 tỷ có thương lượng - Liên hệ xem nhà: 0962195211.",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792078.454165, 4, 3, 3
"15,56 tỷ VNĐ","Đường Cầu Giấy, Dịch Vọng Hậu, Cầu Giấy", 85m2, 8, 3,"
    CẦN BÁN CCMN CẦU GIẤY 85M 8T THANG MÁY Ô TÔ NHỈNH 15 TỶ
+ Trung tâm Cầu giấy nhiều trường Đại học lớn như: Đại học Quốc Gia, Sư Phạm, Thương Mại, Báo chí Tuyên truyền..
+ Đường chính lớn Cầu giấy, Láng, Trần Thái Tông, Khúc Thừa Dụ, Nguyễn Văn Huyên...
+ Rất đông sinh viên, người đi làm, Công ty, Văn phòng..
+ Giá thương lượng
+ Sổ đẹp sẵn sang tên, pháp lý sạch, Sang tên nhanh gọn.
+ Gọi Em Đức để chốt giá tốt 0898839292 0812212525.
",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792079.619054, 8, 22, 4
"9,25 tỷ VNĐ","Đường Hồ Tùng Mậu, Mai Dịch, Cầu Giấy", 4m2, 6, 3,"
    Nhà Hiếm Bán Nhà Hồ Tùng Mậu, Cầu giấy 100m 4 tầng, Ô tô nhỉnh 9 tỷ
- Vị trí cực đẹp, Gần các trường Đại học Thương Mại, ĐH Sư phạm, ĐH Quốc gia, Trường Múa..
- Giao thông thuận tiện, Ô tô, thông các đường Nguyễn Đổng Chi, Nguyễn Cơ Thạch..
- Tiện ích tràn vào tận cửa. Nhà mới Chắc chắn, rộng thoáng..
- Sổ Hoa Hậu CC, Pháp lý rõ ràng, sang tên nhanh gọn.
- Giá thương lượng, chủ thiện chí.
- Xem nhà, tư vấn, Ngân hàng gọi Mr Đức Nhà Đẹp
",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792080.5485673, 4, 5, 4
"25,5 tỷ VNĐ","Đường Lạc Long Quân, Xuân La, Tây Hồ", 70m2, 6, 6,"- Mặt tiền 6m-Diện tích 66m + Vị trí đẹp, kinh doanh, ô tô vào nhà. + Nhà 7 tầng THANG MÁY. + Nhà thiết kế hiện đại 6phòng ngủ khép kín. -Tầng 1 : gara ô tô + wc. - Tầng 7 là phòng thờ và sân phơi. + Nhà mua để ở hoặc làm văn phòng công ty thì tuyệt vời, kết hợp kinh doanh. + Khu dân trí an ninh tốt, gần chợ, gần trường các cấp, giao thông thuận tiện,đường đi sân bay. +Pháp lý rõ ràng sổ đỏ chính chủ sẵn sàng giao dịch. +Hỗ trợ tư vấn Miễn Phí từ lúc xem nhà đến công Chứng. +Phân khúc từ trăm triệu>> trăm tỷ.",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792081.7593286, 7, 5, 8
