price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
3 tỷ VNĐ,Đường Mậu Lương phường Kiến Hưng, 40m2, 4, 3, 4, 4, 3,"+ Nhà mới xây chưa ở đến nay gia đình muốn xây nhà Thờ cần tiền lên bán nhà giá hơn 3 tỷ. + Mậu Lương làng tôi an sinh đỉnh, hang xóm thân thiện, ngõ thông ngõ đi lại thuận tiệngần viện 103, Học viện Quân Y, KĐT Xa La, Thanh Hà, Văn Phú… Liên Hệ em Hoàng Lường 0973040266 để biết chi tiết",06/07/2022,Tin thường,batdongsan_so_com_vn_1673816117.5220163,
"10,5 tỷ VNĐ",Đường Lâm Hạ phường Gia Thụy, 83m2, 5, 7, 5, 5,,"Cần bán gấp nhà Lâm Hạ Long Biên gần Gia Thụy, Nguyễn Văn Cừ, Nguyễn Sơn.  + Nhà phân lô vuông đẹp đủ tiện nghi xem là mê. + Đường trước nhà 7m xe xịn để ngày đêm, có gara  + Khu vực Phân lô cán bộ phòng không an sinh tốt hàng xóm thân như người nhà. + 82M2 xây 2 phòng 1 tầng rộng đẹp ốp trần gỗ hương cực đẹp.  + Sổ đỏ phân lô trước sau như một   Gọi Mr Hoàn xem là mua 0868246333",06/07/2022,Tin thường,batdongsan_so_com_vn_1673816119.1167498,
3 tỷ VNĐ,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội", 35m2,,, 4,,,"Gia Đình Chuyển Công Tác Bán Nhà Ngọc Thụy, Long Biên 35m2, 4T giá 3 tỷ  Tầng 1 : Phòng khách, bếp, wc Tầng 2,3 : Phòng ngủ, wc Tầng 4 : Phòng thờ, sân phơi + Nhà thiết kế xây dựng chắc chắn, đẹp..trước cửa nhà đường rộng 3m để xe thoải mái, + Môi trường xung quanh tiện ích đầy đủ, Học Viện Hậu Cần, chợ, trường học cấp 1,2 Ngọc Thụy, các tổ hợp dịch vụ sầm uất, từ nhà thuận tiện đi sang KĐT Khai Sơn, trường Quốc Tế Việt Pháp, Cầu Long Biên và các hướng.. + Sổ đẹp vuông vắn, pháp lý rõ ràng.",06/07/2022,Tin thường,batdongsan_so_com_vn_1673816120.3703988,
"1,8 tỷ VNĐ",Đường Biên Giang phường Biên Giang, 33m2, 4, 8, 1, 1, 1,"
    + Diện tích đất 35m mặt tiền 4m, diện tích đẹp thích hợp mọi nhu cầu xây ở hay đầu tư.+ Sổ đỏ có sẵn, pháp lý chuẩn, sang tên trong ngày.để được tư vấn và xem đất trực tiếp miễn phí ạ.
",06/07/2022,Tin thường,batdongsan_so_com_vn_1673816121.5801613,
6 tỷ VNĐ,"Khương Trung, thanh Xuân, Hà Nội", 52m2,,,,,,"_ Vị trí quá đẹp, ngõ ô tô tránh, ô tô phi thẳng tắp sang Vũ Tông Phan. Ngõ thẳng thông, ô tô chạy qua nhà _ Khu vực dân cư đông đúc, thuận tiện đi lại. Tiện ích nhiều vô vàn Thiết kế: _ 4 tầng 1 tum, nhà chính chủ tự xây chắc chắn, thiết kế lệch tầng 5 PN + Tầng 1: Phòng khách + bếp + Tầng 2, 3: Mỗi tầng 2 phòng ngủ, WC + Tầng 4: 1 phòng ngủ, bàn thờ + Tầng 5: Khu vực giặt, sân phơi _ Sổ đỏ chính chủ, sẵn sàng giao dịch Giá: 6 tỷ có thương lượng Liên hệ: Em Phượng: 0362368485; 0964399436",06/07/2022,Tin thường,batdongsan_so_com_vn_1673816123.0073419,
999 triệu VNĐ,Đường 420 xã Bình Yên, 100m2, 4,,,,,"Hiện tại em có một số lô đất khu tái định cư Linh Sơn - xã Bình Yên - Thạch Thất - Hà Nội của chủ đầu tư gửi bán:- Giá cam kết cạnh tranh nhất thị trường Hoà Lạc (Giá chủ đầu tư): Chỉ 19 triệu/m2.- Cơ hội đầu tư với lợi nhuận siêu hấp dẫn: Trên 30%/ năm.- Pháp lý rõ ràng, sổ đỏ trao tay.- Cơ sở hạ tầng đã hoàn thiện, ô tô vào tận nhà, mặt đường trước nhà đều đã được đổ bê tông rộng 7 - 8m, 2 oto tránh nhau thoải mái.- Địa chỉ: Thôn Linh Sơn - Xã Bình Yên huyện Thạch Thất (cách khu Công nghệ cao Láng Hoà Lạc chỉ vài phút di chuyển). Ngay gần các trục đường chính như: Quốc lộ 21, đường Tỉnh Lộ 420, đường cao tốc Láng Hoà Lạc...Chỉ cần bỏ ra số tiền hơn 1 tỷ là đã có trong tay ngay một mảnh đất tại khu vực hot nhất thị trường hiện nay",06/07/2022,Tin thường,batdongsan_so_com_vn_1673816126.9840574,
3 tỷ VNĐ,K2 Cầu DIễn Nam Từ Liêm Hà Nội, 80m2,,,, 2, 2,"𝐌𝐎̛̉ 𝐁𝐀́𝐍 Đ𝐎̛̣𝐓 𝟏 - 𝐂𝐇𝐈̉ 𝐓𝐔̛̀ 𝟏 𝐓𝐘̉ (𝟑𝟎% 𝐆𝐓𝐂𝐇) 𝐒𝐎̛̉ 𝐇𝐔̛̃𝐔 𝐍𝐆𝐀𝐘 𝐂𝐀̆𝐍 𝐇𝐎̣̂ 𝟐𝐏𝐍 𝐓𝐀̣𝐈 𝐓𝐑𝐔𝐍𝐆 𝐓𝐀̂𝐌 𝐌𝐘̃ Đ𝐈̀𝐍𝐇, 𝐇𝐓𝐋𝐒 𝟎% 𝐓𝐑𝐎𝐍𝐆 𝟏𝟖 𝐓𝐇𝐀́𝐍𝐆 !💥Dự án: 𝐇𝐎𝐀̀𝐍𝐆 𝐓𝐇𝐀̀𝐍𝐇 𝐏𝐄𝐀𝐑𝐋—————🔰Đóng 30% GTCH ~ 1 tỷ Ký ngay HĐ🔰Chiết khấu đến 4,5% GTCH 🔰 Ngân hàng Hỗ trợ lãi suất 0% trong 18 tháng, tối đa 40% GTCH.🔰 Bàn giao Full nội thất liền tường nhập khẩu➡️ Tiến độ thanh toán linh hoạt, siêu giãn thành 8 đợt đến năm 2024 Đặt cọc - 30%-10%-10%-10%-10%-25%-5%👉 Giảm tối đa áp lực tài chính. ➡️ Lợi nhuận sinh lời 11-12%/năm__________________________________✅ VỊ TRÍ VÀNG TÂM ĐIỂM KẾT NỐI:🎁Dự án nằm trong khu dân trí cao, cộng đồng văn minh .🎯 Ga Metro.🎯 Trường Đoàn Thị Điểm, Trường Liên Cấp Việt Úc, ...🎯 Trường ĐH Thương Mại, ĐH Quốc Gia Hà Nội, ĐH Sư Phạm Hà Nội🎯 Bệnh viện 198, Bệnh Viện Quốc Tế Hồng Ngọc🎯 Sân vận động Quốc Gia Mỹ Đình.-------------------------💎 TỔNG QUAN DỰ ÁN:✅ Tên Dự Án: HOÀNG THÀNH PEARL✅ CĐT :Công ty CP Đầu Tư & Phát Triển Hoàng Thành.✅ Sản phẩm: 334 căn hộ và 25 Shophouse✅ Quy mô: 14.786 m2, gồm 1 Toà tháp 30 Tầng nổi, 3 Tầng Hầm, Shophouse✅ Hình Thức Sở Hữu: Lâu Dài✅ Bàn Giao: Năm 2024-------------------------𝐇𝐎𝐀̀𝐍𝐆 𝐓𝐇𝐀̀𝐍𝐇 𝐏𝐄𝐀𝐑𝐋 - 𝐍𝐎̛𝐈 𝐓𝐑𝐎̛̉ 𝐕𝐄̂̀ 𝐘𝐄̂𝐔 𝐓𝐇𝐔̛𝐎̛𝐍𝐆📍Vị trí: Số 55, Nguyễn Văn Giáp (Đường K2 cũ), Cầu Diễn, Nam Từ Liêm, Hà Nội☎ Hotline : 0886.320.234",06/07/2022,Tin thường,batdongsan_so_com_vn_1673816128.8475788, Đông nam
"3,9 tỷ VNĐ","Bán nhà tầng 1, ngõ 106 Minh Khai, Hai Bà Trưng, 0983862828", 47m2,,,,,,"Bán nhà tầng 1, ngõ 106 Minh Khai, Hai Bà Trưng, 0983862828 Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội Bán nhà tầng 1, diện tích 47,5 m2  - Khu an ninh tốt, giao thông thuận tiện, dân trí cao - Gần trường, gần chợ, gần TTTM Chợ Mơ, gần các tiện ích xung quanh - sổ đỏ chính chủ riêng biệt - Địa chỉ: Nhà số 3-5 ngõ 106 Minh Khai, Hai Bà Trưng, Hà Nội. - Ngõ xe ba gác quay đầu, nhà cách 7m ra mặt phố Minh Khai, sau có 1 nhà. Giá bán: 3,9 tỷ Liên hệ: chủ nhà 0983862828       http://www.sanbatdongsanviet.com.vn",04/07/2022,Tin thường,batdongsan_so_com_vn_1673816130.230954,
885 triệu VNĐ,Đường Đường 131 phường Quang Tiến, 59m2, 4,,,,,"""="""" !important;="""" border-right:="""" medium="""" none;="""" vertical-align:="""" baseline;="""" white-space:="""" normal;="""" word-spacing:="""" 0px;="""" border-bottom:="""" text-transform:="""" font-weight:="""" normal="""" color:="""" rgb(44,44,44);="""" padding-bottom:="""" font-style:="""" padding-top:="""" padding-left:="""" border-left:="""" orphans:="""" 2;="""" widows:="""" margin:="""" display:="""" block;="""" letter-spacing:="""" line-height:="""" 32px;="""" padding-right:="""" background-color:="""" rgb(255,255,255);="""" text-indent:="""" -webkit-tap-highlight-color:="""" transparent;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" 0px'spanroboto="""" regular"";="""" float:="""" 400;="""" rgb(0,0,0);="""" inline="""" text-decoration-thickness:="""" initial;="""" text-decoration-style:="""" text-decoration-color:="""" initial'nhỉnh="""" 800tr="""" sở="""" hữu="""" ngay="""" 59m2="""" view="""" hồ="""" bắc="""" thượng,="""" đường="""" ô="""" tô="""" 3.3m.="""" spanbrroboto="""" initial'="""">- Mặt tiền 4.6m, hậu 4.61m, chiều sâu 12.5m đường 3.3m ô tô vào tận cửa.- Tiềm năng tăng giá khi khu Công Nghiệp CN3 sắp đi vào hoạt động, sẽ có lượng tăng đột biến CBNV khu công nghiệp về sinh sống và làm việc làm tăng nhu cầu mua đất ở quanh khu vực. Khi mà giá đất tại xã Mai Đình (cạnh khu CN) đã lên cao thì lựa chọn đầu tư tại xã Quang Tiến cách khu CN 1km vẫn là lựa chọn an toàn và tiềm năng.
",06/07/2022,Tin thường,batdongsan_so_com_vn_1673816131.441664,
"7,15 tỷ VNĐ",Tư Đình, 55m2,,,,,,"+ Vị trí cực đẹp, gần sân golf Long Biên.+ Nhà phân lô của Lữ đoàn 144 cấp cho cán bộ. Ô tô tránh, đỗ ngày đêm, khu vực phát triển từng ngày.+ Đường thông Cổ Linh, Đàm Quang Trung, đi bộ ra Aeon mall.+ Khu dân trí cao, an ninh cực tốt, Lính gác bên cạnh suốt ngày.+ Thiết kế 3 tầng, đang ở tầng 1. Hai tầng trên hiện còn xây thô chủ mới về hoàn thiện nốt, móng cọc cực chắc chắn, giấy phép xây dựng 6 tầng,+ Sổ đỏ sẵn sàng sang tên ",06/07/2022,Tin thường,batdongsan_so_com_vn_1673816132.690325,
