price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng,Lộ giới
4 tỷ VNĐ,"858 Kim Giang, Thanh Liệt, Thanh Trì, Hà Nội", 45m2, 4, 5, 5, 5,"Nhỉnh 4 tỷ có ngay nhà đẹp, ở luôn, 2 thoáng Kim Giang. Chủ tặng lại toàn bộ nội thất, khách chỉ việc về ở luôn. Diện tích rộng 45m2 x 5 tầng.  Mô tả: + Nhà rất mới đẹp long lanh, sàn gỗ, các phòng đầy đủ nội thất, mới xịn xò, hai mặt thoáng trước sau nên các phòng thoáng cực thoáng. + Nhà cách đường Thanh Liệt ô tô tránh 50m, kinh doanh sầm uất,  gần công viên The manor... Do cần tiền đầu tư kinh doanh nên bán đi dù rất tiếc. Thương lượng giá cho khách có thiện chí.  T1: Để xe, phòng bếp. Tầng lửng: Phòng khách. T 3,4: 4 phòng ngủ, vs. T5: Phòng thờ, sân phơi. + Sổ đỏ vuông đẹp, chủ gửi ngân hàng giữ hộ. Giá nhỉnh 4 tỷ  có thương lượng. LH: 0367819123 để làm việc trực tiếp với chủ nhà  ( miễn MG)",27/03/2022,Tin thường,batdongsan_so_com_vn_1673829102.6660197,,
15 tỷ VNĐ,Hà Nội, 65m2,,,,,"Bán nhà sổ đỏ đường Tây Sơn Đống Đa - SĐT: 0366 555 258.Nhà nằm trong con ngõ đẹp nhất phố Tây Sơn, ô tô đỗ cửa vào nhà.Tiếp giáp các phố Thái Hà, Chùa Bộc, Láng Hạ, hiền hồ nga ukraine, Trần Quang Diệu, Hoàng Cầu... trung tâm quận Đống Đa.Diện tích rộng 65 m2, nhà mới đẹp, 6 tầng, mặt tiền 5 m.Thiết theo phong cách hiện đại, đường trước nhà ô tô tránh, phòng nào cũng ngập tràn ánh sáng tự nhiên.Khu vực đất lành vượng khí, dân cư đông đúc, kinh doanh buôn bán tấp nập. Nhà phù hợp vừa ở vừa kinh doanh hoặc cho thuê.Chủ nhà cần tiền bán gấp giá chốt linh động.Sổ đỏ đẹp sẵn sàng giao dịch.Giá chào chỉ 15 tỷ thương lượng mạnh với chính chủ.Liên hệ Mrs. Thanh chuyên nhà đẹp - SĐT: 0366 555 258.",27/03/2022,Tin thường,batdongsan_so_com_vn_1673829103.8608243,,
17 tỷ VNĐ,Hà Nội, 65m2,,,,,"Bán nhà chính chủ đường Huỳnh Thúc Kháng - SĐT: 0366 555 258.Nhà phân lô mặt ngõ thông, vỉa hè ô tô tránh chạy vòng quanh.Diện tích 65m2, xây 6 tầng thang máy, mặt tiền hoa hậu 5 m.  + Khu vực tiện kinh doanh mọi loại hình kết hợp để ở. + Hàng xóm văn minh, khu dân trí cao, vị trí đắc địa. + Nhà chủ tự xây rất cẩn thận, hiền hồ nga ukraine, nội thất trang thiết bị đều được lựa chọn tỉ mỉ, về ở ngay.Sổ đỏ chính chủ, sẵn sàng giao dịch.Giá chào bán chỉ 17 tỷ thương lượng mạnh.Liên hệ ngay - SĐT: 0366 555 258.Miễn trung gian và báo mạng.",27/03/2022,Tin thường,batdongsan_so_com_vn_1673829105.5672596,,
5 tỷ VNĐ,"Nguyễn Trãi, Thanh Xuân", 40m2,,,,,"NHÀ ĐẸP PHỐ TÔN THẤT TÙNG, ĐỐNG ĐA, DT 45M2, MT 4,5M, KINH DOANH KHÔNG NGHỈ, NGÕ RỘNG THÔNG PHỐ. + Vị trí trung tâm Đống Đa dân trí cao, gần chợ, trường học, bệnh viện, ngân hàng và giao thông thuận tiện. + Nhà 4 tầng cực đẹp khách chỉ xách vali về ở và kinh doanh không ngừng nghỉ ngày nào. Ngõ rộng thông phố Khương Thượng và Trường Chinh. + Sổ đẹp phân lô vuông đét. + Liên hệ em Thái để được tư vấn và hỗ trợ miễn phí.",27/03/2022,Tin thường,batdongsan_so_com_vn_1673829107.4622147,,
"2,85 tỷ VNĐ","Chính chủ bán gấp Căn góc 64m2 thông thuỷ tại Vinsmart City Tây Mỗ, 2,85 tỷ; 0915604123", 64m2,,,,,"Chính chủ bán gấp Căn góc 64m2 thông thuỷ tại Vinsmart City Tây Mỗ, 2,85 tỷ; 0915604123  – Toà S401, trục 08.  – Nhà thiết kế sang trọng hiện đại : Gồm 2 ngủ 2 wc.  – Vừa hoàn thiện toàn bộ.  – Nội thất Gỗ An Cường mới đẹp 100%.  - Để lại hết đồ điện tử mới mua theo nhà còn nguyên hoá đơn và toàn bộ đồ nội thất.  – Khách mua chỉ cần xách valy vào ở ngay.   - Gía : 2.850 Tỷ  - LH để biết thêm chi tiết: 0983981402 – 0915604123      http://www.sanbatdongsanviet.com.vn",27/03/2022,Tin thường,batdongsan_so_com_vn_1673829108.7817097,,
"3,38 tỷ VNĐ","Đường Võ Chí Công, phường Phú Thượng, quận Tây Hồ, Hà Nội", 85m2,,, 2, 2,"🏘🏘🏘Hot hot!!!Bán gấp căn hộ chung cư Udic Westlake Tây Hồ. ✅Diện tích: 85m2 có 2 phòng ngủ + 2 vệ sinh. ✅Trong đó 1 phòng ngủ Master có vs khép kín + phòng khách + bếp + logia. ✅Nhà thuộc lô góc nên cực kỳ thoáng mát. View sân chung. ✅Đã hoàn thiện nội thất cơ bản, sàn gỗ, tủ bếp, hút mùi, điều hòa ✅✅Giá bán: 3 tỷ 380 có gia lộc ( thương lượng nhẹ) +Miễn 100% phí xem nhà ☎️☎️☎️LH: 0977568223 để xem nhà",27/03/2022,Tin thường,batdongsan_so_com_vn_1673829109.8109057, Tây,
2 tỷ VNĐ,Nam Từ Liêm, 40m2,,,,,"+ Kinh doanh buôn bán các mặt hàng rất tốt. ——————————– + Các công trình nổi bật ở khu như: Vinhome Smart city có trung tâm mua sắn lớn Vinhome Media mart, đại lộ Thăng Long. + Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch. + Hãy gọi Anh Hiệp để xem nhà ngay: 0963 005 936. ",27/03/2022,Tin thường,batdongsan_so_com_vn_1673829110.7743292,,
15 tỷ VNĐ,Hà Nội, 68m2,,,,,"Bán nhà phố Đông Các Đống Đa - LH: 0856 968 656.Diện tích 68 m2, mặt tiền 5.7 m, 7 tầng thang máy. + Vị trí nhà cực đẹp, đường phân lô ô tô tránh, gần hồ Hoàng Cầu… + 5 phút có mặt ga đường sắt trên cao, quận uỷ Đống Đa, phố Mai Anh Tuấn, Hoàng Cầu, Thái Hà, hiền hồ bà phương hằng, Hào Nam, Trần Quang Diệu… + Thích hợp ở định cư, đầu tư sinh lời nhanh chóng, hoặc tiện kinh doanh spa hoặc làm văn phòng, nhà hàng cao cấp, shop thời trang... + Khu vực dân trí cao, hàng xóm thân thiện, an ninh tuyệt vời.Thiết kế: - Thiết kế khoa học, đẹp, tối ưu hóa công năng sử dụng. - Nhà còn mới đẹp, chủ giữ gìn cẩn thận, xách va ly về ở ngay. - Chủ tự xây để ở, kiên cố, chắc chắn.Thông tin liên hệ, pháp lý: - Sổ đỏ chính chủ, sẵn sàng giao dịch. - Giá chào chỉ 15 tỷ thương lương sâu, bao sang tên, tặng full nội thất xịn.Liên hệ Mr. Bình ngay để được tư vấn xem nhà miễn phí 24/24h - 0856 968 656.* Tôi có hàng chục nghìn nhà trên địa bàn thành phố Hà Nội.* Hỗ trợ các thủ tục sang tên, công chứng, quy hoạch, GPXD…* Hỗ trợ vay vốn ngân hang, giải ngân lên đến 90 %.",27/03/2022,Tin thường,batdongsan_so_com_vn_1673829111.8823662,,
"18,5 tỷ VNĐ",Thái Hà - Trung Liệt - Đống Đa, 61m2, 6, 6, 4, 5,"+ Bán Nhà Thái Hà 61m – 6 Tầng – MT 6.3m – Giá 18.5 tỷ     + Phố Thái Hà Con Phố Nổi Tiếng Với nhiều văn Phòng , Của Hàng Trung Tâm Thương Mại Sầm uất. Rất Thuận Tiện cho Mọi Hoạt Động Kinh Doanh.  + Thiết Kế Nhà :           + Tầng 1: Thông sàn + WC, Cầu Thang cuối. + Tầng 2: Phòng Khách, Bếp, nhà WC + Tầng 3, 4: Mỗi Tầng 2 phòng + WC + Tầng 5: 1 phòng rộng, WC và sân trồng cây. + Tầng 6: Tum + sân phơi lớn.  + Vị Trí Đẹp Vừa Ở Vừa KD Văn Phòng ,Văn Phòng Đại Diện, Spa ...      + Sổ Vuông Đẹp.         + Lh : Em Trường zalo 0349 616 626 ! ",27/03/2022,Tin thường,batdongsan_so_com_vn_1673829113.030293, Đông nam, 5
,phạm văn đồng, 38m2,,,,,"- Nhà cách đường lớn Phạm Văn Đồng 30m, ngõ 2 ô tô tránh thông Xuân Đỉnh đi lại thuận tiện, ô tô có thể đỗ cửa, gần công viên Hòa Bình, chợ đầu mối Xuân Đỉnh ,siêu thị HC. - Nhà chủ tự xây nên vô cùng chắc chắn.Từ tầng 2 ba thoáng, các phòng đều có cửa sổ. Thiết kế + tầng 1 có sân để xe riêng, Phòng khách, bếp, Wc. +Tầng 2,3 mỗi tầng 2 phòng ngủ, tổng 4 phòng. +Tầng 4 phòng thờ , sân phơi.  - Sổ đỏ vuông vắn, nở hậu. - giá 3.9 tỷ (có thương lượng ). Liên hệ : A Vũ - 0347676600 (để gặp chính chủ và xem nhà miễn phí.Miễn các bạn trung gian).",27/03/2022,Tin thường,batdongsan_so_com_vn_1673829114.0186489,,
15 tỷ VNĐ,Hà Nội, 69m2,,,,,"Bán nhà chính chủ phố Nguyễn Phúc Lai Đống Đa - LH: 0856 968 656.Diện tích 69 m2, 7 tầng, mặt tiền 5.4 m. + Cực phẩm đỉnh Đống Đa, ô tô tránh, 7 tầng thang máy, kinh doanh sầm uất. + Khu vực cực HOT, nơi mà có nhà bán đã là may mắn, dân trí cao, an ninh tốt, nhiều tiện ích. + Thông số siêu mẫu, thiết kế đỉnh cao, toà nhà chủ tự xây để ở nên nét từ viên gạch đến tông màu. + Nội thất sang trọng, lịch lãm, toàn đồ nhập khẩu.Tòa nhà thiết kế hợp lý, không có điểm trừ dù khách khó tính đến mấy. - Tầng 1: Gara để ô tô, khách, WC. - Tầng 2, 3, 4, 5, 6: Các phòng sang xịn, WC. - Tầng 7: Phòng thờ, sân vườn, sân phơi.Thông tin liên hệ, pháp lý: - Sổ đỏ chính chủ, sẵn sàng giao dịch. - Giá chào chỉ 15 tỷ thương lương sâu, bao sang tên, tặng full nội thất xịn.Liên hệ ngay Mr. Bình để được tư vấn và xem nhà miễn phí 24/24h - 0856 968 656.* Tôi có hàng chục ngàn căn nhà trên địa bàn Hà Nội.* Hỗ trợ các thủ tục sang tên, công chứng, quy hoạch, GPXD…* Hỗ trợ vay vốn ngân hàng, giải ngân lên đến 90 %.",27/03/2022,Tin thường,batdongsan_so_com_vn_1673829114.9681098,,
